productID,productName,category,unitPrice,unitsInStock
P01533,Form,Grocery,815.33,262
P01534,Argue,Books,1694.01,423
P01535,Bad,Clothing,1880.19,130
P01536,Good,Home,178.45,262
P01537,Play,Electronics,1451.85,219
P01538,Pattern,Toys,1800.09,324
P01539,Today,Clothing,1226.25,8
P01540,Wish,Books,1989.2,469
P01541,Tell,Electronics,1808.76,161
P01542,Ready,Clothing,1135.64,117
P01543,Develop,Home,1537.11,438
P01544,Style,Grocery,1232.97,87
P01545,None,Toys,899.44,395
P01546,Defense,Grocery,1306.27,474
P01547,Human,Toys,1117.57,341
P01548,Analysis,Home,587.54,471
P01549,Arm,Books,941.94,50
P01550,News,Toys,234.67,97
P01551,View,Toys,151.52,398
P01552,Information,Home,573.06,200
P01553,Remember,Home,1303.77,331
P01554,Stock,Electronics,1885.04,176
P01555,Official,Clothing,459.1,199
P01556,Western,Books,837.5,232
P01557,Anything,Clothing,507.71,136
P01558,The,Clothing,948.07,297
P01559,Generation,Clothing,1355.56,478
P01560,Thank,Clothing,1132.56,154
P01561,Nice,Clothing,838.51,253
P01562,Law,Clothing,969.67,257
P01563,Media,Toys,1863.11,37
P01564,Phone,Grocery,7.86,402
P01565,Amount,Electronics,601.33,205
P01566,Political,Books,849.98,346
P01567,Imagine,Electronics,1345.08,214
P01568,Never,Electronics,1603.12,190
P01569,Mrs,Clothing,1744.03,337
P01570,Guess,Clothing,732.93,415
P01571,Subject,Clothing,262.13,79
P01572,Popular,Toys,1425.04,485
P01573,Out,Electronics,1826.5,223
P01574,Share,Grocery,220.65,305
P01575,Mrs,Books,699.69,249
P01576,On,Toys,1604.64,345
P01577,Sister,Home,857.76,368
P01578,They,Clothing,233.78,234
P01579,City,Grocery,1657.28,84
P01580,Low,Books,1596.85,116
P01581,Change,Grocery,322.81,181
P01582,Trade,Books,975.79,309
P01583,Anything,Clothing,487.72,458
P01584,Hard,Home,1972.09,122
P01585,Table,Toys,1567.36,330
P01586,President,Clothing,717.72,199
P01587,Consumer,Clothing,1618.0,439
P01588,Yard,Toys,974.84,131
P01589,Six,Clothing,762.04,108
P01590,Huge,Home,498.19,159
P01591,Myself,Clothing,1211.32,135
P01592,Turn,Grocery,1689.5,223
P01593,Spend,Books,1920.21,134
P01594,Low,Electronics,368.8,78
P01595,Offer,Books,945.43,240
P01596,Month,Toys,1754.67,32
P01597,Drug,Clothing,1536.91,368
P01598,Shoulder,Books,1925.85,130
P01599,Deep,Grocery,1579.34,391
P01600,Go,Home,1321.19,342
P01601,Of,Electronics,1653.17,61
P01602,Tough,Toys,1077.13,279
P01603,Letter,Electronics,1802.04,205
P01604,Seem,Electronics,1089.49,494
P01605,Adult,Grocery,839.4,273
P01606,Idea,Electronics,1532.62,50
P01607,Dream,Toys,1519.97,235
P01608,Night,Electronics,530.7,72
P01609,Get,Grocery,1874.94,118
P01610,Attorney,Toys,698.11,395
P01611,Arm,Home,894.87,111
P01612,Save,Toys,563.71,264
P01613,Feeling,Toys,617.37,414
P01614,Weight,Home,1908.21,268
P01615,Play,Toys,73.26,157
P01616,Involve,Toys,587.36,302
P01617,Operation,Clothing,83.07,75
P01618,Near,Grocery,1609.54,5
P01619,Everybody,Clothing,1382.08,390
P01620,Return,Electronics,650.42,476
P01621,Change,Grocery,1792.4,394
P01622,Eye,Toys,787.92,128
P01623,Popular,Home,1831.1,206
P01624,Within,Books,1629.38,89
P01625,Close,Books,815.37,80
P01626,Unit,Grocery,101.32,290
P01627,Early,Home,1417.25,264
P01628,Determine,Electronics,136.77,380
P01629,Itself,Toys,34.6,6
P01630,Man,Toys,457.87,213
P01631,Director,Toys,1616.39,441
P01632,Think,Clothing,1877.06,101
P01633,Owner,Books,1087.93,218
P01634,Stop,Books,703.97,381
P01635,Increase,Electronics,246.13,246
P01636,May,Grocery,1899.61,444
P01637,Me,Clothing,934.78,204
P01638,These,Clothing,1166.51,497
P01639,System,Grocery,187.05,372
P01640,Continue,Electronics,1787.25,39
P01641,Physical,Toys,319.48,289
P01642,Pull,Electronics,208.72,114
P01643,Their,Clothing,140.01,43
P01644,Wind,Grocery,1074.33,98
P01645,Management,Clothing,143.18,351
P01646,Here,Clothing,811.99,73
P01647,President,Clothing,1841.37,185
P01648,Receive,Clothing,1515.62,53
P01649,Firm,Clothing,88.97,486
P01650,Imagine,Home,1350.73,14
P01651,No,Clothing,1928.88,333
P01652,Discuss,Electronics,751.33,390
P01653,Almost,Home,1752.66,493
P01654,Final,Toys,1045.74,249
P01655,Develop,Books,1794.7,156
P01656,Data,Electronics,1017.04,143
P01657,Foreign,Electronics,1401.5,432
P01658,Leave,Clothing,543.61,339
P01659,Officer,Electronics,1798.08,460
P01660,Before,Toys,1295.7,265
P01661,Yes,Clothing,1324.93,155
P01662,Build,Clothing,1566.76,415
P01663,Experience,Home,277.0,331
P01664,Major,Home,384.94,102
P01665,Heart,Toys,832.09,404
P01666,Top,Toys,669.31,410
P01667,Material,Grocery,1832.58,31
P01668,Spring,Books,1757.14,373
P01669,Class,Electronics,1025.94,147
P01670,State,Books,624.07,57
P01671,Fund,Grocery,632.99,192
P01672,Bed,Grocery,300.75,95
P01673,Five,Electronics,642.77,468
P01674,At,Electronics,382.88,351
P01675,Spend,Electronics,502.35,176
P01676,Then,Books,68.52,422
P01677,Market,Toys,1043.04,215
P01678,Focus,Toys,418.13,88
P01679,Mind,Electronics,271.66,348
P01680,Identify,Grocery,258.17,21
P01681,As,Toys,797.88,295
P01682,Yourself,Toys,812.05,404
P01683,Win,Clothing,823.41,344
P01684,Enough,Electronics,1342.05,16
P01685,Might,Electronics,61.19,274
P01686,Across,Clothing,1948.41,451
P01687,Week,Clothing,1764.73,141
P01688,Social,Home,949.97,66
P01689,The,Clothing,699.73,370
P01690,Model,Home,415.46,160
P01691,Attention,Clothing,131.1,31
P01692,Law,Books,1455.39,73
P01693,Bed,Electronics,338.82,350
P01694,Rise,Toys,976.51,274
P01695,Nation,Electronics,485.05,264
P01696,Any,Home,366.39,51
P01697,Explain,Electronics,6.35,262
P01698,Company,Clothing,656.54,129
P01699,Man,Toys,78.25,239
P01700,Analysis,Clothing,356.88,313
P01701,Report,Electronics,146.72,8
P01702,A,Home,378.91,313
P01703,Forget,Grocery,740.67,419
P01704,Look,Toys,1048.23,301
P01705,Continue,Electronics,1113.51,21
P01706,Capital,Toys,1961.55,366
P01707,Modern,Electronics,870.53,68
P01708,Responsibility,Grocery,1704.98,24
P01709,Against,Home,399.57,126
P01710,Expect,Toys,1272.24,493
P01711,Its,Clothing,1112.15,177
P01712,Growth,Home,969.68,215
P01713,Attention,Grocery,888.85,190
P01714,Because,Electronics,1409.46,142
P01715,None,Home,1085.53,268
P01716,Difficult,Home,750.88,77
P01717,Thank,Electronics,1074.06,221
P01718,Mission,Clothing,439.92,3
P01719,Add,Books,370.38,59
P01720,Sign,Home,467.23,133
P01721,Leave,Electronics,1855.59,441
P01722,Bed,Grocery,1484.12,35
P01723,Power,Toys,402.28,389
P01724,Clear,Grocery,987.31,352
P01725,Form,Electronics,1454.22,28
P01726,Traditional,Grocery,796.03,269
P01727,Plan,Grocery,54.22,189
P01728,Another,Clothing,1644.69,187
P01729,Expect,Home,263.28,187
P01730,Raise,Electronics,1524.66,257
P01731,Even,Home,1070.85,158
P01732,This,Home,1434.71,257
P01733,Another,Grocery,1141.01,472
P01734,Minute,Clothing,1893.35,63
P01735,Event,Home,1367.65,454
P01736,Act,Grocery,1420.47,367
P01737,Necessary,Home,1796.56,449
P01738,Establish,Grocery,876.18,114
P01739,Race,Grocery,247.8,454
P01740,Among,Grocery,290.37,376
P01741,Benefit,Books,1231.85,118
P01742,Positive,Clothing,1667.87,109
P01743,We,Electronics,763.3,440
P01744,Congress,Books,1495.54,248
P01745,While,Grocery,493.93,352
P01746,Culture,Clothing,1945.63,113
P01747,Night,Toys,282.42,402
P01748,Once,Electronics,1954.87,74
P01749,Size,Toys,827.59,101
P01750,Door,Electronics,1815.6,325
P01751,First,Toys,240.25,315
P01752,Stage,Toys,466.34,412
P01753,Own,Clothing,1932.94,21
P01754,Soon,Books,1237.21,171
P01755,Light,Toys,820.19,201
P01756,Outside,Grocery,1237.48,255
P01757,Ahead,Books,1126.85,356
P01758,Government,Toys,403.64,44
P01759,Late,Toys,102.44,491
P01760,Sit,Home,1421.73,71
P01761,Memory,Toys,364.87,225
P01762,Better,Grocery,602.44,432
P01763,Third,Home,1582.38,1
P01764,Could,Clothing,1651.48,452
P01765,Life,Books,1967.22,25
P01766,Activity,Grocery,693.8,172
P01767,Money,Books,1072.32,48
P01768,Water,Books,1521.05,467
P01769,Appear,Electronics,984.15,462
P01770,Customer,Grocery,611.6,219
P01771,Always,Grocery,1849.32,332
P01772,Receive,Clothing,1239.98,398
P01773,Property,Clothing,1573.04,462
P01774,Talk,Grocery,1052.96,160
P01775,For,Grocery,1495.87,268
P01776,Send,Books,1276.17,302
P01777,Cultural,Grocery,155.7,371
P01778,Ahead,Electronics,187.88,426
P01779,Throughout,Home,457.31,36
P01780,Senior,Grocery,1183.28,379
P01781,Detail,Electronics,1443.76,422
P01782,On,Grocery,883.49,410
P01783,Still,Grocery,1611.23,198
P01784,Could,Books,834.79,253
P01785,Feeling,Books,677.63,94
P01786,Point,Books,1549.11,114
P01787,Security,Home,514.06,259
P01788,Act,Books,1849.85,164
P01789,True,Books,1385.08,76
P01790,Tonight,Books,1805.45,285
P01791,Left,Electronics,223.09,62
P01792,Great,Clothing,482.74,95
P01793,Ago,Toys,554.34,124
P01794,Together,Home,1430.05,491
P01795,Same,Clothing,1480.55,416
P01796,West,Toys,354.58,209
P01797,Exist,Electronics,523.79,107
P01798,Different,Electronics,405.59,322
P01799,Foreign,Clothing,868.05,34
P01800,Cultural,Electronics,893.08,141
P01801,Hit,Clothing,1775.47,364
P01802,Medical,Home,1492.33,86
P01803,Until,Books,48.05,394
P01804,Above,Toys,1859.23,275
P01805,Friend,Toys,169.26,382
P01806,Evening,Home,90.59,271
P01807,Figure,Toys,597.18,302
P01808,This,Clothing,887.68,333
P01809,Eat,Books,1808.85,25
P01810,Make,Clothing,570.47,7
P01811,Article,Books,1298.43,289
P01812,Catch,Clothing,710.61,210
P01813,Tough,Clothing,866.25,73
P01814,Artist,Books,1282.46,84
P01815,Figure,Home,1448.65,335
P01816,Sell,Books,1525.38,230
P01817,What,Books,1411.35,407
P01818,Officer,Home,1756.47,91
P01819,More,Grocery,1015.87,398
P01820,Late,Electronics,1016.77,96
P01821,Lead,Home,1564.36,3
P01822,Government,Grocery,371.54,33
P01823,Write,Electronics,1389.9,72
P01824,Modern,Toys,178.18,424
P01825,Foreign,Toys,649.99,96
P01826,Whom,Toys,1877.58,376
P01827,Market,Toys,1981.4,93
P01828,Prevent,Home,537.4,430
P01829,The,Books,1352.78,406
P01830,None,Toys,512.55,72
P01831,Executive,Books,628.88,434
P01832,Evening,Toys,720.45,38
P01833,Data,Clothing,1051.87,443
P01834,For,Books,352.45,497
P01835,Crime,Toys,1006.65,343
P01836,Know,Clothing,1554.8,416
P01837,Adult,Toys,1011.86,261
P01838,Mission,Grocery,57.7,82
P01839,Forget,Clothing,1904.78,425
P01840,Loss,Toys,600.29,259
P01841,Behavior,Grocery,834.9,359
P01842,Perhaps,Books,524.86,289
P01843,You,Books,1219.25,448
P01844,Strategy,Grocery,1138.91,108
P01845,Deep,Grocery,1226.27,157
P01846,Project,Electronics,516.9,233
P01847,Employee,Electronics,335.8,46
P01848,Crime,Electronics,1318.37,371
P01849,Attack,Grocery,673.45,106
P01850,Law,Toys,582.13,403
P01851,Himself,Electronics,82.69,121
P01852,Hold,Clothing,1039.33,37
P01853,Easy,Books,1738.79,482
P01854,None,Clothing,1453.86,234
P01855,Million,Toys,1746.26,118
P01856,Shake,Grocery,1555.9,399
P01857,Past,Toys,1619.49,350
P01858,Short,Toys,623.57,158
P01859,Budget,Books,1254.58,184
P01860,Race,Electronics,1515.38,482
P01861,Pay,Grocery,188.37,453
P01862,Activity,Clothing,1812.95,318
P01863,Increase,Home,1272.82,249
P01864,My,Electronics,764.67,445
P01865,Line,Books,1708.98,162
P01866,Kind,Electronics,708.76,473
P01867,Arrive,Clothing,216.78,331
P01868,Appear,Toys,1351.94,124
P01869,Experience,Grocery,1561.38,176
P01870,News,Books,615.78,347
P01871,Other,Electronics,1480.56,445
P01872,World,Grocery,1563.7,297
P01873,Skin,Electronics,1909.42,297
P01874,Place,Clothing,475.78,9
P01875,Public,Clothing,1068.93,419
P01876,Blood,Books,1114.72,79
P01877,Military,Home,1554.37,397
P01878,Country,Books,1804.69,439
P01879,Church,Books,1188.12,73
P01880,Card,Books,1029.64,379
P01881,Point,Toys,1543.46,385
P01882,Good,Grocery,1202.01,275
P01883,Prepare,Home,479.29,87
P01884,Other,Toys,364.05,208
P01885,Nearly,Toys,1653.78,161
P01886,Even,Toys,204.66,487
P01887,Discussion,Electronics,659.95,179
P01888,Significant,Clothing,1794.99,24
P01889,Music,Grocery,980.63,45
P01890,Arrive,Clothing,1012.56,455
P01891,Necessary,Electronics,1235.62,306
P01892,Itself,Toys,861.86,165
P01893,Few,Books,1688.68,167
P01894,Media,Books,1770.14,126
P01895,Factor,Grocery,1237.17,103
P01896,Star,Electronics,1426.17,407
P01897,Letter,Electronics,949.49,347
P01898,Really,Clothing,1897.47,261
P01899,Light,Home,1824.71,249
P01900,Address,Electronics,1697.94,229
P01901,War,Grocery,896.24,18
P01902,Rise,Electronics,1291.73,468
P01903,Every,Books,958.24,235
P01904,Improve,Clothing,1933.06,365
P01905,Travel,Books,1203.49,5
P01906,Happy,Grocery,613.69,459
P01907,Move,Clothing,1710.58,312
P01908,Follow,Electronics,758.67,316
P01909,Whom,Books,397.37,58
P01910,Continue,Books,1687.04,51
P01911,Sea,Toys,77.41,235
P01912,Region,Toys,1397.49,482
P01913,Fine,Grocery,1367.98,154
P01914,Support,Home,1459.36,37
P01915,Foreign,Toys,196.51,80
P01916,Type,Toys,637.98,441
P01917,Arrive,Home,1205.11,394
P01918,Price,Toys,776.67,448
P01919,Identify,Home,972.62,59
P01920,In,Home,516.45,176
P01921,None,Clothing,318.5,97
P01922,Card,Books,570.27,18
P01923,Theory,Home,588.16,66
P01924,Million,Home,365.89,155
P01925,Family,Books,535.03,76
P01926,Form,Toys,1173.64,180
P01927,Big,Electronics,1387.2,393
P01928,Must,Toys,1151.0,325
P01929,Newspaper,Books,1442.13,168
P01930,Lead,Electronics,440.03,286
P01931,Yard,Clothing,1559.63,167
P01932,Condition,Home,748.45,233
P01933,Television,Toys,1282.59,268
P01934,Case,Home,502.16,253
P01935,Month,Books,279.02,207
P01936,Fire,Grocery,1030.99,429
P01937,Customer,Home,1349.79,304
P01938,Onto,Grocery,1156.46,155
P01939,Safe,Electronics,1775.2,280
P01940,Together,Clothing,419.59,478
P01941,Give,Electronics,1128.2,335
P01942,Even,Grocery,369.25,462
P01943,Include,Books,1814.83,441
P01944,Beyond,Books,33.06,16
P01945,Note,Grocery,382.7,162
P01946,Feeling,Clothing,168.52,89
P01947,Bill,Clothing,1977.62,141
P01948,Onto,Home,881.44,435
P01949,Short,Books,1756.33,451
P01950,Nothing,Electronics,1062.08,274
P01951,Experience,Home,965.53,378
P01952,Main,Home,559.14,16
P01953,Order,Books,76.31,160
P01954,Cut,Books,856.14,266
P01955,Miss,Electronics,1685.5,360
P01956,Arrive,Grocery,1218.74,156
P01957,Game,Grocery,1151.92,351
P01958,Interview,Clothing,1753.2,346
P01959,Trip,Clothing,710.14,474
P01960,Former,Home,980.09,430
P01961,Fall,Electronics,447.31,190
P01962,Many,Grocery,415.5,223
P01963,Wall,Clothing,1387.34,269
P01964,Serious,Clothing,955.74,280
P01965,Cover,Grocery,1002.32,262
P01966,Street,Clothing,318.59,322
P01967,Owner,Toys,1744.04,335
P01968,Concern,Grocery,460.47,328
P01969,Interview,Books,1385.21,163
P01970,Use,Electronics,474.97,410
P01971,Computer,Toys,427.73,299
P01972,Stay,Clothing,797.24,42
P01973,Special,Electronics,199.42,4
P01974,Catch,Grocery,1946.05,289
P01975,Direction,Electronics,232.17,397
P01976,Citizen,Grocery,1117.96,206
P01977,Support,Home,1917.98,101
P01978,Himself,Electronics,275.85,191
P01979,Technology,Home,610.76,462
P01980,Bank,Books,534.33,478
P01981,Magazine,Electronics,1592.93,244
P01982,Window,Grocery,1268.94,228
P01983,However,Books,1293.49,253
P01984,Strategy,Home,580.14,263
P01985,Full,Clothing,1225.54,230
P01986,Administration,Home,1240.91,254
P01987,Evidence,Grocery,802.29,383
P01988,Assume,Home,1979.57,77
P01989,Task,Grocery,692.33,144
P01990,Box,Toys,601.36,295
P01991,Pretty,Electronics,581.55,132
P01992,Reason,Books,1420.32,315
P01993,Especially,Home,674.44,284
P01994,Face,Books,1919.46,364
P01995,Century,Clothing,1245.38,101
P01996,Field,Home,871.0,10
P01997,Important,Clothing,1753.26,402
P01998,Enter,Home,1600.76,382
P01999,Public,Clothing,822.37,253
P02000,Tax,Electronics,355.08,197
