orderID,userID,productID,orderDate,quantity,status
O21073,U00272,P00673,2023-11-09,1,Delivered
O21074,U00164,P00878,2023-11-09,2,Delivered
O21075,U00909,P01343,2023-06-29,4,Delivered
O21076,U02259,P00011,2024-08-23,5,Delivered
O21077,U01752,P01231,2024-07-16,3,Delivered
O21078,U01723,P00259,2024-06-22,1,Shipped
O21079,U02730,P00141,2025-06-03,1,Delivered
O21080,U02026,P00780,2024-03-07,4,Placed
O21081,U02368,P01167,2024-01-15,1,Delivered
O21082,U00836,P00428,2025-03-17,2,Placed
O21083,U00444,P00930,2025-02-14,5,Delivered
O21084,U02977,P00515,2025-02-06,3,Delivered
O21085,U01909,P00813,2024-11-27,1,Cancelled
O21086,U02299,P00377,2025-02-15,5,Placed
O21087,U02648,P01346,2024-02-29,3,Placed
O21088,U02764,P01020,2024-03-31,2,Placed
O21089,U02541,P01035,2024-11-07,2,Shipped
O21090,U00703,P00346,2023-08-12,3,Delivered
O21091,U01309,P01354,2024-12-27,5,Delivered
O21092,U01392,P00650,2023-09-18,4,Placed
O21093,U00014,P00360,2023-07-22,5,Shipped
O21094,U00968,P01046,2024-07-08,5,Cancelled
O21095,U02346,P01052,2024-05-18,5,Cancelled
O21096,U00310,P01255,2024-04-14,3,Delivered
O21097,U01975,P01003,2024-05-03,2,Shipped
O21098,U03000,P00831,2025-04-29,3,Delivered
O21099,U01309,P00218,2024-12-13,4,Delivered
O21100,U00219,P01206,2024-07-01,3,Delivered
O21101,U00376,P01398,2023-10-27,5,Cancelled
O21102,U01294,P00985,2025-04-22,2,Shipped
O21103,U02247,P00372,2024-05-20,3,Delivered
O21104,U00802,P00302,2025-02-11,4,Shipped
O21105,U00893,P00442,2024-06-12,2,Cancelled
O21106,U00545,P00575,2023-09-22,1,Delivered
O21107,U01800,P01119,2024-12-26,2,Delivered
O21108,U01051,P00188,2025-01-21,2,Placed
O21109,U02949,P00387,2025-05-11,1,Delivered
O21110,U01657,P01108,2024-01-29,4,Shipped
O21111,U01571,P01027,2024-03-10,1,Shipped
O21112,U02321,P01263,2024-07-05,5,Cancelled
O21113,U01809,P00542,2023-12-02,2,Cancelled
O21114,U00104,P00294,2024-04-17,5,Delivered
O21115,U02344,P00240,2023-12-17,1,Delivered
O21116,U02129,P00683,2024-06-14,3,Delivered
O21117,U00549,P00881,2024-09-29,5,Cancelled
O21118,U01038,P00260,2023-11-19,4,Placed
O21119,U02768,P00519,2023-06-25,4,Shipped
O21120,U01604,P00693,2025-02-21,5,Placed
O21121,U02579,P00149,2024-04-21,4,Shipped
O21122,U01981,P00376,2025-06-01,2,Delivered
O21123,U00364,P01150,2024-07-30,2,Shipped
O21124,U01859,P00214,2023-07-26,4,Placed
O21125,U01300,P01039,2025-03-03,5,Delivered
O21126,U00464,P00622,2024-02-23,3,Placed
O21127,U01817,P00726,2024-09-19,5,Delivered
O21128,U01448,P01199,2024-06-23,5,Placed
O21129,U01011,P00668,2024-09-12,3,Cancelled
O21130,U00849,P01462,2025-05-22,5,Delivered
O21131,U01122,P00523,2024-07-04,5,Placed
O21132,U01234,P01405,2024-12-10,4,Cancelled
O21133,U01471,P00813,2024-07-30,1,Placed
O21134,U01115,P00974,2024-04-02,5,Cancelled
O21135,U00754,P00359,2024-08-02,5,Shipped
O21136,U02227,P00939,2025-03-29,1,Cancelled
O21137,U00160,P01060,2024-02-01,3,Placed
O21138,U01382,P00136,2023-09-15,2,Cancelled
O21139,U02160,P01296,2023-11-19,5,Cancelled
O21140,U01151,P00005,2025-04-18,4,Delivered
O21141,U01385,P01054,2025-05-05,1,Delivered
O21142,U02004,P00827,2025-03-18,1,Placed
O21143,U00207,P01212,2024-04-10,4,Placed
O21144,U01895,P00848,2024-03-20,4,Placed
O21145,U01785,P01359,2025-03-09,4,Cancelled
O21146,U01806,P00407,2024-08-09,5,Cancelled
O21147,U02043,P01310,2024-08-22,2,Placed
O21148,U02979,P00999,2023-08-04,5,Placed
O21149,U02529,P00642,2024-12-29,3,Placed
O21150,U01759,P00458,2024-02-04,5,Delivered
O21151,U01156,P01402,2024-02-02,4,Cancelled
O21152,U02322,P00142,2025-01-03,1,Delivered
O21153,U02187,P00390,2023-08-01,4,Delivered
O21154,U02498,P00861,2025-05-04,4,Delivered
O21155,U02728,P01171,2023-11-03,1,Shipped
O21156,U02565,P00685,2024-07-25,1,Delivered
O21157,U02323,P00854,2024-07-15,3,Placed
O21158,U01871,P00340,2023-09-04,1,Delivered
O21159,U00522,P00521,2024-06-11,5,Delivered
O21160,U00479,P00868,2025-04-27,1,Cancelled
O21161,U02825,P00670,2024-05-01,3,Placed
O21162,U02425,P00288,2023-06-29,4,Placed
O21163,U00591,P00439,2024-01-06,3,Cancelled
O21164,U00328,P00248,2024-02-28,4,Cancelled
O21165,U01926,P00285,2024-01-24,2,Cancelled
O21166,U01293,P00724,2023-06-20,1,Cancelled
O21167,U00535,P00009,2025-03-10,2,Shipped
O21168,U01573,P00589,2023-11-11,1,Delivered
O21169,U02065,P00301,2023-08-19,1,Placed
O21170,U01682,P00831,2025-06-13,3,Placed
O21171,U01619,P00826,2024-09-30,5,Delivered
O21172,U00503,P01340,2024-01-05,3,Placed
O21173,U01821,P00314,2023-07-07,3,Shipped
O21174,U01357,P00825,2023-11-09,5,Delivered
O21175,U00673,P01270,2024-03-21,5,Placed
O21176,U00772,P01369,2025-06-11,3,Cancelled
O21177,U02207,P00236,2024-04-19,3,Shipped
O21178,U00485,P00229,2023-11-30,1,Placed
O21179,U01854,P00253,2024-04-18,4,Placed
O21180,U01400,P00275,2024-09-23,3,Placed
O21181,U02583,P00320,2024-04-25,4,Shipped
O21182,U02107,P01034,2024-04-19,1,Shipped
O21183,U02486,P01457,2024-09-29,2,Shipped
O21184,U00218,P00544,2023-12-16,1,Placed
O21185,U02015,P01098,2025-05-30,2,Cancelled
O21186,U00824,P01349,2024-09-20,5,Placed
O21187,U02993,P00504,2024-02-04,2,Delivered
O21188,U00837,P00188,2023-07-20,2,Shipped
O21189,U01596,P00082,2024-08-10,2,Cancelled
O21190,U00948,P01266,2023-12-21,2,Shipped
O21191,U01437,P00563,2025-02-19,5,Placed
O21192,U01705,P01429,2025-05-25,4,Delivered
O21193,U01196,P00999,2024-06-16,4,Delivered
O21194,U00782,P00244,2025-02-14,3,Shipped
O21195,U01523,P01135,2024-12-20,3,Cancelled
O21196,U01563,P00775,2024-04-15,5,Delivered
O21197,U01648,P00978,2025-02-14,2,Placed
O21198,U00764,P00186,2024-09-11,4,Delivered
O21199,U02194,P00566,2023-07-20,3,Shipped
O21200,U01392,P00903,2024-02-20,3,Placed
O21201,U02476,P00378,2024-04-06,2,Cancelled
O21202,U00559,P00977,2024-09-19,3,Shipped
O21203,U01833,P00632,2023-07-04,5,Shipped
O21204,U01061,P01009,2024-09-18,5,Placed
O21205,U02345,P01150,2023-09-25,4,Placed
O21206,U02985,P01189,2023-11-27,4,Shipped
O21207,U01784,P00661,2025-02-13,5,Shipped
O21208,U00660,P00452,2024-10-05,5,Cancelled
O21209,U00972,P00272,2025-04-29,2,Delivered
O21210,U02370,P01465,2025-02-15,1,Delivered
O21211,U02329,P00750,2025-03-23,2,Placed
O21212,U01194,P01480,2025-02-24,2,Placed
O21213,U02252,P01267,2024-04-01,2,Delivered
O21214,U00387,P00592,2023-11-06,1,Cancelled
O21215,U01968,P00212,2023-10-28,3,Delivered
O21216,U02577,P01257,2024-09-11,3,Placed
O21217,U00004,P00965,2023-10-26,4,Cancelled
O21218,U01274,P00120,2023-12-26,2,Delivered
O21219,U02805,P01001,2024-12-12,3,Cancelled
O21220,U01393,P01099,2024-03-05,3,Shipped
O21221,U01857,P00556,2025-05-06,3,Shipped
O21222,U00956,P00166,2023-09-09,3,Shipped
O21223,U01289,P00050,2025-01-30,2,Cancelled
O21224,U00253,P00702,2023-11-18,3,Cancelled
O21225,U02452,P00271,2024-05-27,1,Delivered
O21226,U01018,P01408,2023-08-23,3,Shipped
O21227,U00899,P00596,2023-10-13,3,Delivered
O21228,U00406,P01338,2025-02-17,4,Cancelled
O21229,U01979,P00711,2024-09-12,2,Placed
O21230,U00932,P00079,2023-09-29,4,Placed
O21231,U00661,P00871,2024-04-29,4,Shipped
O21232,U02049,P00499,2024-07-31,2,Cancelled
O21233,U00522,P01411,2023-12-08,3,Placed
O21234,U02496,P01311,2025-04-01,1,Delivered
O21235,U01913,P01103,2025-01-30,3,Delivered
O21236,U02061,P00354,2023-10-07,2,Cancelled
O21237,U01676,P00865,2024-05-03,3,Delivered
O21238,U00876,P00444,2024-06-04,5,Delivered
O21239,U01590,P00600,2025-02-12,3,Shipped
O21240,U02164,P01169,2024-08-13,4,Delivered
O21241,U01338,P01337,2025-06-10,5,Cancelled
O21242,U00735,P00748,2025-04-07,2,Cancelled
O21243,U02824,P00423,2023-11-25,1,Delivered
O21244,U02598,P00643,2025-05-17,3,Placed
O21245,U01537,P00054,2024-12-11,2,Cancelled
O21246,U00865,P01076,2024-07-29,1,Cancelled
O21247,U00350,P00861,2024-06-01,2,Shipped
O21248,U02968,P01043,2024-06-21,5,Shipped
O21249,U02236,P00802,2023-12-10,5,Delivered
O21250,U00252,P01145,2024-09-03,2,Placed
O21251,U01096,P00876,2024-11-10,4,Delivered
O21252,U00222,P00770,2024-04-24,2,Placed
O21253,U00782,P00725,2024-01-06,3,Delivered
O21254,U01732,P00736,2024-08-27,3,Shipped
O21255,U02169,P00697,2023-09-02,4,Shipped
O21256,U00548,P00181,2024-01-08,3,Delivered
O21257,U02814,P01189,2025-02-24,3,Cancelled
O21258,U02378,P00538,2025-05-03,5,Delivered
O21259,U02643,P00317,2025-02-07,2,Placed
O21260,U00136,P01119,2024-11-03,2,Cancelled
O21261,U00201,P00343,2024-01-20,4,Cancelled
O21262,U02237,P01234,2025-03-01,4,Delivered
O21263,U02519,P00560,2023-07-02,2,Placed
O21264,U02876,P01348,2023-09-07,2,Delivered
O21265,U02139,P00433,2025-04-08,5,Placed
O21266,U00739,P00556,2024-04-07,1,Delivered
O21267,U02682,P00610,2024-03-14,5,Placed
O21268,U00564,P00746,2025-06-13,4,Cancelled
O21269,U00692,P00576,2025-05-08,4,Cancelled
O21270,U02102,P00616,2025-04-04,3,Placed
O21271,U02600,P00476,2024-01-21,4,Shipped
O21272,U00426,P00379,2025-05-29,5,Delivered
O21273,U02007,P00344,2024-09-04,2,Delivered
O21274,U00275,P01051,2025-03-17,1,Placed
O21275,U01052,P00187,2023-09-22,3,Placed
O21276,U02440,P01153,2023-07-03,3,Shipped
O21277,U00963,P00212,2024-08-23,4,Placed
O21278,U00188,P00287,2024-12-29,2,Placed
O21279,U02098,P01220,2024-08-16,5,Delivered
O21280,U01778,P00662,2024-09-28,4,Placed
O21281,U01181,P00871,2024-06-28,5,Cancelled
O21282,U00720,P01241,2023-08-29,4,Shipped
O21283,U02605,P01084,2024-06-01,2,Shipped
O21284,U00097,P01135,2024-04-26,3,Placed
O21285,U02321,P00331,2025-05-30,4,Shipped
O21286,U02268,P00357,2024-04-15,2,Delivered
O21287,U00832,P01036,2024-07-04,5,Placed
O21288,U02501,P00243,2024-11-24,1,Cancelled
O21289,U02337,P00848,2024-05-20,3,Shipped
O21290,U02917,P00255,2023-09-11,5,Placed
O21291,U01984,P01282,2024-07-18,1,Delivered
O21292,U02976,P01278,2024-01-29,3,Delivered
O21293,U00808,P00405,2024-06-25,3,Shipped
O21294,U00192,P01071,2024-02-02,2,Delivered
O21295,U02693,P00120,2024-05-15,3,Cancelled
O21296,U00258,P00063,2024-04-18,2,Cancelled
O21297,U02080,P01382,2024-12-19,3,Placed
O21298,U00036,P01155,2024-09-09,5,Cancelled
O21299,U00418,P00753,2025-03-10,2,Shipped
O21300,U01161,P00881,2023-12-24,4,Placed
O21301,U02341,P00234,2023-07-22,4,Cancelled
O21302,U00091,P00452,2023-08-10,5,Placed
O21303,U00365,P00193,2024-03-15,1,Delivered
O21304,U01790,P00027,2024-01-25,5,Cancelled
O21305,U02911,P00871,2024-11-01,1,Placed
O21306,U02722,P00850,2023-09-29,4,Delivered
O21307,U00651,P00263,2025-03-02,1,Cancelled
O21308,U00328,P01207,2024-09-18,5,Cancelled
O21309,U01321,P01082,2024-11-14,3,Cancelled
O21310,U01345,P00675,2023-10-02,4,Delivered
O21311,U00281,P00633,2024-02-11,2,Shipped
O21312,U02457,P01418,2023-07-16,4,Cancelled
O21313,U01572,P00873,2024-03-08,3,Shipped
O21314,U02918,P00457,2024-09-19,1,Placed
O21315,U01553,P00360,2023-11-18,3,Shipped
O21316,U00990,P01283,2024-02-19,1,Cancelled
O21317,U02083,P00854,2024-07-15,3,Placed
O21318,U01321,P00034,2024-04-16,1,Placed
O21319,U02808,P01033,2025-01-18,4,Cancelled
O21320,U01446,P00435,2024-09-26,5,Placed
O21321,U00834,P01071,2024-10-10,4,Cancelled
O21322,U02131,P00778,2023-09-19,1,Placed
O21323,U02903,P01427,2025-06-17,1,Cancelled
O21324,U00011,P00222,2024-12-25,1,Shipped
O21325,U01465,P00446,2024-01-08,4,Cancelled
O21326,U00849,P00415,2024-04-28,3,Placed
O21327,U01846,P00172,2025-04-22,4,Cancelled
O21328,U00695,P01048,2024-10-30,3,Delivered
O21329,U02130,P00022,2025-03-25,5,Cancelled
O21330,U00806,P00214,2024-04-17,2,Shipped
O21331,U00879,P01052,2024-04-15,2,Placed
O21332,U02162,P00781,2024-08-28,2,Shipped
O21333,U02078,P00529,2025-02-02,4,Cancelled
O21334,U01241,P00071,2025-05-16,1,Cancelled
O21335,U00870,P01135,2025-03-03,2,Cancelled
O21336,U01397,P01139,2025-04-08,1,Placed
O21337,U01405,P00415,2024-07-29,4,Placed
O21338,U01442,P01206,2023-09-20,4,Delivered
O21339,U01640,P00107,2024-05-23,2,Delivered
O21340,U02613,P00701,2024-09-11,5,Cancelled
O21341,U00788,P00332,2024-07-20,3,Delivered
O21342,U00824,P00473,2024-11-18,2,Delivered
O21343,U02631,P01423,2024-11-16,5,Cancelled
O21344,U01510,P00733,2023-08-03,5,Shipped
O21345,U01983,P00127,2023-09-18,5,Cancelled
O21346,U00254,P01222,2025-02-05,4,Shipped
O21347,U00558,P01153,2024-08-17,2,Placed
O21348,U01236,P00190,2024-07-19,1,Cancelled
O21349,U00544,P01153,2023-12-11,5,Shipped
O21350,U01210,P00399,2023-10-08,3,Delivered
O21351,U01323,P01317,2024-08-02,4,Placed
O21352,U01243,P00932,2024-04-06,1,Cancelled
O21353,U00481,P01307,2025-06-06,4,Shipped
O21354,U01069,P00976,2023-07-12,4,Shipped
O21355,U00425,P01303,2025-05-10,5,Placed
O21356,U02040,P00906,2023-10-04,3,Shipped
O21357,U02339,P00641,2025-03-15,1,Cancelled
O21358,U02861,P01389,2023-08-10,1,Shipped
O21359,U01621,P01265,2024-04-30,3,Cancelled
O21360,U02309,P00798,2024-08-07,5,Shipped
O21361,U01575,P00607,2024-04-06,4,Cancelled
O21362,U01274,P00428,2024-11-21,4,Delivered
O21363,U02705,P00765,2024-03-18,1,Cancelled
O21364,U01329,P00048,2023-06-19,4,Cancelled
O21365,U01036,P00571,2023-07-06,4,Delivered
O21366,U01205,P00389,2023-08-24,4,Placed
O21367,U01873,P00231,2024-07-16,2,Shipped
O21368,U01347,P00786,2024-09-30,5,Cancelled
O21369,U02693,P01252,2024-11-19,2,Cancelled
O21370,U00200,P00298,2025-02-25,3,Cancelled
O21371,U01068,P01307,2025-03-29,1,Delivered
O21372,U01928,P00045,2025-04-17,3,Delivered
O21373,U02073,P00451,2024-08-27,5,Cancelled
O21374,U00121,P00830,2024-02-25,1,Delivered
O21375,U00834,P01084,2025-01-07,5,Placed
O21376,U00240,P00697,2023-12-28,5,Delivered
O21377,U00814,P01077,2024-07-27,3,Shipped
O21378,U02860,P00140,2025-02-13,2,Cancelled
O21379,U01619,P00102,2023-08-12,2,Delivered
O21380,U00029,P01209,2024-06-28,5,Delivered
O21381,U02177,P00661,2024-03-11,1,Placed
O21382,U00843,P00404,2023-12-29,4,Shipped
O21383,U01787,P00945,2023-07-25,2,Delivered
O21384,U00311,P00292,2025-01-02,1,Placed
O21385,U00794,P01066,2023-08-27,4,Shipped
O21386,U02666,P00208,2024-02-25,2,Placed
O21387,U02923,P01488,2024-07-25,4,Placed
O21388,U01882,P00364,2024-08-20,1,Shipped
O21389,U00030,P00738,2025-06-04,4,Cancelled
O21390,U01980,P01444,2023-09-22,1,Cancelled
O21391,U01730,P00220,2025-04-08,4,Delivered
O21392,U01211,P00812,2025-02-04,1,Cancelled
O21393,U02991,P00136,2023-12-11,5,Placed
O21394,U01911,P00974,2025-02-08,4,Shipped
O21395,U02013,P00559,2024-09-23,1,Delivered
O21396,U01587,P00124,2024-12-10,2,Placed
O21397,U01696,P01020,2023-09-05,2,Delivered
O21398,U01857,P00632,2024-03-19,5,Cancelled
O21399,U01107,P00733,2025-01-04,2,Cancelled
O21400,U02356,P01272,2024-07-10,5,Placed
O21401,U02231,P00622,2024-04-10,5,Cancelled
O21402,U02703,P01044,2024-09-15,4,Delivered
O21403,U02445,P01495,2023-08-04,4,Cancelled
O21404,U02553,P01298,2025-03-19,4,Delivered
O21405,U00019,P00464,2025-01-05,5,Delivered
O21406,U01388,P00067,2024-06-03,4,Placed
O21407,U01336,P00519,2023-10-15,4,Cancelled
O21408,U00434,P01153,2025-05-02,5,Placed
O21409,U01781,P00257,2023-08-08,4,Cancelled
O21410,U01465,P00550,2025-01-16,5,Cancelled
O21411,U00313,P00976,2024-08-17,4,Cancelled
O21412,U00942,P00937,2024-03-22,5,Placed
O21413,U02816,P00932,2024-01-01,2,Placed
O21414,U01955,P01307,2024-10-18,3,Shipped
O21415,U01762,P00792,2024-12-15,3,Placed
O21416,U02956,P00500,2024-09-06,4,Placed
O21417,U02601,P01451,2023-10-12,2,Cancelled
O21418,U00990,P00018,2025-06-11,2,Shipped
O21419,U01969,P00173,2024-03-28,1,Placed
O21420,U02458,P01204,2024-06-14,4,Shipped
O21421,U01566,P00182,2023-07-11,4,Cancelled
O21422,U00165,P00743,2024-01-30,1,Placed
O21423,U00244,P01368,2024-12-22,5,Delivered
O21424,U01768,P00841,2024-08-03,5,Cancelled
O21425,U02044,P01392,2024-11-21,3,Cancelled
O21426,U01137,P00340,2025-02-06,2,Delivered
O21427,U01050,P00286,2023-11-11,5,Placed
O21428,U00219,P00664,2023-08-28,3,Placed
O21429,U01349,P01485,2025-02-03,3,Placed
O21430,U02350,P00528,2023-07-05,5,Delivered
O21431,U01917,P00953,2025-02-03,2,Delivered
O21432,U01583,P01168,2025-04-18,3,Placed
O21433,U02014,P00087,2024-01-02,2,Shipped
O21434,U01922,P00180,2023-12-07,2,Shipped
O21435,U02448,P00637,2025-02-28,3,Cancelled
O21436,U00271,P01207,2023-07-16,3,Delivered
O21437,U01907,P01456,2024-04-16,3,Cancelled
O21438,U02829,P00771,2024-01-07,3,Cancelled
O21439,U01100,P00378,2024-06-20,3,Delivered
O21440,U01624,P01200,2023-07-08,2,Placed
O21441,U02904,P00694,2025-05-30,3,Placed
O21442,U01596,P00037,2023-09-27,5,Placed
O21443,U01810,P01321,2024-10-08,3,Placed
O21444,U00195,P00084,2023-07-05,2,Cancelled
O21445,U01255,P01497,2023-10-21,4,Cancelled
O21446,U02968,P00678,2023-07-18,4,Placed
O21447,U00798,P01236,2025-04-21,3,Placed
O21448,U02675,P01278,2025-06-16,1,Shipped
O21449,U02197,P01121,2025-05-06,5,Shipped
O21450,U01026,P00701,2024-10-27,1,Cancelled
O21451,U02778,P00576,2023-10-28,5,Placed
O21452,U00773,P00440,2025-03-22,2,Cancelled
O21453,U02936,P01392,2023-10-22,5,Cancelled
O21454,U00802,P00380,2023-11-18,3,Placed
O21455,U00343,P00346,2024-05-20,5,Cancelled
O21456,U01183,P00494,2025-04-22,5,Cancelled
O21457,U00040,P01134,2023-07-31,4,Delivered
O21458,U00360,P00111,2024-06-01,1,Shipped
O21459,U00838,P00113,2023-11-28,5,Delivered
O21460,U01589,P01184,2023-07-19,2,Cancelled
O21461,U01537,P00683,2023-11-21,2,Delivered
O21462,U00883,P00823,2024-05-17,1,Delivered
O21463,U01621,P00964,2024-04-28,4,Cancelled
O21464,U00083,P01416,2024-08-01,3,Delivered
O21465,U00539,P01410,2024-06-27,5,Shipped
O21466,U02582,P00611,2025-06-09,5,Placed
O21467,U02160,P00850,2024-09-10,3,Shipped
O21468,U02124,P00810,2025-05-28,1,Placed
O21469,U02314,P01065,2024-07-29,5,Placed
O21470,U00905,P00039,2024-02-02,5,Cancelled
O21471,U00689,P00523,2024-03-27,1,Shipped
O21472,U00140,P01179,2025-05-05,4,Delivered
O21473,U01137,P00776,2025-01-12,2,Shipped
O21474,U00661,P00577,2024-04-25,5,Shipped
O21475,U01866,P01405,2025-01-14,2,Cancelled
O21476,U02952,P01230,2023-07-16,5,Placed
O21477,U00334,P01314,2023-08-05,5,Delivered
O21478,U02964,P01180,2023-11-22,2,Placed
O21479,U01063,P00463,2024-10-16,3,Placed
O21480,U00917,P00418,2025-06-04,3,Placed
O21481,U00151,P00840,2025-05-25,4,Cancelled
O21482,U01481,P01359,2023-08-25,1,Shipped
O21483,U00630,P01109,2024-01-28,4,Shipped
O21484,U02210,P00560,2023-09-05,2,Cancelled
O21485,U01144,P00746,2025-02-25,4,Delivered
O21486,U00021,P01115,2025-04-21,3,Cancelled
O21487,U02218,P00877,2024-12-02,5,Delivered
O21488,U01342,P01287,2023-11-27,3,Delivered
O21489,U00121,P01016,2023-10-16,3,Cancelled
O21490,U02062,P00556,2023-12-06,3,Shipped
O21491,U02262,P00395,2024-12-13,3,Cancelled
O21492,U02177,P01079,2025-03-15,2,Shipped
O21493,U01100,P01496,2024-12-27,5,Cancelled
O21494,U01849,P00624,2024-07-03,4,Shipped
O21495,U02456,P00602,2024-05-18,4,Shipped
O21496,U00812,P00247,2025-05-10,1,Cancelled
O21497,U01175,P00029,2024-03-13,1,Cancelled
O21498,U00367,P01150,2024-05-29,1,Delivered
O21499,U00051,P00234,2024-11-20,2,Placed
O21500,U01711,P00341,2023-12-16,2,Delivered
O21501,U02466,P01023,2024-04-27,4,Shipped
O21502,U02292,P01228,2025-03-15,1,Cancelled
O21503,U02240,P00664,2025-01-16,2,Cancelled
O21504,U01744,P00899,2024-11-20,2,Placed
O21505,U00173,P00862,2025-04-17,1,Cancelled
O21506,U00658,P01218,2024-05-11,1,Placed
O21507,U00517,P00243,2023-07-18,5,Placed
O21508,U00261,P00141,2023-10-14,3,Cancelled
O21509,U02062,P01077,2024-07-15,5,Delivered
O21510,U02214,P00454,2025-06-14,5,Cancelled
O21511,U00451,P00717,2023-08-13,3,Shipped
O21512,U02342,P00862,2024-01-14,5,Cancelled
O21513,U02722,P01247,2024-06-20,4,Delivered
O21514,U02819,P01058,2024-02-28,3,Cancelled
O21515,U01172,P00863,2024-04-12,2,Placed
O21516,U01695,P00297,2025-01-13,1,Delivered
O21517,U02026,P00850,2023-08-14,5,Placed
O21518,U00717,P00492,2024-04-01,2,Placed
O21519,U00107,P00631,2024-11-07,3,Cancelled
O21520,U00250,P00546,2025-05-21,3,Cancelled
O21521,U01977,P01019,2024-11-15,2,Placed
O21522,U01993,P00817,2024-01-24,4,Shipped
O21523,U01170,P00477,2023-11-21,5,Placed
O21524,U02891,P01183,2023-09-22,2,Cancelled
O21525,U00793,P00922,2023-10-27,1,Cancelled
O21526,U01055,P01345,2024-02-16,3,Shipped
O21527,U02827,P00649,2025-03-10,4,Placed
O21528,U02528,P00441,2024-04-10,4,Shipped
O21529,U01207,P01223,2024-05-06,1,Placed
O21530,U02626,P00359,2023-08-28,3,Cancelled
O21531,U02245,P00338,2024-05-12,3,Delivered
O21532,U00135,P00242,2024-02-03,1,Shipped
O21533,U01293,P00641,2025-05-17,4,Placed
O21534,U02441,P00998,2024-11-07,4,Delivered
O21535,U01167,P00337,2023-08-27,3,Placed
O21536,U02723,P01229,2025-01-31,2,Cancelled
O21537,U01515,P01366,2024-03-31,3,Delivered
O21538,U00065,P00564,2025-03-26,3,Placed
O21539,U01800,P01355,2024-08-01,5,Shipped
O21540,U00689,P00750,2024-12-27,3,Cancelled
O21541,U02552,P01018,2025-03-23,5,Delivered
O21542,U00209,P00892,2024-05-29,2,Cancelled
O21543,U02274,P00626,2024-02-01,5,Placed
O21544,U01282,P00978,2025-01-18,2,Delivered
O21545,U00319,P00277,2024-11-15,1,Shipped
O21546,U02547,P00649,2025-04-12,3,Cancelled
O21547,U02879,P00151,2023-08-27,4,Delivered
O21548,U00330,P00148,2024-03-12,5,Shipped
O21549,U01953,P01099,2024-02-20,2,Delivered
O21550,U01138,P00995,2024-12-09,5,Cancelled
O21551,U02721,P00202,2024-10-03,1,Placed
O21552,U01508,P01172,2024-07-30,1,Delivered
O21553,U00409,P00687,2023-10-31,5,Delivered
O21554,U00467,P01088,2025-03-23,3,Cancelled
O21555,U02032,P00185,2023-09-16,5,Delivered
O21556,U01104,P00395,2023-06-28,5,Cancelled
O21557,U01839,P01185,2025-06-07,2,Cancelled
O21558,U01013,P01366,2023-12-06,4,Delivered
O21559,U00691,P00182,2024-10-23,1,Placed
O21560,U00441,P00125,2024-01-04,1,Cancelled
O21561,U00843,P00551,2023-09-26,5,Shipped
O21562,U01829,P01119,2024-01-10,5,Shipped
O21563,U00452,P00414,2024-10-30,5,Delivered
O21564,U02238,P00579,2024-02-12,2,Delivered
O21565,U00800,P00614,2024-11-05,1,Shipped
O21566,U01612,P00886,2025-03-25,3,Placed
O21567,U00834,P00635,2024-01-11,1,Cancelled
O21568,U00954,P00688,2024-03-11,1,Cancelled
O21569,U02765,P00503,2025-03-29,5,Placed
O21570,U01451,P01195,2024-11-15,4,Shipped
O21571,U01900,P01194,2023-09-14,2,Shipped
O21572,U01784,P00106,2023-12-06,3,Delivered
O21573,U01127,P00373,2024-04-01,4,Delivered
O21574,U00613,P00120,2024-10-30,1,Shipped
O21575,U01163,P01364,2024-04-11,2,Cancelled
O21576,U02716,P00209,2025-02-27,1,Placed
O21577,U00868,P00252,2024-02-28,3,Shipped
O21578,U00196,P01227,2023-07-21,3,Cancelled
O21579,U02961,P01316,2023-09-11,5,Shipped
O21580,U00953,P00842,2025-01-04,2,Delivered
O21581,U02338,P00336,2023-11-27,3,Placed
O21582,U00985,P00538,2024-02-03,2,Delivered
O21583,U00348,P00556,2024-12-20,5,Placed
O21584,U02997,P01021,2024-03-21,1,Delivered
O21585,U00838,P00471,2024-09-15,1,Shipped
O21586,U02039,P01008,2024-01-11,4,Cancelled
O21587,U02519,P00949,2025-01-20,2,Cancelled
O21588,U01951,P00912,2023-11-24,1,Shipped
O21589,U02059,P01098,2024-10-03,1,Cancelled
O21590,U00550,P00347,2024-09-08,2,Delivered
O21591,U00103,P00862,2024-08-28,5,Shipped
O21592,U02107,P01437,2023-10-17,1,Cancelled
O21593,U01435,P00176,2024-10-25,1,Cancelled
O21594,U02662,P00814,2024-03-02,2,Cancelled
O21595,U01987,P01229,2024-02-23,5,Delivered
O21596,U01296,P00916,2025-04-10,2,Delivered
O21597,U02231,P00555,2024-06-25,2,Shipped
O21598,U00882,P00970,2023-10-09,5,Delivered
O21599,U00915,P01484,2023-11-17,3,Shipped
O21600,U01203,P01318,2025-05-28,2,Cancelled
O21601,U00366,P00616,2023-09-14,4,Placed
O21602,U00825,P00692,2025-01-15,3,Shipped
O21603,U00044,P00973,2024-12-20,2,Placed
O21604,U01461,P01325,2024-03-04,1,Shipped
O21605,U02635,P00089,2024-11-20,5,Cancelled
O21606,U02358,P00517,2023-07-24,5,Delivered
O21607,U02235,P01488,2024-12-28,4,Placed
O21608,U01373,P01034,2024-04-04,1,Cancelled
O21609,U00183,P01335,2024-07-01,5,Placed
