transactionID,accountID,amount,transactionDate,type,description
TX24836,A17494,18082.33,2022-03-29,Payment,Feeling avoid.
TX24837,A15215,31.45,2024-04-14,Withdrawal,Well place condition.
TX24838,A14741,16821.85,2021-03-01,Transfer,Daughter fast expect within.
TX24839,A14466,14224.74,2023-06-09,Transfer,Child three establish.
TX24840,A11429,11535.65,2024-05-22,Transfer,Perhaps century near.
TX24841,A13251,13007.62,2021-12-18,Payment,Security mention road research husband.
TX24842,A12269,6102.7,2023-11-12,Transfer,Ready today.
TX24843,A13729,-1354.99,2023-12-11,Payment,Some continue two.
TX24844,A14221,19319.96,2023-09-17,Deposit,Save old miss focus top.
TX24845,A17854,12905.0,2022-11-27,Deposit,Sing air.
TX24846,A16987,14822.44,2022-06-10,Deposit,Congress number keep evidence.
TX24847,A11477,10395.71,2024-12-25,Deposit,Get color nature agency of.
TX24848,A17957,-4522.47,2024-08-17,Payment,Detail loss own.
TX24849,A16140,17341.45,2021-08-29,Deposit,Clear system involve.
TX24850,A17634,18640.42,2023-06-02,Withdrawal,Budget product.
TX24851,A16589,14704.67,2022-10-27,Deposit,Crime area cultural evening.
TX24852,A11058,6663.64,2022-09-02,Payment,Candidate institution.
TX24853,A13749,7851.95,2023-11-07,Payment,Candidate country positive.
TX24854,A12762,-181.04,2021-02-11,Payment,News learn radio.
TX24855,A11058,-4851.68,2024-08-18,Deposit,Opportunity hard.
TX24856,A12467,12305.86,2025-06-07,Withdrawal,Address consumer line.
TX24857,A17005,1452.07,2021-11-15,Transfer,Make charge management beautiful there.
TX24858,A11561,19148.75,2021-12-31,Withdrawal,With wish thousand.
TX24859,A14613,12864.83,2020-11-22,Payment,Writer American cut.
TX24860,A14672,2799.9,2022-11-20,Withdrawal,Mouth check from employee.
TX24861,A14770,-919.79,2020-11-18,Withdrawal,Key significant focus phone how.
TX24862,A11735,5897.82,2024-09-21,Payment,Both cold meet them.
TX24863,A12318,-3843.1,2025-05-27,Payment,Certain current reveal.
TX24864,A13320,9579.65,2022-08-02,Withdrawal,Create rest person low.
TX24865,A14650,8101.07,2023-03-03,Deposit,Environment pay.
TX24866,A11279,19861.48,2022-09-16,Deposit,Interest effect understand represent.
TX24867,A16586,5627.8,2020-06-26,Withdrawal,Edge economy now.
TX24868,A14396,1597.46,2022-06-09,Transfer,Kind year box.
TX24869,A15270,13719.83,2024-12-29,Deposit,Feeling each very Democrat.
TX24870,A10722,14861.85,2022-02-27,Deposit,A personal.
TX24871,A11978,-1574.87,2024-06-19,Payment,Bill can movement address.
TX24872,A15630,-850.8,2023-05-08,Deposit,Data check everybody door.
TX24873,A13250,664.36,2024-08-30,Deposit,Sing growth easy.
TX24874,A12687,7764.47,2023-01-01,Transfer,Subject maybe plant beautiful late.
TX24875,A10064,470.71,2020-07-27,Deposit,Above successful phone.
TX24876,A17986,4712.91,2024-06-09,Transfer,Bad sure fast professor.
TX24877,A10278,11668.43,2021-09-26,Withdrawal,Town fine heavy another player.
TX24878,A15477,19275.51,2021-11-25,Transfer,Describe plan car east despite.
TX24879,A11013,2086.11,2022-01-27,Withdrawal,Actually or agent.
TX24880,A14562,10957.44,2021-04-04,Withdrawal,Trouble first white institution.
TX24881,A12219,7190.89,2022-11-09,Deposit,Authority movement Congress.
TX24882,A10507,5537.07,2025-02-12,Payment,According far program.
TX24883,A13917,-4686.24,2025-01-22,Deposit,Around tonight young must.
TX24884,A10008,-2054.44,2025-04-02,Transfer,Road throughout work serious late.
TX24885,A15060,-687.74,2025-05-02,Transfer,Town have point.
TX24886,A17000,7142.39,2024-01-12,Payment,Increase drug hospital analysis media.
TX24887,A14168,-2461.84,2021-04-03,Withdrawal,Let suffer risk human.
TX24888,A11561,12663.4,2021-09-07,Payment,Not certainly man language.
TX24889,A12029,12999.59,2022-05-15,Transfer,Per name this thought quite.
TX24890,A16899,13902.85,2022-09-13,Transfer,Professor speak Congress save.
TX24891,A10839,-754.44,2020-10-30,Withdrawal,Level this.
TX24892,A13667,10279.49,2024-12-31,Payment,Billion citizen address western.
TX24893,A16723,5892.59,2023-03-31,Deposit,Lawyer coach fish.
TX24894,A16815,2216.4,2021-11-28,Transfer,Child business painting itself.
TX24895,A12502,12533.19,2020-08-07,Payment,Same campaign sea under maybe.
TX24896,A17264,-244.59,2022-12-11,Transfer,Thank before.
TX24897,A13576,19994.59,2025-03-02,Deposit,Himself approach large form.
TX24898,A13888,1706.15,2024-01-16,Deposit,Though personal.
TX24899,A17822,9648.25,2021-07-11,Deposit,Wide cold over.
TX24900,A14544,12858.83,2024-05-24,Deposit,Every television agree race.
TX24901,A13049,3458.26,2022-10-23,Deposit,Man create red.
TX24902,A11845,3869.46,2024-04-16,Payment,Sea rule space data.
TX24903,A17829,-2515.55,2023-04-02,Payment,Development stuff leg set war.
TX24904,A14816,-2360.66,2021-11-16,Deposit,Where yourself fund service question.
TX24905,A11831,54.16,2025-03-13,Withdrawal,Ready western artist view.
TX24906,A13502,-1382.41,2020-12-12,Payment,Decide home theory yeah relate.
TX24907,A10693,19169.71,2021-09-21,Transfer,Rather wish benefit.
TX24908,A17849,4337.72,2023-05-16,Withdrawal,Argue why recent class open.
TX24909,A14269,-1617.04,2022-06-10,Transfer,Tax difficult she.
TX24910,A15993,7955.93,2023-04-13,Transfer,Fall major data.
TX24911,A16535,9286.91,2021-06-29,Deposit,Sit actually.
TX24912,A14247,2452.41,2025-04-07,Transfer,Free majority government white.
TX24913,A12068,7299.61,2022-06-22,Payment,Letter during.
TX24914,A16560,5085.34,2024-02-21,Transfer,Education present work.
TX24915,A15322,-6.09,2024-04-19,Withdrawal,Say our involve pattern.
TX24916,A17803,9243.28,2023-10-09,Deposit,Democrat almost.
TX24917,A16832,7455.18,2020-10-29,Payment,Treatment similar minute current tree.
TX24918,A13567,2373.77,2021-03-21,Withdrawal,Computer another support school control.
TX24919,A13231,10514.73,2020-11-07,Payment,Appear ago former.
TX24920,A14772,14609.46,2021-02-18,Deposit,Seem one.
TX24921,A11539,1304.34,2022-08-19,Withdrawal,Several history none leader.
TX24922,A11160,9250.97,2024-04-13,Withdrawal,Billion sea song simple impact.
TX24923,A16160,2450.46,2023-10-26,Payment,Impact even town piece.
TX24924,A15839,-4122.46,2024-12-25,Transfer,Finally report.
TX24925,A11154,-1951.48,2024-08-16,Transfer,Other bit operation step view.
TX24926,A17148,-2110.75,2022-08-29,Transfer,Voice evidence picture product.
TX24927,A16094,-4557.15,2024-01-06,Payment,Successful consumer share push force.
TX24928,A12282,6120.19,2021-01-29,Payment,Police call stage.
TX24929,A14149,1070.52,2020-10-03,Deposit,Along tree new ability.
TX24930,A16020,13828.59,2025-06-15,Payment,Life black item.
TX24931,A12161,3223.92,2021-03-24,Payment,Term arrive box word.
TX24932,A11031,15012.93,2021-08-28,Deposit,Example change identify word.
TX24933,A17768,2648.27,2022-11-24,Transfer,Evidence single.
TX24934,A11979,11513.6,2023-01-07,Transfer,Box offer subject send.
TX24935,A15999,6523.63,2022-07-18,Payment,Five such decision.
TX24936,A16404,6078.94,2025-05-13,Payment,Parent radio many.
TX24937,A12946,-3785.46,2023-12-27,Payment,Maintain author south pass.
TX24938,A12243,4303.14,2021-06-26,Payment,Central small surface.
TX24939,A14302,6900.4,2022-05-22,Deposit,Present image.
TX24940,A10509,10974.92,2025-04-25,Deposit,Company man film.
TX24941,A10560,6960.19,2021-08-04,Deposit,Ask sport call expect local.
TX24942,A12491,17629.29,2024-03-06,Withdrawal,Follow course week picture.
TX24943,A15347,10472.23,2022-09-22,Transfer,Yourself about operation culture.
TX24944,A14491,18886.69,2025-04-17,Deposit,Music particular able success.
TX24945,A10199,6323.89,2024-10-15,Withdrawal,Natural trial.
TX24946,A14210,12234.86,2025-03-06,Withdrawal,Exist subject.
TX24947,A10180,2010.85,2021-09-15,Withdrawal,American key.
TX24948,A15428,3437.7,2025-03-29,Payment,Certainly product support.
TX24949,A13270,-944.9,2022-01-27,Transfer,Her specific north.
TX24950,A17309,18972.4,2021-04-27,Payment,Shake laugh cause two enough.
TX24951,A13046,5760.3,2023-01-13,Transfer,Hope road reality.
TX24952,A15141,18070.63,2023-11-20,Payment,Discuss win cover wait.
TX24953,A12342,-1874.28,2021-11-02,Withdrawal,Look us blue.
TX24954,A10009,7626.82,2022-12-18,Payment,Sister far late.
TX24955,A12642,-3754.32,2022-02-03,Withdrawal,Cover say commercial.
TX24956,A10028,10242.62,2020-10-26,Payment,Outside dream message indicate sport.
TX24957,A10726,11194.83,2022-12-19,Payment,Course direction home detail.
TX24958,A15033,11797.72,2022-07-19,Payment,City field family phone.
TX24959,A10861,19184.36,2024-03-17,Withdrawal,Really goal.
TX24960,A17434,3780.0,2024-11-05,Transfer,Point skill woman.
TX24961,A16448,3764.58,2023-11-11,Deposit,Structure hit fire why.
TX24962,A12969,13045.44,2023-08-02,Transfer,Be spend film their.
TX24963,A13532,12335.78,2020-09-08,Withdrawal,Interview range woman certainly oil.
TX24964,A12450,-4205.53,2024-02-20,Withdrawal,Camera front enough huge.
TX24965,A17507,17934.9,2022-11-02,Transfer,Thus strategy pattern manage end.
TX24966,A12374,15002.02,2024-02-12,Payment,Offer art sit turn a.
TX24967,A15577,8337.76,2022-08-04,Deposit,Probably ok TV better left.
TX24968,A14302,1758.8,2024-01-11,Transfer,It sister national send.
TX24969,A10026,4307.63,2024-06-28,Deposit,Cup direction stay step.
TX24970,A15282,17524.09,2023-05-21,Payment,Car on.
TX24971,A12626,8153.58,2024-10-19,Deposit,Many check religious live anything.
TX24972,A16651,-2600.12,2020-12-04,Transfer,Simple dog agree a.
TX24973,A10526,3726.29,2023-05-07,Withdrawal,Who traditional available main area.
TX24974,A12508,12645.01,2022-03-12,Transfer,Next them matter explain bad.
TX24975,A17044,14527.96,2022-06-24,Withdrawal,Fast dark consumer.
TX24976,A11933,17984.18,2021-01-14,Transfer,Back remember with.
TX24977,A15406,-1984.17,2023-10-08,Transfer,Then model director nature.
TX24978,A17922,-1149.84,2023-06-17,Transfer,Nice push several.
TX24979,A11999,2724.42,2024-08-24,Payment,Least couple opportunity.
TX24980,A10002,18448.98,2025-06-17,Payment,Lay environment.
TX24981,A13312,653.56,2020-11-16,Transfer,Reveal candidate.
TX24982,A14370,-3077.86,2022-05-31,Withdrawal,Play though.
TX24983,A15945,9756.69,2023-07-04,Withdrawal,Administration drop probably risk music.
TX24984,A10195,-4314.5,2024-12-23,Payment,Than play history visit.
TX24985,A14683,4019.52,2021-05-29,Withdrawal,Economic election everybody send middle.
TX24986,A12200,9797.13,2023-08-04,Payment,Social both series medical official.
TX24987,A10381,904.74,2021-03-01,Transfer,History push pay.
TX24988,A14974,6304.1,2023-05-11,Transfer,Price raise claim.
TX24989,A10739,8068.96,2021-05-08,Withdrawal,Stage continue.
TX24990,A10696,7837.21,2021-06-09,Deposit,Speech song born certain.
TX24991,A16236,-238.12,2022-11-24,Transfer,Us issue late onto.
TX24992,A14025,-3148.2,2021-03-04,Transfer,Especially opportunity politics nature.
TX24993,A16114,11776.2,2025-04-29,Withdrawal,West nature.
TX24994,A10551,17512.37,2021-06-12,Deposit,Lawyer position moment least.
TX24995,A15601,19475.54,2024-05-13,Deposit,Report space short away including.
TX24996,A14340,4005.38,2021-05-29,Deposit,Its floor trip figure.
TX24997,A14468,10401.3,2024-06-14,Payment,World finish the experience.
TX24998,A15621,2452.26,2024-10-14,Withdrawal,Security building personal.
TX24999,A13191,16432.84,2021-04-03,Transfer,Later different.
TX25000,A14623,1775.43,2024-09-02,Payment,Cup hour few event.
TX25001,A10332,15250.17,2022-08-12,Withdrawal,Improve design thing standard tree.
TX25002,A17250,-601.18,2024-08-20,Transfer,Change talk.
TX25003,A15322,-3977.17,2025-03-23,Deposit,Stuff order rock professional though.
TX25004,A10690,1176.33,2021-06-14,Payment,Trip product share item.
TX25005,A10714,-4590.22,2024-02-12,Deposit,Boy year.
TX25006,A16962,12610.61,2021-11-04,Payment,Least month clearly yard strategy.
TX25007,A11823,6353.44,2024-11-27,Payment,Garden per member.
TX25008,A14275,13656.74,2021-09-13,Withdrawal,Space half war guess.
TX25009,A15607,9502.74,2023-02-26,Deposit,Sometimes old artist ability.
TX25010,A15453,2075.87,2023-01-03,Deposit,Watch politics send.
TX25011,A12061,8886.01,2024-03-18,Withdrawal,After for treatment daughter.
TX25012,A10747,9941.04,2024-11-18,Withdrawal,Laugh partner place approach.
TX25013,A16450,-207.83,2025-05-20,Transfer,Work technology item unit your.
TX25014,A10299,11556.68,2024-10-29,Payment,Less sort true degree every.
TX25015,A10649,6664.74,2021-05-23,Withdrawal,Enough exactly political statement.
TX25016,A16349,4000.43,2021-05-14,Transfer,Serious popular type life.
TX25017,A10178,956.35,2023-11-07,Payment,Relate late short.
TX25018,A15237,18193.53,2023-10-21,Deposit,Beat report fill necessary.
TX25019,A16536,-863.7,2021-07-10,Payment,Career win.
TX25020,A11664,10580.81,2024-12-18,Deposit,Respond voice.
TX25021,A11836,4781.19,2022-12-25,Transfer,Public authority then meet different.
TX25022,A10752,3476.82,2023-09-06,Payment,Nature energy because.
TX25023,A12090,6944.34,2020-12-01,Payment,Make author manage.
TX25024,A13402,-144.37,2021-02-18,Payment,Indicate executive outside figure.
TX25025,A13538,10256.81,2021-01-31,Deposit,Kind carry forget.
TX25026,A14574,-2009.92,2024-08-12,Transfer,And civil new continue.
TX25027,A15372,12329.49,2025-01-27,Payment,War production herself.
TX25028,A14950,10054.16,2022-10-26,Withdrawal,Lose none ball.
TX25029,A14144,11295.14,2022-09-11,Withdrawal,House image.
TX25030,A17465,11275.41,2024-10-21,Withdrawal,Whom writer.
TX25031,A15851,14164.25,2023-09-11,Payment,Nor main.
TX25032,A10308,9891.78,2023-05-12,Deposit,Professional market old.
TX25033,A17828,10254.12,2024-02-16,Transfer,Newspaper blue.
TX25034,A17515,-4245.43,2021-06-11,Withdrawal,Share production PM really each.
TX25035,A12836,13744.77,2021-05-01,Withdrawal,Compare road century book.
TX25036,A14091,5602.97,2020-06-26,Deposit,Economic camera.
TX25037,A16735,19788.22,2021-06-28,Transfer,While officer notice suddenly.
TX25038,A12526,6795.36,2022-03-12,Payment,Ago anything age student result.
TX25039,A14015,-2995.72,2023-12-27,Payment,Garden economy cause size cold.
TX25040,A15044,12208.81,2021-11-23,Transfer,School page.
TX25041,A11792,17724.17,2022-09-21,Payment,Cause me green pay summer.
TX25042,A13943,9258.95,2023-07-17,Deposit,Structure see week drug.
TX25043,A17976,8869.06,2024-02-10,Transfer,Improve live doctor weight.
TX25044,A11653,-1217.87,2021-01-20,Deposit,Consider especially change less.
TX25045,A14527,15298.91,2024-02-15,Transfer,Up recent all film.
TX25046,A15121,-4319.91,2024-09-22,Transfer,Commercial enter.
TX25047,A15157,-3868.44,2020-07-10,Transfer,Career building offer ever.
TX25048,A12285,16555.67,2024-09-16,Withdrawal,Small baby about.
TX25049,A16078,8913.06,2022-12-07,Payment,Anything Republican west garden.
TX25050,A12536,19099.41,2025-03-07,Payment,Ready step himself child.
TX25051,A16365,18854.12,2021-04-08,Transfer,Big lead.
TX25052,A12706,8264.6,2023-02-07,Withdrawal,Human single million bag.
TX25053,A17545,12749.7,2021-08-15,Deposit,Similar church.
TX25054,A11795,-3302.45,2024-06-23,Transfer,Contain threat sure our dinner.
TX25055,A10094,19232.3,2024-02-24,Transfer,Herself opportunity well reflect.
TX25056,A10669,11425.36,2023-12-10,Withdrawal,Run share field imagine child.
TX25057,A11655,19497.97,2021-03-12,Withdrawal,Deep spring senior six.
TX25058,A11688,11490.31,2023-10-04,Payment,Raise front center song.
TX25059,A12001,19128.89,2021-10-31,Payment,Choice likely thousand real.
TX25060,A11369,15422.32,2022-09-23,Transfer,Event enough.
TX25061,A16159,8868.32,2023-10-03,Transfer,From goal.
TX25062,A10965,13034.47,2024-05-23,Payment,Will among nature.
TX25063,A13647,19957.81,2024-08-31,Transfer,Establish white chair I.
TX25064,A12284,14041.35,2024-08-14,Deposit,Truth relationship material less.
TX25065,A12632,17312.74,2024-10-23,Payment,Pressure training rest.
TX25066,A11360,-2701.81,2023-05-19,Transfer,Range sea.
TX25067,A12263,16894.36,2024-05-09,Deposit,As office I.
TX25068,A16543,1867.97,2024-09-24,Deposit,Dark describe so.
TX25069,A15420,8793.43,2024-02-20,Withdrawal,High population a firm.
TX25070,A13193,16820.29,2025-04-07,Withdrawal,On professor friend focus.
TX25071,A11677,17539.04,2023-11-07,Deposit,Green sound capital.
TX25072,A10240,6244.74,2021-07-06,Transfer,Decade major.
TX25073,A16589,6774.83,2024-08-18,Withdrawal,By both good reality.
TX25074,A11147,-2234.32,2024-09-02,Payment,Mind detail.
TX25075,A17955,6438.11,2021-09-29,Withdrawal,Sure behavior item condition.
TX25076,A16003,18357.86,2021-05-04,Deposit,Leader through be type.
TX25077,A14818,9258.11,2021-11-02,Payment,Key find eight.
TX25078,A16721,10070.84,2021-01-17,Payment,Industry that summer sea.
TX25079,A11755,13524.55,2021-06-03,Deposit,Without pick successful film.
TX25080,A16167,15212.07,2022-03-08,Payment,Could less war.
TX25081,A13239,5766.68,2024-11-12,Payment,Staff society do.
TX25082,A11526,7810.61,2024-09-28,Deposit,Those pull.
TX25083,A12519,17721.45,2020-06-19,Transfer,Sea third theory.
TX25084,A12033,17701.28,2024-11-29,Transfer,Although bad TV with them.
TX25085,A11778,-2231.54,2021-10-19,Withdrawal,Theory include it.
TX25086,A14627,7991.58,2025-04-12,Withdrawal,Measure these man including brother.
TX25087,A10999,8075.28,2024-02-11,Withdrawal,Program leave buy break.
TX25088,A14747,2976.86,2024-07-20,Deposit,Security west loss make.
TX25089,A17792,361.44,2020-07-22,Withdrawal,Level drive budget if.
TX25090,A13452,5821.18,2024-08-02,Deposit,Will continue class carry.
TX25091,A11224,17061.2,2022-05-20,Payment,Throughout culture better.
TX25092,A15982,17603.96,2022-12-15,Transfer,Degree environment defense clear.
TX25093,A16987,4793.65,2023-09-28,Payment,Trade world catch yeah power.
TX25094,A11580,11676.51,2021-08-11,Transfer,Only simply best.
TX25095,A17042,16678.36,2025-04-17,Transfer,Senior suffer have charge.
TX25096,A11385,7962.18,2021-06-20,Deposit,Little entire course discussion.
TX25097,A14626,13854.63,2023-08-25,Transfer,Season spend allow program.
TX25098,A13880,8090.97,2022-06-06,Withdrawal,Key page.
TX25099,A11448,2539.84,2022-07-03,Deposit,Leader attention increase despite.
TX25100,A12072,-1059.79,2021-05-09,Transfer,His professional success movement mother.
TX25101,A10499,-4389.43,2025-01-06,Payment,Behavior window.
TX25102,A16116,16973.17,2023-04-24,Withdrawal,Answer do.
TX25103,A15565,5675.53,2024-07-16,Deposit,Include by concern green say.
TX25104,A10895,8609.68,2023-01-04,Withdrawal,Before myself success.
TX25105,A16040,4240.8,2021-11-06,Transfer,Hit laugh together same.
TX25106,A17473,16812.67,2020-07-28,Payment,Worker Mr follow.
TX25107,A12803,3844.3,2021-03-21,Withdrawal,Commercial drive claim many.
TX25108,A10715,18353.95,2022-04-08,Deposit,Test until walk life.
TX25109,A10334,-1465.32,2023-02-19,Deposit,Each reflect democratic sound open.
TX25110,A17035,-3417.96,2023-07-04,Withdrawal,Try conference attention involve everybody.
TX25111,A16680,18975.73,2025-06-07,Withdrawal,Commercial return feel law.
TX25112,A12125,-4747.23,2025-01-03,Transfer,Late thousand one.
TX25113,A15214,-3308.51,2023-01-24,Withdrawal,Leader live information let response.
TX25114,A14458,17668.25,2024-11-18,Payment,Off serve else.
TX25115,A12552,6301.01,2021-10-28,Payment,Left nature.
TX25116,A13438,335.42,2022-11-02,Transfer,Sound deep old decision page.
TX25117,A14587,5104.98,2021-08-20,Withdrawal,See environmental.
TX25118,A12643,16603.77,2021-12-13,Withdrawal,Resource improve travel score.
TX25119,A17896,14238.95,2022-12-29,Deposit,Community Mr push he.
TX25120,A17614,11742.4,2022-11-28,Payment,Mother she today owner experience.
TX25121,A12659,7691.86,2021-11-13,Payment,North agent.
TX25122,A15579,-3896.31,2023-06-18,Transfer,Red wish despite stage.
TX25123,A17742,3722.34,2020-11-09,Withdrawal,Deep listen system response.
TX25124,A17131,11158.78,2024-01-02,Deposit,Newspaper time today so PM.
TX25125,A11837,4166.55,2024-09-18,Deposit,Democratic according north.
TX25126,A12928,11299.88,2020-07-19,Transfer,Writer Mrs painting may.
TX25127,A14915,13289.82,2020-06-27,Transfer,Those game social.
TX25128,A10645,9998.1,2023-12-19,Transfer,Represent statement particular.
TX25129,A14498,-849.68,2021-03-01,Withdrawal,Carry modern policy carry.
TX25130,A10973,18562.94,2024-10-03,Deposit,Site why.
TX25131,A17630,7437.25,2024-06-26,Withdrawal,Face room water son.
TX25132,A16759,10725.94,2023-06-06,Deposit,Rate method school.
TX25133,A17682,9062.83,2023-04-22,Withdrawal,Side future no.
TX25134,A11193,17397.01,2022-07-29,Deposit,Late represent skill fear.
TX25135,A15239,3205.66,2025-02-05,Transfer,Prove ability manage play.
TX25136,A14018,6725.27,2022-03-30,Transfer,Attorney have.
TX25137,A15365,14765.43,2021-05-06,Withdrawal,Green between.
TX25138,A14062,11624.81,2023-04-30,Deposit,Live nice.
TX25139,A14624,7963.55,2024-06-08,Deposit,Any purpose.
TX25140,A11859,17097.14,2025-02-10,Deposit,Cold church whom.
TX25141,A13683,-702.82,2021-07-21,Payment,Writer for help station.
TX25142,A16793,-1198.22,2024-08-14,Payment,True know education.
TX25143,A17086,-2530.35,2023-12-24,Withdrawal,Majority new six often tonight.
TX25144,A16308,-405.48,2021-10-06,Payment,Put attack notice less.
TX25145,A12285,-2816.23,2022-06-23,Deposit,Trial her this customer.
TX25146,A11950,6523.3,2022-10-27,Payment,Theory throw.
TX25147,A12512,11766.81,2025-01-03,Withdrawal,Hour operation.
TX25148,A11751,13400.57,2023-05-18,Payment,Exactly store Congress.
TX25149,A12809,16139.15,2025-02-14,Withdrawal,Her per pattern glass check.
TX25150,A12533,14019.85,2024-04-23,Deposit,Position important.
TX25151,A10652,-2865.97,2021-10-30,Payment,Far pattern huge.
TX25152,A14118,3891.12,2024-12-10,Withdrawal,Some trip another issue.
TX25153,A15200,17871.8,2022-12-13,Payment,Present certain issue.
TX25154,A17526,1593.34,2022-10-22,Payment,Size pull say.
TX25155,A12875,-4089.96,2024-12-29,Deposit,Board machine city.
TX25156,A15485,3642.32,2021-12-15,Deposit,Yet eye car.
TX25157,A12583,5096.72,2024-04-10,Payment,Loss painting wear family.
TX25158,A14139,9280.79,2024-06-07,Deposit,Character tend relationship.
TX25159,A13746,1250.57,2025-05-06,Withdrawal,Imagine today instead boy.
TX25160,A15202,7527.35,2022-04-12,Transfer,East also wind.
TX25161,A16554,3883.35,2024-01-10,Payment,Player enter show reflect.
TX25162,A15713,2821.88,2022-02-05,Deposit,At common reveal.
TX25163,A16451,9409.13,2021-11-11,Payment,Security time save small use.
TX25164,A10178,15587.6,2020-11-28,Deposit,Event third kitchen.
TX25165,A15091,-2928.87,2023-01-02,Deposit,Item budget not third finally.
TX25166,A13384,12719.41,2024-02-12,Transfer,News who worry own.
TX25167,A16704,1005.06,2021-09-01,Deposit,Pass hour suffer.
TX25168,A11233,15731.88,2024-03-23,Withdrawal,Begin be baby.
TX25169,A11697,24.35,2020-12-27,Withdrawal,Budget site.
TX25170,A16935,5857.43,2024-05-30,Payment,Magazine everybody.
TX25171,A15963,15958.81,2023-07-10,Withdrawal,Behind general nice process.
TX25172,A11282,4586.5,2023-05-05,Withdrawal,Sea experience simple.
TX25173,A13710,4287.56,2024-01-09,Deposit,Water learn gas whole.
TX25174,A15096,17578.75,2023-07-13,Deposit,Happen five machine degree.
TX25175,A15620,-928.46,2020-06-25,Payment,Discuss threat.
TX25176,A12875,5766.69,2021-11-08,Payment,Similar today.
TX25177,A17980,5528.54,2022-12-30,Withdrawal,Front outside note message.
TX25178,A10732,-4781.97,2021-09-23,Transfer,Edge structure expert during because.
TX25179,A10623,1500.94,2024-04-06,Withdrawal,According record peace.
TX25180,A17224,13019.06,2024-08-29,Transfer,Customer and career also.
TX25181,A12010,12350.9,2023-02-03,Deposit,Key reality determine.
TX25182,A17646,-1540.75,2024-12-20,Deposit,Sort value society.
TX25183,A16164,7417.94,2020-10-21,Deposit,Decide range act.
TX25184,A15820,12412.34,2025-04-01,Deposit,Capital soldier support.
TX25185,A16544,-1163.79,2024-08-23,Withdrawal,Health type particularly.
TX25186,A10245,-336.87,2023-05-25,Transfer,Should of process.
TX25187,A14602,13397.86,2020-11-08,Deposit,Little tree really.
TX25188,A10930,17294.61,2024-12-24,Transfer,Hope put there.
TX25189,A17203,6436.96,2021-09-08,Deposit,After send school.
TX25190,A17835,190.27,2022-07-11,Withdrawal,Reach growth camera.
TX25191,A15383,18526.74,2021-03-16,Deposit,Century door.
TX25192,A13171,2650.14,2020-07-16,Withdrawal,Town capital firm.
TX25193,A14907,7314.08,2021-02-13,Withdrawal,Near kind degree quality.
TX25194,A11155,10992.27,2020-07-22,Deposit,Stock back put.
TX25195,A14328,3252.58,2025-02-11,Deposit,Lawyer anyone.
TX25196,A15933,10402.77,2020-12-25,Payment,Seem rock hand.
TX25197,A12689,14673.41,2024-09-01,Payment,Suddenly difficult effect after.
TX25198,A16017,-4117.97,2023-02-09,Payment,Third with weight final.
TX25199,A10568,10303.35,2023-04-27,Withdrawal,Entire behind history evening assume.
TX25200,A13903,10869.46,2024-02-01,Payment,Require head popular expect right.
TX25201,A13713,13875.18,2020-11-05,Deposit,Wear race care.
TX25202,A11813,15251.86,2023-07-05,Withdrawal,Test thing culture.
TX25203,A14330,10724.55,2021-12-02,Payment,Wear brother although job.
TX25204,A16484,-85.26,2023-09-22,Deposit,Down yet everybody during.
TX25205,A14586,-1231.28,2023-05-24,Withdrawal,Guy set better fight.
TX25206,A12697,1636.21,2024-09-03,Payment,Wall road discuss buy.
TX25207,A13629,4891.65,2021-08-26,Transfer,Lose student hour.
TX25208,A11200,-1606.82,2025-03-27,Payment,Possible beat positive purpose.
TX25209,A17564,2397.01,2022-06-21,Payment,Analysis image change improve.
TX25210,A15402,-2387.93,2020-08-06,Payment,Record strong start.
TX25211,A12144,9610.64,2020-07-13,Transfer,Line despite resource drop fund.
TX25212,A16451,930.46,2020-11-25,Payment,Resource out.
TX25213,A15092,10062.65,2021-03-26,Deposit,Section property no.
TX25214,A14293,1416.18,2024-04-04,Transfer,Candidate relationship.
TX25215,A14264,12964.04,2021-02-27,Transfer,Continue commercial most about treatment.
TX25216,A13674,5515.35,2022-02-16,Payment,Movement same.
TX25217,A13082,15949.96,2024-03-03,Withdrawal,Radio world.
TX25218,A17069,1457.19,2022-09-29,Transfer,Last side.
TX25219,A15932,13684.9,2021-04-21,Payment,Decide of continue.
TX25220,A12747,6794.89,2023-06-28,Transfer,Suffer expert nature behavior.
TX25221,A13056,5771.05,2025-06-17,Payment,Us detail.
TX25222,A13911,13093.69,2023-06-13,Transfer,Bank yes must ever.
TX25223,A12588,9726.89,2023-12-11,Withdrawal,To include behind mean.
TX25224,A17091,2571.64,2024-03-29,Withdrawal,Conference program.
TX25225,A15486,6590.82,2022-08-01,Payment,Production weight dark play.
TX25226,A14745,15383.5,2022-06-15,Transfer,System daughter claim we friend.
TX25227,A16528,8956.99,2020-07-19,Transfer,Compare pattern herself find.
TX25228,A14948,12367.47,2022-03-22,Withdrawal,Could teacher western movie huge.
TX25229,A12031,-2105.8,2020-06-28,Withdrawal,Often art billion music.
TX25230,A12359,16288.45,2022-02-08,Payment,Lay customer use issue.
TX25231,A13470,4650.46,2022-05-08,Payment,Or record its year low.
TX25232,A17818,-1892.92,2023-08-20,Deposit,Leave any put approach.
TX25233,A15818,16385.45,2023-10-02,Transfer,Production book common manager.
TX25234,A13013,3616.49,2020-07-12,Withdrawal,Gas will represent Congress generation.
