productID,supplierID,productName,category,unitPrice,unitsInStock,reorderLevel
PR01072,S0305,Interesting,Clothing,4576.38,134,99
PR01073,S0358,Stand,Electronics,1466.66,916,70
PR01074,S0191,Garden,Automotive,4552.65,554,94
PR01075,S0476,Low,Electronics,2376.58,685,26
PR01076,S0294,Me,Clothing,4688.1,296,92
PR01077,S0402,After,Food,1592.0,989,83
PR01078,S0089,Sign,Electronics,4630.62,419,90
PR01079,S0453,Religious,Food,2927.58,968,54
PR01080,S0071,Follow,Pharma,1286.25,13,98
PR01081,S0497,Catch,Pharma,2298.22,890,88
PR01082,S0103,Chance,Furniture,3170.16,889,68
PR01083,S0456,Or,Clothing,1122.76,979,96
PR01084,S0187,System,Furniture,3794.68,34,93
PR01085,S0380,Responsibility,Clothing,4316.76,297,67
PR01086,S0070,Himself,Pharma,1011.35,317,84
PR01087,S0373,Worker,Clothing,3612.17,998,60
PR01088,S0319,Recognize,Furniture,303.31,105,23
PR01089,S0026,Quite,Electronics,989.12,569,56
PR01090,S0200,Challenge,Furniture,2455.4,465,28
PR01091,S0399,Operation,Electronics,1398.16,662,80
PR01092,S0312,Teacher,Furniture,167.16,358,85
PR01093,S0335,Today,Electronics,2156.92,776,24
PR01094,S0368,Serve,Furniture,3807.4,153,47
PR01095,S0416,Whom,Food,3137.96,378,75
PR01096,S0287,Law,Furniture,1938.93,451,20
PR01097,S0426,Successful,Furniture,4454.0,337,75
PR01098,S0099,End,Clothing,417.47,709,58
PR01099,S0065,Community,Electronics,3829.95,920,37
PR01100,S0142,Fight,Pharma,911.17,26,91
PR01101,S0233,Simple,Automotive,2593.99,980,71
PR01102,S0365,Herself,Electronics,4239.81,714,68
PR01103,S0285,Contain,Furniture,2386.45,121,53
PR01104,S0046,Prove,Automotive,1503.32,67,39
PR01105,S0251,Represent,Furniture,4881.27,596,79
PR01106,S0156,Wear,Pharma,1776.34,475,82
PR01107,S0226,Program,Furniture,1805.72,5,61
PR01108,S0252,Half,Furniture,760.71,488,25
PR01109,S0451,Likely,Furniture,4719.21,553,18
PR01110,S0438,After,Food,2123.17,61,86
PR01111,S0131,Campaign,Furniture,880.86,880,37
PR01112,S0059,Deep,Clothing,2798.73,548,16
PR01113,S0334,Goal,Furniture,287.71,998,13
PR01114,S0281,Indicate,Food,3240.53,948,84
PR01115,S0325,Market,Clothing,3332.4,627,38
PR01116,S0178,Take,Furniture,3110.99,546,52
PR01117,S0139,Anything,Pharma,3229.16,277,92
PR01118,S0143,Inside,Pharma,1194.23,323,16
PR01119,S0236,Animal,Pharma,4250.44,242,79
PR01120,S0460,Investment,Clothing,3615.92,327,73
PR01121,S0341,Interview,Furniture,1024.28,460,12
PR01122,S0449,From,Food,4659.78,571,74
PR01123,S0098,Then,Food,2674.8,333,79
PR01124,S0269,Couple,Pharma,3918.05,14,69
PR01125,S0366,Body,Electronics,3878.12,434,87
PR01126,S0472,Stock,Automotive,594.25,124,93
PR01127,S0236,Can,Furniture,3861.36,505,59
PR01128,S0293,Skill,Electronics,3313.99,743,32
PR01129,S0093,Share,Electronics,656.29,563,22
PR01130,S0170,Action,Electronics,2080.89,470,67
PR01131,S0371,Fall,Food,939.18,716,28
PR01132,S0429,Visit,Pharma,2753.29,815,98
PR01133,S0267,Sea,Electronics,906.03,334,39
PR01134,S0476,Little,Electronics,4706.5,12,24
PR01135,S0108,Spend,Electronics,1370.28,259,16
PR01136,S0365,Stand,Electronics,2795.46,205,10
PR01137,S0475,Check,Automotive,4745.04,746,66
PR01138,S0011,Front,Pharma,3414.27,85,50
PR01139,S0390,Pattern,Food,2368.14,574,60
PR01140,S0362,As,Furniture,2418.93,670,12
PR01141,S0392,Organization,Furniture,1327.6,716,34
PR01142,S0288,Understand,Automotive,4613.21,989,96
PR01143,S0385,Happen,Automotive,3302.72,900,18
PR01144,S0311,Energy,Clothing,3440.01,829,37
PR01145,S0417,Within,Pharma,3397.1,228,85
PR01146,S0211,Provide,Automotive,4708.72,857,41
PR01147,S0455,Experience,Electronics,2562.21,984,82
PR01148,S0497,Know,Pharma,1198.82,595,52
PR01149,S0039,Speak,Food,587.25,478,78
PR01150,S0348,List,Clothing,669.67,573,18
PR01151,S0065,Military,Pharma,1030.1,45,100
PR01152,S0147,Knowledge,Clothing,1818.18,370,39
PR01153,S0199,Check,Electronics,914.43,274,70
PR01154,S0336,Responsibility,Clothing,1969.15,287,28
PR01155,S0108,Management,Automotive,2398.92,206,19
PR01156,S0341,Child,Pharma,58.75,559,45
PR01157,S0015,Nice,Pharma,248.83,284,50
PR01158,S0296,Style,Automotive,1035.88,985,55
PR01159,S0287,Staff,Food,1057.39,344,95
PR01160,S0483,These,Food,4293.43,1,44
PR01161,S0206,They,Automotive,3640.45,485,53
PR01162,S0273,Sure,Clothing,2581.49,166,91
PR01163,S0182,Statement,Clothing,2445.5,689,71
PR01164,S0133,Defense,Furniture,3805.62,96,66
PR01165,S0411,Group,Electronics,436.27,229,15
PR01166,S0353,Into,Furniture,3524.48,686,20
PR01167,S0385,Range,Electronics,3840.74,697,14
PR01168,S0102,Television,Pharma,3784.99,390,23
PR01169,S0390,Within,Clothing,1217.35,311,95
PR01170,S0080,Court,Clothing,4716.33,501,47
PR01171,S0341,Difference,Clothing,4769.51,368,35
PR01172,S0184,Food,Food,4492.53,735,46
PR01173,S0403,Occur,Clothing,1602.66,298,80
PR01174,S0035,Win,Electronics,1243.79,515,10
PR01175,S0183,Through,Clothing,3750.55,754,72
PR01176,S0115,Cultural,Automotive,4725.5,575,48
PR01177,S0161,South,Furniture,2899.82,144,80
PR01178,S0293,To,Automotive,606.51,800,67
PR01179,S0226,Tell,Pharma,3981.68,822,29
PR01180,S0126,Art,Furniture,3483.12,461,24
PR01181,S0378,Condition,Furniture,4168.37,338,15
PR01182,S0306,Into,Clothing,4122.07,237,82
PR01183,S0018,Mean,Furniture,3646.28,388,34
PR01184,S0328,Strong,Automotive,2403.67,244,37
PR01185,S0075,Action,Furniture,2805.8,865,95
PR01186,S0389,Market,Food,4212.94,661,68
PR01187,S0183,Response,Pharma,1262.64,416,62
PR01188,S0140,Big,Pharma,1808.74,96,31
PR01189,S0323,Season,Furniture,4159.55,776,40
PR01190,S0493,Pick,Pharma,1202.61,288,60
PR01191,S0458,Ago,Electronics,4976.87,396,62
PR01192,S0333,Many,Food,1998.24,149,88
PR01193,S0036,Home,Pharma,4788.24,246,52
PR01194,S0381,Test,Furniture,3774.92,741,47
PR01195,S0151,Debate,Pharma,1833.18,959,24
PR01196,S0343,Property,Automotive,4146.38,590,99
PR01197,S0489,Work,Furniture,2678.17,626,93
PR01198,S0412,High,Clothing,2449.78,167,94
PR01199,S0413,Investment,Furniture,1040.83,805,76
PR01200,S0145,Itself,Food,3614.79,420,36
PR01201,S0165,Forget,Furniture,2184.96,797,19
PR01202,S0498,Song,Electronics,874.24,532,57
PR01203,S0453,Stock,Pharma,2010.35,730,64
PR01204,S0383,Including,Pharma,687.0,228,35
PR01205,S0190,Sell,Electronics,2078.47,627,87
PR01206,S0238,Guy,Automotive,4998.23,149,10
PR01207,S0226,Very,Clothing,1928.95,29,29
PR01208,S0327,Field,Food,2000.88,129,33
PR01209,S0330,Subject,Electronics,312.34,311,20
PR01210,S0058,Authority,Automotive,4661.88,553,74
PR01211,S0418,Low,Food,3892.94,2,47
PR01212,S0149,Environment,Food,123.25,182,72
PR01213,S0240,Now,Clothing,1495.36,136,28
PR01214,S0117,Then,Automotive,3895.25,402,15
PR01215,S0249,Be,Electronics,1367.13,988,41
PR01216,S0196,Professional,Food,4333.07,597,18
PR01217,S0289,List,Automotive,4002.93,517,36
PR01218,S0125,Such,Food,1531.91,551,46
PR01219,S0244,Reflect,Furniture,2300.38,617,59
PR01220,S0276,Cost,Food,1131.34,876,31
PR01221,S0127,Marriage,Food,3940.03,12,55
PR01222,S0140,Discuss,Food,4740.42,622,86
PR01223,S0164,Bit,Automotive,4996.64,619,71
PR01224,S0453,Avoid,Furniture,2579.9,410,73
PR01225,S0139,Clearly,Furniture,365.3,656,96
PR01226,S0320,Evidence,Electronics,29.46,840,41
PR01227,S0412,Not,Clothing,2732.38,422,79
PR01228,S0342,Send,Food,1542.02,583,70
PR01229,S0169,Politics,Furniture,660.67,561,17
PR01230,S0212,Summer,Electronics,3046.1,108,65
PR01231,S0439,Today,Pharma,2946.63,127,68
PR01232,S0093,Building,Automotive,763.43,451,47
PR01233,S0407,Democratic,Clothing,3953.06,11,61
PR01234,S0149,Her,Furniture,705.43,586,13
PR01235,S0384,Reason,Electronics,1973.22,298,24
PR01236,S0468,Arrive,Food,4900.27,947,50
PR01237,S0384,Low,Furniture,3660.24,946,81
PR01238,S0207,Son,Automotive,274.47,106,32
PR01239,S0464,Quality,Automotive,792.87,71,72
PR01240,S0083,Door,Automotive,1544.64,638,56
PR01241,S0342,Marriage,Automotive,453.02,131,20
PR01242,S0366,Situation,Automotive,2170.85,700,64
PR01243,S0165,Specific,Automotive,2116.46,653,68
PR01244,S0059,Even,Electronics,2313.96,275,27
PR01245,S0118,Item,Food,4653.02,51,38
PR01246,S0103,Let,Electronics,4259.37,233,62
PR01247,S0014,Base,Furniture,2644.95,357,33
PR01248,S0441,Enough,Automotive,4705.11,318,52
PR01249,S0375,Future,Furniture,2634.27,755,59
PR01250,S0198,Thing,Automotive,2751.19,312,58
PR01251,S0478,Dog,Clothing,180.96,466,76
PR01252,S0210,Business,Automotive,2016.73,924,43
PR01253,S0442,School,Electronics,743.43,976,48
PR01254,S0280,Explain,Pharma,1395.09,259,64
PR01255,S0397,Run,Clothing,3952.55,571,49
PR01256,S0153,Wait,Clothing,4483.72,742,77
PR01257,S0185,More,Pharma,2703.73,320,68
PR01258,S0097,Outside,Food,2150.05,942,54
PR01259,S0096,Challenge,Pharma,3791.07,662,10
PR01260,S0280,Able,Food,900.08,196,91
PR01261,S0345,Officer,Furniture,157.3,156,53
PR01262,S0282,Red,Pharma,3872.35,873,82
PR01263,S0127,Parent,Automotive,251.94,147,32
PR01264,S0345,Charge,Pharma,505.19,811,93
PR01265,S0273,Which,Automotive,2085.5,421,81
PR01266,S0179,Soldier,Pharma,4912.29,302,24
PR01267,S0089,General,Electronics,472.03,88,10
PR01268,S0291,Ready,Clothing,4777.19,792,69
PR01269,S0449,Year,Automotive,1543.01,698,94
PR01270,S0362,Response,Electronics,827.09,90,59
PR01271,S0095,Box,Electronics,1882.69,228,16
PR01272,S0397,Process,Food,2827.12,13,10
PR01273,S0362,Politics,Pharma,381.8,45,82
PR01274,S0235,Raise,Electronics,3211.43,86,99
PR01275,S0327,Rest,Electronics,2723.99,134,68
PR01276,S0287,Level,Furniture,2723.31,612,91
PR01277,S0351,Easy,Furniture,1583.69,492,77
PR01278,S0232,School,Automotive,955.04,7,76
PR01279,S0258,Until,Furniture,939.79,466,88
PR01280,S0100,You,Pharma,2077.81,696,68
PR01281,S0130,Use,Food,702.58,985,96
PR01282,S0483,Body,Furniture,547.77,779,13
PR01283,S0278,Congress,Pharma,2299.92,561,73
PR01284,S0007,Season,Pharma,4168.21,593,13
PR01285,S0437,Government,Pharma,536.81,681,99
PR01286,S0079,Through,Clothing,2071.89,537,56
PR01287,S0094,War,Electronics,4492.72,473,48
PR01288,S0384,Experience,Electronics,1051.87,802,97
PR01289,S0386,Small,Clothing,2971.71,302,88
PR01290,S0007,Management,Pharma,2816.43,388,66
PR01291,S0024,Sea,Electronics,4017.34,225,47
PR01292,S0166,Sound,Food,2988.89,964,100
PR01293,S0384,Amount,Furniture,549.52,522,19
PR01294,S0042,Culture,Food,4312.0,869,95
PR01295,S0202,Example,Electronics,1113.06,231,31
PR01296,S0265,Call,Automotive,4409.59,936,92
PR01297,S0440,Billion,Food,4944.43,901,25
PR01298,S0152,Organization,Furniture,1717.55,127,76
PR01299,S0244,Religious,Pharma,1281.74,392,92
PR01300,S0005,Wind,Automotive,2419.26,579,93
PR01301,S0350,Child,Automotive,3256.26,772,45
PR01302,S0144,Upon,Clothing,1526.41,905,20
PR01303,S0026,Around,Electronics,2474.62,542,55
PR01304,S0055,Condition,Electronics,662.6,73,58
PR01305,S0120,Short,Pharma,958.0,800,76
PR01306,S0172,Summer,Pharma,3751.75,361,37
PR01307,S0491,Attack,Electronics,664.84,656,70
PR01308,S0475,Generation,Electronics,1907.44,451,15
PR01309,S0295,Value,Electronics,903.39,624,82
PR01310,S0154,Growth,Electronics,2879.96,679,92
PR01311,S0146,Skin,Furniture,4521.24,759,69
PR01312,S0239,While,Clothing,961.99,444,18
PR01313,S0076,Agent,Pharma,1231.02,698,93
PR01314,S0210,Idea,Electronics,792.31,605,20
PR01315,S0252,Worry,Electronics,1341.32,247,11
PR01316,S0355,Stage,Electronics,3284.18,730,91
PR01317,S0464,Process,Electronics,2816.06,766,69
PR01318,S0174,Past,Electronics,3271.52,53,74
PR01319,S0245,Image,Food,4698.06,889,37
PR01320,S0361,Image,Food,2801.04,891,29
PR01321,S0479,Carry,Furniture,4081.31,64,91
PR01322,S0137,Have,Pharma,3974.6,340,94
PR01323,S0225,Think,Electronics,749.17,995,47
PR01324,S0050,Five,Electronics,768.25,413,52
PR01325,S0224,She,Automotive,3395.02,161,26
PR01326,S0048,Benefit,Electronics,3570.76,52,23
PR01327,S0390,Husband,Electronics,985.29,364,48
PR01328,S0065,Subject,Pharma,2462.71,264,36
PR01329,S0036,Personal,Pharma,2132.81,706,39
PR01330,S0242,Boy,Automotive,2813.67,347,28
PR01331,S0160,As,Food,641.79,56,13
PR01332,S0030,In,Automotive,3101.85,579,11
PR01333,S0208,Share,Pharma,4158.95,260,18
PR01334,S0277,Energy,Food,3181.44,22,47
PR01335,S0455,Sort,Furniture,3852.12,681,18
PR01336,S0044,Style,Furniture,2253.72,917,50
PR01337,S0346,Approach,Electronics,1280.68,381,38
PR01338,S0432,Detail,Clothing,385.74,701,96
PR01339,S0250,Many,Food,2348.88,735,12
PR01340,S0158,Say,Automotive,10.7,574,55
PR01341,S0182,Remain,Automotive,1344.31,288,86
PR01342,S0135,Relationship,Automotive,3812.16,40,89
PR01343,S0118,Visit,Electronics,3069.9,894,37
PR01344,S0339,Determine,Electronics,2779.39,605,84
PR01345,S0243,Yet,Furniture,1239.99,953,94
PR01346,S0472,Tonight,Electronics,4991.22,705,15
PR01347,S0441,Suggest,Automotive,4281.98,752,18
PR01348,S0358,Someone,Furniture,3471.88,235,77
PR01349,S0211,Various,Clothing,3925.94,422,85
PR01350,S0491,True,Furniture,1882.13,918,38
PR01351,S0297,Star,Furniture,1717.24,234,41
PR01352,S0265,Customer,Food,3561.12,641,66
PR01353,S0148,Make,Pharma,1302.4,491,92
PR01354,S0316,Finish,Furniture,4424.78,878,83
PR01355,S0147,Task,Automotive,3147.88,776,21
PR01356,S0297,Save,Pharma,453.89,672,81
PR01357,S0101,Level,Clothing,4982.96,427,94
PR01358,S0320,Receive,Clothing,1721.01,74,27
PR01359,S0368,Growth,Automotive,990.5,64,33
PR01360,S0029,Even,Automotive,1206.02,843,79
PR01361,S0308,These,Pharma,732.94,251,11
PR01362,S0081,Heavy,Furniture,4814.75,451,90
PR01363,S0386,Green,Clothing,1913.65,559,16
PR01364,S0105,Style,Clothing,4531.25,340,60
PR01365,S0139,Subject,Furniture,3947.46,715,16
PR01366,S0143,Chance,Electronics,3243.86,32,14
PR01367,S0026,Value,Pharma,3459.97,934,78
PR01368,S0050,New,Clothing,2172.73,830,64
PR01369,S0115,Mention,Electronics,4481.33,622,51
PR01370,S0291,Likely,Pharma,2833.05,890,58
PR01371,S0256,Audience,Furniture,2125.21,642,18
PR01372,S0306,Put,Clothing,3358.95,713,26
PR01373,S0041,Scene,Automotive,2333.03,448,51
PR01374,S0331,Soon,Electronics,2054.88,373,62
PR01375,S0395,Election,Pharma,3948.11,807,22
PR01376,S0482,Sit,Electronics,1025.17,160,30
PR01377,S0331,Behavior,Automotive,1469.32,789,12
PR01378,S0199,Within,Food,4597.72,313,42
PR01379,S0298,Figure,Food,4539.91,735,38
PR01380,S0179,Similar,Electronics,3599.4,648,29
PR01381,S0300,Type,Food,3515.36,174,18
PR01382,S0282,Field,Automotive,1420.03,575,23
PR01383,S0308,Subject,Pharma,1337.0,674,50
PR01384,S0170,Family,Clothing,1421.2,387,82
PR01385,S0352,Result,Pharma,4080.37,936,81
PR01386,S0259,Type,Food,94.68,815,91
PR01387,S0310,Tree,Pharma,3403.23,881,79
PR01388,S0429,Nice,Electronics,3643.21,883,82
PR01389,S0085,Use,Pharma,3838.78,526,41
PR01390,S0135,Week,Pharma,1139.18,493,85
PR01391,S0023,Station,Furniture,2040.75,737,19
PR01392,S0061,Particularly,Electronics,2442.56,542,46
PR01393,S0216,Bag,Electronics,2593.82,761,43
PR01394,S0222,Morning,Food,2264.04,942,25
PR01395,S0332,Bag,Electronics,3265.25,132,96
PR01396,S0456,Free,Automotive,4765.99,750,13
PR01397,S0231,Interesting,Furniture,488.41,671,20
PR01398,S0383,Authority,Food,4500.73,209,33
PR01399,S0047,Young,Automotive,4294.36,473,43
PR01400,S0480,Suffer,Clothing,2597.07,637,26
PR01401,S0211,Attention,Electronics,2420.52,614,78
PR01402,S0337,World,Pharma,2652.71,680,76
PR01403,S0477,Occur,Pharma,4867.43,385,46
PR01404,S0077,Customer,Electronics,1798.55,726,94
PR01405,S0310,Hold,Pharma,2370.93,744,95
PR01406,S0308,But,Pharma,2985.49,174,59
PR01407,S0306,Her,Automotive,2114.04,113,33
PR01408,S0436,Speak,Furniture,2393.01,317,60
PR01409,S0417,Significant,Electronics,1526.86,55,72
PR01410,S0301,Put,Food,119.89,705,59
PR01411,S0427,Baby,Food,248.28,277,56
PR01412,S0234,Worker,Food,1119.85,117,32
PR01413,S0267,Future,Clothing,3458.87,633,67
PR01414,S0209,Improve,Electronics,1711.52,446,75
PR01415,S0140,Kitchen,Furniture,3904.03,722,99
PR01416,S0463,Pattern,Automotive,1220.28,710,83
PR01417,S0451,Region,Clothing,4672.76,520,92
PR01418,S0139,Card,Clothing,3191.27,598,93
PR01419,S0301,Its,Automotive,4922.85,82,83
PR01420,S0248,Other,Electronics,87.88,468,35
PR01421,S0170,Bad,Automotive,4774.06,593,23
PR01422,S0206,After,Clothing,3908.98,506,37
PR01423,S0134,Smile,Food,2185.44,224,83
PR01424,S0441,Thousand,Pharma,4349.47,622,72
PR01425,S0037,Finish,Furniture,1488.0,29,73
PR01426,S0472,Research,Automotive,2770.65,393,99
PR01427,S0030,With,Pharma,2425.0,842,46
PR01428,S0169,Forget,Electronics,1699.37,296,88
PR01429,S0264,West,Pharma,3133.0,806,96
PR01430,S0048,Discover,Pharma,2257.34,156,33
PR01431,S0097,Film,Furniture,2652.64,581,94
PR01432,S0176,Fire,Furniture,3754.5,578,66
PR01433,S0381,Prevent,Electronics,1894.51,454,22
PR01434,S0350,I,Food,541.53,751,95
PR01435,S0191,Social,Food,144.49,733,18
PR01436,S0380,Draw,Pharma,3817.13,680,12
PR01437,S0459,Some,Pharma,4633.31,272,71
PR01438,S0064,Let,Furniture,2941.61,485,64
PR01439,S0339,Hard,Pharma,4280.77,254,80
PR01440,S0320,Feeling,Pharma,4284.89,438,45
PR01441,S0017,Window,Food,2687.04,262,10
PR01442,S0262,Suddenly,Automotive,4882.26,184,99
PR01443,S0330,Camera,Pharma,2570.9,250,19
PR01444,S0035,Discover,Automotive,2064.11,874,28
PR01445,S0349,Whether,Pharma,2031.01,73,14
PR01446,S0046,Democratic,Automotive,4633.09,806,96
PR01447,S0218,Husband,Clothing,4378.02,988,86
PR01448,S0192,Good,Electronics,3407.62,664,23
PR01449,S0370,Direction,Furniture,3690.3,608,71
PR01450,S0112,Magazine,Food,2335.37,284,41
PR01451,S0094,Follow,Pharma,3501.36,524,33
PR01452,S0420,Product,Pharma,3527.27,282,71
PR01453,S0416,Choice,Clothing,617.74,250,36
PR01454,S0439,Rather,Pharma,2542.53,227,72
PR01455,S0328,Indeed,Pharma,4631.02,420,55
PR01456,S0464,Side,Clothing,579.36,915,90
PR01457,S0332,Whose,Furniture,2501.12,21,64
PR01458,S0337,Partner,Pharma,3925.29,656,44
PR01459,S0105,Main,Furniture,2886.0,663,84
PR01460,S0408,Social,Electronics,620.09,203,26
PR01461,S0032,Thank,Automotive,3226.35,426,38
PR01462,S0373,Then,Clothing,866.51,375,82
PR01463,S0257,Fish,Pharma,1480.76,284,31
PR01464,S0401,Partner,Automotive,1066.86,925,40
PR01465,S0333,Interview,Pharma,2361.65,607,17
PR01466,S0323,Themselves,Electronics,1341.09,528,48
PR01467,S0055,Least,Food,3724.36,367,30
PR01468,S0469,So,Pharma,71.37,59,26
PR01469,S0128,Lawyer,Automotive,4897.76,263,46
PR01470,S0391,Again,Pharma,894.48,475,16
PR01471,S0399,Any,Furniture,4891.11,497,47
PR01472,S0396,Morning,Clothing,3181.34,465,21
PR01473,S0420,Late,Automotive,4702.2,671,32
PR01474,S0013,Read,Furniture,131.77,474,42
PR01475,S0441,Majority,Food,305.81,250,36
PR01476,S0462,Nothing,Furniture,1151.45,41,58
PR01477,S0166,Control,Food,1756.96,222,86
PR01478,S0271,Shake,Electronics,775.58,390,30
PR01479,S0039,Able,Food,3443.81,606,39
PR01480,S0033,Authority,Automotive,2558.23,856,98
PR01481,S0276,Including,Electronics,1993.81,709,70
PR01482,S0310,Rule,Electronics,3636.54,932,55
PR01483,S0072,Wait,Furniture,1103.17,307,91
PR01484,S0487,Eat,Furniture,4617.45,283,41
PR01485,S0323,Day,Food,4205.94,788,64
PR01486,S0286,Detail,Furniture,910.55,719,31
PR01487,S0318,Far,Electronics,1722.92,185,98
PR01488,S0307,About,Automotive,2726.39,283,13
PR01489,S0297,How,Clothing,2411.47,574,29
PR01490,S0076,Style,Electronics,4173.01,26,40
PR01491,S0421,As,Clothing,1209.85,3,50
PR01492,S0319,Nature,Food,714.51,413,100
PR01493,S0329,Detail,Automotive,864.31,15,72
PR01494,S0100,Big,Furniture,1027.51,165,97
PR01495,S0251,Side,Furniture,366.17,242,87
PR01496,S0031,My,Furniture,82.3,437,14
PR01497,S0052,Street,Pharma,2738.43,72,80
PR01498,S0175,Establish,Clothing,3878.56,793,88
PR01499,S0093,Community,Furniture,4986.08,801,85
PR01500,S0128,Increase,Pharma,1360.84,899,58
PR01501,S0257,Light,Automotive,4071.85,403,66
PR01502,S0273,Water,Clothing,629.16,14,59
PR01503,S0282,Probably,Furniture,554.88,423,91
PR01504,S0381,Threat,Pharma,2261.21,783,31
PR01505,S0172,And,Electronics,581.88,23,99
PR01506,S0270,Best,Electronics,4760.41,758,40
PR01507,S0001,Foreign,Pharma,4882.55,697,82
PR01508,S0116,Night,Electronics,247.54,601,50
PR01509,S0386,Score,Automotive,1451.25,689,79
PR01510,S0060,Once,Food,4287.08,509,26
PR01511,S0327,Effect,Pharma,3853.12,611,79
PR01512,S0125,Concern,Pharma,209.69,15,99
PR01513,S0196,Employee,Automotive,2014.46,325,67
PR01514,S0140,State,Automotive,3436.52,646,58
PR01515,S0213,Marriage,Food,4339.29,630,49
PR01516,S0324,Can,Electronics,544.85,389,48
PR01517,S0039,Sport,Pharma,1144.0,680,74
PR01518,S0475,Sense,Clothing,4128.21,498,54
PR01519,S0208,Phone,Pharma,1005.45,114,84
PR01520,S0417,Quality,Food,4670.8,855,57
PR01521,S0437,Music,Pharma,2300.44,410,63
PR01522,S0488,Control,Furniture,4382.49,509,94
PR01523,S0189,Data,Furniture,4864.45,845,78
PR01524,S0469,Drug,Pharma,2254.52,80,72
PR01525,S0461,Range,Automotive,3213.81,779,39
PR01526,S0295,Raise,Electronics,2230.74,345,86
PR01527,S0450,Ten,Food,3832.37,125,59
PR01528,S0226,Design,Clothing,4589.13,479,82
PR01529,S0303,Where,Furniture,4467.02,868,95
PR01530,S0249,Section,Pharma,2186.87,482,38
PR01531,S0357,Dream,Pharma,4262.12,590,79
PR01532,S0342,Public,Pharma,2685.8,843,24
PR01533,S0129,Prepare,Food,251.61,884,43
PR01534,S0237,Serve,Automotive,1169.9,999,31
PR01535,S0038,Another,Pharma,3326.72,967,100
PR01536,S0379,Student,Clothing,1648.87,358,13
PR01537,S0311,Field,Furniture,2356.57,306,64
PR01538,S0364,Fund,Clothing,3037.48,634,36
PR01539,S0145,Under,Food,2771.83,803,34
PR01540,S0302,Movie,Pharma,4220.74,725,95
PR01541,S0053,Increase,Electronics,4449.74,514,17
PR01542,S0106,Top,Food,3746.65,182,23
PR01543,S0321,Collection,Pharma,1291.89,744,85
PR01544,S0277,Member,Automotive,4959.32,547,15
PR01545,S0087,Security,Automotive,2944.19,764,65
PR01546,S0168,Together,Automotive,2717.49,593,98
PR01547,S0359,Any,Food,3517.91,328,20
PR01548,S0472,Rule,Furniture,2860.07,20,72
PR01549,S0439,Option,Automotive,1834.49,374,45
PR01550,S0013,Large,Food,2700.64,446,70
PR01551,S0478,Return,Clothing,4036.05,747,83
PR01552,S0090,Thank,Pharma,3218.99,432,53
PR01553,S0339,Notice,Clothing,941.72,72,47
PR01554,S0159,Tell,Electronics,4450.64,885,76
PR01555,S0186,Whom,Food,1883.49,341,56
PR01556,S0491,Speech,Pharma,3981.25,180,96
PR01557,S0247,Change,Food,4385.06,317,68
PR01558,S0217,Throw,Electronics,3603.81,303,10
PR01559,S0119,Their,Food,4951.17,663,54
PR01560,S0383,They,Automotive,4854.07,339,86
PR01561,S0472,Manager,Pharma,4435.08,55,78
PR01562,S0469,Walk,Furniture,3203.87,259,57
PR01563,S0202,Within,Pharma,2470.92,822,25
PR01564,S0240,Financial,Pharma,784.42,276,79
PR01565,S0136,Science,Furniture,242.12,750,23
PR01566,S0081,Play,Clothing,1213.83,215,14
PR01567,S0198,Forward,Automotive,859.18,693,100
PR01568,S0075,Pm,Electronics,4023.48,357,15
PR01569,S0163,Billion,Furniture,2396.68,275,80
PR01570,S0281,Treat,Clothing,2488.61,606,42
PR01571,S0041,Pick,Automotive,4328.92,417,54
PR01572,S0369,Network,Furniture,2473.42,443,28
PR01573,S0233,Back,Electronics,1124.81,551,26
PR01574,S0202,Job,Pharma,2253.42,601,28
PR01575,S0499,Office,Pharma,2995.6,307,46
PR01576,S0245,Throughout,Electronics,3904.62,983,11
PR01577,S0135,Low,Furniture,1959.27,504,77
PR01578,S0327,Movement,Automotive,1693.91,309,65
PR01579,S0462,Only,Automotive,1100.35,650,35
PR01580,S0354,Voice,Electronics,2233.21,164,10
PR01581,S0390,Near,Electronics,2171.99,564,69
PR01582,S0225,Attorney,Pharma,2975.11,514,60
PR01583,S0476,Increase,Pharma,4019.47,699,98
PR01584,S0427,Morning,Furniture,3631.8,983,29
PR01585,S0175,Season,Furniture,2628.69,692,69
PR01586,S0200,In,Food,1951.7,531,74
PR01587,S0386,Political,Furniture,1371.38,863,20
PR01588,S0182,Mission,Automotive,3333.6,296,13
PR01589,S0315,Store,Automotive,3487.86,344,29
PR01590,S0149,Mr,Food,3257.59,614,31
PR01591,S0347,Plant,Pharma,1944.28,50,37
PR01592,S0266,Foot,Electronics,4887.01,942,54
PR01593,S0270,East,Furniture,500.37,370,62
PR01594,S0253,History,Clothing,596.33,540,40
PR01595,S0100,Huge,Pharma,3325.37,785,46
PR01596,S0250,Score,Electronics,4484.69,732,29
PR01597,S0215,Often,Furniture,2989.36,896,10
PR01598,S0204,Responsibility,Pharma,1339.36,450,26
PR01599,S0300,Strong,Pharma,4648.11,145,38
PR01600,S0017,Participant,Automotive,3788.74,421,77
PR01601,S0314,Strong,Clothing,4589.95,197,35
PR01602,S0497,Responsibility,Pharma,3558.29,577,98
PR01603,S0291,Industry,Automotive,4269.48,689,26
PR01604,S0235,Star,Automotive,680.86,132,76
PR01605,S0025,Entire,Pharma,2882.13,662,40
PR01606,S0200,Color,Automotive,1484.45,236,52
