shipmentID,orderID,shipDate,deliveryDate,carrier,status
SH23363,O12616,2023-10-12,2023-10-12,"Wilson, Patterson and Mcgrath",Lost
SH23364,O14424,2023-07-19,,Preston PLC,In Transit
SH23365,O11958,2024-03-08,2024-03-08,Morris LLC,Lost
SH23366,O13665,2024-08-31,2024-08-31,Larsen-Reyes,Delayed
SH23367,O12238,2025-05-16,2025-05-16,Brewer-Alvarado,Lost
SH23368,O13989,2023-08-24,2023-08-24,"Tran, Ochoa and Hunt",In Transit
SH23369,O10609,2024-08-17,2024-08-17,Patterson Group,In Transit
SH23370,O15373,2023-09-17,,Bradford-Campbell,Lost
SH23371,O16866,2023-07-16,2023-07-16,Kelley-Bryant,Lost
SH23372,O15087,2025-06-05,2025-06-05,Stout PLC,Delayed
SH23373,O11918,2025-03-30,2025-03-30,Taylor-Fischer,In Transit
SH23374,O16933,2023-06-28,2023-06-28,Turner Ltd,Delivered
SH23375,O17561,2024-03-19,2024-03-19,Cervantes Inc,Delivered
SH23376,O14778,2025-04-23,2025-04-23,Ellison LLC,In Transit
SH23377,O10412,2023-07-08,2023-07-08,"Brown, Jones and White",Lost
SH23378,O12624,2024-11-26,2024-11-26,Dickerson and Sons,In Transit
SH23379,O16030,2024-02-22,2024-02-22,Edwards-Wallace,Lost
SH23380,O12768,2024-06-04,,Velazquez-Haynes,Lost
SH23381,O10167,2024-07-01,2024-07-01,Riley Group,Lost
SH23382,O17428,2023-08-21,2023-08-21,"Harvey, Walsh and Webb",In Transit
SH23383,O10527,2024-12-09,2024-12-09,"Jones, Jackson and Walls",Delayed
SH23384,O15950,2025-04-02,2025-04-02,"Velazquez, Graham and Copeland",Delayed
SH23385,O15202,2025-03-02,2025-03-02,Williams Ltd,Delivered
SH23386,O13144,2024-07-28,2024-07-28,"Walker, Davis and Black",Lost
SH23387,O14390,2023-06-26,2023-06-26,"Brown, Gonzales and Oconnor",Delayed
SH23388,O10453,2025-01-31,2025-01-31,"Riley, Turner and Stanley",Delivered
SH23389,O15858,2024-05-01,,Castro-Rice,Delayed
SH23390,O12815,2024-01-24,2024-01-24,Miller and Sons,Lost
SH23391,O14639,2024-05-17,,"Ochoa, Gray and Baker",Delivered
SH23392,O17527,2025-04-27,2025-04-27,Schneider LLC,Delayed
SH23393,O16060,2024-04-16,2024-04-16,Romero PLC,In Transit
SH23394,O16313,2024-09-29,2024-09-29,Thomas Inc,Delayed
SH23395,O12265,2023-09-20,2023-09-20,"Morales, Mendoza and Molina",Delayed
SH23396,O15827,2025-02-27,,Foster LLC,Lost
SH23397,O13758,2023-06-28,2023-06-28,Roth LLC,Delivered
SH23398,O15437,2023-11-16,2023-11-16,Becker-Franklin,Lost
SH23399,O14074,2024-01-21,2024-01-21,Pierce Group,Delayed
SH23400,O14653,2023-08-17,2023-08-17,Allen-Chan,Delayed
SH23401,O16492,2024-12-12,2024-12-12,Rivers-Lozano,Delivered
SH23402,O16177,2024-01-23,2024-01-23,Morgan PLC,In Transit
SH23403,O11686,2024-11-12,2024-11-12,Kemp Ltd,Lost
SH23404,O12170,2024-08-19,2024-08-19,Jimenez LLC,Delivered
SH23405,O13747,2024-02-13,2024-02-13,"Smith, Glover and Ortiz",Delivered
SH23406,O12407,2025-05-19,2025-05-19,"Miller, Jensen and Lynch",In Transit
SH23407,O16651,2025-02-03,2025-02-03,"Brown, Rice and Green",Delivered
SH23408,O17033,2024-03-18,2024-03-18,Kim-Hall,Delayed
SH23409,O16137,2025-04-11,2025-04-11,Cox Group,Delivered
SH23410,O12103,2023-06-28,2023-06-28,Oneal-West,Delivered
SH23411,O15570,2023-11-04,2023-11-04,"Bolton, Nichols and Sheppard",Lost
SH23412,O14996,2024-12-05,2024-12-05,White-Morrow,Delivered
SH23413,O11275,2023-08-10,2023-08-10,Gill-Fowler,In Transit
SH23414,O15318,2023-10-26,2023-10-26,"Jackson, Novak and Martin",Delivered
SH23415,O14565,2023-08-09,2023-08-09,"Evans, Banks and Sherman",Lost
SH23416,O12057,2024-07-09,2024-07-09,"Pena, Hart and Miller",Delayed
SH23417,O14452,2024-03-25,2024-03-25,"Stein, Garcia and Owens",Delayed
SH23418,O15453,2025-04-04,2025-04-04,Smith-Gibbs,Delayed
SH23419,O13887,2025-06-03,,Miller-Barry,Delivered
SH23420,O15228,2024-09-09,2024-09-09,"Waller, Brown and Bell",Delivered
SH23421,O12900,2024-07-13,2024-07-13,Ellis Group,Delayed
SH23422,O12234,2023-10-11,2023-10-11,Alexander-David,Delivered
SH23423,O15514,2024-12-25,2024-12-25,"Parker, Bell and Russell",In Transit
SH23424,O11266,2025-03-29,,"Gross, Roberts and Wilson",Delayed
SH23425,O12294,2024-06-26,2024-06-26,"Herrera, Miller and Garner",In Transit
SH23426,O12846,2023-12-22,2023-12-22,Reyes-Stephens,Delayed
SH23427,O11322,2023-10-02,2023-10-02,Mckenzie-Harris,In Transit
SH23428,O10718,2024-12-29,2024-12-29,Lang Inc,Lost
SH23429,O14807,2023-08-16,2023-08-16,"Baker, Gamble and Parrish",Lost
SH23430,O15317,2024-11-29,,"Rice, Herrera and Alexander",Delayed
SH23431,O14702,2024-10-29,2024-10-29,"Mason, Thomas and Chapman",Delivered
SH23432,O14225,2024-06-22,,Campbell-Moore,Lost
SH23433,O14891,2024-02-11,2024-02-11,Robinson-Matthews,Lost
SH23434,O10766,2025-04-12,,"Short, Johnson and Clark",Lost
SH23435,O12841,2024-01-27,2024-01-27,Pitts PLC,In Transit
SH23436,O15521,2023-06-19,2023-06-19,Lee Ltd,Lost
SH23437,O15546,2025-04-01,2025-04-01,Cain PLC,Delivered
SH23438,O13098,2024-01-24,2024-01-24,Monroe-Montgomery,Delayed
SH23439,O15717,2024-07-02,2024-07-02,Johnson PLC,In Transit
SH23440,O17894,2025-05-13,2025-05-13,"Thomas, Cohen and Baldwin",Delayed
SH23441,O13074,2024-02-20,,"Ramos, Brown and Davis",In Transit
SH23442,O17773,2025-04-18,2025-04-18,Benson-Wu,Delayed
SH23443,O15484,2024-12-08,2024-12-08,"Johnson, Simmons and Myers",Lost
SH23444,O14772,2025-03-24,,Hartman-Rosario,In Transit
SH23445,O13058,2024-02-02,2024-02-02,Williams-Rodriguez,In Transit
SH23446,O11120,2025-03-17,2025-03-17,"Jordan, Sanchez and Williams",Lost
SH23447,O13646,2025-02-19,2025-02-19,Brown-Baker,Delayed
SH23448,O13380,2024-05-10,,"King, Weber and Martin",Delivered
SH23449,O10261,2025-05-16,2025-05-16,Cummings-Hernandez,In Transit
SH23450,O10519,2025-03-20,2025-03-20,Richardson LLC,Lost
SH23451,O10796,2024-12-24,,"Sullivan, Colon and Maxwell",Delivered
SH23452,O17424,2024-02-05,,"Lee, Miller and Curry",Delayed
SH23453,O15557,2024-08-11,2024-08-11,Kelley-Garcia,In Transit
SH23454,O12287,2024-02-27,2024-02-27,"Meyer, Miller and Melton",Delivered
SH23455,O12423,2024-05-21,2024-05-21,Davis-Parsons,In Transit
SH23456,O15513,2025-03-24,2025-03-24,Davis-Hurley,Delivered
SH23457,O16786,2024-11-22,2024-11-22,Davis-Douglas,Lost
SH23458,O11437,2023-10-09,2023-10-09,Ferguson Inc,In Transit
SH23459,O14034,2025-03-06,2025-03-06,Barnett Inc,Lost
SH23460,O14083,2023-08-09,2023-08-09,"Bradford, Lynch and Sims",Lost
SH23461,O11474,2024-10-09,2024-10-09,Barnes Ltd,Delivered
SH23462,O14094,2023-10-19,2023-10-19,Banks LLC,Delivered
SH23463,O15532,2024-10-10,2024-10-10,Hart Group,In Transit
SH23464,O12362,2024-08-14,2024-08-14,Turner and Sons,Lost
SH23465,O14532,2023-08-14,2023-08-14,Wilson-Davies,Lost
SH23466,O15509,2023-09-14,2023-09-14,Conrad-Green,In Transit
SH23467,O14223,2024-08-17,,Blanchard LLC,Lost
SH23468,O14823,2024-10-06,,Smith-Navarro,Delayed
SH23469,O13039,2025-02-15,,Matthews Ltd,Delayed
SH23470,O11961,2024-01-27,2024-01-27,"Oconnell, Sweeney and Juarez",Delayed
SH23471,O15525,2025-01-16,2025-01-16,"Hansen, Frazier and Mills",In Transit
SH23472,O15795,2025-03-24,2025-03-24,"Odom, Hunt and Chaney",In Transit
SH23473,O15679,2025-06-13,2025-06-13,Lee-Delgado,Delivered
SH23474,O15239,2025-01-05,,"Nichols, Rodriguez and Wilson",Delayed
SH23475,O16397,2023-11-01,2023-11-01,Miranda-Phillips,In Transit
SH23476,O13930,2024-09-08,2024-09-08,"Winters, Snyder and Brown",Lost
SH23477,O13428,2024-11-24,2024-11-24,"Shaw, Walker and Shaw",Delivered
SH23478,O11803,2024-02-27,2024-02-27,"Hernandez, Newman and Burns",In Transit
SH23479,O10708,2024-12-18,2024-12-18,"Dunn, Jones and Cook",In Transit
SH23480,O17508,2025-02-07,2025-02-07,"Gutierrez, Carlson and Mason",Lost
SH23481,O13551,2025-01-12,2025-01-12,"Walton, Perry and Jackson",Delivered
SH23482,O14386,2024-05-05,,Nelson-Goodwin,Delivered
SH23483,O12826,2024-10-24,2024-10-24,Gibson LLC,Delivered
SH23484,O11554,2024-07-12,2024-07-12,"Smith, Atkinson and Villarreal",Lost
SH23485,O13556,2025-04-15,2025-04-15,Warren-Fitzgerald,Delivered
SH23486,O16982,2024-01-31,2024-01-31,"Ross, Williams and Cameron",In Transit
SH23487,O10526,2023-11-13,,Davenport-Bryant,Lost
SH23488,O12589,2024-12-06,2024-12-06,Cruz-Hayes,Delivered
SH23489,O13897,2024-12-21,2024-12-21,Perez-Fry,Lost
SH23490,O10176,2024-10-17,2024-10-17,Ray PLC,In Transit
SH23491,O12750,2023-12-08,2023-12-08,Phillips-Harper,Lost
SH23492,O14348,2024-12-27,,Gray-Hart,Delayed
SH23493,O14553,2023-10-17,,"Hensley, Rasmussen and Harper",Delayed
SH23494,O14963,2024-08-06,2024-08-06,Ruiz-Oconnell,Delayed
SH23495,O11240,2024-04-15,2024-04-15,Mercado PLC,Delayed
SH23496,O17682,2025-03-28,2025-03-28,Gonzalez Group,Delayed
SH23497,O14410,2024-02-08,2024-02-08,"Hart, Lopez and Bowers",Delayed
SH23498,O13424,2025-05-13,2025-05-13,"Randolph, Lopez and Mahoney",Lost
SH23499,O10992,2025-03-21,2025-03-21,Walker-Williamson,Delivered
SH23500,O17318,2024-06-15,2024-06-15,Harris LLC,Delayed
SH23501,O13419,2025-01-26,2025-01-26,"Monroe, Becker and Lewis",Delivered
SH23502,O14113,2024-07-17,2024-07-17,Payne LLC,Delayed
SH23503,O15944,2024-03-18,2024-03-18,Gallagher-Wilson,Delivered
SH23504,O15477,2024-02-28,2024-02-28,"Ferguson, Mccall and Mitchell",In Transit
SH23505,O11431,2024-05-26,,Price LLC,In Transit
SH23506,O12852,2024-07-26,,"Watson, Evans and Finley",In Transit
SH23507,O17118,2023-09-18,2023-09-18,"Mays, Benson and Griffin",In Transit
SH23508,O12377,2024-09-27,2024-09-27,"Simmons, Brown and Moon",Delayed
SH23509,O17996,2025-01-05,,Dalton-Gutierrez,Delivered
SH23510,O10823,2023-08-20,,Parker Inc,Delayed
SH23511,O15157,2024-11-29,2024-11-29,Solis Ltd,Delayed
SH23512,O17561,2024-12-09,,"Thornton, Wallace and Ortiz",Lost
SH23513,O14771,2025-04-15,2025-04-15,Bennett Group,In Transit
SH23514,O11806,2023-12-12,2023-12-12,"Smith, Castro and Pennington",Lost
SH23515,O12690,2024-09-12,2024-09-12,Bradley-Wood,Delayed
SH23516,O12515,2025-01-08,,"Hughes, Cobb and Simmons",Delivered
SH23517,O16120,2024-11-07,2024-11-07,Hughes-Brady,In Transit
SH23518,O15485,2024-08-13,,Rivera-Cobb,Delayed
SH23519,O11234,2025-05-28,2025-05-28,Barker-Harvey,Delayed
SH23520,O12292,2024-09-16,2024-09-16,"Kerr, Bennett and Moore",In Transit
SH23521,O15617,2023-06-22,2023-06-22,Vargas and Sons,Lost
SH23522,O16986,2024-11-02,2024-11-02,Garza-Warner,Delayed
SH23523,O17623,2025-02-20,2025-02-20,Briggs PLC,Lost
SH23524,O13261,2025-01-23,2025-01-23,Harrison Inc,Lost
SH23525,O15164,2024-08-28,,Brown Group,In Transit
SH23526,O14991,2024-09-29,2024-09-29,Mcdonald-Wang,Delivered
SH23527,O16567,2025-03-17,2025-03-17,Sandoval-Green,Lost
SH23528,O16028,2024-05-11,2024-05-11,"Wallace, Woods and Rogers",Lost
SH23529,O13417,2024-02-29,2024-02-29,Marshall and Sons,Lost
SH23530,O10379,2023-10-16,2023-10-16,"Abbott, Hall and Smith",Delayed
SH23531,O12640,2023-11-10,2023-11-10,"Martin, Smith and Williams",Delayed
SH23532,O15023,2023-07-14,2023-07-14,"Moore, Gomez and Brown",Lost
SH23533,O14717,2025-02-04,2025-02-04,"Dennis, Pacheco and Vasquez",Lost
SH23534,O15056,2024-02-21,2024-02-21,Thompson-Murphy,Lost
SH23535,O15761,2023-08-02,2023-08-02,"Smith, Maxwell and Williams",Delivered
SH23536,O13726,2024-03-20,,Henderson-Long,Delayed
SH23537,O12646,2023-12-06,,Coleman-Camacho,Delayed
SH23538,O11809,2023-10-24,2023-10-24,Rogers-Mclaughlin,Delayed
SH23539,O10439,2025-02-17,2025-02-17,Rodriguez-Frazier,Delivered
SH23540,O11803,2025-06-08,2025-06-08,Chen-Kemp,In Transit
SH23541,O15139,2024-09-20,2024-09-20,Garcia and Sons,In Transit
SH23542,O17339,2024-12-29,2024-12-29,"Barnes, Walker and Graham",Delayed
SH23543,O17159,2024-07-14,,Cox-Williams,Lost
SH23544,O17466,2025-05-06,2025-05-06,"Mendoza, Sanchez and Mercado",Delivered
SH23545,O12346,2024-05-04,2024-05-04,Cooper-Thompson,Delivered
SH23546,O16368,2024-08-30,2024-08-30,Mccarty PLC,In Transit
SH23547,O13109,2025-01-02,2025-01-02,Hill PLC,In Transit
SH23548,O11448,2024-08-22,2024-08-22,Roberts-Torres,Lost
SH23549,O10649,2024-09-09,2024-09-09,Myers Ltd,Delivered
SH23550,O11227,2023-06-19,2023-06-19,"Taylor, Wolf and Matthews",Lost
SH23551,O12526,2024-01-23,,"Allen, Matthews and Gibson",Lost
SH23552,O10942,2025-02-25,,"Allen, Stout and Baird",Delivered
SH23553,O15534,2024-10-25,,Smith-Marshall,Delayed
SH23554,O15285,2025-01-01,,Walker-Reed,In Transit
SH23555,O17949,2024-04-29,2024-04-29,Matthews-Santiago,Delayed
SH23556,O15180,2023-06-21,2023-06-21,Mcdaniel and Sons,Delivered
SH23557,O17772,2023-10-29,2023-10-29,Fritz-Trujillo,Delivered
SH23558,O10167,2024-11-23,,Hooper-Cochran,Delivered
SH23559,O15562,2024-01-25,2024-01-25,"Craig, Williams and Peterson",In Transit
SH23560,O13914,2024-08-16,2024-08-16,Wood Inc,Delayed
SH23561,O15439,2025-05-29,2025-05-29,"Thompson, Yang and Gray",Delivered
SH23562,O11627,2025-04-08,2025-04-08,Melendez Ltd,In Transit
SH23563,O11752,2024-04-19,2024-04-19,Burnett LLC,Delivered
SH23564,O11062,2024-08-19,2024-08-19,"Miller, Shaw and Parks",Delayed
SH23565,O12196,2024-01-15,,Jackson PLC,Delivered
SH23566,O10610,2025-01-16,2025-01-16,"Benson, Walker and Hayden",Delayed
SH23567,O12415,2023-11-26,2023-11-26,Miller LLC,Delayed
SH23568,O11716,2024-02-19,2024-02-19,Ramos PLC,Lost
SH23569,O17663,2025-03-23,2025-03-23,"Taylor, Hernandez and Olson",Delivered
SH23570,O11733,2024-12-29,2024-12-29,Jacobson-Moore,Delivered
SH23571,O17153,2024-01-30,2024-01-30,"Valdez, Bailey and Ryan",In Transit
SH23572,O13540,2024-12-23,2024-12-23,Mckay-Dawson,Lost
SH23573,O16582,2023-09-25,,Gonzalez-Smith,Delayed
SH23574,O16786,2023-06-29,2023-06-29,Ellis-Harvey,Delivered
SH23575,O17498,2023-11-18,2023-11-18,Miller PLC,Lost
SH23576,O13235,2025-06-11,2025-06-11,Johnson Group,Delayed
SH23577,O16108,2023-09-29,2023-09-29,Smith PLC,In Transit
SH23578,O11361,2025-02-11,2025-02-11,"Huffman, Bailey and Flores",Delivered
SH23579,O12767,2024-12-25,2024-12-25,"Guzman, West and Jones",Delivered
SH23580,O17015,2024-12-13,2024-12-13,Castro Group,Delayed
SH23581,O16855,2023-06-24,2023-06-24,Guzman-Mcknight,Delivered
SH23582,O13785,2023-09-12,2023-09-12,Brown-Allen,Lost
SH23583,O13854,2024-05-19,2024-05-19,"Salinas, Skinner and Jones",Lost
SH23584,O12596,2024-05-14,2024-05-14,Shah and Sons,In Transit
SH23585,O15176,2024-11-16,2024-11-16,Williams-Johnson,Lost
SH23586,O16759,2025-02-05,2025-02-05,Moore Ltd,Delivered
SH23587,O15822,2023-08-04,,Day Ltd,In Transit
SH23588,O13857,2025-04-22,2025-04-22,Morgan-Vincent,In Transit
SH23589,O10267,2024-02-17,2024-02-17,"Fisher, Lawson and Turner",In Transit
SH23590,O11005,2024-07-10,2024-07-10,Riley Group,Lost
SH23591,O12340,2024-10-02,2024-10-02,Stevens-Deleon,Delivered
SH23592,O10056,2023-09-01,2023-09-01,"Williams, Wright and Sexton",Lost
SH23593,O11975,2023-10-13,,"Galvan, Porter and Buck",Lost
SH23594,O12612,2024-12-02,2024-12-02,"Patrick, Wiley and Calhoun",Lost
SH23595,O14218,2025-02-22,,Williams LLC,In Transit
SH23596,O16099,2024-11-10,2024-11-10,"Jones, Allison and Swanson",Delivered
SH23597,O14160,2024-08-18,2024-08-18,"Rivera, Cantrell and Foster",Delayed
SH23598,O16622,2025-03-22,2025-03-22,"Wright, Hart and Brown",Delivered
SH23599,O11334,2024-01-20,2024-01-20,Torres and Sons,Lost
SH23600,O12600,2023-11-24,2023-11-24,Smith-Nixon,Delayed
SH23601,O17608,2025-05-30,2025-05-30,"Reed, Garcia and Best",Lost
SH23602,O12948,2024-12-02,2024-12-02,"Fletcher, Howell and Nelson",Delivered
SH23603,O14440,2024-01-06,2024-01-06,Williams Group,Delivered
SH23604,O13193,2023-07-01,2023-07-01,Wells and Sons,Lost
SH23605,O12778,2023-07-10,2023-07-10,"Brown, Kelley and Middleton",Delayed
SH23606,O13936,2024-02-05,2024-02-05,"Edwards, Munoz and Williams",Delivered
SH23607,O17405,2023-07-27,2023-07-27,Jackson-Parker,Delivered
SH23608,O16489,2024-06-07,2024-06-07,Hicks-Dickerson,In Transit
SH23609,O12499,2025-03-09,2025-03-09,"Gonzales, Franklin and Johnson",Lost
SH23610,O10464,2023-07-06,,"Miller, Larson and Donovan",In Transit
SH23611,O17970,2025-03-12,2025-03-12,Baker-Johnson,Lost
SH23612,O17020,2025-04-29,2025-04-29,Benson LLC,Delivered
SH23613,O15178,2023-12-13,2023-12-13,Aguilar Group,Delayed
SH23614,O12771,2023-10-20,2023-10-20,Garcia Inc,Lost
SH23615,O14490,2023-08-07,2023-08-07,King-Davis,Lost
SH23616,O13881,2024-07-31,,"Burns, Thompson and Norris",Delayed
SH23617,O11645,2025-06-05,2025-06-05,"Smith, Miranda and Watson",Lost
SH23618,O15052,2025-03-17,2025-03-17,Torres-Kelly,Lost
SH23619,O17543,2024-03-28,2024-03-28,Jackson LLC,Delivered
SH23620,O12868,2024-05-13,2024-05-13,"Harvey, Bell and Lowe",Delivered
SH23621,O10550,2025-04-08,2025-04-08,Taylor-Phillips,Delivered
SH23622,O17823,2025-03-13,2025-03-13,Chaney PLC,Delayed
SH23623,O12350,2024-03-26,2024-03-26,Spencer Group,Lost
SH23624,O12343,2023-08-19,2023-08-19,Hurley-Davis,Delivered
SH23625,O12257,2024-06-03,2024-06-03,"Torres, Harris and Williamson",Delivered
SH23626,O11342,2025-05-19,2025-05-19,Powell Ltd,In Transit
SH23627,O15464,2025-04-05,2025-04-05,Myers-Montgomery,In Transit
SH23628,O14848,2024-06-08,2024-06-08,Herman Group,In Transit
SH23629,O10492,2024-07-03,2024-07-03,Owen and Sons,Lost
SH23630,O11658,2023-07-26,,Chandler Group,In Transit
SH23631,O10910,2024-01-27,2024-01-27,Wilkinson-Jones,In Transit
SH23632,O14008,2024-01-05,2024-01-05,Moon-Collins,Delivered
SH23633,O15118,2024-09-21,,"Baker, Fowler and Richardson",In Transit
SH23634,O13342,2023-12-02,,Walton-Bryant,In Transit
SH23635,O16678,2025-06-09,2025-06-09,Sanchez and Sons,Lost
SH23636,O12496,2023-12-15,2023-12-15,Fox-Wheeler,In Transit
SH23637,O14676,2024-12-13,2024-12-13,Wright Inc,Delayed
SH23638,O11253,2025-01-19,2025-01-19,Rubio PLC,Delivered
SH23639,O13178,2024-12-19,2024-12-19,Payne-Weaver,In Transit
SH23640,O16754,2024-07-06,2024-07-06,Rodriguez Inc,Delayed
SH23641,O17224,2024-03-13,2024-03-13,Moran LLC,Delayed
SH23642,O10466,2024-01-13,2024-01-13,"Jensen, Cruz and Merritt",Lost
SH23643,O17115,2025-04-11,2025-04-11,Perry PLC,In Transit
SH23644,O13418,2024-06-29,,"Campbell, Brown and Mcgee",Delayed
SH23645,O16086,2023-11-22,2023-11-22,Hernandez-Lin,Lost
SH23646,O13003,2024-12-08,2024-12-08,Greene LLC,Lost
SH23647,O17839,2025-01-09,2025-01-09,"Cox, Grant and Johnson",In Transit
SH23648,O14051,2024-02-18,2024-02-18,Delacruz-Mullins,Delayed
SH23649,O11324,2024-03-10,,Evans-Mejia,In Transit
SH23650,O15524,2025-06-16,2025-06-16,Espinoza-White,Delayed
SH23651,O15358,2023-07-04,2023-07-04,Reyes-Gates,Delivered
SH23652,O16463,2023-10-02,,Harrison-Mccoy,Delayed
SH23653,O10539,2023-08-31,2023-08-31,Robinson-Evans,In Transit
SH23654,O16400,2024-04-12,2024-04-12,Brennan Inc,In Transit
SH23655,O10969,2025-01-24,2025-01-24,Jones Ltd,Delivered
SH23656,O15289,2025-05-15,2025-05-15,Hess Inc,Delivered
SH23657,O13335,2024-01-29,2024-01-29,Gibson-Cochran,Delivered
SH23658,O14809,2024-02-04,,"Garcia, Green and Dyer",In Transit
SH23659,O13650,2024-04-02,2024-04-02,Johnson Inc,Delayed
SH23660,O15709,2024-12-05,2024-12-05,"Hughes, Pineda and Bradford",Lost
SH23661,O17987,2024-01-16,2024-01-16,"Miller, Jackson and Clark",Delivered
SH23662,O10654,2025-03-18,,Brown Inc,Delivered
SH23663,O10666,2023-12-23,2023-12-23,Hill-Gray,In Transit
SH23664,O12222,2023-08-09,2023-08-09,Pittman-Jones,Delayed
SH23665,O13703,2023-07-15,2023-07-15,"Smith, Burke and Ruiz",In Transit
SH23666,O11584,2023-08-31,2023-08-31,Li-Jones,Delivered
SH23667,O11629,2025-03-06,2025-03-06,Gomez Inc,Delayed
SH23668,O17158,2023-10-29,2023-10-29,Reyes-Winters,Lost
SH23669,O10273,2024-11-20,2024-11-20,"Farrell, Woodard and Mccarty",Delayed
SH23670,O15187,2024-07-17,2024-07-17,Dean-Moore,Delivered
SH23671,O12190,2024-01-14,2024-01-14,Marsh-Atkinson,Delivered
SH23672,O14642,2023-06-30,2023-06-30,Perkins-Ramirez,Delayed
SH23673,O14572,2025-04-12,2025-04-12,Ross-Moore,Delivered
SH23674,O14674,2024-02-17,2024-02-17,Parrish Group,Delivered
SH23675,O11435,2023-07-23,,Rodriguez and Sons,In Transit
SH23676,O12627,2024-07-16,2024-07-16,Ellis-Hernandez,In Transit
SH23677,O11027,2024-12-04,2024-12-04,"Garcia, Stone and Robertson",Delayed
SH23678,O15633,2024-12-13,,Haynes-Miller,Lost
SH23679,O10193,2024-07-01,2024-07-01,Sanders and Sons,Delivered
SH23680,O16081,2024-06-02,2024-06-02,Sanders PLC,Delivered
SH23681,O11148,2025-01-14,,Ramos Group,In Transit
SH23682,O13805,2024-06-26,2024-06-26,Griffin LLC,In Transit
SH23683,O16429,2024-05-11,2024-05-11,"Young, Rice and Smith",In Transit
SH23684,O15832,2023-11-23,,"Hamilton, Bradley and Bowers",Delayed
SH23685,O12842,2025-06-12,2025-06-12,"Ward, Payne and Finley",In Transit
SH23686,O15735,2024-08-25,2024-08-25,Page-Dixon,In Transit
SH23687,O16063,2024-04-05,2024-04-05,"Nichols, Davis and Lopez",Delayed
SH23688,O15470,2023-12-03,2023-12-03,"Estrada, Clark and Johnson",Delivered
SH23689,O14748,2025-06-07,2025-06-07,Sanchez and Sons,In Transit
SH23690,O14098,2024-08-20,2024-08-20,King LLC,Delivered
SH23691,O16404,2023-07-15,2023-07-15,Moran Inc,Delayed
SH23692,O11423,2024-06-15,2024-06-15,Jenkins-Thomas,In Transit
SH23693,O10605,2024-03-22,,Harrison Ltd,In Transit
SH23694,O13913,2024-04-29,2024-04-29,Evans-Martinez,Delivered
SH23695,O16642,2024-06-18,2024-06-18,"Ramos, Hoffman and Stewart",Delayed
SH23696,O14305,2024-09-04,2024-09-04,"Anderson, Santos and Carter",In Transit
SH23697,O14261,2023-10-08,2023-10-08,Mitchell-Cross,Delivered
SH23698,O15385,2024-08-13,,Brown-Park,Lost
SH23699,O17069,2024-08-10,2024-08-10,"Williams, Morgan and Wells",Lost
SH23700,O15257,2024-04-17,2024-04-17,"Townsend, Alvarez and Nguyen",Delivered
SH23701,O17512,2024-11-19,,"Bass, Matthews and Hughes",Lost
SH23702,O14439,2024-10-18,2024-10-18,Monroe-Woodard,Delayed
SH23703,O15703,2024-05-06,2024-05-06,Scott-Castillo,Delayed
SH23704,O12575,2025-03-21,2025-03-21,Kelly Inc,Delayed
SH23705,O10332,2025-01-10,2025-01-10,Banks Inc,Delayed
SH23706,O16380,2025-05-06,2025-05-06,Myers-Gonzales,Delivered
SH23707,O17046,2023-09-02,2023-09-02,Martin-Mcintyre,Delayed
SH23708,O15843,2024-11-29,,"Roberts, Clark and Compton",Delivered
SH23709,O12976,2023-09-15,2023-09-15,Bradford PLC,Delayed
SH23710,O11612,2025-06-09,2025-06-09,Delacruz Inc,Delivered
SH23711,O14384,2023-11-02,2023-11-02,Gaines-Saunders,Delayed
SH23712,O16344,2023-10-30,2023-10-30,"Stark, Haley and Delgado",Delayed
SH23713,O15845,2025-03-19,2025-03-19,Trevino-Johnston,Lost
SH23714,O17519,2023-08-29,2023-08-29,Davila Group,In Transit
SH23715,O10417,2025-04-17,2025-04-17,Harris-Smith,Delivered
SH23716,O10733,2025-02-06,2025-02-06,Bailey LLC,Delayed
SH23717,O13510,2024-07-04,,Garcia-Daniel,In Transit
SH23718,O10399,2024-04-25,2024-04-25,Coleman PLC,Lost
SH23719,O17691,2024-11-15,2024-11-15,"Harvey, Conner and Estes",Delayed
SH23720,O10986,2024-09-04,2024-09-04,"Stewart, Kramer and Brown",Delivered
SH23721,O15421,2025-05-16,,"Brown, Scott and Dawson",Lost
SH23722,O11610,2023-11-22,2023-11-22,"Hall, Wu and Sanchez",Delivered
SH23723,O10453,2025-04-05,2025-04-05,Ramos-Smith,Delayed
SH23724,O14583,2024-06-02,2024-06-02,Rogers Inc,Delivered
SH23725,O12580,2023-10-12,,"Ruiz, Perez and Fuentes",Delivered
SH23726,O16983,2025-05-11,2025-05-11,Dixon-Bryant,Lost
SH23727,O12484,2024-11-12,,"Higgins, Burgess and Aguilar",In Transit
SH23728,O14546,2024-07-13,,"Garcia, Steele and Clark",Lost
SH23729,O12546,2025-01-06,,"Cross, Fleming and Hunt",Delivered
SH23730,O17072,2024-02-09,2024-02-09,"Copeland, Patel and Peters",Delayed
SH23731,O15378,2025-03-05,2025-03-05,Wells Group,Lost
SH23732,O10188,2024-09-27,2024-09-27,Miller Group,Lost
SH23733,O17278,2023-09-29,,"Kim, Alvarez and Garrett",Lost
SH23734,O12643,2024-10-09,2024-10-09,"Flores, Morris and Flores",Delayed
SH23735,O13252,2025-05-01,,"Dodson, Allen and Whitaker",Delivered
