usageID,meterID,date,kWh
U15579,M01464,2023-08-29,30.92
U15580,M00115,2024-09-24,24.03
U15581,M01449,2025-03-05,69.55
U15582,M01308,2024-04-27,6.44
U15583,M02049,2023-11-28,16.24
U15584,M00084,2024-01-31,23.85
U15585,M00090,2024-07-24,16.04
U15586,M02006,2024-04-13,81.76
U15587,M01449,2024-04-08,53.59
U15588,M00105,2023-09-04,97.54
U15589,M02156,2024-03-07,63.35
U15590,M02500,2024-03-10,58.16
U15591,M01629,2025-01-02,4.3
U15592,M02289,2024-05-25,55.57
U15593,M02194,2023-10-04,21.17
U15594,M00800,2024-08-02,13.3
U15595,M00375,2025-05-27,37.57
U15596,M00157,2025-02-16,26.1
U15597,M00800,2024-05-04,47.07
U15598,M00039,2024-12-14,34.29
U15599,M01750,2024-11-30,3.11
U15600,M00409,2024-12-01,8.96
U15601,M02450,2025-02-20,35.56
U15602,M01608,2023-08-25,35.87
U15603,M02229,2024-07-02,36.89
U15604,M00658,2025-06-01,56.49
U15605,M00368,2024-12-03,44.73
U15606,M02111,2023-09-19,49.19
U15607,M00763,2025-01-06,15.63
U15608,M00545,2023-08-13,99.24
U15609,M01837,2025-04-11,52.98
U15610,M01462,2025-05-17,53.71
U15611,M01941,2023-07-10,97.51
U15612,M02373,2023-10-10,33.55
U15613,M01006,2025-02-10,80.3
U15614,M01359,2024-07-03,49.08
U15615,M01961,2025-02-23,86.68
U15616,M02107,2023-12-28,64.62
U15617,M00536,2024-06-05,27.95
U15618,M00785,2024-03-29,63.51
U15619,M01234,2024-10-21,41.33
U15620,M01717,2023-11-02,39.77
U15621,M02239,2024-01-17,15.42
U15622,M01856,2024-11-26,99.01
U15623,M01042,2024-11-16,98.34
U15624,M02387,2025-04-24,81.46
U15625,M00550,2023-07-03,94.53
U15626,M01259,2023-06-22,43.32
U15627,M02174,2023-12-10,3.11
U15628,M00548,2025-04-03,32.43
U15629,M02002,2023-06-24,18.31
U15630,M02003,2023-10-23,76.33
U15631,M00472,2024-10-19,17.23
U15632,M01360,2023-08-02,42.68
U15633,M01587,2025-03-09,86.48
U15634,M01153,2024-02-13,42.37
U15635,M01828,2025-03-18,8.15
U15636,M02250,2023-11-25,75.36
U15637,M01945,2025-01-30,11.27
U15638,M02187,2024-02-26,30.92
U15639,M01103,2024-03-29,22.54
U15640,M01128,2024-07-01,76.15
U15641,M00593,2025-02-14,89.08
U15642,M01657,2024-01-17,87.74
U15643,M02117,2023-12-15,75.9
U15644,M02057,2024-05-12,57.57
U15645,M00030,2023-09-05,69.12
U15646,M00600,2025-06-17,58.58
U15647,M00761,2025-01-04,72.73
U15648,M01555,2024-05-09,29.11
U15649,M01626,2023-12-30,66.38
U15650,M00032,2024-01-06,66.55
U15651,M01200,2024-08-23,82.67
U15652,M02252,2023-07-28,28.44
U15653,M01207,2025-01-15,15.67
U15654,M01594,2024-09-09,55.96
U15655,M00829,2024-03-28,80.76
U15656,M00829,2025-02-07,48.3
U15657,M00005,2024-12-24,33.63
U15658,M00771,2025-04-11,14.1
U15659,M01153,2025-05-05,28.43
U15660,M01730,2025-03-05,44.86
U15661,M00257,2024-09-05,40.71
U15662,M02043,2023-08-04,67.03
U15663,M00689,2024-11-09,13.9
U15664,M00632,2024-05-03,78.53
U15665,M01301,2023-09-14,48.38
U15666,M01687,2024-12-28,40.05
U15667,M01210,2023-10-27,96.71
U15668,M00652,2023-11-08,80.85
U15669,M01481,2024-11-24,61.04
U15670,M01073,2024-08-14,82.92
U15671,M00657,2023-11-16,30.77
U15672,M00664,2025-05-13,55.8
U15673,M00767,2024-03-27,37.09
U15674,M00330,2024-06-22,9.78
U15675,M00272,2024-01-11,80.37
U15676,M01715,2024-04-16,19.13
U15677,M02050,2025-01-02,24.97
U15678,M01434,2025-03-13,85.46
U15679,M01069,2024-05-23,64.04
U15680,M00557,2024-02-05,7.48
U15681,M01438,2023-07-20,87.43
U15682,M00424,2024-05-28,31.56
U15683,M00193,2024-05-23,65.35
U15684,M01075,2024-10-26,44.71
U15685,M01625,2023-10-28,29.68
U15686,M01704,2024-08-08,23.41
U15687,M01688,2024-08-11,31.07
U15688,M02299,2023-09-11,5.66
U15689,M00397,2025-03-25,79.86
U15690,M00988,2023-12-05,76.5
U15691,M01297,2024-03-21,77.29
U15692,M01670,2024-08-30,87.1
U15693,M00844,2025-01-26,65.53
U15694,M01770,2023-10-10,51.99
U15695,M02186,2024-02-20,79.89
U15696,M00301,2024-03-10,35.22
U15697,M02369,2024-09-14,39.71
U15698,M00514,2025-04-09,7.32
U15699,M01296,2024-04-14,47.37
U15700,M02201,2025-03-03,30.1
U15701,M00152,2024-01-15,92.44
U15702,M00423,2024-10-01,92.72
U15703,M01046,2023-12-25,18.74
U15704,M00209,2024-03-25,23.74
U15705,M02232,2024-08-03,18.88
U15706,M02413,2025-05-14,43.06
U15707,M01497,2024-11-04,42.66
U15708,M01342,2025-04-15,16.01
U15709,M00584,2024-05-11,75.59
U15710,M02010,2023-09-06,43.5
U15711,M01016,2025-03-06,80.75
U15712,M02385,2023-12-07,70.56
U15713,M00114,2024-07-10,90.35
U15714,M01018,2024-02-13,61.54
U15715,M01125,2025-06-13,3.35
U15716,M01499,2025-02-01,67.97
U15717,M01324,2024-10-05,2.17
U15718,M01043,2023-12-03,47.82
U15719,M00057,2025-03-07,93.32
U15720,M01233,2023-10-15,36.42
U15721,M00152,2024-06-10,29.79
U15722,M00157,2025-03-26,1.64
U15723,M00618,2023-09-15,58.1
U15724,M01184,2024-11-05,97.23
U15725,M01380,2025-03-27,80.11
U15726,M00369,2024-12-09,62.81
U15727,M00921,2024-02-04,6.16
U15728,M02270,2024-01-23,61.79
U15729,M00690,2023-08-10,6.89
U15730,M01330,2023-08-23,41.85
U15731,M01259,2024-02-23,83.19
U15732,M01179,2024-07-01,92.68
U15733,M01984,2025-01-29,66.43
U15734,M00135,2023-10-08,40.18
U15735,M00866,2024-05-01,62.84
U15736,M01949,2024-10-28,68.84
U15737,M01528,2024-09-13,32.03
U15738,M00725,2024-05-15,3.21
U15739,M01195,2023-10-12,37.33
U15740,M00116,2023-07-10,4.28
U15741,M00700,2025-01-06,57.48
U15742,M00102,2024-06-30,89.8
U15743,M00178,2025-04-08,73.87
U15744,M00080,2024-06-08,23.38
U15745,M00717,2023-10-08,4.16
U15746,M00903,2024-09-13,13.36
U15747,M01253,2024-05-25,27.31
U15748,M01186,2025-01-09,79.79
U15749,M02371,2023-10-19,82.92
U15750,M02011,2023-12-17,84.53
U15751,M01094,2024-07-27,66.02
U15752,M00500,2024-11-30,33.05
U15753,M01272,2024-09-25,28.15
U15754,M02124,2023-08-03,78.11
U15755,M01553,2023-07-08,12.52
U15756,M00928,2024-04-13,49.53
U15757,M01842,2025-04-09,57.28
U15758,M02055,2025-05-23,27.46
U15759,M01715,2025-02-21,34.18
U15760,M00544,2023-11-14,96.02
U15761,M01764,2024-11-25,72.84
U15762,M02160,2023-07-27,94.92
U15763,M01218,2024-08-20,5.88
U15764,M00329,2024-08-27,83.16
U15765,M01115,2024-02-08,9.4
U15766,M01468,2023-08-10,75.74
U15767,M01129,2025-05-13,38.64
U15768,M00612,2024-02-01,53.23
U15769,M00552,2025-01-20,93.68
U15770,M01418,2025-06-17,58.46
U15771,M01213,2024-01-07,35.97
U15772,M01159,2025-06-06,69.76
U15773,M01913,2025-03-29,14.08
U15774,M00921,2025-05-25,83.98
U15775,M00890,2023-09-13,16.38
U15776,M01887,2024-08-07,47.36
U15777,M00811,2024-05-31,46.76
U15778,M02319,2025-05-20,25.03
U15779,M02394,2024-05-04,82.95
U15780,M01711,2024-10-11,91.51
U15781,M01852,2023-07-26,52.04
U15782,M01642,2025-04-21,1.79
U15783,M01849,2024-05-27,62.07
U15784,M00983,2024-12-26,92.6
U15785,M00276,2024-01-07,29.98
U15786,M00609,2024-03-24,40.17
U15787,M01722,2023-12-16,46.84
U15788,M02280,2024-12-19,80.93
U15789,M02208,2023-11-02,90.65
U15790,M02499,2023-11-18,72.13
U15791,M02370,2024-07-27,54.77
U15792,M01230,2025-03-11,2.97
U15793,M01914,2025-04-13,33.35
U15794,M01282,2024-11-28,11.93
U15795,M01016,2023-08-25,11.34
U15796,M01176,2025-01-30,83.26
U15797,M00642,2024-02-24,60.71
U15798,M01219,2024-10-18,98.09
U15799,M00922,2024-05-22,9.0
U15800,M00687,2024-12-28,41.44
U15801,M00560,2023-09-20,38.36
U15802,M02288,2024-08-29,49.42
U15803,M01323,2024-03-15,95.26
U15804,M00655,2024-04-30,67.22
U15805,M00503,2024-03-23,81.71
U15806,M01923,2024-12-13,84.54
U15807,M01296,2024-03-09,54.93
U15808,M01497,2024-06-03,79.08
U15809,M01240,2024-07-26,82.68
U15810,M01357,2024-01-15,45.27
U15811,M00815,2024-03-29,71.91
U15812,M00022,2025-05-02,36.17
U15813,M00222,2023-11-04,51.49
U15814,M01464,2023-10-27,84.12
U15815,M01221,2024-11-13,11.95
U15816,M01953,2024-07-27,32.77
U15817,M01499,2024-12-29,16.24
U15818,M00692,2024-09-28,62.97
U15819,M01676,2024-04-02,17.16
U15820,M01303,2024-10-14,90.54
U15821,M00891,2024-07-03,31.71
U15822,M01100,2024-07-30,7.71
U15823,M02441,2023-06-30,30.61
U15824,M01854,2023-08-26,19.07
U15825,M00514,2024-03-01,58.19
U15826,M01597,2025-02-21,70.13
U15827,M00387,2023-09-14,30.56
U15828,M01139,2023-12-15,42.53
U15829,M02467,2023-07-10,36.35
U15830,M00683,2024-02-18,19.48
U15831,M02375,2024-11-27,65.06
U15832,M00827,2024-07-01,79.49
U15833,M00976,2024-03-15,67.98
U15834,M02084,2024-05-14,80.57
U15835,M01680,2023-11-02,37.44
U15836,M02224,2024-12-26,8.22
U15837,M01578,2023-09-16,93.56
U15838,M02219,2025-05-19,84.1
U15839,M01090,2024-08-21,56.44
U15840,M00536,2024-10-31,22.06
U15841,M00954,2024-01-18,70.16
U15842,M01098,2025-03-06,37.52
U15843,M00755,2024-02-08,26.76
U15844,M01754,2024-10-27,42.89
U15845,M00758,2023-08-05,64.59
U15846,M00311,2024-11-08,21.97
U15847,M02134,2024-07-18,41.42
U15848,M01762,2024-11-29,82.6
U15849,M00945,2024-09-30,99.94
U15850,M00032,2023-07-20,89.11
U15851,M00476,2024-02-02,21.82
U15852,M02195,2024-06-05,23.57
U15853,M00846,2024-09-06,90.12
U15854,M00130,2025-01-29,60.3
U15855,M01991,2024-01-18,28.45
U15856,M01909,2023-09-27,27.38
U15857,M00067,2024-06-29,92.76
U15858,M00453,2024-01-05,84.63
U15859,M00119,2024-09-11,30.12
U15860,M00270,2024-09-24,92.53
U15861,M00593,2023-08-15,59.33
U15862,M00385,2024-10-04,71.33
U15863,M01883,2025-06-12,72.26
U15864,M00530,2023-09-06,61.58
U15865,M01246,2024-11-28,71.19
U15866,M00130,2024-08-04,5.22
U15867,M01863,2023-07-23,97.92
U15868,M02099,2024-05-25,37.57
U15869,M00417,2024-04-03,43.72
U15870,M00644,2025-06-11,67.57
U15871,M00194,2023-09-12,44.99
U15872,M00786,2024-04-14,23.45
U15873,M00249,2024-08-16,45.03
U15874,M01678,2024-01-01,78.57
U15875,M01205,2024-10-26,69.29
U15876,M01375,2024-10-23,13.73
U15877,M00875,2024-11-03,28.18
U15878,M00225,2025-05-09,54.08
U15879,M01337,2024-03-08,95.07
U15880,M01488,2024-06-30,86.98
U15881,M00449,2023-11-11,65.01
U15882,M01404,2024-12-29,78.63
U15883,M01565,2024-05-02,90.78
U15884,M01884,2025-03-14,87.37
U15885,M02271,2023-12-18,19.07
U15886,M01936,2023-06-24,6.51
U15887,M00299,2025-05-25,83.09
U15888,M01335,2024-07-13,60.97
U15889,M01840,2024-09-01,28.97
U15890,M00664,2024-02-20,77.71
U15891,M01235,2024-12-11,2.47
U15892,M00696,2024-05-24,99.24
U15893,M00984,2024-10-26,4.46
U15894,M01598,2024-11-16,77.97
U15895,M00322,2024-03-20,24.3
U15896,M01584,2023-11-05,47.77
U15897,M01849,2024-07-14,70.03
U15898,M00362,2024-11-17,99.43
U15899,M00718,2023-09-18,31.58
U15900,M00203,2024-08-14,98.79
U15901,M00620,2023-10-24,52.21
U15902,M01877,2024-03-07,58.92
U15903,M00764,2024-04-17,31.67
U15904,M00658,2024-07-16,32.05
U15905,M01979,2024-09-17,24.52
U15906,M02467,2024-03-06,44.18
U15907,M01239,2024-12-28,49.67
U15908,M02277,2024-08-02,35.6
U15909,M02361,2025-02-18,91.12
U15910,M01684,2024-12-09,34.63
U15911,M01890,2023-12-24,50.4
U15912,M02086,2025-02-04,33.06
U15913,M00871,2024-09-16,80.87
U15914,M02004,2024-06-19,78.42
U15915,M01990,2023-09-04,69.68
U15916,M01413,2023-11-27,97.56
U15917,M00932,2023-11-05,59.77
U15918,M01873,2023-10-31,31.35
U15919,M00845,2023-10-19,71.91
U15920,M01347,2024-01-11,31.55
U15921,M00134,2024-05-10,53.61
U15922,M00251,2025-03-29,31.76
U15923,M01296,2023-06-29,39.72
U15924,M01372,2023-08-12,76.78
U15925,M02350,2023-09-05,64.27
U15926,M00707,2024-02-07,44.86
U15927,M01355,2024-12-16,38.6
U15928,M00498,2023-12-16,42.21
U15929,M01670,2024-09-06,11.74
U15930,M00216,2024-01-09,66.79
U15931,M02487,2024-04-14,1.84
U15932,M01761,2024-12-24,97.74
U15933,M01223,2024-08-13,79.32
U15934,M02201,2024-04-25,17.55
U15935,M02040,2024-09-19,73.66
U15936,M00729,2024-04-07,2.78
U15937,M02380,2025-01-27,79.71
U15938,M00666,2023-08-08,49.93
U15939,M02169,2024-08-17,54.31
U15940,M01305,2023-12-09,83.51
U15941,M00950,2023-08-17,87.61
U15942,M02440,2025-05-20,59.66
U15943,M00491,2024-08-21,27.78
U15944,M02087,2024-03-02,4.15
U15945,M00031,2024-05-31,24.17
U15946,M01435,2025-05-23,61.09
U15947,M00500,2025-02-28,20.46
U15948,M01409,2023-10-14,32.24
U15949,M01450,2023-12-17,65.77
U15950,M00261,2025-04-28,71.8
U15951,M02329,2024-02-12,39.34
U15952,M00907,2023-10-13,9.63
U15953,M01499,2024-11-06,57.28
U15954,M01403,2024-08-31,99.32
U15955,M02246,2024-05-06,36.99
U15956,M02276,2024-12-21,46.78
U15957,M02009,2023-09-23,81.79
U15958,M02489,2024-07-09,45.64
U15959,M00760,2024-04-09,36.06
U15960,M00182,2025-02-15,74.71
U15961,M02297,2024-02-12,10.76
U15962,M00627,2023-07-17,48.19
U15963,M02476,2023-12-26,32.13
U15964,M01125,2024-12-15,96.82
U15965,M00188,2023-10-31,67.61
U15966,M00908,2024-11-18,38.55
U15967,M01790,2024-08-30,35.01
U15968,M00924,2023-06-19,17.03
U15969,M00662,2023-12-28,45.08
U15970,M01092,2024-05-09,90.06
U15971,M00333,2024-12-21,8.58
U15972,M01499,2024-02-17,49.46
U15973,M00941,2025-02-13,50.72
U15974,M00488,2023-08-29,47.55
U15975,M01763,2024-03-26,23.67
U15976,M01909,2024-08-04,12.9
U15977,M00038,2025-04-18,62.81
U15978,M01240,2025-05-15,6.33
U15979,M01023,2023-10-12,88.1
U15980,M01330,2023-06-26,72.85
U15981,M01850,2025-04-08,15.73
U15982,M01646,2024-05-12,94.85
U15983,M01897,2024-06-01,40.51
U15984,M02104,2025-06-12,75.23
U15985,M01048,2024-07-21,45.45
U15986,M02305,2023-07-04,57.51
U15987,M00881,2025-04-14,59.53
U15988,M00511,2023-11-07,4.69
U15989,M00852,2025-02-16,21.03
U15990,M01836,2024-03-25,62.68
U15991,M00075,2025-04-07,64.87
U15992,M00806,2024-05-05,46.07
U15993,M00343,2025-02-21,64.78
U15994,M01938,2024-06-08,45.4
U15995,M02139,2024-01-13,96.76
U15996,M01701,2024-01-20,80.76
U15997,M01699,2024-04-18,16.5
U15998,M02150,2024-10-31,6.82
U15999,M00114,2025-05-21,50.29
U16000,M00608,2024-07-18,13.29
U16001,M01586,2025-05-17,83.01
U16002,M01785,2023-11-26,33.89
U16003,M01580,2023-08-27,80.7
U16004,M00837,2023-08-02,27.1
U16005,M00917,2024-09-26,16.85
U16006,M00223,2024-12-13,52.4
U16007,M02040,2023-09-25,16.56
U16008,M02063,2024-12-10,42.47
U16009,M01322,2024-12-26,68.28
U16010,M02025,2024-05-11,6.39
U16011,M00552,2024-06-09,72.49
U16012,M01206,2025-01-22,33.08
U16013,M02168,2024-06-10,87.99
U16014,M01592,2025-04-03,41.01
U16015,M01188,2023-12-18,73.65
U16016,M00452,2024-10-12,73.12
U16017,M02165,2025-04-10,31.27
U16018,M01343,2023-09-11,64.47
U16019,M01937,2024-12-26,51.58
U16020,M00672,2024-04-09,42.39
U16021,M01393,2024-10-06,88.89
U16022,M02383,2024-10-28,39.2
U16023,M00835,2023-08-19,80.94
U16024,M00215,2023-12-21,33.63
U16025,M00951,2024-02-10,80.24
U16026,M01234,2024-08-12,97.87
U16027,M01361,2024-02-11,77.5
U16028,M00988,2025-02-22,42.01
U16029,M01535,2024-09-09,78.23
U16030,M00747,2024-04-03,57.88
U16031,M00707,2023-11-02,25.94
U16032,M00936,2024-09-09,38.02
U16033,M01533,2024-12-22,78.14
U16034,M00819,2024-04-16,39.37
U16035,M02060,2023-11-16,80.5
U16036,M01837,2024-08-23,98.77
U16037,M02086,2024-01-18,50.6
U16038,M01832,2024-06-23,35.89
U16039,M00813,2025-02-21,72.81
U16040,M01576,2024-08-31,70.11
U16041,M00159,2025-03-12,61.53
U16042,M00132,2023-11-17,18.56
U16043,M00969,2023-08-02,68.54
U16044,M02239,2024-07-04,82.41
U16045,M01736,2024-05-20,17.5
U16046,M01712,2023-07-05,56.99
U16047,M02137,2025-05-06,64.72
U16048,M00885,2025-05-01,22.44
U16049,M02437,2023-10-04,1.54
U16050,M01409,2025-03-13,28.69
U16051,M01770,2023-11-23,13.2
U16052,M01485,2024-06-06,6.27
U16053,M01520,2025-06-09,7.85
U16054,M00788,2023-12-08,47.0
U16055,M02383,2024-06-23,67.32
U16056,M00347,2024-11-09,70.02
U16057,M01421,2024-02-12,90.46
U16058,M01067,2025-06-11,62.74
U16059,M01122,2023-10-06,54.57
U16060,M02240,2024-05-16,87.47
U16061,M00129,2024-10-06,36.85
U16062,M02281,2024-01-19,22.4
U16063,M01697,2024-03-11,83.46
U16064,M02323,2024-03-30,15.65
U16065,M00244,2023-09-15,88.85
U16066,M01028,2025-01-03,38.28
U16067,M00672,2024-05-16,16.39
U16068,M01040,2023-12-24,54.84
U16069,M01175,2023-09-20,51.28
U16070,M02056,2023-12-15,45.1
U16071,M02369,2025-02-22,41.74
U16072,M00770,2025-03-04,43.9
U16073,M01482,2023-10-08,5.03
U16074,M02426,2024-11-14,53.12
U16075,M00845,2025-06-17,24.22
U16076,M01480,2024-03-09,69.56
U16077,M02328,2023-10-25,5.79
U16078,M00315,2024-02-08,22.09
U16079,M00846,2023-08-01,31.6
U16080,M01045,2024-03-23,58.25
U16081,M00003,2024-09-08,27.27
U16082,M02209,2023-09-04,92.0
U16083,M02270,2024-04-28,43.96
U16084,M00054,2024-11-08,34.83
U16085,M00247,2025-05-04,98.78
U16086,M01101,2024-05-08,40.35
U16087,M00629,2023-10-11,32.66
U16088,M02118,2024-01-11,56.21
U16089,M01057,2024-05-14,90.85
U16090,M00780,2024-01-13,53.38
U16091,M00665,2024-07-18,38.4
U16092,M00157,2024-10-15,6.82
U16093,M00360,2025-06-15,4.13
U16094,M01903,2025-01-03,31.65
U16095,M00881,2023-09-27,50.73
U16096,M00977,2023-11-14,43.19
U16097,M01954,2024-10-08,74.81
U16098,M01202,2024-03-27,18.25
U16099,M01616,2025-02-10,52.77
U16100,M01774,2024-02-11,68.84
U16101,M00547,2024-02-17,56.38
U16102,M01015,2023-07-06,84.05
U16103,M01060,2024-08-20,45.69
U16104,M00649,2023-10-28,53.31
U16105,M02420,2024-07-20,32.49
U16106,M00908,2024-04-17,74.51
U16107,M00468,2025-05-19,9.52
U16108,M01520,2025-01-16,20.16
U16109,M00883,2023-06-27,32.45
U16110,M00664,2025-02-16,15.52
U16111,M01880,2023-10-13,93.97
U16112,M02363,2024-11-23,48.57
U16113,M02092,2025-01-21,56.23
U16114,M00852,2023-11-03,73.55
U16115,M01910,2025-05-11,15.51
U16116,M02090,2023-12-04,76.8
U16117,M01159,2024-10-21,85.1
U16118,M01693,2024-03-24,10.47
U16119,M02423,2023-10-20,6.51
U16120,M00579,2025-01-11,33.95
U16121,M01640,2023-09-07,87.59
U16122,M01497,2024-12-03,4.65
U16123,M00655,2025-06-11,3.94
U16124,M00995,2023-08-02,25.55
U16125,M00141,2023-12-10,15.34
U16126,M01095,2025-05-29,61.12
U16127,M01705,2023-10-23,15.54
U16128,M01532,2024-08-12,31.0
U16129,M02103,2024-04-29,83.83
U16130,M02357,2025-05-17,95.06
U16131,M00717,2024-01-11,31.13
U16132,M01704,2025-05-20,57.98
U16133,M00975,2025-03-25,31.6
U16134,M00320,2023-10-26,50.34
U16135,M00792,2024-05-29,71.92
U16136,M02302,2023-08-02,31.85
U16137,M00135,2024-01-29,23.58
U16138,M02169,2024-04-09,87.01
U16139,M01939,2024-08-30,56.79
U16140,M02138,2024-09-05,13.97
U16141,M00351,2024-10-23,2.4
U16142,M02449,2025-01-19,91.42
U16143,M01496,2025-03-28,72.28
U16144,M01003,2023-12-12,76.1
U16145,M00762,2025-03-10,25.05
U16146,M01867,2023-12-06,22.77
U16147,M00156,2025-04-23,36.03
U16148,M02041,2024-05-31,87.06
U16149,M00986,2025-04-08,52.21
U16150,M00484,2024-03-24,69.35
U16151,M01243,2024-02-05,70.39
U16152,M02433,2024-07-08,65.91
U16153,M02085,2024-05-11,9.71
U16154,M01132,2023-06-20,2.62
U16155,M01576,2024-03-17,67.04
U16156,M01788,2023-07-17,99.04
U16157,M00031,2024-06-03,83.21
U16158,M00627,2025-04-08,35.09
U16159,M01714,2023-07-11,56.23
U16160,M01794,2024-09-02,79.2
U16161,M01730,2024-10-31,50.44
U16162,M00680,2025-04-10,1.32
U16163,M02387,2024-11-21,22.89
U16164,M01459,2024-02-04,48.35
U16165,M01845,2024-06-20,67.62
U16166,M01169,2024-07-31,4.66
U16167,M01329,2024-08-15,74.36
U16168,M02475,2024-11-22,53.6
U16169,M00246,2025-04-27,65.75
U16170,M02193,2024-03-01,92.93
U16171,M00696,2024-07-14,77.48
U16172,M02106,2023-09-15,20.97
U16173,M00468,2025-03-28,45.79
U16174,M01918,2025-05-27,23.65
U16175,M00303,2023-09-30,91.87
U16176,M01834,2023-12-29,57.36
U16177,M00475,2024-11-02,14.27
U16178,M02222,2024-05-09,38.44
U16179,M01524,2024-09-14,3.29
U16180,M00904,2025-02-18,61.67
U16181,M00382,2025-01-23,63.71
U16182,M00169,2025-02-14,72.53
U16183,M00883,2023-11-06,38.67
U16184,M01896,2025-04-04,54.58
U16185,M00224,2024-04-15,9.68
U16186,M00426,2023-11-20,76.49
U16187,M01697,2025-02-26,71.72
U16188,M00106,2023-12-18,82.98
U16189,M01122,2023-08-11,11.62
U16190,M01744,2024-08-03,9.02
U16191,M01095,2024-12-06,77.33
U16192,M00947,2024-01-24,96.5
U16193,M00005,2023-10-21,15.06
U16194,M00841,2023-11-14,7.52
U16195,M00262,2025-05-02,92.81
U16196,M01714,2023-08-07,19.47
U16197,M00766,2023-10-28,85.69
U16198,M02005,2024-08-01,70.82
U16199,M01756,2024-10-30,45.16
U16200,M02483,2025-03-06,15.21
U16201,M01645,2024-01-23,88.96
U16202,M01077,2024-05-22,89.67
U16203,M01397,2024-08-06,9.22
U16204,M00410,2023-09-14,70.31
U16205,M00731,2024-09-02,71.2
U16206,M01513,2023-09-20,44.17
U16207,M00122,2023-08-19,60.97
U16208,M01980,2024-08-26,99.52
U16209,M02203,2023-07-25,66.89
U16210,M00509,2024-02-02,16.66
U16211,M00487,2023-11-04,67.37
U16212,M02099,2025-05-26,13.87
U16213,M00124,2025-06-15,43.07
U16214,M00507,2025-05-30,42.41
U16215,M00511,2024-10-15,91.44
U16216,M02185,2023-07-24,18.28
U16217,M00613,2025-01-12,59.72
U16218,M01097,2024-01-01,85.08
U16219,M02128,2024-01-22,85.92
U16220,M02454,2023-08-16,20.09
U16221,M00452,2025-06-12,30.7
U16222,M00527,2024-05-18,19.26
U16223,M01142,2024-06-11,70.39
U16224,M00779,2024-03-01,80.75
U16225,M00918,2023-08-02,98.73
U16226,M01822,2025-02-11,96.51
U16227,M01595,2024-02-22,59.88
U16228,M01168,2023-07-10,94.91
U16229,M00188,2023-12-11,33.69
U16230,M00784,2024-01-12,35.67
U16231,M01271,2025-03-22,63.31
U16232,M00709,2024-01-11,86.93
U16233,M01518,2024-07-12,3.05
U16234,M00036,2023-11-19,45.55
U16235,M01269,2024-08-11,69.37
U16236,M00694,2025-04-18,38.44
U16237,M00788,2023-10-21,39.28
U16238,M02493,2024-03-08,54.16
U16239,M00400,2023-12-02,8.25
U16240,M01281,2024-02-22,56.79
U16241,M01808,2023-12-24,67.54
U16242,M01494,2023-07-30,60.06
U16243,M00683,2024-02-07,60.65
U16244,M01215,2024-09-09,83.16
U16245,M00139,2023-09-13,13.07
U16246,M01915,2023-08-30,60.22
U16247,M00779,2023-07-22,18.76
U16248,M02183,2024-08-30,49.14
U16249,M02077,2024-11-29,8.4
U16250,M02435,2025-04-10,30.63
U16251,M01121,2023-12-05,28.68
U16252,M02221,2024-10-15,57.04
U16253,M00021,2024-01-10,82.42
U16254,M01911,2024-04-09,34.58
U16255,M01516,2024-05-29,46.91
U16256,M01358,2024-09-07,30.05
U16257,M00576,2024-04-08,57.57
U16258,M00360,2025-02-12,4.98
U16259,M01307,2023-10-13,7.78
U16260,M01551,2025-01-01,79.8
U16261,M02116,2023-11-05,97.01
U16262,M00097,2025-03-12,75.93
U16263,M00189,2024-12-30,63.31
U16264,M00260,2023-11-19,34.58
U16265,M00416,2024-07-01,35.74
U16266,M02448,2024-11-02,23.9
U16267,M01674,2025-02-20,57.51
U16268,M00568,2025-04-24,6.07
U16269,M02067,2023-09-26,72.26
U16270,M00272,2025-02-06,98.71
U16271,M00595,2025-05-23,3.71
U16272,M01985,2025-04-23,9.04
U16273,M01799,2025-01-23,30.83
U16274,M00100,2023-07-24,86.92
U16275,M01667,2023-10-28,40.61
U16276,M01290,2024-05-16,9.83
U16277,M00083,2024-10-12,68.01
U16278,M00952,2023-12-05,30.55
U16279,M00192,2024-04-20,13.11
U16280,M01112,2025-02-22,97.06
U16281,M02224,2023-10-12,63.93
U16282,M01662,2024-09-27,56.79
U16283,M01193,2024-07-01,39.84
U16284,M01138,2024-09-18,69.61
U16285,M01428,2024-02-10,21.74
U16286,M00335,2023-06-29,12.4
U16287,M02075,2024-02-16,39.07
U16288,M00001,2024-05-19,2.4
U16289,M01803,2025-06-14,97.98
U16290,M00707,2023-10-14,16.78
U16291,M02397,2025-05-02,96.4
U16292,M00114,2024-02-06,39.12
U16293,M00172,2023-11-08,28.5
U16294,M00381,2023-06-21,81.38
U16295,M02442,2025-04-01,7.58
U16296,M00456,2023-12-04,27.57
U16297,M01975,2024-04-10,29.77
U16298,M00760,2024-02-29,10.49
U16299,M02389,2025-04-06,51.98
U16300,M02414,2024-03-26,57.87
U16301,M01313,2024-06-07,65.35
U16302,M01026,2023-08-08,24.6
U16303,M00026,2024-09-30,37.47
U16304,M01601,2024-09-30,88.84
U16305,M00970,2023-11-22,50.17
U16306,M00056,2025-01-27,53.65
U16307,M00484,2024-02-01,70.63
U16308,M02054,2024-12-16,25.22
U16309,M01186,2024-08-09,61.93
U16310,M02413,2023-08-25,25.18
U16311,M00718,2025-01-09,82.31
U16312,M00228,2025-05-06,45.58
U16313,M00329,2023-06-27,33.09
U16314,M02482,2025-01-29,17.75
