paymentID,policyID,amount,paymentDate,method,status
PAY30974,P16988,2434,2020-07-20,Debit,Failed
PAY30975,P13627,4861,2025-01-19,Bank Transfer,Failed
PAY30976,P12283,2679,2020-11-08,Debit,Failed
PAY30977,P17416,470,2022-09-17,Credit,Failed
PAY30978,P16421,3215,2023-10-31,Credit,Success
PAY30979,P13650,457,2021-02-04,Bank Transfer,Success
PAY30980,P12141,2157,2020-08-29,Credit,Failed
PAY30981,P17155,4485,2023-03-29,Debit,Success
PAY30982,P17075,3729,2022-04-14,Credit,Success
PAY30983,P12410,3555,2024-05-06,Bank Transfer,Success
PAY30984,P10506,2584,2023-05-21,Credit,Failed
PAY30985,P12423,744,2025-05-16,Debit,Failed
PAY30986,P11378,2302,2022-04-05,Bank Transfer,Success
PAY30987,P10262,4034,2024-01-15,Credit,Failed
PAY30988,P11479,4438,2021-08-12,Debit,Failed
PAY30989,P15584,4492,2024-01-09,Credit,Success
PAY30990,P17143,885,2024-03-23,Bank Transfer,Success
PAY30991,P10109,2046,2024-01-25,Bank Transfer,Failed
PAY30992,P13108,3075,2023-05-30,Bank Transfer,Failed
PAY30993,P15317,4668,2025-03-26,Credit,Success
PAY30994,P10688,3845,2021-06-30,Credit,Failed
PAY30995,P13850,698,2025-02-18,Bank Transfer,Failed
PAY30996,P13990,4521,2024-09-25,Credit,Failed
PAY30997,P14886,4371,2023-04-30,Debit,Failed
PAY30998,P17983,1725,2024-04-07,Debit,Failed
PAY30999,P11372,3928,2025-01-17,Credit,Success
PAY31000,P15830,4878,2021-02-04,Credit,Failed
PAY31001,P10895,3445,2020-12-21,Credit,Success
PAY31002,P11276,4122,2021-07-03,Bank Transfer,Failed
PAY31003,P12114,3215,2021-12-03,Debit,Success
PAY31004,P16551,4902,2021-07-27,Credit,Success
PAY31005,P16004,2864,2021-09-07,Debit,Failed
PAY31006,P10014,2389,2024-08-01,Credit,Success
PAY31007,P10264,2283,2022-05-16,Credit,Success
PAY31008,P16828,2826,2024-12-25,Bank Transfer,Success
PAY31009,P13954,709,2022-04-26,Bank Transfer,Failed
PAY31010,P15504,3725,2021-04-30,Credit,Success
PAY31011,P14743,2832,2025-03-11,Debit,Failed
PAY31012,P11954,3933,2020-11-01,Credit,Success
PAY31013,P14920,1778,2024-08-04,Bank Transfer,Success
PAY31014,P12066,3250,2021-11-05,Credit,Success
PAY31015,P13099,1592,2024-06-27,Credit,Failed
PAY31016,P15774,3140,2021-05-25,Debit,Success
PAY31017,P10638,854,2024-02-04,Debit,Success
PAY31018,P10400,2270,2024-11-28,Credit,Success
PAY31019,P15447,603,2023-10-08,Bank Transfer,Success
PAY31020,P11530,916,2024-08-01,Credit,Failed
PAY31021,P10891,2972,2020-12-19,Bank Transfer,Success
PAY31022,P17697,2398,2024-01-26,Credit,Success
PAY31023,P17986,606,2023-11-03,Bank Transfer,Success
PAY31024,P16162,3323,2022-01-25,Debit,Success
PAY31025,P16489,889,2023-01-09,Credit,Failed
PAY31026,P15527,4563,2023-03-07,Debit,Failed
PAY31027,P10999,1315,2021-08-25,Debit,Failed
PAY31028,P12494,993,2024-10-10,Bank Transfer,Failed
PAY31029,P12350,719,2022-12-11,Credit,Failed
PAY31030,P13093,887,2020-07-11,Debit,Failed
PAY31031,P11953,2363,2024-12-14,Debit,Success
PAY31032,P14498,4735,2024-03-03,Bank Transfer,Success
PAY31033,P11558,3936,2021-03-19,Bank Transfer,Success
PAY31034,P11270,4912,2023-06-26,Bank Transfer,Failed
PAY31035,P14574,2052,2025-05-26,Bank Transfer,Success
PAY31036,P14990,705,2022-03-23,Credit,Success
PAY31037,P15912,3919,2024-03-13,Debit,Failed
PAY31038,P16426,4168,2024-09-21,Debit,Failed
PAY31039,P14445,2946,2020-08-29,Debit,Failed
PAY31040,P10501,2242,2021-06-12,Debit,Failed
PAY31041,P14931,4308,2021-03-02,Debit,Failed
PAY31042,P13182,4063,2020-09-21,Bank Transfer,Success
PAY31043,P15735,3796,2023-04-26,Bank Transfer,Failed
PAY31044,P16444,1021,2021-06-16,Credit,Failed
PAY31045,P11107,2317,2022-04-15,Bank Transfer,Success
PAY31046,P11335,3559,2024-07-11,Bank Transfer,Success
PAY31047,P13374,2844,2020-08-25,Credit,Failed
PAY31048,P15129,4512,2025-02-27,Credit,Failed
PAY31049,P17714,3776,2020-09-21,Bank Transfer,Success
PAY31050,P15174,606,2024-01-09,Credit,Success
PAY31051,P14688,1131,2021-05-09,Debit,Failed
PAY31052,P14997,4897,2023-12-02,Bank Transfer,Failed
PAY31053,P15143,1542,2021-03-19,Debit,Success
PAY31054,P17507,4799,2024-10-14,Credit,Success
PAY31055,P10631,2395,2022-10-10,Bank Transfer,Failed
PAY31056,P15229,2077,2021-07-14,Credit,Success
PAY31057,P16939,4779,2022-05-03,Debit,Success
PAY31058,P12238,1364,2023-03-01,Bank Transfer,Failed
PAY31059,P13341,555,2021-05-26,Debit,Failed
PAY31060,P12702,1695,2022-08-30,Bank Transfer,Success
PAY31061,P10925,4261,2021-08-11,Credit,Failed
PAY31062,P15451,4500,2023-07-13,Credit,Success
PAY31063,P13579,3031,2024-07-12,Debit,Failed
PAY31064,P10354,1929,2023-09-17,Debit,Success
PAY31065,P12105,410,2021-03-16,Debit,Failed
PAY31066,P14688,686,2021-08-21,Bank Transfer,Failed
PAY31067,P15398,3385,2023-09-30,Debit,Success
PAY31068,P14304,3660,2022-01-16,Bank Transfer,Success
PAY31069,P16336,1031,2024-03-07,Debit,Failed
PAY31070,P11700,1953,2023-03-11,Debit,Failed
PAY31071,P15331,2565,2020-07-14,Debit,Failed
PAY31072,P16545,3953,2023-08-07,Credit,Failed
PAY31073,P11294,2100,2024-01-09,Credit,Failed
PAY31074,P16947,1529,2020-10-09,Debit,Failed
PAY31075,P11022,409,2023-08-28,Bank Transfer,Success
PAY31076,P10179,4266,2020-09-23,Debit,Success
PAY31077,P15892,4189,2023-05-29,Debit,Failed
PAY31078,P10473,4703,2023-04-05,Debit,Failed
PAY31079,P17803,4285,2021-08-03,Bank Transfer,Success
PAY31080,P14800,4808,2022-08-04,Credit,Success
PAY31081,P12498,1796,2024-04-16,Debit,Failed
PAY31082,P12129,3893,2022-04-11,Credit,Failed
PAY31083,P17456,4047,2022-09-21,Bank Transfer,Success
PAY31084,P13576,2389,2023-02-17,Debit,Failed
PAY31085,P17077,4083,2024-08-10,Bank Transfer,Failed
PAY31086,P15104,2664,2022-05-16,Bank Transfer,Success
PAY31087,P13023,1953,2024-12-31,Bank Transfer,Failed
PAY31088,P17107,4109,2022-08-29,Credit,Failed
PAY31089,P13367,1349,2025-03-29,Credit,Failed
PAY31090,P10013,4333,2023-07-28,Credit,Success
PAY31091,P15277,4597,2025-01-28,Debit,Success
PAY31092,P13597,2269,2022-10-23,Credit,Success
PAY31093,P14239,4989,2022-02-01,Bank Transfer,Failed
PAY31094,P15039,1168,2021-07-24,Debit,Failed
PAY31095,P12522,3580,2021-02-10,Bank Transfer,Success
PAY31096,P16438,4542,2021-12-08,Credit,Failed
PAY31097,P10494,1354,2023-07-14,Debit,Success
PAY31098,P17484,792,2021-02-08,Bank Transfer,Success
PAY31099,P13779,4938,2025-05-07,Credit,Success
PAY31100,P16099,4781,2023-07-30,Bank Transfer,Failed
PAY31101,P16284,3092,2024-10-03,Debit,Success
PAY31102,P15961,772,2020-06-17,Credit,Failed
PAY31103,P11499,4384,2022-01-19,Credit,Failed
PAY31104,P10566,629,2022-06-27,Debit,Success
PAY31105,P10220,750,2023-08-12,Debit,Failed
PAY31106,P10954,1512,2024-12-22,Credit,Failed
PAY31107,P11647,4402,2022-12-14,Bank Transfer,Success
PAY31108,P16141,3944,2024-02-09,Bank Transfer,Success
PAY31109,P11029,2762,2025-02-26,Credit,Failed
PAY31110,P13298,4420,2021-01-16,Debit,Success
PAY31111,P14095,4341,2020-08-16,Credit,Success
PAY31112,P12516,4588,2022-04-06,Bank Transfer,Failed
PAY31113,P13958,3864,2021-09-11,Debit,Failed
PAY31114,P16812,2422,2023-03-28,Credit,Failed
PAY31115,P17445,3934,2021-01-02,Debit,Failed
PAY31116,P15784,433,2022-01-22,Bank Transfer,Failed
PAY31117,P15526,1597,2021-09-20,Credit,Success
PAY31118,P17711,618,2021-08-31,Bank Transfer,Failed
PAY31119,P10247,3740,2021-07-03,Debit,Success
PAY31120,P16564,3052,2023-11-16,Debit,Success
PAY31121,P10758,634,2021-07-23,Debit,Failed
PAY31122,P13902,3429,2021-01-28,Credit,Failed
PAY31123,P16906,626,2023-07-05,Credit,Success
PAY31124,P14126,3808,2020-07-02,Credit,Success
PAY31125,P11937,3249,2023-03-25,Bank Transfer,Success
PAY31126,P14380,859,2022-08-13,Credit,Success
PAY31127,P13704,4034,2022-09-04,Bank Transfer,Success
PAY31128,P17935,1109,2023-02-27,Bank Transfer,Success
PAY31129,P15536,2831,2023-07-04,Credit,Success
PAY31130,P15956,4219,2020-12-30,Bank Transfer,Failed
PAY31131,P14500,1368,2021-09-11,Debit,Success
PAY31132,P15832,1023,2023-10-03,Debit,Success
PAY31133,P17942,882,2022-10-26,Bank Transfer,Success
PAY31134,P17239,3270,2022-04-02,Bank Transfer,Failed
PAY31135,P10741,336,2023-01-18,Bank Transfer,Success
PAY31136,P11018,4771,2025-05-30,Bank Transfer,Success
PAY31137,P14655,1570,2021-05-29,Credit,Failed
PAY31138,P16461,3470,2021-08-09,Credit,Success
PAY31139,P11907,4928,2020-07-25,Credit,Failed
PAY31140,P10190,3492,2022-12-06,Credit,Failed
PAY31141,P13229,2405,2024-04-20,Bank Transfer,Success
PAY31142,P14390,343,2025-04-12,Debit,Success
PAY31143,P15368,1762,2023-08-04,Credit,Success
PAY31144,P17037,3904,2024-03-09,Debit,Failed
PAY31145,P10470,2604,2023-11-15,Credit,Success
PAY31146,P16670,4156,2022-03-08,Debit,Failed
PAY31147,P11597,3308,2023-02-05,Credit,Success
PAY31148,P10010,3072,2022-09-02,Debit,Success
PAY31149,P13671,1594,2024-12-05,Bank Transfer,Failed
PAY31150,P14380,4893,2023-10-28,Bank Transfer,Success
PAY31151,P10545,2076,2020-08-04,Credit,Failed
PAY31152,P12430,2378,2020-06-22,Bank Transfer,Failed
PAY31153,P11095,3858,2022-06-27,Debit,Success
PAY31154,P17801,656,2021-01-20,Credit,Success
PAY31155,P14565,2634,2021-09-04,Bank Transfer,Success
PAY31156,P10178,4527,2023-01-29,Bank Transfer,Success
PAY31157,P11771,2609,2022-12-18,Credit,Success
PAY31158,P17029,1751,2021-12-07,Credit,Success
PAY31159,P15327,2415,2023-10-24,Debit,Success
PAY31160,P13745,1074,2024-01-05,Bank Transfer,Failed
PAY31161,P17130,2876,2022-07-23,Bank Transfer,Success
PAY31162,P11959,480,2023-05-28,Credit,Failed
PAY31163,P11091,2721,2024-09-20,Bank Transfer,Success
PAY31164,P17940,1310,2023-10-25,Debit,Success
PAY31165,P15097,1116,2023-12-27,Bank Transfer,Failed
PAY31166,P17011,4074,2020-07-26,Bank Transfer,Success
PAY31167,P17312,4917,2022-11-14,Credit,Success
PAY31168,P14758,4916,2021-03-23,Debit,Failed
PAY31169,P10870,2367,2022-10-23,Debit,Failed
PAY31170,P12163,2872,2020-10-17,Bank Transfer,Failed
PAY31171,P12444,2638,2022-05-11,Credit,Success
PAY31172,P11905,3218,2024-05-17,Debit,Failed
PAY31173,P12822,2505,2025-05-18,Debit,Success
PAY31174,P13554,3642,2024-12-13,Bank Transfer,Failed
PAY31175,P11712,1259,2021-10-03,Credit,Failed
PAY31176,P10489,547,2023-02-26,Credit,Success
PAY31177,P14424,4807,2023-07-29,Debit,Success
PAY31178,P14433,1095,2022-10-07,Debit,Failed
PAY31179,P15757,3477,2025-03-11,Debit,Success
PAY31180,P11115,3559,2023-09-30,Credit,Success
PAY31181,P12427,2794,2021-04-14,Bank Transfer,Success
PAY31182,P11028,1018,2024-06-27,Credit,Failed
PAY31183,P12466,3181,2021-02-09,Bank Transfer,Failed
PAY31184,P13491,3375,2022-10-14,Bank Transfer,Failed
PAY31185,P13011,1711,2023-05-21,Debit,Failed
PAY31186,P15910,1303,2024-04-21,Bank Transfer,Success
PAY31187,P13652,3952,2020-06-26,Bank Transfer,Failed
PAY31188,P14913,1674,2023-03-10,Credit,Success
PAY31189,P11224,3131,2022-07-09,Bank Transfer,Failed
PAY31190,P16551,932,2022-09-03,Bank Transfer,Success
PAY31191,P14809,2940,2022-01-07,Bank Transfer,Success
PAY31192,P12398,3760,2020-10-14,Bank Transfer,Success
PAY31193,P11752,2964,2021-01-13,Credit,Success
PAY31194,P11900,3013,2022-08-10,Bank Transfer,Failed
PAY31195,P14869,1172,2021-04-08,Bank Transfer,Failed
PAY31196,P11331,1362,2020-11-25,Credit,Failed
PAY31197,P13498,779,2025-01-16,Bank Transfer,Failed
PAY31198,P17294,3482,2020-06-24,Debit,Failed
PAY31199,P16693,1720,2020-06-27,Debit,Failed
PAY31200,P14338,4239,2021-02-05,Credit,Failed
PAY31201,P13979,4028,2022-10-01,Bank Transfer,Failed
PAY31202,P12480,3087,2023-06-30,Debit,Failed
PAY31203,P17840,982,2022-12-08,Bank Transfer,Failed
PAY31204,P16282,3906,2020-09-29,Debit,Failed
PAY31205,P15245,2639,2025-06-13,Debit,Success
PAY31206,P16769,4318,2021-06-29,Debit,Success
PAY31207,P13405,1886,2024-02-10,Bank Transfer,Failed
PAY31208,P11571,1785,2021-10-06,Credit,Success
PAY31209,P15705,2839,2023-04-30,Bank Transfer,Success
PAY31210,P10773,3751,2024-02-26,Credit,Success
PAY31211,P15607,2895,2023-06-23,Debit,Failed
PAY31212,P14738,1343,2020-09-30,Credit,Success
PAY31213,P12149,530,2024-06-17,Bank Transfer,Failed
PAY31214,P15559,987,2023-07-22,Bank Transfer,Success
PAY31215,P17490,3268,2021-10-17,Debit,Success
PAY31216,P13569,3975,2024-01-15,Credit,Success
PAY31217,P10739,1766,2024-10-10,Bank Transfer,Failed
PAY31218,P13469,1542,2022-03-02,Credit,Success
PAY31219,P14721,3782,2022-02-01,Debit,Failed
PAY31220,P11314,340,2020-06-23,Debit,Failed
PAY31221,P17976,741,2021-02-25,Debit,Success
PAY31222,P16469,2590,2022-08-10,Bank Transfer,Failed
PAY31223,P15303,3832,2023-09-19,Credit,Success
PAY31224,P13152,3305,2025-04-07,Credit,Success
PAY31225,P15176,4798,2022-01-24,Debit,Failed
PAY31226,P14620,832,2023-06-21,Debit,Failed
PAY31227,P12875,2164,2023-05-28,Bank Transfer,Success
PAY31228,P14221,3678,2020-07-29,Debit,Success
PAY31229,P12042,1530,2023-12-21,Debit,Success
PAY31230,P16173,3447,2022-08-29,Bank Transfer,Success
PAY31231,P14550,3461,2022-03-23,Credit,Success
PAY31232,P10824,3833,2024-11-28,Bank Transfer,Failed
PAY31233,P17589,3809,2021-06-09,Bank Transfer,Success
PAY31234,P14837,3646,2025-01-12,Debit,Success
PAY31235,P13397,3208,2022-01-13,Bank Transfer,Success
PAY31236,P14615,2615,2024-02-19,Credit,Success
PAY31237,P16418,1927,2024-03-15,Credit,Success
PAY31238,P17382,738,2022-08-17,Debit,Success
PAY31239,P11502,1376,2025-02-01,Bank Transfer,Failed
PAY31240,P15465,3077,2022-10-16,Debit,Success
PAY31241,P14032,445,2021-03-24,Bank Transfer,Success
PAY31242,P16100,1025,2023-11-06,Credit,Failed
PAY31243,P14364,1351,2021-06-13,Credit,Failed
PAY31244,P16944,1065,2023-11-20,Credit,Success
PAY31245,P14537,1330,2023-12-21,Bank Transfer,Failed
PAY31246,P16544,1896,2020-07-09,Debit,Success
PAY31247,P16812,1926,2023-09-07,Debit,Success
PAY31248,P15532,1991,2022-04-30,Bank Transfer,Failed
PAY31249,P16354,4309,2022-05-31,Bank Transfer,Failed
PAY31250,P10329,2974,2024-11-08,Debit,Success
PAY31251,P11669,3784,2021-11-06,Credit,Failed
PAY31252,P16924,2758,2024-01-30,Credit,Failed
PAY31253,P13837,3437,2022-10-01,Debit,Failed
PAY31254,P16745,2613,2023-11-27,Credit,Success
PAY31255,P16037,651,2021-05-28,Debit,Success
PAY31256,P11512,1385,2020-07-28,Debit,Failed
PAY31257,P17568,2032,2020-12-02,Debit,Success
PAY31258,P17915,1618,2021-01-12,Credit,Failed
PAY31259,P10875,521,2023-04-21,Credit,Failed
PAY31260,P15192,4562,2023-12-19,Credit,Failed
PAY31261,P13044,630,2022-12-18,Debit,Failed
PAY31262,P16505,4117,2023-03-18,Debit,Failed
PAY31263,P14278,701,2023-08-06,Credit,Failed
PAY31264,P17306,4471,2023-04-25,Bank Transfer,Success
PAY31265,P11159,3360,2023-12-12,Credit,Failed
PAY31266,P13879,2999,2024-01-19,Debit,Failed
PAY31267,P17003,4509,2025-01-27,Credit,Success
PAY31268,P17528,4476,2023-12-08,Debit,Failed
PAY31269,P16512,1683,2021-07-10,Debit,Success
PAY31270,P15701,1101,2024-10-11,Debit,Success
PAY31271,P14165,3767,2023-01-22,Credit,Failed
PAY31272,P12839,2950,2024-11-23,Bank Transfer,Failed
PAY31273,P14751,929,2022-04-30,Bank Transfer,Success
PAY31274,P14982,4106,2021-03-10,Bank Transfer,Failed
PAY31275,P11979,781,2021-04-02,Bank Transfer,Success
PAY31276,P12958,2108,2023-01-30,Bank Transfer,Failed
PAY31277,P14404,1289,2021-11-22,Debit,Failed
PAY31278,P13471,1483,2022-04-21,Bank Transfer,Failed
PAY31279,P10542,2503,2022-05-18,Debit,Success
PAY31280,P12214,4624,2023-01-27,Debit,Failed
PAY31281,P16541,4439,2024-10-05,Bank Transfer,Failed
PAY31282,P12114,4475,2022-04-27,Debit,Success
PAY31283,P13427,2131,2021-06-03,Debit,Success
PAY31284,P16726,1473,2020-07-26,Credit,Failed
PAY31285,P11210,2228,2024-05-21,Credit,Failed
PAY31286,P16174,3855,2024-11-28,Bank Transfer,Success
PAY31287,P15445,2437,2020-10-23,Debit,Success
PAY31288,P10472,3170,2023-08-05,Debit,Failed
PAY31289,P13908,2917,2024-05-21,Credit,Success
PAY31290,P15282,505,2022-03-09,Bank Transfer,Success
PAY31291,P14187,2631,2021-01-02,Debit,Failed
PAY31292,P13422,3722,2022-06-11,Credit,Success
PAY31293,P15613,1164,2021-12-15,Credit,Success
PAY31294,P15755,4540,2021-12-08,Credit,Success
PAY31295,P12053,697,2023-07-22,Debit,Success
PAY31296,P11355,1607,2024-12-24,Bank Transfer,Failed
PAY31297,P15364,608,2022-01-31,Debit,Failed
PAY31298,P15003,2105,2021-04-19,Credit,Failed
PAY31299,P16344,4197,2021-05-12,Debit,Failed
PAY31300,P10768,474,2022-10-09,Credit,Failed
PAY31301,P10027,1940,2023-12-24,Debit,Failed
PAY31302,P16819,734,2020-06-17,Credit,Failed
PAY31303,P12831,3158,2020-06-18,Bank Transfer,Success
PAY31304,P17054,1676,2021-02-04,Debit,Success
PAY31305,P14797,1600,2023-08-30,Bank Transfer,Failed
PAY31306,P11615,2410,2024-06-08,Credit,Success
PAY31307,P11756,2169,2025-03-09,Credit,Success
PAY31308,P13541,543,2022-12-05,Credit,Success
PAY31309,P15869,5000,2024-07-21,Debit,Success
PAY31310,P15980,4646,2021-06-11,Bank Transfer,Success
PAY31311,P17486,4056,2021-02-11,Bank Transfer,Success
PAY31312,P14081,2247,2023-12-02,Credit,Failed
PAY31313,P15954,2960,2021-09-11,Credit,Failed
PAY31314,P10048,346,2020-09-04,Bank Transfer,Success
PAY31315,P17898,535,2021-10-03,Debit,Failed
PAY31316,P11371,1796,2024-05-21,Debit,Failed
PAY31317,P14205,986,2024-02-05,Debit,Failed
PAY31318,P10041,2644,2023-06-25,Debit,Success
PAY31319,P11955,521,2021-12-29,Debit,Failed
PAY31320,P14805,2138,2020-12-05,Debit,Success
PAY31321,P11615,1826,2024-06-13,Credit,Success
PAY31322,P15502,2988,2024-10-28,Debit,Failed
PAY31323,P10390,4830,2022-10-07,Credit,Success
PAY31324,P17398,866,2022-10-26,Bank Transfer,Failed
PAY31325,P14114,2420,2020-09-20,Credit,Success
PAY31326,P17964,3939,2022-03-01,Debit,Success
PAY31327,P15704,4882,2024-04-15,Credit,Failed
PAY31328,P11135,1232,2021-11-04,Debit,Success
PAY31329,P11902,2219,2023-06-30,Debit,Success
PAY31330,P10239,3992,2023-08-08,Bank Transfer,Failed
PAY31331,P13214,2688,2025-06-03,Credit,Success
PAY31332,P15584,1605,2021-07-24,Bank Transfer,Failed
PAY31333,P16327,2577,2021-07-08,Credit,Success
PAY31334,P13623,2098,2025-03-02,Bank Transfer,Success
PAY31335,P16205,4212,2025-03-18,Bank Transfer,Success
PAY31336,P12300,2624,2023-08-09,Bank Transfer,Failed
PAY31337,P12884,1291,2024-10-11,Debit,Failed
PAY31338,P16322,1915,2025-05-21,Bank Transfer,Success
PAY31339,P17863,2898,2022-03-07,Bank Transfer,Success
PAY31340,P16819,2530,2024-04-27,Credit,Success
PAY31341,P11139,4855,2023-10-31,Credit,Failed
PAY31342,P14599,4069,2020-11-18,Credit,Success
PAY31343,P12724,2169,2021-01-10,Credit,Success
PAY31344,P10246,3606,2020-11-09,Bank Transfer,Failed
PAY31345,P13052,4392,2024-10-21,Debit,Success
PAY31346,P12751,2141,2023-10-30,Debit,Success
PAY31347,P11480,2536,2023-04-12,Credit,Failed
PAY31348,P10911,3852,2021-07-23,Credit,Success
PAY31349,P17110,3743,2022-10-31,Credit,Success
PAY31350,P10771,3385,2021-03-18,Debit,Failed
PAY31351,P14985,4934,2024-02-11,Credit,Success
PAY31352,P12233,3829,2024-02-27,Debit,Success
PAY31353,P14537,4219,2022-09-13,Credit,Failed
PAY31354,P13681,3397,2021-12-13,Bank Transfer,Failed
PAY31355,P11250,1507,2024-08-30,Credit,Success
PAY31356,P12061,4807,2023-03-20,Credit,Failed
PAY31357,P11076,2857,2021-11-16,Credit,Success
PAY31358,P11095,4028,2023-08-08,Credit,Success
PAY31359,P13658,1813,2025-06-15,Debit,Failed
PAY31360,P17180,2532,2020-07-31,Debit,Failed
PAY31361,P10128,3107,2021-01-15,Bank Transfer,Success
PAY31362,P10137,4708,2024-09-27,Bank Transfer,Success
PAY31363,P10466,579,2021-04-21,Credit,Failed
PAY31364,P12278,1764,2024-01-18,Bank Transfer,Success
PAY31365,P12279,812,2023-09-22,Debit,Failed
PAY31366,P15440,1500,2022-09-25,Debit,Failed
PAY31367,P13219,960,2024-09-21,Credit,Success
PAY31368,P13072,2092,2021-03-05,Bank Transfer,Failed
PAY31369,P11161,4599,2024-06-23,Debit,Success
PAY31370,P15515,3277,2024-03-30,Bank Transfer,Success
PAY31371,P11555,998,2022-07-11,Credit,Failed
PAY31372,P11783,4136,2021-09-10,Bank Transfer,Failed
PAY31373,P13742,3006,2024-10-02,Debit,Failed
PAY31374,P12881,3054,2023-03-25,Credit,Success
PAY31375,P11492,1822,2021-04-17,Bank Transfer,Failed
PAY31376,P14165,1712,2022-06-15,Bank Transfer,Failed
PAY31377,P14481,1019,2023-10-02,Credit,Success
PAY31378,P15376,4377,2021-09-01,Bank Transfer,Failed
PAY31379,P14185,4340,2023-04-18,Bank Transfer,Failed
PAY31380,P15442,1213,2021-01-17,Bank Transfer,Failed
PAY31381,P11502,4860,2021-05-11,Debit,Failed
PAY31382,P16988,1186,2024-11-08,Bank Transfer,Failed
PAY31383,P13019,4984,2025-01-21,Debit,Failed
PAY31384,P10521,455,2024-06-30,Credit,Failed
PAY31385,P10018,1719,2022-06-25,Credit,Success
PAY31386,P17531,2457,2023-05-28,Bank Transfer,Failed
PAY31387,P14255,2388,2024-08-12,Bank Transfer,Failed
PAY31388,P14220,1615,2024-07-14,Debit,Success
PAY31389,P16323,1276,2025-04-22,Credit,Failed
PAY31390,P15961,3727,2023-12-26,Credit,Failed
PAY31391,P12750,4623,2021-03-26,Debit,Failed
PAY31392,P16385,928,2023-01-27,Debit,Failed
PAY31393,P17889,1933,2024-04-12,Debit,Failed
PAY31394,P11466,3550,2023-01-29,Bank Transfer,Success
PAY31395,P16757,2966,2024-03-22,Debit,Failed
PAY31396,P16451,4999,2022-06-02,Debit,Failed
PAY31397,P13554,3682,2025-01-06,Debit,Failed
PAY31398,P10642,2971,2024-10-16,Bank Transfer,Success
PAY31399,P17014,717,2024-03-08,Bank Transfer,Failed
PAY31400,P16828,4080,2023-04-18,Bank Transfer,Failed
PAY31401,P13247,742,2024-10-27,Bank Transfer,Success
PAY31402,P17353,4130,2023-06-06,Credit,Success
PAY31403,P12245,2119,2021-07-13,Credit,Success
PAY31404,P11398,2502,2022-02-16,Debit,Failed
PAY31405,P17635,1154,2023-03-23,Bank Transfer,Failed
PAY31406,P11632,1026,2022-04-15,Debit,Success
PAY31407,P15038,1797,2022-05-02,Credit,Failed
PAY31408,P15261,1395,2022-09-08,Bank Transfer,Failed
PAY31409,P15156,2626,2022-02-13,Bank Transfer,Success
PAY31410,P17468,3674,2021-06-03,Credit,Failed
PAY31411,P10926,2034,2021-01-12,Bank Transfer,Success
PAY31412,P12321,2175,2021-01-02,Debit,Success
PAY31413,P16283,729,2020-07-28,Credit,Failed
PAY31414,P11191,4021,2023-10-17,Bank Transfer,Success
PAY31415,P11295,2511,2023-03-18,Bank Transfer,Failed
PAY31416,P15461,1886,2024-02-12,Credit,Success
PAY31417,P12689,4309,2024-05-22,Debit,Failed
PAY31418,P11920,4705,2025-01-27,Bank Transfer,Success
PAY31419,P17321,1053,2024-02-01,Bank Transfer,Failed
PAY31420,P15657,4358,2024-12-20,Credit,Failed
PAY31421,P12262,4503,2024-02-01,Credit,Success
PAY31422,P15993,1451,2024-04-29,Debit,Failed
PAY31423,P15385,2266,2024-09-25,Debit,Failed
PAY31424,P16742,3892,2025-02-25,Debit,Failed
PAY31425,P10040,984,2025-05-17,Debit,Success
PAY31426,P15246,1957,2024-02-28,Bank Transfer,Success
PAY31427,P14678,2205,2023-02-09,Debit,Failed
PAY31428,P16493,540,2022-08-30,Debit,Failed
PAY31429,P17096,3618,2023-08-05,Bank Transfer,Success
PAY31430,P13231,4031,2022-10-17,Bank Transfer,Failed
PAY31431,P17916,575,2020-11-18,Credit,Failed
PAY31432,P10805,2414,2024-02-11,Credit,Success
PAY31433,P11090,1109,2025-04-13,Credit,Failed
PAY31434,P15915,1152,2024-06-01,Bank Transfer,Failed
PAY31435,P11948,3705,2025-03-17,Credit,Success
PAY31436,P11690,2326,2023-11-29,Debit,Success
PAY31437,P13825,3562,2020-06-22,Debit,Failed
PAY31438,P15308,4745,2023-07-22,Bank Transfer,Success
PAY31439,P10953,2382,2023-06-13,Credit,Success
PAY31440,P11536,1386,2025-04-23,Bank Transfer,Failed
PAY31441,P16724,4905,2023-06-20,Debit,Success
PAY31442,P17038,1659,2022-06-11,Debit,Success
PAY31443,P16162,2004,2025-03-29,Bank Transfer,Failed
PAY31444,P13609,974,2024-11-29,Bank Transfer,Failed
PAY31445,P11224,411,2023-04-29,Credit,Failed
PAY31446,P13550,2893,2022-08-14,Credit,Failed
PAY31447,P13721,2275,2021-07-11,Debit,Failed
PAY31448,P10683,914,2022-03-16,Bank Transfer,Success
PAY31449,P17396,4491,2023-05-09,Debit,Success
PAY31450,P16360,3645,2020-07-26,Bank Transfer,Failed
PAY31451,P14076,3562,2020-06-18,Bank Transfer,Failed
PAY31452,P16314,1780,2023-01-11,Credit,Success
PAY31453,P16534,771,2025-03-31,Credit,Success
PAY31454,P17644,2567,2021-05-18,Bank Transfer,Failed
PAY31455,P12374,3667,2021-08-06,Credit,Success
PAY31456,P15597,4861,2023-01-04,Credit,Failed
PAY31457,P14888,1160,2021-12-20,Debit,Success
PAY31458,P13498,2880,2021-05-02,Bank Transfer,Success
PAY31459,P14181,1758,2022-11-02,Bank Transfer,Success
PAY31460,P17957,461,2022-03-17,Bank Transfer,Failed
