policyID,customerID,policyType,premium,issueDate,status,coverageAmount,agentID
P14160,C2305,Home,3227,2020-07-28,Expired,192237,A341
P14161,C3413,Home,2084,2023-08-13,Active,247665,A363
P14162,C4005,Travel,2994,2025-03-18,Lapsed,303624,A338
P14163,C1820,Home,3194,2020-06-26,Lapsed,441786,A067
P14164,C0468,Life,4958,2020-07-29,Active,27113,A446
P14165,C4540,Health,1132,2024-04-11,Expired,190165,A489
P14166,C0871,Travel,1364,2020-11-28,Expired,406342,A489
P14167,C4862,Auto,2037,2024-08-11,Lapsed,493500,A330
P14168,C4739,Home,2839,2021-02-12,Lapsed,474821,A337
P14169,C3098,Health,3147,2022-09-02,Lapsed,300635,A393
P14170,C4463,Auto,4236,2021-11-12,Expired,143008,A033
P14171,C2319,Life,2960,2023-04-01,Lapsed,283040,A031
P14172,C2861,Life,3766,2022-10-26,Lapsed,286242,A015
P14173,C1907,Travel,1204,2021-02-15,Expired,62010,A278
P14174,C2759,Auto,3374,2023-08-20,Active,196838,A045
P14175,C1275,Health,2942,2023-06-21,Active,106210,A129
P14176,C2115,Life,4172,2022-11-18,Active,426700,A433
P14177,C1065,Health,337,2023-09-05,Expired,90332,A410
P14178,C3233,Life,3949,2021-11-08,Expired,174741,A146
P14179,C0809,Health,3835,2023-02-15,Expired,220915,A430
P14180,C1475,Auto,4845,2022-04-25,Lapsed,463670,A094
P14181,C3026,Auto,3300,2025-03-02,Active,34947,A312
P14182,C3153,Home,3495,2020-06-30,Lapsed,78715,A062
P14183,C4548,Health,1904,2022-02-25,Active,147873,A316
P14184,C0216,Life,3208,2021-11-24,Active,129070,A161
P14185,C2690,Life,2663,2023-12-31,Lapsed,166069,A471
P14186,C0894,Home,3040,2023-08-24,Active,464895,A478
P14187,C3611,Home,1420,2021-12-16,Expired,59653,A230
P14188,C1408,Auto,3949,2021-03-20,Expired,224695,A377
P14189,C2576,Travel,4590,2020-09-12,Active,81679,A162
P14190,C0154,Auto,4287,2024-07-26,Lapsed,267773,A484
P14191,C4962,Health,4459,2024-10-24,Lapsed,79607,A465
P14192,C1030,Home,4183,2024-05-12,Active,220061,A318
P14193,C4491,Life,2373,2024-05-06,Active,469542,A459
P14194,C0283,Health,4544,2023-10-18,Lapsed,470113,A093
P14195,C2638,Health,1717,2020-07-21,Lapsed,136762,A065
P14196,C4531,Travel,4454,2023-07-08,Lapsed,120099,A138
P14197,C3969,Auto,500,2022-12-14,Expired,455687,A135
P14198,C3460,Health,529,2022-11-16,Active,326404,A116
P14199,C2898,Auto,2690,2025-01-08,Active,211013,A177
P14200,C1779,Home,1147,2022-07-27,Lapsed,146821,A175
P14201,C4129,Travel,3071,2022-03-22,Active,209398,A260
P14202,C2760,Auto,344,2020-10-08,Expired,132831,A395
P14203,C4788,Health,2630,2024-07-06,Expired,333485,A030
P14204,C4069,Travel,866,2024-07-30,Expired,327673,A042
P14205,C1579,Health,4256,2022-07-01,Expired,39905,A186
P14206,C2741,Auto,891,2021-12-06,Active,275275,A336
P14207,C0480,Health,487,2020-08-02,Expired,466840,A376
P14208,C4450,Home,2971,2022-09-08,Active,371607,A467
P14209,C3241,Health,2773,2021-02-07,Active,455667,A363
P14210,C0409,Health,1910,2025-01-13,Expired,411600,A276
P14211,C1047,Home,3101,2024-10-21,Active,384255,A128
P14212,C3698,Health,4297,2020-10-29,Lapsed,81979,A450
P14213,C0520,Home,2143,2022-03-17,Expired,161488,A405
P14214,C4689,Life,3282,2021-09-13,Active,200410,A091
P14215,C4672,Health,764,2025-02-17,Expired,176909,A116
P14216,C1512,Home,1320,2022-06-01,Active,84525,A374
P14217,C3467,Life,1338,2023-06-04,Active,368981,A411
P14218,C0787,Auto,1169,2024-08-05,Active,249142,A316
P14219,C0499,Health,2961,2024-10-01,Lapsed,372763,A346
P14220,C2351,Health,1810,2022-10-11,Expired,163905,A478
P14221,C4878,Home,1955,2020-08-09,Active,177798,A055
P14222,C4368,Auto,4246,2025-05-07,Active,303881,A493
P14223,C2278,Home,1723,2021-09-02,Expired,300462,A207
P14224,C2207,Life,386,2023-11-30,Lapsed,165646,A084
P14225,C0324,Health,2103,2021-09-28,Expired,16365,A231
P14226,C2158,Travel,2469,2024-11-28,Lapsed,490115,A225
P14227,C0096,Auto,3052,2023-01-30,Active,381676,A209
P14228,C0336,Health,2145,2023-05-11,Active,366353,A417
P14229,C1961,Home,2293,2022-12-03,Active,74765,A193
P14230,C1018,Home,2518,2021-06-17,Active,28728,A160
P14231,C1164,Life,1288,2021-12-14,Expired,97652,A480
P14232,C4482,Travel,4918,2022-10-08,Expired,137815,A122
P14233,C4760,Auto,3099,2022-09-08,Lapsed,143963,A089
P14234,C0407,Life,2719,2022-01-01,Active,470907,A082
P14235,C1523,Travel,3349,2023-01-02,Lapsed,421931,A109
P14236,C1217,Travel,4578,2025-01-27,Expired,272369,A135
P14237,C3370,Life,1347,2021-10-29,Lapsed,318279,A349
P14238,C0573,Life,951,2024-03-14,Expired,251287,A163
P14239,C0738,Home,4768,2023-05-23,Active,276803,A005
P14240,C2725,Home,4118,2024-12-14,Active,209623,A453
P14241,C2190,Auto,626,2024-07-01,Lapsed,307277,A141
P14242,C0079,Life,3936,2023-08-01,Lapsed,497334,A469
P14243,C0527,Life,1601,2022-08-02,Expired,126324,A194
P14244,C2642,Travel,2094,2024-04-21,Active,269169,A073
P14245,C3875,Health,1280,2024-09-28,Lapsed,16870,A251
P14246,C4377,Auto,4361,2022-08-06,Lapsed,323370,A280
P14247,C0491,Auto,2468,2020-12-28,Lapsed,196545,A456
P14248,C3717,Auto,1974,2021-07-01,Active,163430,A044
P14249,C0823,Health,383,2024-10-01,Active,53628,A059
P14250,C2718,Home,1630,2024-04-30,Lapsed,334433,A279
P14251,C3869,Life,4755,2021-12-01,Expired,378387,A464
P14252,C1606,Health,366,2025-03-19,Expired,205695,A203
P14253,C3494,Home,1451,2023-11-24,Lapsed,354670,A306
P14254,C1140,Travel,445,2025-01-08,Active,320245,A325
P14255,C3327,Travel,1798,2020-08-31,Active,290065,A417
P14256,C3269,Auto,1167,2021-05-02,Expired,192824,A166
P14257,C3308,Auto,355,2020-09-21,Expired,141494,A105
P14258,C1756,Home,330,2022-03-16,Expired,392140,A405
P14259,C4031,Travel,3775,2024-01-31,Expired,404787,A070
P14260,C2638,Home,4823,2021-01-02,Lapsed,230767,A010
P14261,C2319,Health,4671,2023-06-02,Active,124164,A464
P14262,C4154,Life,915,2022-10-10,Expired,308594,A069
P14263,C0090,Travel,1585,2025-05-07,Expired,211637,A262
P14264,C1968,Travel,2746,2023-01-28,Active,63922,A314
P14265,C4834,Health,3169,2022-09-13,Active,267274,A165
P14266,C4874,Travel,1562,2022-09-21,Active,254836,A120
P14267,C1302,Life,4985,2024-02-08,Expired,82356,A445
P14268,C4350,Travel,1052,2020-12-09,Lapsed,472802,A419
P14269,C0957,Life,1531,2023-02-08,Lapsed,107055,A077
P14270,C0154,Life,1278,2024-12-01,Expired,255040,A400
P14271,C0733,Travel,4183,2021-01-17,Active,330467,A464
P14272,C3880,Home,4800,2025-02-05,Active,215738,A029
P14273,C3858,Health,1522,2023-10-04,Lapsed,131906,A417
P14274,C0464,Health,2884,2021-06-20,Active,81174,A012
P14275,C0480,Auto,4998,2024-10-13,Expired,231732,A200
P14276,C1624,Home,587,2021-12-25,Lapsed,419286,A318
P14277,C0077,Auto,1165,2024-01-08,Lapsed,317190,A373
P14278,C4476,Travel,340,2020-09-01,Lapsed,266919,A483
P14279,C0605,Travel,4795,2025-01-08,Expired,80501,A269
P14280,C2784,Health,3114,2023-11-20,Lapsed,136367,A198
P14281,C3728,Auto,2246,2023-11-08,Expired,492707,A083
P14282,C0532,Travel,3611,2022-03-23,Lapsed,160265,A045
P14283,C4176,Travel,2264,2022-02-28,Expired,34096,A019
P14284,C1309,Home,3508,2022-10-04,Lapsed,156952,A452
P14285,C4674,Home,3089,2021-07-24,Active,136200,A354
P14286,C2596,Health,2513,2022-02-26,Lapsed,110820,A033
P14287,C2751,Life,1664,2021-04-27,Expired,123647,A050
P14288,C4116,Auto,2879,2021-08-20,Expired,408567,A351
P14289,C4374,Travel,3614,2020-10-12,Active,488405,A189
P14290,C2039,Health,3447,2021-06-15,Expired,442996,A179
P14291,C4638,Auto,2056,2025-04-18,Expired,459931,A419
P14292,C0493,Home,3085,2020-11-13,Expired,296856,A117
P14293,C2829,Life,4859,2021-03-08,Active,84816,A200
P14294,C3042,Auto,692,2021-11-05,Active,455773,A039
P14295,C4275,Health,1743,2024-05-24,Active,392486,A494
P14296,C0362,Travel,1951,2024-03-15,Active,393198,A010
P14297,C4741,Travel,3319,2023-08-08,Active,27718,A132
P14298,C0501,Auto,4949,2021-09-15,Lapsed,378397,A196
P14299,C0936,Auto,3108,2021-11-09,Lapsed,338456,A442
P14300,C1143,Travel,3958,2020-10-20,Lapsed,217947,A113
P14301,C1947,Home,801,2022-09-07,Expired,34236,A039
P14302,C2526,Auto,3962,2021-10-07,Active,498612,A225
P14303,C1308,Health,1708,2024-01-15,Lapsed,18505,A014
P14304,C3867,Health,4923,2022-10-28,Expired,488513,A262
P14305,C4518,Auto,3780,2024-04-29,Expired,138535,A022
P14306,C1557,Health,594,2022-05-06,Lapsed,143355,A270
P14307,C4329,Health,1009,2021-03-30,Lapsed,54184,A092
P14308,C1265,Life,3097,2023-08-25,Lapsed,408194,A248
P14309,C0607,Life,1074,2020-08-26,Expired,488688,A232
P14310,C0256,Home,980,2023-01-23,Lapsed,87327,A480
P14311,C3539,Health,1345,2022-07-16,Active,369433,A135
P14312,C2051,Life,4018,2021-03-07,Lapsed,273076,A394
P14313,C1886,Travel,4802,2021-03-12,Lapsed,20357,A278
P14314,C4091,Life,704,2024-07-12,Lapsed,199267,A325
P14315,C0679,Health,469,2022-04-09,Lapsed,427612,A194
P14316,C0917,Travel,2960,2022-01-20,Active,219727,A393
P14317,C1951,Life,336,2025-04-05,Active,147328,A079
P14318,C0609,Health,1138,2022-12-12,Lapsed,448545,A219
P14319,C2170,Life,3494,2023-10-02,Lapsed,22779,A475
P14320,C3323,Health,426,2022-06-22,Lapsed,390533,A379
P14321,C0377,Travel,2966,2020-08-07,Lapsed,424650,A205
P14322,C0872,Home,2351,2022-04-21,Expired,248161,A095
P14323,C2693,Travel,4070,2020-08-10,Expired,462273,A196
P14324,C1696,Home,3069,2024-02-05,Lapsed,51176,A423
P14325,C2077,Auto,3765,2023-07-14,Lapsed,316604,A097
P14326,C3295,Health,3779,2022-08-13,Active,460236,A409
P14327,C2613,Travel,4705,2021-05-14,Active,250186,A050
P14328,C4054,Travel,1533,2021-12-22,Lapsed,358493,A174
P14329,C0210,Travel,2507,2022-03-21,Active,99826,A381
P14330,C2729,Travel,1337,2023-10-14,Lapsed,153007,A330
P14331,C2320,Health,4841,2024-12-30,Expired,404105,A448
P14332,C4785,Travel,1214,2024-08-25,Lapsed,222960,A035
P14333,C3299,Health,3881,2024-01-09,Lapsed,172966,A239
P14334,C4838,Auto,2751,2023-01-07,Expired,443690,A020
P14335,C1818,Auto,2712,2023-04-20,Lapsed,438522,A449
P14336,C0504,Home,3256,2021-08-14,Lapsed,24454,A277
P14337,C1413,Home,2124,2022-07-02,Active,114460,A471
P14338,C4450,Travel,4875,2024-02-25,Active,14463,A483
P14339,C3712,Life,1437,2021-10-16,Lapsed,298440,A468
P14340,C1308,Auto,3687,2022-04-09,Active,330050,A373
P14341,C4461,Home,1793,2021-08-22,Active,217249,A464
P14342,C0271,Auto,3230,2021-06-17,Lapsed,105362,A336
P14343,C1307,Auto,1375,2020-08-28,Expired,226794,A440
P14344,C0625,Auto,3155,2024-08-25,Lapsed,252071,A062
P14345,C2680,Life,439,2023-06-22,Expired,13336,A383
P14346,C0994,Travel,4026,2021-02-21,Expired,307617,A188
P14347,C2163,Life,2781,2023-10-17,Active,422875,A066
P14348,C2325,Life,3172,2023-08-07,Lapsed,265234,A459
P14349,C2441,Auto,2559,2024-07-15,Active,119797,A070
P14350,C0049,Home,2887,2022-12-26,Lapsed,28485,A041
P14351,C1575,Auto,4189,2022-11-09,Expired,400917,A024
P14352,C1648,Auto,4653,2023-03-29,Lapsed,402076,A154
P14353,C4116,Health,4287,2022-07-05,Active,439312,A297
P14354,C2188,Health,2197,2023-05-07,Active,258819,A274
P14355,C3603,Auto,1381,2024-02-02,Active,458367,A484
P14356,C0520,Auto,4324,2023-08-17,Lapsed,117554,A175
P14357,C1075,Health,4204,2021-01-22,Expired,299818,A446
P14358,C2658,Health,2550,2021-04-29,Active,370575,A130
P14359,C3844,Auto,3679,2024-03-28,Active,243664,A433
P14360,C1677,Travel,3699,2024-04-24,Expired,430659,A500
P14361,C2786,Home,1073,2021-05-29,Active,421382,A197
P14362,C4669,Life,467,2024-02-06,Expired,406141,A140
P14363,C1971,Travel,1050,2022-10-26,Active,294251,A222
P14364,C4453,Auto,1858,2024-02-06,Lapsed,365636,A296
P14365,C1057,Auto,889,2021-05-06,Lapsed,449222,A019
P14366,C2991,Home,2425,2022-11-22,Lapsed,277558,A265
P14367,C3556,Travel,1573,2023-12-30,Active,494193,A453
P14368,C3940,Travel,2729,2024-12-13,Expired,195965,A131
P14369,C3638,Home,2713,2021-03-21,Expired,469591,A326
P14370,C0586,Travel,2443,2024-04-19,Active,279346,A471
P14371,C1548,Travel,4925,2023-06-04,Expired,476177,A031
P14372,C3325,Home,3873,2023-09-24,Lapsed,166721,A296
P14373,C3806,Home,2267,2021-08-31,Expired,169983,A330
P14374,C2944,Health,4815,2021-04-15,Lapsed,94406,A046
P14375,C3252,Travel,4733,2021-09-12,Expired,108172,A003
P14376,C4314,Travel,1743,2024-05-14,Lapsed,265310,A426
P14377,C3602,Auto,2436,2020-10-02,Lapsed,212392,A079
P14378,C4699,Home,3429,2021-10-03,Lapsed,44007,A056
P14379,C4277,Auto,1412,2021-04-14,Lapsed,364661,A475
P14380,C4935,Health,2985,2023-08-29,Active,135878,A243
P14381,C2636,Auto,1020,2021-05-01,Lapsed,281701,A326
P14382,C0876,Auto,976,2024-03-05,Active,467156,A397
P14383,C3245,Health,4581,2022-07-19,Active,388474,A493
P14384,C3780,Home,3317,2023-10-21,Expired,276553,A482
P14385,C2448,Home,1007,2023-05-20,Expired,471158,A437
P14386,C1596,Life,1097,2024-02-17,Lapsed,351490,A075
P14387,C4070,Home,3614,2021-08-19,Active,156863,A048
P14388,C1061,Life,1051,2021-01-12,Expired,267731,A429
P14389,C4164,Health,1976,2023-08-27,Expired,452489,A109
P14390,C4074,Home,1946,2022-03-15,Expired,118659,A130
P14391,C1067,Auto,4622,2023-07-07,Lapsed,361179,A335
P14392,C2428,Health,932,2022-02-05,Active,224488,A384
P14393,C1684,Life,4841,2021-08-21,Active,201854,A464
P14394,C1247,Travel,4004,2021-06-02,Expired,202572,A054
P14395,C0233,Travel,2905,2022-07-29,Expired,20687,A344
P14396,C3414,Home,1619,2021-07-18,Lapsed,432770,A046
P14397,C1512,Home,1018,2020-10-04,Active,420491,A338
P14398,C4749,Health,2668,2025-01-01,Active,412111,A009
P14399,C4571,Home,595,2022-04-15,Expired,329675,A068
P14400,C4558,Auto,1446,2025-05-03,Lapsed,254994,A021
P14401,C4982,Auto,567,2024-03-31,Expired,175941,A302
P14402,C0001,Life,4123,2021-09-13,Expired,273679,A083
P14403,C0438,Health,3060,2023-11-21,Lapsed,476044,A067
P14404,C2927,Health,4160,2024-01-08,Active,485130,A352
P14405,C2017,Home,1703,2021-04-25,Lapsed,45562,A003
P14406,C4414,Auto,3007,2022-01-21,Lapsed,126926,A435
P14407,C4403,Home,1327,2023-08-07,Expired,231129,A160
P14408,C0966,Health,732,2021-11-14,Lapsed,413274,A289
P14409,C2208,Life,2875,2021-12-20,Expired,484061,A311
P14410,C1046,Travel,2397,2025-05-21,Expired,482592,A179
P14411,C1423,Life,3713,2021-09-21,Expired,275623,A449
P14412,C2848,Auto,2475,2022-05-10,Lapsed,256088,A369
P14413,C3657,Life,4379,2024-10-28,Expired,256894,A049
P14414,C2128,Home,4933,2025-05-01,Expired,246593,A238
P14415,C4559,Auto,4979,2021-04-13,Lapsed,277937,A205
P14416,C0025,Auto,1218,2023-10-04,Active,39181,A224
P14417,C3029,Life,838,2025-01-01,Lapsed,169682,A019
P14418,C3800,Auto,665,2021-01-28,Active,205500,A101
P14419,C4131,Home,3430,2021-03-25,Lapsed,437870,A268
P14420,C2412,Travel,3769,2020-07-30,Expired,13290,A139
P14421,C3208,Home,1010,2024-10-22,Expired,155071,A050
P14422,C3730,Home,4621,2021-07-12,Lapsed,407407,A312
P14423,C2094,Health,585,2020-07-21,Active,58228,A478
P14424,C2526,Auto,2342,2022-09-16,Lapsed,154373,A309
P14425,C1806,Health,1449,2023-01-01,Active,35562,A286
P14426,C2984,Health,3116,2022-06-09,Active,232032,A112
P14427,C3027,Health,4538,2022-09-25,Active,207372,A157
P14428,C2102,Health,4335,2024-09-20,Expired,438552,A309
P14429,C4144,Travel,1430,2022-02-28,Lapsed,150954,A091
P14430,C3411,Auto,3286,2024-08-27,Expired,486989,A336
P14431,C3354,Life,4752,2022-07-10,Lapsed,302279,A407
P14432,C3875,Life,1738,2024-11-26,Lapsed,269219,A333
P14433,C0583,Travel,1317,2021-10-11,Active,285882,A476
P14434,C3612,Home,3850,2025-04-12,Lapsed,307050,A301
P14435,C0825,Health,2654,2023-10-18,Lapsed,296307,A268
P14436,C3105,Travel,4795,2025-05-11,Active,237867,A269
P14437,C3721,Home,2905,2023-02-22,Lapsed,185735,A243
P14438,C4345,Travel,2471,2024-10-04,Active,62397,A425
P14439,C3996,Auto,4425,2021-05-27,Active,289466,A017
P14440,C3345,Travel,1471,2024-02-18,Lapsed,20673,A327
P14441,C2757,Auto,1987,2020-08-19,Active,90111,A307
P14442,C1090,Travel,739,2024-03-06,Lapsed,119728,A110
P14443,C3118,Health,4373,2022-01-06,Active,290191,A084
P14444,C0951,Health,4202,2022-05-15,Lapsed,217922,A211
P14445,C3910,Health,2465,2024-09-10,Active,327838,A361
P14446,C0853,Life,373,2020-10-29,Lapsed,92002,A483
P14447,C1971,Health,3580,2024-12-05,Lapsed,138810,A348
P14448,C2336,Home,3919,2022-04-26,Expired,18665,A050
P14449,C0748,Home,523,2021-04-13,Lapsed,87612,A349
P14450,C2848,Home,2060,2023-09-06,Expired,439992,A288
P14451,C1945,Auto,2630,2021-04-01,Lapsed,216834,A382
P14452,C4593,Auto,917,2024-11-27,Lapsed,484116,A018
P14453,C2789,Travel,1158,2021-12-26,Lapsed,470634,A048
P14454,C4335,Life,1400,2020-12-14,Expired,93966,A189
P14455,C2443,Auto,3884,2022-12-17,Lapsed,402753,A106
P14456,C1857,Travel,4231,2024-08-07,Active,424063,A161
P14457,C2820,Home,3564,2022-06-05,Active,457971,A469
P14458,C3591,Home,4898,2022-11-21,Expired,29705,A427
P14459,C1115,Home,4885,2023-10-19,Lapsed,216382,A268
P14460,C3366,Auto,1431,2024-09-26,Lapsed,388826,A500
P14461,C4110,Auto,3456,2023-04-17,Active,463015,A431
P14462,C2609,Auto,4847,2023-10-12,Expired,284734,A307
P14463,C1495,Auto,4602,2022-08-24,Lapsed,448486,A006
P14464,C0440,Home,3235,2023-03-18,Active,358044,A325
P14465,C0753,Health,1977,2025-02-13,Lapsed,143461,A412
P14466,C3465,Travel,4120,2022-08-04,Lapsed,280748,A329
P14467,C3588,Life,661,2023-06-07,Lapsed,125119,A284
P14468,C1161,Life,1212,2023-08-15,Active,470739,A135
P14469,C4735,Travel,2585,2023-10-16,Active,91974,A468
P14470,C2896,Auto,2286,2025-04-26,Lapsed,308969,A344
P14471,C4011,Auto,3075,2021-02-16,Active,49100,A237
P14472,C1323,Health,2930,2024-04-03,Active,427057,A463
P14473,C2066,Life,3816,2023-02-27,Active,294333,A415
P14474,C0832,Travel,3146,2022-11-04,Active,263578,A112
P14475,C2185,Travel,4431,2022-01-17,Lapsed,286720,A360
P14476,C2632,Home,4468,2023-03-24,Expired,116242,A441
P14477,C2401,Life,1925,2020-06-20,Expired,144745,A302
P14478,C4186,Life,4605,2024-07-31,Expired,37909,A218
P14479,C3673,Travel,4217,2022-02-20,Expired,280822,A171
P14480,C1350,Travel,2901,2021-02-10,Active,230511,A008
P14481,C1475,Travel,4890,2022-04-07,Active,155092,A033
P14482,C0073,Life,3142,2025-06-10,Active,414511,A050
P14483,C2129,Life,3649,2021-04-18,Lapsed,340652,A350
P14484,C1468,Travel,4341,2024-01-15,Expired,272334,A252
P14485,C4766,Auto,3841,2022-03-07,Lapsed,485910,A060
P14486,C0468,Travel,2667,2025-03-24,Expired,259996,A431
P14487,C3928,Home,883,2024-01-27,Lapsed,313888,A135
P14488,C0074,Health,4567,2025-02-03,Expired,401494,A431
P14489,C2325,Health,4165,2024-03-06,Lapsed,245709,A038
P14490,C0834,Travel,2660,2024-07-19,Expired,127154,A473
P14491,C2961,Health,3954,2020-08-15,Lapsed,350824,A262
P14492,C0794,Health,925,2024-01-02,Expired,66971,A310
P14493,C0636,Life,563,2023-11-12,Active,244662,A127
P14494,C4803,Home,2103,2023-11-06,Lapsed,481768,A405
P14495,C0452,Health,2363,2024-04-23,Expired,20998,A057
P14496,C1041,Travel,3484,2023-03-24,Active,448532,A274
P14497,C4026,Life,3277,2022-09-10,Expired,26290,A436
P14498,C2518,Auto,2617,2023-09-26,Lapsed,113044,A359
P14499,C0703,Home,691,2021-04-19,Lapsed,103256,A103
P14500,C2215,Life,1930,2024-11-03,Expired,196160,A003
P14501,C2719,Home,1109,2025-01-21,Active,167672,A246
P14502,C0624,Home,2277,2022-08-31,Active,391002,A216
P14503,C0441,Health,1680,2021-08-17,Active,13381,A117
P14504,C4905,Life,4102,2023-04-09,Lapsed,235083,A395
P14505,C2149,Home,1295,2020-08-11,Expired,178661,A355
P14506,C4865,Health,2864,2025-01-21,Expired,87989,A334
P14507,C4547,Home,4394,2025-04-03,Active,351881,A104
P14508,C1377,Auto,821,2024-08-11,Active,450931,A197
P14509,C4204,Health,2651,2024-09-01,Expired,272117,A426
P14510,C2800,Life,3929,2021-09-07,Expired,323541,A049
P14511,C0017,Home,3302,2021-07-03,Lapsed,21700,A200
P14512,C2571,Auto,2735,2023-05-08,Lapsed,324331,A295
P14513,C1584,Auto,898,2022-12-19,Lapsed,220280,A347
P14514,C3906,Travel,4163,2024-05-12,Expired,92873,A054
P14515,C3674,Home,3212,2023-02-05,Expired,168689,A213
P14516,C1712,Health,4828,2023-06-28,Active,208873,A211
P14517,C0859,Auto,1356,2022-10-12,Lapsed,128641,A055
P14518,C3642,Auto,828,2023-04-20,Lapsed,207747,A330
P14519,C4720,Travel,4501,2021-06-10,Expired,385989,A365
P14520,C4185,Auto,4693,2024-11-22,Expired,38418,A286
P14521,C1030,Health,2314,2025-05-03,Active,197462,A065
P14522,C0520,Auto,4585,2024-09-23,Lapsed,211286,A412
P14523,C4472,Home,2630,2024-08-24,Lapsed,177141,A157
P14524,C2793,Life,815,2024-12-22,Active,219885,A452
P14525,C0574,Auto,4047,2023-11-03,Lapsed,94019,A094
P14526,C0829,Travel,3608,2021-03-29,Active,327892,A361
P14527,C0771,Health,719,2023-02-10,Expired,437219,A128
P14528,C0827,Travel,3248,2022-01-04,Expired,99820,A087
P14529,C0389,Home,3995,2022-03-11,Lapsed,127815,A218
P14530,C1266,Home,4975,2021-09-07,Lapsed,411190,A365
P14531,C0529,Home,4732,2024-06-13,Expired,242126,A270
P14532,C2541,Auto,594,2022-03-25,Lapsed,433456,A378
P14533,C4293,Health,4691,2024-01-30,Active,356569,A175
P14534,C3340,Auto,1714,2022-05-08,Expired,489044,A274
P14535,C2690,Travel,904,2022-02-02,Lapsed,372414,A242
P14536,C1710,Life,4210,2021-05-20,Expired,460340,A154
P14537,C0432,Life,1275,2021-12-18,Expired,219199,A026
P14538,C2253,Health,1438,2024-02-05,Expired,196271,A386
P14539,C0712,Home,618,2020-09-20,Lapsed,431890,A044
P14540,C2885,Auto,3572,2024-08-24,Active,344859,A150
P14541,C0514,Health,3058,2024-09-21,Expired,404600,A365
P14542,C4933,Health,1495,2022-12-22,Lapsed,230489,A372
P14543,C4573,Auto,4160,2021-10-14,Active,142035,A009
P14544,C1712,Auto,3747,2024-04-12,Active,373371,A043
P14545,C3057,Health,2277,2025-01-08,Active,222026,A454
P14546,C3097,Life,531,2020-09-09,Active,474925,A176
P14547,C1576,Travel,471,2022-06-28,Lapsed,254572,A383
P14548,C0498,Home,611,2021-11-27,Active,348477,A341
P14549,C4148,Health,4509,2023-01-02,Lapsed,307581,A013
P14550,C0123,Travel,4394,2021-12-05,Active,403269,A107
P14551,C1196,Auto,1869,2023-08-31,Expired,260375,A256
P14552,C1023,Auto,2155,2024-09-20,Active,359977,A289
P14553,C0451,Home,4687,2024-11-14,Lapsed,464733,A492
P14554,C0293,Health,3830,2022-03-24,Expired,187806,A146
P14555,C4012,Health,2491,2022-11-23,Lapsed,410721,A221
P14556,C1120,Life,2325,2021-09-23,Lapsed,239782,A407
P14557,C1712,Auto,413,2021-10-29,Expired,420362,A344
P14558,C3146,Travel,2493,2024-11-01,Expired,367666,A136
P14559,C0375,Home,951,2022-01-31,Lapsed,81904,A212
P14560,C0300,Life,4655,2024-11-05,Lapsed,62856,A425
P14561,C2344,Auto,1473,2021-04-29,Lapsed,321605,A138
P14562,C2811,Life,2785,2020-10-19,Lapsed,176313,A369
P14563,C4051,Life,4927,2022-04-06,Active,90448,A220
P14564,C2569,Life,4516,2024-02-26,Expired,411771,A055
P14565,C0146,Travel,3235,2021-06-29,Expired,302458,A127
P14566,C4043,Home,753,2023-03-04,Lapsed,141669,A084
P14567,C4801,Home,1522,2023-01-02,Lapsed,35460,A499
P14568,C1295,Auto,4315,2024-02-24,Lapsed,177500,A066
P14569,C2688,Auto,1174,2022-05-06,Expired,499104,A174
P14570,C3227,Life,4414,2021-04-11,Lapsed,145990,A235
P14571,C2794,Health,1796,2020-12-18,Lapsed,355207,A275
P14572,C2990,Home,4737,2022-08-23,Active,453934,A178
P14573,C4347,Life,2127,2020-09-30,Lapsed,277760,A375
P14574,C3570,Home,740,2020-07-21,Expired,426650,A073
P14575,C3181,Travel,1076,2023-01-25,Active,123077,A444
P14576,C1749,Health,1782,2023-04-09,Expired,273364,A128
P14577,C3286,Health,2398,2021-03-01,Active,101053,A482
P14578,C1240,Life,480,2022-12-18,Expired,481154,A021
P14579,C0062,Health,1117,2023-03-05,Active,186872,A019
P14580,C3193,Auto,2258,2022-07-12,Lapsed,71054,A106
P14581,C3218,Life,3316,2025-02-08,Active,395932,A335
P14582,C2287,Travel,3312,2021-09-25,Expired,476436,A199
P14583,C4141,Travel,3571,2023-04-15,Lapsed,335414,A251
P14584,C3592,Home,1081,2025-06-13,Expired,304253,A182
P14585,C1496,Health,1425,2024-07-22,Active,91473,A100
P14586,C3162,Auto,4271,2021-11-15,Expired,138913,A494
P14587,C2255,Travel,1919,2022-10-07,Lapsed,360162,A224
P14588,C0696,Auto,1333,2020-08-26,Active,74308,A422
P14589,C0186,Health,3540,2025-03-21,Expired,283318,A068
P14590,C0486,Auto,4215,2022-09-03,Active,283539,A440
P14591,C4661,Auto,4882,2021-05-19,Lapsed,103789,A393
P14592,C3219,Health,2170,2024-12-12,Active,464353,A436
P14593,C1859,Home,2762,2020-08-30,Expired,179002,A288
P14594,C2534,Life,1701,2022-10-29,Lapsed,364356,A021
P14595,C4728,Auto,1387,2023-10-08,Expired,469674,A421
P14596,C0828,Home,2523,2022-12-15,Lapsed,451338,A487
P14597,C2519,Health,3552,2024-09-29,Expired,423807,A217
P14598,C3709,Life,559,2024-05-31,Lapsed,26355,A102
P14599,C0770,Auto,3055,2023-06-27,Active,210124,A010
