gradeID,enrollmentID,grade,gradeDate
G21644,E14310,B,2024-12-18
G21645,E11598,F,2023-06-10
G21646,E14593,D,2022-08-26
G21647,E11124,F,2021-11-15
G21648,E15385,B,2020-09-07
G21649,E15626,C,2021-03-07
G21650,E15733,F,2024-06-10
G21651,E14980,D,2023-08-12
G21652,E13780,A,2021-10-20
G21653,E13372,C,2024-08-06
G21654,E10254,C,2020-08-06
G21655,E12282,C,2023-05-05
G21656,E10098,B,2024-11-21
G21657,E10687,F,2024-03-30
G21658,E10513,C,2024-06-09
G21659,E13176,D,2024-02-29
G21660,E10115,C,2022-07-10
G21661,E12793,F,2024-01-18
G21662,E11358,F,2023-02-13
G21663,E12805,B,2024-09-26
G21664,E15449,B,2024-11-12
G21665,E12942,A,2025-04-14
G21666,E12708,F,2023-04-08
G21667,E14599,C,2021-06-15
G21668,E14714,F,2024-01-19
G21669,E14277,F,2021-03-18
G21670,E13066,F,2021-05-15
G21671,E11633,D,2022-01-26
G21672,E14919,B,2023-08-28
G21673,E15457,B,2020-12-18
G21674,E11496,A,2023-04-29
G21675,E11227,B,2021-08-17
G21676,E10292,A,2022-01-14
G21677,E14504,F,2021-10-01
G21678,E12527,B,2022-07-14
G21679,E11576,B,2021-09-13
G21680,E12737,F,2024-10-06
G21681,E12481,D,2023-04-13
G21682,E12371,A,2021-04-11
G21683,E11207,D,2023-05-25
G21684,E11508,B,2023-01-08
G21685,E12378,C,2020-10-24
G21686,E15638,A,2025-04-18
G21687,E10675,C,2021-08-08
G21688,E13016,A,2022-09-18
G21689,E14623,B,2023-05-05
G21690,E14023,B,2024-11-04
G21691,E11010,D,2021-06-04
G21692,E13458,B,2024-06-16
G21693,E13863,A,2021-05-29
G21694,E12773,D,2020-11-29
G21695,E11688,D,2022-01-27
G21696,E13861,A,2022-01-25
G21697,E15026,D,2022-06-07
G21698,E13645,B,2025-04-19
G21699,E12234,D,2022-12-12
G21700,E14997,C,2025-05-12
G21701,E10461,F,2021-07-30
G21702,E11581,C,2021-12-21
G21703,E12027,F,2024-01-30
G21704,E14253,F,2022-01-05
G21705,E10418,F,2024-09-27
G21706,E15194,C,2022-01-13
G21707,E15441,A,2022-09-23
G21708,E15240,C,2020-09-12
G21709,E10923,B,2024-02-25
G21710,E12412,C,2021-02-14
G21711,E14404,F,2020-12-07
G21712,E12371,D,2021-01-24
G21713,E11496,B,2020-11-21
G21714,E11930,F,2024-02-22
G21715,E13492,C,2025-01-05
G21716,E14375,B,2022-06-04
G21717,E13946,D,2023-12-06
G21718,E15545,F,2022-05-13
G21719,E11261,A,2023-10-03
G21720,E11717,C,2020-11-04
G21721,E15452,F,2022-03-03
G21722,E15273,B,2020-09-07
G21723,E11202,A,2025-03-16
G21724,E10089,C,2021-03-21
G21725,E15661,B,2020-07-04
G21726,E11209,F,2025-06-13
G21727,E13876,F,2023-07-16
G21728,E14289,A,2021-02-22
G21729,E11143,A,2023-11-28
G21730,E15064,D,2023-09-16
G21731,E11424,C,2024-09-22
G21732,E15009,D,2022-12-10
G21733,E14605,A,2022-08-30
G21734,E14475,B,2023-10-14
G21735,E12849,A,2021-05-22
G21736,E10289,D,2024-01-01
G21737,E13293,F,2025-04-20
G21738,E12289,D,2023-04-08
G21739,E13078,A,2021-08-14
G21740,E13537,F,2023-04-02
G21741,E15437,D,2024-03-13
G21742,E10756,B,2022-08-05
G21743,E10493,C,2023-03-19
G21744,E14709,A,2024-07-05
G21745,E14047,C,2023-04-13
G21746,E13772,D,2022-04-06
G21747,E14281,B,2021-09-23
G21748,E13345,C,2022-01-10
G21749,E14287,C,2021-04-16
G21750,E11340,C,2022-10-09
G21751,E12941,C,2021-11-12
G21752,E10314,C,2024-03-12
G21753,E13900,B,2021-03-17
G21754,E14674,A,2025-03-29
G21755,E15642,F,2024-01-07
G21756,E14337,A,2024-08-13
G21757,E11221,C,2023-09-14
G21758,E11494,F,2023-04-09
G21759,E13491,B,2020-07-31
G21760,E11699,A,2021-03-26
G21761,E10347,A,2021-06-23
G21762,E13100,C,2021-07-25
G21763,E15704,F,2022-05-09
G21764,E14834,A,2024-11-12
G21765,E11832,A,2025-01-26
G21766,E13579,B,2022-03-04
G21767,E14684,D,2020-11-27
G21768,E12213,C,2021-05-04
G21769,E14464,B,2023-01-26
G21770,E14385,C,2021-06-06
G21771,E15007,B,2021-12-14
G21772,E10946,B,2021-11-02
G21773,E12197,D,2023-07-04
G21774,E12018,B,2023-11-23
G21775,E12606,B,2022-05-30
G21776,E10305,D,2021-06-14
G21777,E14288,A,2024-03-12
G21778,E15199,F,2020-11-28
G21779,E10201,A,2021-10-11
G21780,E14086,D,2021-11-15
G21781,E10725,C,2025-02-03
G21782,E15410,B,2021-11-10
G21783,E15535,D,2021-05-21
G21784,E11774,C,2024-02-01
G21785,E10544,C,2023-12-12
G21786,E12996,A,2024-07-30
G21787,E15738,F,2021-01-18
G21788,E10777,B,2021-04-22
G21789,E12834,D,2022-06-17
G21790,E10110,C,2023-01-17
G21791,E13057,F,2021-05-10
G21792,E12215,D,2023-06-04
G21793,E10383,A,2021-12-21
G21794,E10172,D,2021-12-09
G21795,E15941,D,2024-07-18
G21796,E10446,D,2024-09-16
G21797,E10049,B,2023-03-17
G21798,E13998,F,2022-10-05
G21799,E12950,D,2020-10-03
G21800,E13379,D,2021-06-17
G21801,E10917,C,2021-12-25
G21802,E13933,A,2024-06-29
G21803,E15428,C,2020-10-21
G21804,E11697,B,2020-11-27
G21805,E12716,C,2024-02-10
G21806,E15845,F,2023-09-10
G21807,E15285,B,2020-10-09
G21808,E12211,F,2023-08-04
G21809,E11251,D,2025-01-21
G21810,E11210,C,2022-04-07
G21811,E11772,C,2024-10-30
G21812,E12528,D,2024-10-11
G21813,E14848,C,2021-02-24
G21814,E13799,D,2025-02-18
G21815,E10162,B,2023-11-07
G21816,E15633,C,2025-03-26
G21817,E13997,B,2021-10-01
G21818,E15349,B,2024-12-12
G21819,E15080,A,2025-04-12
G21820,E15369,C,2022-11-15
G21821,E10573,F,2024-12-07
G21822,E12189,A,2022-01-21
G21823,E10223,F,2024-03-24
G21824,E11625,B,2022-05-15
G21825,E14911,A,2024-10-16
G21826,E13144,C,2021-08-15
G21827,E12293,A,2020-09-23
G21828,E15966,B,2020-11-09
G21829,E15598,D,2022-12-19
G21830,E10124,C,2021-05-17
G21831,E12687,D,2020-08-09
G21832,E11393,C,2021-11-19
G21833,E15911,D,2023-05-26
G21834,E14972,B,2024-07-17
G21835,E10784,A,2022-08-01
G21836,E10561,C,2023-05-11
G21837,E15858,F,2021-12-17
G21838,E14464,F,2022-07-24
G21839,E11912,F,2021-11-16
G21840,E15084,C,2024-08-19
G21841,E15496,F,2022-08-19
G21842,E14876,A,2024-11-05
G21843,E10500,D,2025-05-19
G21844,E15369,C,2022-07-10
G21845,E10948,D,2025-05-26
G21846,E11514,D,2024-04-21
G21847,E15008,F,2021-08-02
G21848,E14786,D,2023-09-13
G21849,E15931,D,2024-06-14
G21850,E10881,D,2023-02-18
G21851,E11408,D,2024-09-07
G21852,E14040,D,2021-10-17
G21853,E10388,D,2021-07-28
G21854,E12487,A,2025-03-28
G21855,E13893,B,2020-12-29
G21856,E10783,C,2024-11-29
G21857,E15495,B,2024-10-07
G21858,E13371,B,2022-07-06
G21859,E13949,C,2022-02-11
G21860,E14840,A,2024-01-24
G21861,E15723,A,2022-03-06
G21862,E15682,D,2024-03-24
G21863,E15719,A,2022-01-30
G21864,E15310,A,2022-03-25
G21865,E14394,F,2023-09-11
G21866,E14148,B,2022-12-31
G21867,E10979,B,2023-09-10
G21868,E13049,F,2024-10-19
G21869,E15288,A,2024-03-01
G21870,E12429,C,2023-04-23
G21871,E12108,A,2024-07-21
G21872,E12703,B,2025-04-14
G21873,E15612,A,2024-08-09
G21874,E15144,C,2023-06-04
G21875,E10922,B,2020-10-19
G21876,E13284,D,2022-01-31
G21877,E11433,D,2021-03-28
G21878,E15072,B,2022-06-28
G21879,E15403,A,2024-06-27
G21880,E14965,F,2021-09-07
G21881,E10084,C,2024-08-07
G21882,E10434,F,2024-09-26
G21883,E10485,D,2025-06-18
G21884,E13926,A,2020-11-05
G21885,E11048,F,2024-06-23
G21886,E10193,F,2023-11-08
G21887,E10211,B,2022-02-15
G21888,E12855,A,2021-01-18
G21889,E12146,C,2021-02-24
G21890,E12666,C,2025-05-25
G21891,E12057,B,2022-01-23
G21892,E12574,B,2022-05-12
G21893,E15142,F,2021-08-05
G21894,E14136,C,2020-12-22
G21895,E11215,C,2025-01-18
G21896,E13656,C,2021-09-10
G21897,E10614,C,2020-09-17
G21898,E13359,F,2025-03-10
G21899,E10437,B,2024-02-26
G21900,E12966,F,2024-04-27
G21901,E15720,F,2023-12-09
G21902,E12449,D,2020-07-02
G21903,E11106,F,2022-08-28
G21904,E10451,D,2021-11-26
G21905,E11292,B,2022-07-08
G21906,E12689,A,2020-09-12
G21907,E10012,F,2022-01-10
G21908,E10652,A,2023-09-16
G21909,E13792,B,2022-08-07
G21910,E10176,B,2020-11-22
G21911,E15483,A,2021-12-26
G21912,E15405,F,2022-09-15
G21913,E14025,B,2023-08-26
G21914,E10930,C,2021-12-29
G21915,E15903,F,2025-05-22
G21916,E10232,A,2022-05-09
G21917,E15925,F,2024-01-08
G21918,E10728,C,2020-12-06
G21919,E11934,A,2021-03-15
G21920,E14532,A,2024-08-13
G21921,E14038,A,2023-03-07
G21922,E12747,B,2025-03-11
G21923,E15687,B,2023-11-29
G21924,E10033,B,2024-03-22
G21925,E12560,F,2023-03-18
G21926,E12415,D,2023-03-30
G21927,E13115,A,2021-09-15
G21928,E15267,B,2023-09-20
G21929,E13364,A,2024-10-21
G21930,E11800,D,2024-06-09
G21931,E11413,D,2022-07-06
G21932,E11508,D,2021-02-28
G21933,E13571,D,2021-10-25
G21934,E12938,B,2022-01-24
G21935,E15968,F,2022-07-12
G21936,E12067,D,2021-09-27
G21937,E11686,C,2021-07-18
G21938,E14898,D,2021-06-15
G21939,E13734,F,2022-03-10
G21940,E10316,D,2025-01-07
G21941,E15040,D,2024-02-08
G21942,E13514,B,2021-05-13
G21943,E10518,D,2024-05-08
G21944,E11174,F,2023-05-19
G21945,E14074,B,2024-08-27
G21946,E11520,B,2025-05-16
G21947,E14410,D,2023-02-15
G21948,E14837,A,2025-06-15
G21949,E13022,B,2025-01-18
G21950,E14480,A,2021-12-26
G21951,E12066,A,2023-05-15
G21952,E13771,D,2023-03-21
G21953,E15594,D,2024-11-14
G21954,E10730,C,2021-07-10
G21955,E12246,A,2022-09-26
G21956,E12506,B,2025-03-31
G21957,E15897,A,2024-08-31
G21958,E14695,D,2024-08-26
G21959,E13635,F,2021-06-08
G21960,E13985,A,2024-12-11
G21961,E12029,D,2023-07-24
G21962,E10035,D,2023-04-15
G21963,E13051,D,2022-11-29
G21964,E11943,D,2024-02-17
G21965,E10081,C,2022-07-13
G21966,E12305,B,2023-10-26
G21967,E13508,F,2020-10-24
G21968,E14709,F,2021-07-17
G21969,E15133,C,2021-05-24
G21970,E15405,C,2023-02-20
G21971,E15041,F,2021-07-03
G21972,E14483,F,2022-10-01
G21973,E11165,A,2020-12-27
G21974,E10787,B,2024-09-29
G21975,E15827,F,2023-07-14
G21976,E14983,C,2020-06-18
G21977,E15181,F,2021-04-13
G21978,E10753,C,2021-05-29
G21979,E11534,B,2022-12-17
G21980,E12864,D,2023-09-13
G21981,E11188,B,2023-02-01
G21982,E13245,F,2023-07-19
G21983,E12018,C,2023-09-03
G21984,E13800,D,2025-06-08
G21985,E12513,F,2022-10-01
G21986,E10324,A,2022-05-18
G21987,E11345,C,2023-01-07
G21988,E15412,C,2021-07-20
G21989,E10918,F,2020-09-06
G21990,E14412,A,2024-05-28
G21991,E13217,D,2025-03-23
G21992,E11244,F,2021-04-06
G21993,E10299,D,2020-11-22
G21994,E12734,B,2024-08-19
G21995,E11262,B,2024-03-04
G21996,E14624,A,2025-02-05
G21997,E11744,B,2022-12-26
G21998,E13204,A,2023-10-21
G21999,E10442,A,2024-11-22
G22000,E13956,F,2025-01-27
G22001,E15311,F,2021-06-03
G22002,E13150,A,2021-09-25
G22003,E13287,A,2021-12-14
G22004,E10516,A,2024-10-29
G22005,E10566,D,2022-03-16
G22006,E14877,B,2022-09-16
G22007,E13286,B,2025-04-15
G22008,E15967,B,2024-01-31
G22009,E11672,B,2022-12-26
G22010,E10427,A,2021-03-09
G22011,E14240,A,2021-02-10
G22012,E15096,C,2022-07-20
G22013,E14805,A,2020-08-17
G22014,E12856,C,2024-09-09
G22015,E13440,A,2021-11-29
G22016,E10197,C,2024-05-23
G22017,E12304,C,2021-04-20
G22018,E12814,C,2021-12-30
G22019,E14981,F,2021-02-22
G22020,E10808,B,2022-08-15
G22021,E14629,B,2023-10-11
G22022,E15219,D,2023-06-20
G22023,E14567,F,2024-04-01
G22024,E13678,C,2021-11-22
G22025,E12424,F,2024-09-20
G22026,E15112,C,2024-07-24
G22027,E10458,F,2023-10-06
G22028,E14963,F,2024-04-25
G22029,E10081,B,2025-06-06
G22030,E14883,A,2024-04-06
G22031,E14066,F,2023-10-19
G22032,E11054,B,2021-08-09
G22033,E15258,F,2023-02-01
G22034,E10842,A,2024-03-01
G22035,E14269,F,2023-09-20
G22036,E12655,B,2024-11-01
G22037,E13519,F,2025-01-21
G22038,E10449,C,2021-06-09
G22039,E12827,A,2023-05-25
G22040,E12947,D,2022-03-10
G22041,E12303,B,2022-02-01
G22042,E10520,D,2024-09-14
G22043,E15677,F,2022-12-04
G22044,E11883,D,2021-01-26
G22045,E15837,F,2023-07-06
G22046,E14895,A,2020-06-25
G22047,E10334,B,2021-08-13
G22048,E10992,F,2020-11-07
G22049,E11222,F,2024-07-21
G22050,E13106,B,2023-11-15
G22051,E12585,F,2024-07-14
G22052,E14513,A,2025-03-07
G22053,E15467,A,2023-04-30
G22054,E13403,C,2022-08-24
G22055,E14047,D,2022-10-19
G22056,E11346,D,2024-04-12
G22057,E10351,B,2020-08-13
G22058,E12957,F,2022-03-21
G22059,E13624,B,2022-07-25
G22060,E14686,A,2023-03-26
G22061,E10198,D,2025-05-20
G22062,E11454,D,2025-03-03
G22063,E14310,B,2021-05-31
G22064,E13272,C,2023-02-07
G22065,E15262,B,2022-10-18
G22066,E12461,F,2024-03-31
G22067,E15955,B,2022-10-03
G22068,E13617,B,2023-01-03
G22069,E10535,B,2025-04-11
G22070,E10792,C,2021-10-26
G22071,E12604,D,2023-08-20
G22072,E13776,C,2022-03-06
G22073,E13279,A,2023-07-02
G22074,E11635,F,2021-04-16
G22075,E11964,D,2024-04-06
G22076,E10298,D,2021-09-29
G22077,E14155,A,2023-05-14
G22078,E11379,F,2020-09-26
G22079,E14405,D,2020-10-18
G22080,E15260,C,2024-12-05
G22081,E15259,A,2024-12-05
G22082,E15917,F,2024-04-19
G22083,E14747,C,2023-06-30
G22084,E13396,D,2025-06-09
G22085,E12009,D,2024-06-07
G22086,E15932,F,2025-04-28
G22087,E15684,D,2021-04-19
G22088,E14985,F,2025-01-05
G22089,E10974,D,2025-04-26
G22090,E15837,A,2024-09-06
G22091,E12696,C,2020-10-02
G22092,E13378,A,2021-03-20
G22093,E13741,D,2023-11-22
G22094,E12503,F,2022-02-28
G22095,E12377,A,2024-08-30
G22096,E10562,F,2021-11-11
G22097,E11280,D,2022-10-26
G22098,E10650,A,2023-09-09
G22099,E12462,F,2021-01-31
G22100,E14527,D,2023-07-08
G22101,E13359,F,2022-10-10
G22102,E11309,B,2021-07-04
G22103,E15983,B,2022-09-06
G22104,E13805,D,2023-08-13
G22105,E13756,D,2023-12-13
G22106,E12019,F,2024-06-07
G22107,E15534,F,2022-03-09
G22108,E13447,C,2024-10-07
G22109,E11429,A,2024-12-23
G22110,E15677,C,2023-12-18
G22111,E14923,F,2023-07-29
G22112,E12415,D,2022-06-03
G22113,E11151,C,2020-09-13
G22114,E10661,A,2021-10-21
G22115,E11428,A,2024-11-05
G22116,E11741,F,2023-08-13
G22117,E14789,A,2020-11-05
G22118,E12462,F,2021-09-06
G22119,E15254,C,2025-04-20
G22120,E14861,D,2024-09-06
G22121,E14527,D,2025-02-27
G22122,E13539,C,2023-02-01
G22123,E15430,B,2025-02-07
G22124,E11203,F,2022-01-22
G22125,E10610,D,2022-04-25
G22126,E10632,C,2021-08-13
G22127,E15535,D,2022-11-11
G22128,E12849,A,2021-09-27
G22129,E15867,A,2022-08-25
G22130,E12943,A,2022-02-10
G22131,E10555,D,2023-06-29
G22132,E11610,A,2024-01-30
G22133,E12340,D,2024-06-10
G22134,E15358,B,2025-04-17
G22135,E15261,D,2023-01-17
G22136,E13872,B,2021-10-26
G22137,E12513,B,2022-12-04
G22138,E11032,F,2023-12-02
G22139,E10171,C,2023-11-06
G22140,E14185,D,2020-12-24
G22141,E10079,C,2022-02-05
G22142,E14965,A,2020-09-14
G22143,E12389,F,2024-01-30
G22144,E12944,C,2023-12-07
G22145,E13022,D,2024-10-22
G22146,E14621,F,2022-06-01
G22147,E13241,C,2024-03-15
G22148,E13863,A,2024-08-22
G22149,E15159,C,2023-09-10
G22150,E14638,A,2021-01-01
G22151,E15444,D,2024-10-13
G22152,E15495,F,2024-12-15
G22153,E15844,B,2023-10-30
G22154,E10454,C,2024-01-14
G22155,E12664,B,2022-01-25
G22156,E14947,D,2021-04-07
G22157,E15365,A,2022-11-14
G22158,E12457,F,2022-09-19
G22159,E15357,C,2021-03-24
G22160,E10848,A,2021-09-04
G22161,E14758,F,2021-02-12
G22162,E11188,A,2022-03-13
G22163,E14112,A,2025-05-24
G22164,E12018,C,2021-09-02
G22165,E12937,B,2022-04-13
G22166,E10342,D,2021-06-20
G22167,E10895,A,2024-07-26
G22168,E13644,B,2021-09-15
G22169,E15592,F,2022-10-05
G22170,E10620,C,2022-03-08
G22171,E13569,B,2021-03-05
G22172,E11449,A,2021-03-03
G22173,E13393,A,2021-11-09
G22174,E11452,D,2021-01-07
G22175,E10807,D,2024-08-15
G22176,E13776,A,2025-06-15
G22177,E13993,D,2024-08-25
G22178,E10449,F,2023-08-07
G22179,E14856,B,2024-01-18
G22180,E11940,F,2023-05-21
G22181,E14331,C,2025-05-22
G22182,E12947,A,2024-05-30
G22183,E14120,C,2020-09-05
G22184,E10866,F,2023-12-25
G22185,E14111,D,2024-11-08
G22186,E12013,B,2020-06-24
G22187,E10313,C,2021-08-09
G22188,E13467,C,2024-09-28
G22189,E15826,B,2025-05-26
G22190,E15701,D,2024-11-17
G22191,E15828,F,2025-03-06
G22192,E11140,A,2024-02-20
G22193,E10472,B,2022-11-10
G22194,E14640,A,2021-05-23
G22195,E10693,B,2024-07-01
G22196,E11747,C,2023-09-05
G22197,E13501,A,2024-02-03
G22198,E11924,B,2024-09-22
G22199,E14445,B,2024-07-27
G22200,E11708,B,2021-11-26
G22201,E14908,B,2023-09-03
G22202,E10810,F,2023-04-23
G22203,E13318,B,2021-05-21
G22204,E15138,F,2024-06-02
G22205,E13502,F,2021-04-13
G22206,E15996,A,2024-02-07
G22207,E11785,F,2024-07-14
G22208,E10391,C,2023-02-05
G22209,E13711,F,2020-09-08
G22210,E11505,D,2020-06-21
G22211,E14311,D,2024-08-29
G22212,E12962,F,2022-12-27
G22213,E15275,B,2021-03-31
G22214,E14825,C,2024-01-13
G22215,E14860,D,2025-01-13
G22216,E14587,B,2023-08-11
G22217,E13443,F,2023-07-14
G22218,E12835,B,2023-02-08
G22219,E11477,F,2024-10-17
G22220,E12822,F,2024-08-09
G22221,E15471,C,2023-04-22
G22222,E10247,A,2022-09-14
G22223,E11145,B,2024-09-20
G22224,E10989,A,2023-01-30
G22225,E13733,D,2023-12-02
G22226,E14205,F,2021-08-04
G22227,E15540,D,2023-04-17
G22228,E13130,B,2025-02-07
G22229,E12168,F,2023-09-10
G22230,E11948,A,2021-11-14
G22231,E13367,C,2022-09-23
G22232,E13227,C,2022-04-16
G22233,E14903,F,2023-01-13
G22234,E11875,D,2023-10-18
G22235,E14017,A,2025-04-30
G22236,E10646,D,2024-01-19
G22237,E13544,C,2024-11-04
G22238,E13013,A,2024-02-19
G22239,E13863,A,2021-12-01
G22240,E10777,C,2022-12-03
G22241,E12168,B,2023-04-17
G22242,E13609,D,2020-07-21
G22243,E14719,A,2021-10-31
G22244,E11493,F,2022-07-25
G22245,E12048,B,2020-10-04
G22246,E14138,D,2023-07-19
G22247,E10462,D,2020-12-03
G22248,E12803,C,2021-12-04
G22249,E11582,F,2020-11-05
G22250,E13940,A,2022-03-02
G22251,E15941,A,2024-01-20
G22252,E15270,D,2022-07-09
G22253,E11455,D,2022-11-11
G22254,E10439,B,2024-08-13
G22255,E14576,F,2021-09-08
G22256,E13204,B,2020-07-16
G22257,E12911,C,2021-09-03
G22258,E13584,F,2024-12-02
G22259,E11990,C,2024-08-19
G22260,E12548,C,2024-06-30
G22261,E13248,F,2023-02-18
G22262,E13022,B,2021-03-13
G22263,E11891,D,2023-01-30
G22264,E13997,F,2024-07-05
G22265,E12347,D,2021-07-19
G22266,E12018,F,2024-01-20
G22267,E14007,F,2023-02-11
G22268,E15201,D,2024-09-03
G22269,E10543,F,2024-12-30
G22270,E12839,F,2022-05-02
G22271,E12097,B,2020-09-26
G22272,E12864,C,2024-11-25
G22273,E12597,A,2021-08-20
G22274,E13164,A,2023-06-13
G22275,E14888,A,2023-06-23
G22276,E14599,D,2021-03-16
G22277,E12261,F,2021-11-29
G22278,E15160,D,2020-12-23
G22279,E10656,A,2022-07-07
G22280,E13200,A,2020-06-20
G22281,E13867,D,2024-11-09
G22282,E11462,C,2024-09-05
G22283,E13498,A,2020-10-15
G22284,E12089,F,2023-05-14
G22285,E15277,C,2023-08-28
G22286,E12613,F,2024-10-15
G22287,E13836,D,2022-11-15
G22288,E10952,B,2023-09-06
G22289,E13829,B,2021-07-01
G22290,E14637,C,2021-08-28
G22291,E13652,F,2025-03-30
G22292,E11345,A,2025-02-19
G22293,E14945,B,2025-01-25
G22294,E11120,C,2022-05-27
G22295,E11657,B,2023-04-03
G22296,E10675,B,2025-03-23
G22297,E13297,B,2024-09-20
G22298,E15708,D,2020-10-27
G22299,E15210,B,2024-11-19
G22300,E14412,C,2023-08-12
G22301,E10782,A,2020-11-29
G22302,E14950,C,2025-05-23
G22303,E14591,B,2020-10-20
G22304,E13222,C,2022-01-31
G22305,E12095,C,2022-10-28
G22306,E11087,C,2024-07-10
G22307,E12376,D,2024-02-07
G22308,E13053,C,2020-11-17
G22309,E11191,F,2023-08-19
G22310,E11249,F,2020-07-27
G22311,E10389,D,2024-01-24
G22312,E15620,D,2022-04-20
G22313,E11284,D,2025-05-22
G22314,E12803,B,2022-05-11
G22315,E14687,F,2020-07-28
G22316,E15750,F,2024-01-05
G22317,E10914,F,2021-06-30
G22318,E12087,D,2024-10-07
G22319,E15182,C,2022-07-07
G22320,E10096,D,2025-04-02
G22321,E13472,A,2025-01-30
G22322,E12373,C,2024-04-26
G22323,E12772,D,2021-10-19
G22324,E12425,B,2023-01-03
G22325,E13400,A,2021-02-08
G22326,E13408,B,2021-09-28
G22327,E10863,A,2024-10-21
G22328,E11008,A,2024-05-03
G22329,E13213,A,2023-07-29
G22330,E12060,A,2021-06-08
G22331,E13696,F,2023-03-06
G22332,E14426,D,2023-11-12
G22333,E15273,F,2021-12-22
G22334,E14720,A,2022-02-17
G22335,E11861,A,2024-03-20
G22336,E13889,A,2020-06-26
G22337,E15340,D,2021-08-20
G22338,E12532,B,2025-05-07
G22339,E12232,A,2020-12-04
G22340,E10885,A,2022-08-26
G22341,E13134,A,2024-12-29
G22342,E15414,C,2023-07-01
G22343,E11602,C,2021-01-12
G22344,E15017,F,2023-12-31
G22345,E14182,B,2022-11-30
G22346,E14967,F,2025-01-28
G22347,E10021,A,2022-03-06
G22348,E12222,F,2021-04-29
G22349,E10453,A,2021-07-08
G22350,E11039,C,2024-02-29
G22351,E12468,F,2025-05-24
G22352,E11627,C,2021-08-02
G22353,E11108,F,2024-07-01
G22354,E14274,B,2022-12-29
G22355,E12764,F,2021-12-12
G22356,E11345,B,2023-09-21
G22357,E11614,B,2023-07-29
G22358,E14951,D,2024-11-06
G22359,E15125,C,2025-04-20
G22360,E11189,B,2023-02-09
G22361,E14201,B,2025-05-01
G22362,E12648,B,2023-06-28
G22363,E15244,A,2020-10-18
G22364,E12393,C,2022-11-24
G22365,E13765,A,2025-04-08
G22366,E11668,C,2020-09-23
G22367,E14686,B,2025-02-21
G22368,E15416,B,2021-11-22
G22369,E15399,C,2021-11-20
G22370,E12522,F,2022-09-18
G22371,E12279,B,2021-10-24
G22372,E12475,F,2021-07-20
G22373,E10482,C,2024-12-18
G22374,E11270,F,2023-12-23
G22375,E14765,B,2024-05-24
G22376,E15574,F,2022-04-07
G22377,E10170,D,2024-01-05
G22378,E10309,F,2022-05-03
G22379,E11028,D,2025-02-11
G22380,E14523,F,2022-10-12
G22381,E14896,C,2024-05-02
G22382,E15887,A,2022-05-23
G22383,E10890,C,2020-11-06
G22384,E13298,A,2020-09-26
G22385,E14497,A,2022-11-18
G22386,E12342,A,2024-01-22
G22387,E15348,B,2022-08-20
G22388,E11525,C,2021-07-31
G22389,E11288,A,2023-11-08
G22390,E12364,A,2020-07-21
G22391,E13313,A,2022-10-31
G22392,E13641,C,2021-09-03
G22393,E11587,A,2023-10-17
G22394,E10287,B,2023-03-23
G22395,E15968,F,2023-12-15
G22396,E12390,F,2021-11-06
G22397,E14521,C,2023-04-05
G22398,E13711,A,2021-11-12
G22399,E12142,A,2025-04-18
G22400,E15721,D,2023-02-12
G22401,E13165,B,2021-02-07
G22402,E10480,B,2021-03-24
G22403,E12769,C,2020-06-27
G22404,E14074,F,2024-06-14
G22405,E12144,C,2023-10-28
G22406,E13758,B,2021-06-21
G22407,E15304,D,2024-10-13
G22408,E11455,F,2024-08-24
G22409,E14032,D,2021-11-26
G22410,E13317,D,2022-04-14
G22411,E14547,D,2024-03-13
G22412,E14997,B,2021-06-27
G22413,E11999,F,2023-10-30
G22414,E10642,D,2024-05-29
G22415,E13772,A,2025-05-02
G22416,E13246,F,2024-12-30
G22417,E15975,F,2023-12-13
G22418,E13384,F,2024-06-18
G22419,E15145,A,2023-06-08
G22420,E13420,F,2024-12-20
G22421,E12393,B,2025-01-12
G22422,E12123,A,2023-02-15
G22423,E14447,F,2024-09-03
G22424,E13034,B,2024-01-20
G22425,E14305,D,2023-11-07
G22426,E12550,A,2024-04-15
G22427,E12044,A,2021-12-07
G22428,E15484,A,2023-12-03
G22429,E15634,D,2023-10-14
G22430,E14186,A,2024-08-03
G22431,E10056,A,2025-03-27
G22432,E15881,F,2023-03-18
G22433,E15765,C,2021-03-18
G22434,E14468,C,2024-07-23
G22435,E13626,D,2021-03-17
G22436,E13511,B,2020-10-05
G22437,E12064,C,2021-03-04
G22438,E11607,D,2025-06-10
G22439,E13518,D,2024-01-18
G22440,E12249,B,2020-08-06
G22441,E12329,B,2021-05-24
G22442,E10544,D,2025-04-26
G22443,E13870,F,2023-03-23
G22444,E11053,B,2022-11-10
G22445,E11691,D,2025-01-30
G22446,E11970,C,2020-06-18
G22447,E13691,C,2022-05-30
G22448,E11137,A,2022-08-12
G22449,E10093,A,2020-06-20
G22450,E12070,A,2020-11-24
G22451,E14912,D,2025-04-05
G22452,E14036,B,2022-06-13
G22453,E14807,D,2021-11-17
G22454,E15201,B,2025-01-21
G22455,E11153,D,2024-07-18
G22456,E13078,B,2022-11-22
G22457,E12978,B,2023-01-30
G22458,E14454,C,2021-08-11
G22459,E12255,A,2024-07-11
G22460,E15597,B,2021-12-29
G22461,E10694,F,2022-05-11
G22462,E10872,B,2023-01-24
G22463,E14101,D,2021-10-20
G22464,E12363,F,2021-07-10
G22465,E14539,D,2022-10-22
