enrollmentID,studentID,courseID,enrollDate
E13001,S00907,C044,2023-07-28
E13002,S01524,C006,2022-07-06
E13003,S02640,C063,2025-03-31
E13004,S00622,C003,2020-11-07
E13005,S01803,C091,2025-02-23
E13006,S00249,C021,2024-09-05
E13007,S02974,C010,2024-07-11
E13008,S02621,C048,2024-08-20
E13009,S00544,C024,2024-08-07
E13010,S02540,C018,2024-08-08
E13011,S02376,C024,2024-03-08
E13012,S00287,C096,2024-09-12
E13013,S02407,C100,2023-03-08
E13014,S01755,C091,2021-06-16
E13015,S00143,C071,2024-06-27
E13016,S01362,C022,2022-04-26
E13017,S00228,C085,2021-11-06
E13018,S02108,C060,2023-08-30
E13019,S01502,C048,2025-03-15
E13020,S00800,C070,2022-05-09
E13021,S02395,C032,2022-05-26
E13022,S00785,C058,2022-03-01
E13023,S02322,C025,2025-02-15
E13024,S00752,C016,2021-08-20
E13025,S02913,C084,2023-08-18
E13026,S02482,C039,2021-06-04
E13027,S01694,C075,2021-02-08
E13028,S01206,C090,2021-09-25
E13029,S02782,C059,2024-05-11
E13030,S00915,C029,2021-04-06
E13031,S02209,C082,2020-10-29
E13032,S00002,C049,2024-10-20
E13033,S01447,C062,2023-03-22
E13034,S00362,C097,2021-10-16
E13035,S02575,C065,2023-02-05
E13036,S01418,C096,2025-03-27
E13037,S02245,C048,2024-03-05
E13038,S01723,C052,2020-09-04
E13039,S02921,C088,2023-01-31
E13040,S00208,C017,2022-06-22
E13041,S02051,C069,2021-05-31
E13042,S02525,C040,2023-12-31
E13043,S02268,C008,2021-07-02
E13044,S01548,C003,2025-03-15
E13045,S00922,C033,2020-09-15
E13046,S02905,C056,2023-01-22
E13047,S02446,C065,2021-08-02
E13048,S00181,C047,2024-02-17
E13049,S02411,C053,2022-11-10
E13050,S00312,C098,2021-03-03
E13051,S02869,C091,2022-09-19
E13052,S02103,C083,2021-02-27
E13053,S02206,C099,2023-05-24
E13054,S01887,C018,2020-08-12
E13055,S02080,C092,2021-09-21
E13056,S00911,C004,2024-02-10
E13057,S02119,C012,2021-10-07
E13058,S02124,C066,2024-01-29
E13059,S01948,C098,2021-12-06
E13060,S02079,C090,2022-06-09
E13061,S02844,C030,2022-01-22
E13062,S01759,C095,2020-10-12
E13063,S00712,C037,2023-06-19
E13064,S01886,C090,2023-12-08
E13065,S01620,C016,2020-09-06
E13066,S00693,C002,2020-07-29
E13067,S00468,C072,2022-04-12
E13068,S01656,C046,2023-07-19
E13069,S02997,C097,2023-03-14
E13070,S02073,C039,2025-03-20
E13071,S01575,C025,2024-09-21
E13072,S02681,C095,2021-08-06
E13073,S02431,C076,2020-06-27
E13074,S02951,C016,2021-11-14
E13075,S02996,C047,2020-09-23
E13076,S00944,C072,2021-12-01
E13077,S01782,C067,2022-01-28
E13078,S00554,C055,2021-04-23
E13079,S02928,C057,2020-09-05
E13080,S01635,C075,2021-11-27
E13081,S02122,C069,2020-10-23
E13082,S02115,C081,2024-08-17
E13083,S02910,C014,2020-09-18
E13084,S00447,C045,2023-04-06
E13085,S02966,C032,2020-12-23
E13086,S00146,C045,2025-04-05
E13087,S01017,C070,2024-03-17
E13088,S01485,C024,2025-02-18
E13089,S01684,C085,2021-07-24
E13090,S01628,C100,2022-12-31
E13091,S00179,C084,2025-05-30
E13092,S02757,C049,2021-05-23
E13093,S01079,C094,2022-12-26
E13094,S02151,C050,2021-03-18
E13095,S01486,C038,2022-06-23
E13096,S02716,C039,2024-12-28
E13097,S02853,C088,2022-01-11
E13098,S02226,C005,2024-03-12
E13099,S00476,C003,2022-03-19
E13100,S00765,C098,2021-12-03
E13101,S02621,C031,2023-08-11
E13102,S01907,C025,2023-02-12
E13103,S02522,C075,2023-12-10
E13104,S01801,C007,2021-08-24
E13105,S00446,C092,2020-08-09
E13106,S00634,C076,2021-05-07
E13107,S02643,C079,2022-06-28
E13108,S02422,C084,2021-05-08
E13109,S01564,C090,2021-05-14
E13110,S02314,C002,2024-01-12
E13111,S00427,C056,2024-08-31
E13112,S01820,C069,2023-11-01
E13113,S01943,C035,2025-06-13
E13114,S02137,C005,2021-01-01
E13115,S00235,C087,2025-06-18
E13116,S01577,C059,2022-03-23
E13117,S02155,C022,2021-09-20
E13118,S02614,C035,2020-09-10
E13119,S02303,C049,2022-01-10
E13120,S01081,C060,2023-04-27
E13121,S02745,C019,2021-05-27
E13122,S00963,C072,2022-10-30
E13123,S02741,C003,2021-09-12
E13124,S01939,C032,2021-05-09
E13125,S02103,C011,2020-11-08
E13126,S01589,C030,2024-10-29
E13127,S02018,C084,2021-02-02
E13128,S01097,C054,2024-02-17
E13129,S00261,C065,2025-02-01
E13130,S01843,C081,2022-03-28
E13131,S00331,C029,2023-11-13
E13132,S01014,C085,2020-11-26
E13133,S02317,C010,2021-06-24
E13134,S02206,C046,2023-11-06
E13135,S02455,C032,2024-02-12
E13136,S02015,C067,2024-01-08
E13137,S00405,C033,2021-04-24
E13138,S02316,C033,2023-05-15
E13139,S01185,C067,2025-03-30
E13140,S00966,C072,2020-08-10
E13141,S02997,C065,2021-07-28
E13142,S02687,C008,2024-09-15
E13143,S02935,C058,2023-09-12
E13144,S01126,C031,2023-11-02
E13145,S01160,C100,2022-10-07
E13146,S00830,C097,2024-12-04
E13147,S01304,C063,2023-07-28
E13148,S02592,C020,2022-03-07
E13149,S01707,C004,2023-01-29
E13150,S01707,C033,2024-05-23
E13151,S01811,C095,2022-11-17
E13152,S02275,C044,2020-10-10
E13153,S02400,C056,2022-09-09
E13154,S02132,C075,2024-01-05
E13155,S02796,C088,2024-07-17
E13156,S00987,C064,2021-12-03
E13157,S02466,C049,2025-05-02
E13158,S02103,C044,2022-04-16
E13159,S00963,C001,2025-06-09
E13160,S01836,C032,2021-11-30
E13161,S02490,C091,2022-04-25
E13162,S02453,C075,2024-07-01
E13163,S02637,C013,2021-05-13
E13164,S01079,C024,2020-10-27
E13165,S00652,C079,2022-12-11
E13166,S02841,C060,2021-05-06
E13167,S01400,C005,2023-11-20
E13168,S02665,C073,2021-11-01
E13169,S02767,C017,2022-06-04
E13170,S00118,C020,2022-04-12
E13171,S00462,C028,2025-01-27
E13172,S01510,C054,2024-09-01
E13173,S01119,C034,2022-05-07
E13174,S01531,C026,2023-07-10
E13175,S01865,C044,2021-12-18
E13176,S01095,C060,2024-02-16
E13177,S02539,C087,2022-03-26
E13178,S02652,C051,2020-12-04
E13179,S01579,C017,2025-04-03
E13180,S01038,C100,2022-05-31
E13181,S01716,C011,2023-12-06
E13182,S00189,C042,2022-10-30
E13183,S01712,C080,2021-02-13
E13184,S01334,C066,2024-12-26
E13185,S01173,C084,2023-05-17
E13186,S00977,C075,2022-04-06
E13187,S02795,C070,2021-08-19
E13188,S01840,C027,2021-11-20
E13189,S01042,C035,2024-01-10
E13190,S02370,C040,2021-03-24
E13191,S01867,C006,2024-03-02
E13192,S01558,C017,2024-02-23
E13193,S01554,C033,2022-01-04
E13194,S02451,C028,2021-08-27
E13195,S01817,C038,2022-07-31
E13196,S02255,C074,2023-07-30
E13197,S02534,C015,2020-12-03
E13198,S00039,C011,2024-03-11
E13199,S02257,C090,2023-09-04
E13200,S00092,C024,2023-05-03
E13201,S02605,C094,2022-08-30
E13202,S01390,C050,2020-08-15
E13203,S01590,C086,2022-11-03
E13204,S01048,C045,2024-05-24
E13205,S01719,C047,2024-01-06
E13206,S00928,C034,2022-11-28
E13207,S01712,C057,2022-04-22
E13208,S01163,C035,2024-03-02
E13209,S00886,C014,2023-10-18
E13210,S01657,C006,2022-11-26
E13211,S00105,C033,2022-12-13
E13212,S01204,C059,2024-04-26
E13213,S00959,C053,2024-02-28
E13214,S00245,C095,2021-06-22
E13215,S02338,C013,2024-05-27
E13216,S02599,C038,2024-05-13
E13217,S02033,C036,2023-08-10
E13218,S00458,C063,2023-06-24
E13219,S01530,C074,2022-08-20
E13220,S00137,C017,2024-07-20
E13221,S01682,C096,2022-01-04
E13222,S00935,C086,2022-01-23
E13223,S02671,C074,2023-08-06
E13224,S00369,C075,2020-08-18
E13225,S02043,C019,2020-08-01
E13226,S00170,C095,2021-06-09
E13227,S00004,C031,2024-12-21
E13228,S00321,C084,2025-02-14
E13229,S00752,C076,2022-12-08
E13230,S02617,C072,2024-12-12
E13231,S02421,C027,2021-03-15
E13232,S02536,C098,2022-06-22
E13233,S01174,C084,2023-12-24
E13234,S02030,C098,2020-09-13
E13235,S01898,C095,2025-05-06
E13236,S00864,C003,2024-11-08
E13237,S02488,C028,2024-06-17
E13238,S02152,C074,2024-12-08
E13239,S01307,C049,2024-05-10
E13240,S00382,C052,2023-06-25
E13241,S02225,C011,2023-03-21
E13242,S01653,C092,2022-06-21
E13243,S00283,C087,2020-08-23
E13244,S00990,C066,2022-09-20
E13245,S00520,C085,2023-02-11
E13246,S02907,C097,2022-12-07
E13247,S01076,C039,2023-02-18
E13248,S02591,C052,2025-05-22
E13249,S00346,C007,2021-03-17
E13250,S02292,C039,2022-01-31
E13251,S00013,C054,2022-09-16
E13252,S01920,C046,2023-01-28
E13253,S00051,C015,2024-05-20
E13254,S02159,C007,2022-03-06
E13255,S01900,C097,2020-11-08
E13256,S01521,C079,2023-08-04
E13257,S00716,C017,2020-07-17
E13258,S02893,C064,2024-08-19
E13259,S01035,C080,2024-09-12
E13260,S01332,C078,2025-06-06
E13261,S00146,C038,2021-12-02
E13262,S00334,C020,2023-03-24
E13263,S02768,C090,2024-05-29
E13264,S00606,C082,2023-06-18
E13265,S02145,C021,2023-08-11
E13266,S01001,C004,2021-11-24
E13267,S00868,C033,2020-11-20
E13268,S02977,C047,2021-04-12
E13269,S02888,C036,2021-05-11
E13270,S00647,C087,2022-06-10
E13271,S00510,C075,2023-02-21
E13272,S00567,C026,2021-09-23
E13273,S00427,C072,2024-06-22
E13274,S02021,C011,2022-02-09
E13275,S01588,C054,2024-05-31
E13276,S01265,C066,2022-08-08
E13277,S00172,C002,2023-11-02
E13278,S00047,C095,2023-10-05
E13279,S01475,C087,2021-01-09
E13280,S00120,C020,2022-12-30
E13281,S00530,C092,2024-07-12
E13282,S00668,C028,2023-05-13
E13283,S00651,C084,2020-11-07
E13284,S00237,C065,2020-12-16
E13285,S01110,C023,2023-10-19
E13286,S02452,C039,2025-03-27
E13287,S00496,C092,2022-06-25
E13288,S02544,C083,2023-08-24
E13289,S00884,C092,2024-02-20
E13290,S02347,C068,2021-08-25
E13291,S01559,C036,2022-11-24
E13292,S00731,C057,2022-07-09
E13293,S02225,C061,2024-08-24
E13294,S01314,C026,2025-01-13
E13295,S01636,C084,2022-12-09
E13296,S02329,C042,2022-09-23
E13297,S01848,C026,2024-02-14
E13298,S00168,C029,2021-07-04
E13299,S01539,C093,2020-10-13
E13300,S02851,C025,2024-10-30
E13301,S02408,C080,2023-07-30
E13302,S01464,C009,2023-01-18
E13303,S02930,C098,2021-03-28
E13304,S02572,C100,2022-05-09
E13305,S00477,C024,2024-02-25
E13306,S00758,C086,2023-10-30
E13307,S02876,C067,2024-01-27
E13308,S02947,C078,2022-07-02
E13309,S00951,C037,2025-02-19
E13310,S02770,C031,2021-05-12
E13311,S02967,C024,2025-01-15
E13312,S00126,C073,2023-03-04
E13313,S00612,C052,2022-09-01
E13314,S01363,C023,2023-04-25
E13315,S01306,C027,2023-08-07
E13316,S02639,C020,2023-08-17
E13317,S01467,C061,2020-12-14
E13318,S02528,C051,2023-12-09
E13319,S00634,C079,2021-03-17
E13320,S00497,C022,2024-07-09
E13321,S00478,C033,2020-06-28
E13322,S00013,C079,2025-03-01
E13323,S00669,C062,2024-09-12
E13324,S01907,C080,2023-09-25
E13325,S00187,C076,2021-12-05
E13326,S01688,C044,2024-11-22
E13327,S01013,C091,2023-07-11
E13328,S02680,C063,2024-06-27
E13329,S00494,C032,2025-01-17
E13330,S00539,C086,2024-03-15
E13331,S02725,C006,2025-02-09
E13332,S02543,C076,2020-11-02
E13333,S02898,C051,2025-05-10
E13334,S01554,C046,2020-08-19
E13335,S02923,C090,2024-08-04
E13336,S01071,C090,2020-08-09
E13337,S00620,C009,2021-05-24
E13338,S00719,C023,2025-03-15
E13339,S01363,C061,2024-08-25
E13340,S02928,C085,2023-04-18
E13341,S01570,C080,2025-02-27
E13342,S01282,C070,2021-05-27
E13343,S01149,C058,2021-07-04
E13344,S00289,C075,2022-01-02
E13345,S02728,C042,2020-06-24
E13346,S00348,C039,2023-12-25
E13347,S00111,C062,2022-02-16
E13348,S02732,C033,2021-05-24
E13349,S00889,C013,2024-07-13
E13350,S00514,C083,2021-05-31
E13351,S00120,C028,2024-12-06
E13352,S00921,C055,2023-06-08
E13353,S00828,C075,2025-01-17
E13354,S00271,C095,2023-02-28
E13355,S01503,C095,2025-05-11
E13356,S00197,C081,2022-02-20
E13357,S01858,C033,2024-07-23
E13358,S00143,C071,2022-12-23
E13359,S01787,C068,2023-05-06
E13360,S01680,C090,2022-02-11
E13361,S02404,C041,2021-06-13
E13362,S00299,C092,2024-11-01
E13363,S00546,C039,2025-01-29
E13364,S00052,C046,2023-01-05
E13365,S00533,C052,2021-05-16
E13366,S01827,C070,2025-01-04
E13367,S02013,C033,2024-06-02
E13368,S00510,C066,2023-05-31
E13369,S01441,C074,2023-11-15
E13370,S02823,C004,2024-06-29
E13371,S00797,C078,2024-05-19
E13372,S01678,C036,2023-03-30
E13373,S02690,C067,2021-12-26
E13374,S02589,C042,2022-04-20
E13375,S00447,C079,2023-12-02
E13376,S00664,C086,2023-02-19
E13377,S01174,C066,2023-03-23
E13378,S00901,C023,2022-05-20
E13379,S01391,C089,2024-06-23
E13380,S01437,C091,2024-08-31
E13381,S00602,C062,2022-12-28
E13382,S01251,C026,2024-08-10
E13383,S01097,C098,2024-08-14
E13384,S01101,C089,2022-11-12
E13385,S00256,C023,2025-05-22
E13386,S01754,C062,2020-12-27
E13387,S02727,C033,2022-06-27
E13388,S02298,C039,2021-03-27
E13389,S00922,C012,2022-11-05
E13390,S01055,C032,2024-04-26
E13391,S02524,C044,2020-08-26
E13392,S01568,C057,2025-01-22
E13393,S00186,C040,2022-10-01
E13394,S01534,C084,2021-07-07
E13395,S00958,C036,2021-01-23
E13396,S00355,C087,2022-11-05
E13397,S01761,C006,2023-12-06
E13398,S00823,C098,2021-11-17
E13399,S02777,C054,2020-07-20
E13400,S00091,C014,2022-02-01
E13401,S01220,C048,2021-02-13
E13402,S01376,C052,2023-02-22
E13403,S00401,C027,2022-11-23
E13404,S00379,C007,2024-05-21
E13405,S01530,C067,2022-12-03
E13406,S01601,C100,2021-03-11
E13407,S02865,C067,2020-07-05
E13408,S01714,C006,2023-04-28
E13409,S02426,C007,2024-09-16
E13410,S02926,C082,2020-11-30
E13411,S01511,C015,2024-10-02
E13412,S00446,C008,2024-04-16
E13413,S00822,C065,2024-03-02
E13414,S02025,C081,2023-08-23
E13415,S02250,C038,2023-12-07
E13416,S00480,C083,2021-04-25
E13417,S02401,C003,2024-06-11
E13418,S00151,C048,2021-04-16
E13419,S02722,C094,2024-10-24
E13420,S02302,C019,2023-09-04
E13421,S00859,C096,2025-02-05
E13422,S02287,C033,2023-02-19
E13423,S02388,C100,2025-04-15
E13424,S00582,C100,2022-08-21
E13425,S01991,C090,2020-11-08
E13426,S01424,C084,2021-07-21
E13427,S01242,C077,2024-06-30
E13428,S00037,C074,2023-02-25
E13429,S02024,C001,2020-12-25
E13430,S02481,C038,2022-07-21
E13431,S02750,C022,2025-04-12
E13432,S02517,C082,2022-10-06
E13433,S02443,C082,2020-07-20
E13434,S01603,C045,2022-08-18
E13435,S02496,C092,2020-11-10
E13436,S02279,C039,2024-10-12
E13437,S01346,C047,2024-09-23
E13438,S02455,C030,2022-04-14
E13439,S00513,C088,2022-04-18
E13440,S01560,C093,2021-04-14
E13441,S02570,C012,2024-03-31
E13442,S02050,C042,2022-10-05
E13443,S02615,C070,2021-07-23
E13444,S02442,C089,2023-09-24
E13445,S00157,C036,2025-02-25
E13446,S02943,C082,2022-06-27
E13447,S02246,C022,2023-06-01
E13448,S01164,C057,2023-05-05
E13449,S00781,C065,2022-01-14
E13450,S02983,C031,2022-11-12
E13451,S02071,C049,2023-10-29
E13452,S00620,C056,2023-06-13
E13453,S01479,C013,2021-07-25
E13454,S00246,C027,2022-04-10
E13455,S02046,C075,2021-12-17
E13456,S01867,C064,2024-05-10
E13457,S00575,C016,2022-02-23
E13458,S01098,C042,2022-04-21
E13459,S02427,C065,2021-02-13
E13460,S02415,C094,2021-09-28
E13461,S00071,C024,2023-03-12
E13462,S01080,C077,2023-12-20
E13463,S00564,C017,2023-06-03
E13464,S00999,C035,2021-04-28
E13465,S01383,C006,2020-11-09
E13466,S00663,C047,2025-02-20
E13467,S02255,C043,2025-01-06
E13468,S02196,C020,2025-05-05
E13469,S01769,C097,2024-09-17
E13470,S00365,C053,2021-11-18
E13471,S00157,C085,2022-12-27
E13472,S00545,C006,2023-11-16
E13473,S02101,C070,2021-10-07
E13474,S02803,C091,2023-04-14
E13475,S02133,C051,2021-02-21
E13476,S01338,C012,2024-06-29
E13477,S01803,C023,2021-05-22
E13478,S02311,C002,2024-04-09
E13479,S01295,C025,2021-01-17
E13480,S02042,C032,2024-05-01
E13481,S00093,C056,2024-12-07
E13482,S00056,C010,2020-10-10
E13483,S02793,C058,2023-04-19
E13484,S02214,C051,2023-01-05
E13485,S00832,C015,2021-05-17
E13486,S01226,C031,2021-02-09
E13487,S01824,C068,2023-07-02
E13488,S02422,C092,2024-10-09
E13489,S01005,C090,2025-03-02
E13490,S01226,C024,2024-03-01
E13491,S01291,C053,2020-08-16
E13492,S02907,C082,2021-12-02
E13493,S02977,C042,2023-02-07
E13494,S01362,C013,2025-02-10
E13495,S00792,C068,2023-07-13
E13496,S02854,C073,2022-04-24
E13497,S01569,C050,2021-04-19
E13498,S01091,C100,2022-03-02
E13499,S01137,C012,2022-06-01
E13500,S00934,C015,2022-05-08
E13501,S01574,C018,2022-10-13
E13502,S00742,C070,2024-02-26
E13503,S01244,C014,2022-09-17
E13504,S00533,C048,2023-11-19
E13505,S02980,C078,2021-04-18
E13506,S02291,C021,2021-03-30
E13507,S02966,C080,2020-07-26
E13508,S02484,C096,2024-10-05
E13509,S01470,C036,2024-08-25
E13510,S02073,C028,2020-09-28
E13511,S02552,C054,2022-08-29
E13512,S00912,C036,2022-09-14
E13513,S01603,C058,2023-04-30
E13514,S00800,C075,2024-05-22
E13515,S02266,C007,2025-06-03
E13516,S02062,C052,2025-02-17
E13517,S00377,C066,2023-05-25
E13518,S02665,C026,2025-04-09
E13519,S01235,C086,2022-06-06
E13520,S00368,C046,2024-02-28
E13521,S02435,C077,2022-02-11
E13522,S00929,C095,2025-04-14
E13523,S02725,C067,2022-09-08
E13524,S01316,C016,2024-09-06
E13525,S02090,C047,2024-07-22
E13526,S01344,C099,2022-02-05
E13527,S00825,C025,2024-01-17
E13528,S02459,C038,2024-04-25
E13529,S01690,C094,2024-04-25
E13530,S02655,C006,2023-05-28
E13531,S00824,C096,2024-11-26
E13532,S02304,C068,2025-06-11
E13533,S01123,C058,2020-06-30
E13534,S00812,C053,2024-02-13
E13535,S01579,C021,2024-05-10
E13536,S00433,C036,2023-10-12
E13537,S02075,C043,2025-03-23
E13538,S01139,C098,2022-07-01
E13539,S01233,C049,2022-04-17
E13540,S00650,C089,2023-06-18
E13541,S00784,C029,2022-11-10
E13542,S00850,C020,2023-05-01
E13543,S02077,C082,2023-03-08
E13544,S01613,C013,2021-03-11
E13545,S02828,C085,2025-02-22
E13546,S01879,C030,2023-10-04
E13547,S00613,C024,2021-05-24
E13548,S02454,C022,2023-08-19
E13549,S01485,C053,2021-11-08
E13550,S00892,C078,2023-05-11
E13551,S01778,C094,2020-06-26
E13552,S01970,C014,2022-07-13
E13553,S00234,C016,2023-11-24
E13554,S00961,C055,2024-07-20
E13555,S02532,C039,2023-03-07
E13556,S00801,C002,2021-06-30
E13557,S02720,C009,2023-11-13
E13558,S00488,C052,2021-03-23
E13559,S01494,C024,2021-04-01
E13560,S02650,C033,2021-01-15
E13561,S02621,C088,2021-01-02
E13562,S02046,C047,2022-08-03
E13563,S01182,C017,2024-09-22
E13564,S00888,C002,2022-11-04
E13565,S00839,C048,2023-08-11
E13566,S01646,C029,2022-01-15
E13567,S00804,C095,2023-05-30
E13568,S01160,C096,2022-09-20
E13569,S00823,C014,2023-03-08
E13570,S02829,C028,2020-11-21
E13571,S02953,C056,2023-01-27
E13572,S00083,C013,2025-04-18
E13573,S02435,C026,2024-06-14
E13574,S00729,C069,2023-08-27
E13575,S02137,C079,2021-05-07
E13576,S02942,C039,2024-02-23
E13577,S00205,C022,2024-03-14
E13578,S01886,C071,2021-10-03
E13579,S02144,C039,2024-03-03
E13580,S00161,C049,2021-03-08
E13581,S01702,C072,2022-02-22
E13582,S01657,C021,2023-11-27
E13583,S00022,C034,2024-09-12
E13584,S02975,C038,2023-08-05
E13585,S01742,C096,2022-02-09
E13586,S00595,C080,2024-11-01
E13587,S01438,C001,2020-08-23
E13588,S01049,C023,2022-06-20
E13589,S01177,C059,2024-02-22
E13590,S00392,C045,2021-11-27
E13591,S02139,C068,2021-12-08
E13592,S02088,C008,2024-01-12
E13593,S02743,C082,2025-03-18
E13594,S02391,C089,2022-07-13
E13595,S00411,C073,2022-08-04
E13596,S02563,C018,2022-03-30
E13597,S01942,C037,2024-01-06
E13598,S01364,C094,2024-05-15
E13599,S00457,C023,2023-11-06
E13600,S01287,C024,2023-01-26
E13601,S00330,C096,2021-04-26
E13602,S00203,C089,2022-01-19
E13603,S00082,C019,2020-12-22
E13604,S00444,C060,2020-09-19
E13605,S02348,C063,2020-09-24
E13606,S00041,C061,2024-04-26
E13607,S02787,C033,2022-08-08
E13608,S01148,C029,2023-07-20
E13609,S01505,C035,2024-11-23
E13610,S02661,C090,2022-08-17
E13611,S02293,C074,2023-03-04
E13612,S00606,C028,2021-06-18
E13613,S02268,C002,2022-07-23
E13614,S00395,C080,2023-10-10
E13615,S01852,C026,2021-12-27
E13616,S02956,C052,2023-02-03
E13617,S02552,C069,2021-01-05
E13618,S01354,C016,2023-09-10
E13619,S01470,C046,2023-05-18
E13620,S00986,C032,2021-12-19
E13621,S01036,C052,2025-04-06
E13622,S00325,C085,2024-05-08
E13623,S00874,C095,2020-10-26
E13624,S00704,C015,2024-10-27
E13625,S00647,C015,2024-07-06
E13626,S02313,C024,2023-07-20
E13627,S02443,C062,2022-08-17
E13628,S01154,C035,2023-07-30
E13629,S02823,C004,2023-07-24
E13630,S00792,C081,2021-01-09
E13631,S01326,C100,2020-10-18
E13632,S02031,C003,2024-06-15
E13633,S01712,C065,2021-06-02
E13634,S02088,C040,2024-10-09
E13635,S01190,C087,2024-08-01
E13636,S02892,C071,2021-08-22
E13637,S01858,C008,2021-06-16
E13638,S00510,C027,2021-03-05
E13639,S00214,C085,2023-08-19
E13640,S00224,C058,2024-05-07
E13641,S01890,C093,2021-03-16
E13642,S01418,C060,2023-08-12
E13643,S02814,C100,2024-02-28
E13644,S00444,C081,2024-03-04
E13645,S02981,C079,2022-12-05
E13646,S01109,C009,2020-11-24
E13647,S00585,C033,2022-04-08
E13648,S01206,C031,2021-04-17
E13649,S02425,C039,2023-02-15
E13650,S00542,C033,2023-06-12
E13651,S01505,C012,2021-01-04
E13652,S02748,C020,2022-05-05
E13653,S00626,C082,2024-08-31
E13654,S02058,C085,2020-12-15
E13655,S02264,C043,2023-04-03
E13656,S01735,C056,2021-11-27
E13657,S00543,C022,2022-10-16
E13658,S02632,C080,2023-02-25
E13659,S01402,C055,2025-05-05
E13660,S01401,C078,2020-07-06
E13661,S01115,C005,2024-05-29
E13662,S02613,C002,2025-02-18
E13663,S01120,C069,2025-03-13
E13664,S01371,C090,2023-04-11
E13665,S00273,C020,2022-04-11
E13666,S00308,C084,2023-07-15
E13667,S02800,C014,2024-01-13
E13668,S00758,C058,2023-11-23
E13669,S02754,C056,2023-12-30
E13670,S02990,C083,2024-09-30
E13671,S00557,C018,2021-02-21
E13672,S01927,C046,2022-07-24
E13673,S01407,C065,2022-10-20
E13674,S01065,C053,2024-08-15
E13675,S02182,C084,2021-07-03
E13676,S02048,C082,2021-11-27
E13677,S02062,C056,2020-07-26
E13678,S00844,C032,2022-08-18
E13679,S02327,C040,2023-09-13
E13680,S00349,C019,2024-10-20
E13681,S00772,C037,2021-08-16
E13682,S00519,C092,2022-04-30
E13683,S02962,C088,2024-10-31
E13684,S00456,C036,2024-12-26
E13685,S02520,C079,2020-06-26
E13686,S01921,C091,2020-06-18
E13687,S02772,C040,2022-08-13
E13688,S00583,C004,2022-10-11
E13689,S02519,C053,2021-11-03
E13690,S01987,C065,2020-10-14
E13691,S01790,C049,2021-03-22
E13692,S00358,C032,2020-12-23
E13693,S00490,C092,2025-05-16
E13694,S01337,C013,2025-03-02
E13695,S00551,C044,2023-09-27
E13696,S01220,C038,2025-06-10
E13697,S00331,C052,2022-10-18
E13698,S02920,C059,2021-11-04
E13699,S00552,C054,2023-02-26
E13700,S01190,C052,2022-01-10
E13701,S02412,C090,2022-05-13
E13702,S00252,C040,2024-02-02
E13703,S00836,C075,2024-07-14
E13704,S01484,C070,2024-12-18
E13705,S01072,C035,2021-01-29
E13706,S02988,C022,2020-08-08
E13707,S02223,C013,2023-02-08
E13708,S00575,C019,2025-06-17
E13709,S00542,C069,2021-09-02
E13710,S00466,C039,2022-04-18
E13711,S01735,C076,2023-01-04
E13712,S00749,C081,2022-07-13
E13713,S02010,C079,2024-02-15
E13714,S01702,C057,2025-03-21
E13715,S01381,C009,2020-09-16
E13716,S02476,C004,2020-09-21
E13717,S01872,C085,2020-09-08
E13718,S00642,C012,2020-12-04
E13719,S01496,C084,2020-06-29
E13720,S01133,C001,2022-12-22
E13721,S02369,C043,2021-12-24
E13722,S01413,C076,2020-09-11
E13723,S01780,C008,2022-10-25
E13724,S02345,C009,2022-10-15
E13725,S00361,C082,2025-01-10
E13726,S00428,C007,2020-08-06
E13727,S01204,C046,2024-07-22
E13728,S01394,C089,2024-11-07
E13729,S01430,C071,2025-05-31
E13730,S01557,C057,2024-01-03
E13731,S01581,C058,2020-11-15
E13732,S02082,C006,2023-10-13
E13733,S01649,C012,2022-05-30
E13734,S01129,C012,2024-04-21
E13735,S02996,C042,2025-04-10
E13736,S00414,C016,2020-11-21
E13737,S00653,C088,2021-09-21
E13738,S00662,C042,2024-11-30
E13739,S01622,C008,2023-09-23
E13740,S02860,C089,2023-07-05
E13741,S01735,C039,2020-11-01
E13742,S00727,C076,2022-05-18
E13743,S00895,C008,2020-12-13
E13744,S01500,C076,2020-08-09
E13745,S02129,C096,2023-09-28
E13746,S02109,C049,2021-12-24
E13747,S00795,C007,2020-12-08
E13748,S01660,C007,2023-11-08
E13749,S02818,C088,2022-11-16
E13750,S02846,C062,2024-01-11
E13751,S01784,C083,2022-11-26
E13752,S00570,C092,2024-09-04
E13753,S01507,C048,2023-01-07
E13754,S01342,C023,2024-12-15
E13755,S02400,C061,2024-01-11
E13756,S00657,C098,2024-02-09
E13757,S02315,C061,2024-08-22
E13758,S00198,C091,2022-08-27
E13759,S00524,C019,2024-07-23
E13760,S01175,C014,2023-07-03
E13761,S02846,C032,2023-09-19
E13762,S02444,C093,2025-02-26
E13763,S01416,C033,2024-08-08
E13764,S00436,C035,2020-08-27
E13765,S00333,C096,2022-11-23
E13766,S00848,C022,2022-06-25
E13767,S01620,C037,2020-10-25
E13768,S00540,C006,2022-11-07
E13769,S01788,C099,2022-05-04
E13770,S02120,C062,2025-01-14
E13771,S02573,C006,2022-03-13
E13772,S02132,C057,2020-06-23
E13773,S01966,C040,2021-10-26
E13774,S01305,C090,2024-03-04
E13775,S02630,C056,2023-11-22
E13776,S00025,C006,2024-01-26
