propertyID,address,city,type,price,status
P00581,"661 Carson Mews Apt. 888, Leonardmouth, RI 58033",Trevorville,House,827232,Rented
P00582,"296 Debbie Springs Suite 899, West Kennethchester, WY 09061",Lake Jenny,House,1371262,Rented
P00583,"Unit 9665 Box 3247, DPO AP 78922",Frazierfort,House,177990,Available
P00584,"26789 Thompson Trace Suite 686, Port Amyton, PA 34153",Andersonborough,House,1426112,Rented
P00585,"2251 Davenport Mills, Lake Stevenview, VA 86653",West Loganborough,House,624358,Rented
P00586,"4295 Peter Forges, Lake Sherichester, MO 03116",West Carolynmouth,Apartment,1546634,Sold
P00587,"474 Mark Grove, Lake Dawnberg, MS 12858",Whitebury,Apartment,867832,Available
P00588,"2188 Bradley Village Apt. 129, Harrismouth, WA 90078",West Nicholas,Land,1061072,Rented
P00589,"93952 Jessica Heights Suite 046, Turnerfurt, KY 05860",Elliottside,House,1777526,Available
P00590,"44276 Mclaughlin Expressway Suite 216, Lake Denise, NY 38651",Lake Jamesville,Condo,617687,Sold
P00591,"57356 Ricky Neck Apt. 991, Brownside, GA 19214",Port Morganborough,House,174358,Rented
P00592,"01347 Tyler Tunnel, Kelleyport, MA 23344",Hannaport,Apartment,1019058,Available
P00593,"409 John Village Apt. 230, Port Patricia, IL 00837",Terrifort,Land,1374728,Available
P00594,"Unit 4152 Box 5383, DPO AE 72263",North Lisatown,Apartment,1684731,Available
P00595,"7405 Linda Camp, Port Patrick, CO 60272",Robinsonland,House,1373112,Rented
P00596,"726 James Lake Suite 720, Jacksonton, MA 68616",Morganfurt,Apartment,735700,Sold
P00597,"USCGC Santiago, FPO AP 72126",Rebeccahaven,Condo,882297,Sold
P00598,"78871 Smith Mill Suite 153, Hamiltonton, FM 57476",Rachaelshire,House,1372677,Rented
P00599,"233 Harris Hill Suite 479, South David, VT 49063",Marcusburgh,Condo,145684,Rented
P00600,"4266 White Island Apt. 989, North Thomaston, KY 61768",Lake Philipchester,House,1452167,Sold
P00601,"0495 Hooper Glens, North Tracyville, NC 96568",Lake Reneeberg,Land,721770,Available
P00602,"550 Sarah Skyway, Arroyobury, PA 48377",New Amanda,Condo,1427480,Available
P00603,"858 Vanessa Loaf, Lake Donnamouth, GU 16067",Craneview,House,1490424,Sold
P00604,"188 Melissa Stream Apt. 116, Racheltown, OH 42688",New Richardtown,Apartment,61774,Rented
P00605,"2610 Michael Village Suite 251, Villaton, HI 70995",Ashleyberg,Land,1857714,Rented
P00606,"7175 Lee Extensions, Josephview, ND 81415",Tanyabury,Apartment,517941,Sold
P00607,"061 Kimberly Track Apt. 057, Hermanmouth, VA 76105",East Cheyenne,Condo,636216,Sold
P00608,"75488 Knapp Centers Suite 156, South Kristen, SC 10980",South Emily,Land,738734,Rented
P00609,"626 Jacqueline Motorway Suite 941, West Carol, KS 57520",Port Markmouth,Condo,181100,Rented
P00610,"6038 Jeffrey Court, New Kyle, DC 16534",Port Stevenshire,House,1715266,Sold
P00611,"45479 Kimberly Plaza Suite 602, Port Melissa, SC 71391",Lauraborough,Apartment,958241,Sold
P00612,"304 Hannah Street Apt. 268, South Nancyhaven, SC 03587",Noblehaven,House,1881341,Sold
P00613,"8345 Angie Flat Suite 750, Greenbury, TX 94637",Alisontown,Condo,582923,Rented
P00614,"83464 Carter Walk, West Heatherland, RI 33467",East Davidhaven,Apartment,841451,Rented
P00615,"471 Lucas Loop, West Amber, AK 19896",Brownton,Apartment,613992,Available
P00616,"471 Taylor Ridge Suite 790, Lake Jessica, AS 31100",Lake Saramouth,Land,396400,Rented
P00617,"83322 Harding Turnpike, East David, LA 62008",East Tanya,House,662156,Available
P00618,"3107 Green Pike, North Sherryberg, AR 25679",South Tyroneton,House,1556578,Sold
P00619,"510 Hull Knoll, South Debraville, CT 77306",Downsmouth,Land,108635,Available
P00620,"33205 Noah Locks Apt. 613, Wrightville, FM 51749",East Robertberg,Land,1027241,Sold
P00621,"10557 Patrick Junction, Smithville, ID 48448",West Bethborough,Condo,1218392,Available
P00622,"543 Dana Overpass, New Jameschester, IL 41749",Youngburgh,House,1815742,Available
P00623,"7661 Jeffrey Plain Suite 523, North Janetstad, RI 02320",Joneston,Land,126556,Sold
P00624,"1029 April Coves Apt. 740, West Nicole, MT 74422",Williamsside,Land,968149,Sold
P00625,"USNS Watson, FPO AA 32943",Farrellshire,Condo,1836948,Rented
P00626,"25376 Belinda Skyway, Francisview, FM 77467",Westmouth,Land,1233978,Rented
P00627,"968 Laurie Unions, Clarkhaven, OR 63063",West Terry,House,227810,Rented
P00628,"989 Edward Drive, Breannahaven, MS 10663",Michelleshire,Land,807593,Available
P00629,"USCGC Clark, FPO AP 06954",Leonardshire,Land,1627378,Available
P00630,"PSC 2657, Box 0383, APO AA 28084",West Thomas,Land,575041,Rented
P00631,"1107 Murphy Isle, Zacharyburgh, NH 91878",Alexanderstad,Apartment,1856585,Available
P00632,"334 Maria Corner, Port Stephanieside, MD 74751",Lake Yolandastad,Condo,172470,Rented
P00633,"6757 Kristin Stravenue, North Cynthia, TX 37258",East Patricia,Condo,1561821,Rented
P00634,"94422 Smith Corners, North Waynebury, MO 65296",New Adrienneberg,House,625336,Available
P00635,"3447 Janet Inlet, West Stephanie, NM 08925",Bradleymouth,House,1398680,Available
P00636,"473 Todd Radial Apt. 595, Rachelbury, CT 77498",Lake Megan,Apartment,1907647,Sold
P00637,"022 Lewis Loaf, Port Williamtown, CA 67168",Lake Alejandrofort,Condo,1821576,Rented
P00638,"130 Hannah Expressway Suite 441, Traceytown, GA 72128",Nancyside,Land,530213,Available
P00639,"17610 Eric Extensions, Garrettton, NV 58962",South Michaelhaven,Land,540620,Sold
P00640,"42661 Angela Camp, Chapmantown, CT 21359",Port Shaneside,House,1465669,Rented
P00641,"41465 Jones Grove, West Johnfurt, VA 67889",Patriciahaven,House,1288042,Rented
P00642,"1979 Smith Landing, New Deborahchester, FM 63844",Lake Marvinborough,House,1889156,Available
P00643,"3916 Erica Valley, West Kristinborough, HI 79984",Sawyerport,House,946868,Sold
P00644,"3334 Erin Highway Apt. 626, New Kelli, LA 25103",Amyborough,Land,641227,Available
P00645,"PSC 8896, Box 4861, APO AP 33614",Ramirezbury,Land,1650062,Rented
P00646,"6387 Eric Junction, New Terrence, AL 45803",New Kaylaburgh,Land,788831,Rented
P00647,"7563 Hughes Greens Apt. 540, West Sonyabury, VA 72137",Christyfort,Apartment,1389298,Available
P00648,"791 Edward Hollow, New Aaronview, TN 57578",Port Mitchell,Land,346752,Rented
P00649,"46660 Sonia Flat, Estradatown, IA 66370",Deborahchester,Apartment,1619711,Sold
P00650,"11125 Victor Trace Apt. 557, Amymouth, PR 75317",West Stacey,House,734721,Available
P00651,"15370 Mcneil Plains, Emilyfurt, MP 37822",West William,Land,635466,Rented
P00652,"9196 Anderson Mountain, Kariside, SC 63008",South Brian,Condo,1222176,Available
P00653,"459 Jason Valleys Apt. 186, Port Scottshire, MS 41218",Kingburgh,Condo,858373,Available
P00654,"98387 Jennifer Points, Sextontown, MN 80504",New Jeremyside,Land,254122,Sold
P00655,"379 Woodward Place Apt. 972, Krystalhaven, ID 08060",Lake John,House,970883,Rented
P00656,"093 Osborne Wells, Port Nancyside, RI 62622",West Samuel,House,493837,Rented
P00657,"PSC 1089, Box 4711, APO AP 51729",Fieldschester,Apartment,347563,Rented
P00658,"37356 Brandon Falls Apt. 377, Margaretside, VI 26778",Rachelburgh,Condo,1631817,Sold
P00659,"14733 Hooper Lights, North Jenniferberg, WV 62860",Lake Daniel,Condo,780892,Sold
P00660,"877 Elliott Meadows Suite 927, East Matthewfurt, HI 64138",Leahtown,Condo,1230428,Sold
P00661,"08957 Ibarra Fall Suite 153, Stephensonshire, OK 94556",Port Marisastad,Apartment,1340276,Sold
P00662,"91359 Thompson Estate Apt. 326, Dianabury, MP 86118",Amyton,Land,1893674,Sold
P00663,"718 Smith Centers, Garciaside, ME 45730",North Jose,Land,650328,Sold
P00664,"447 Brian Manor Suite 591, New Jeffrey, MP 04240",Port Cheryl,Condo,292905,Rented
P00665,"85502 Walker Gardens Suite 480, Brownland, UT 39529",Lake Ianstad,Apartment,238552,Rented
P00666,"51199 Caleb Pine, Port Johnmouth, AK 54927",Robinsonton,Land,1723178,Rented
P00667,"Unit 6203 Box 4972, DPO AA 04567",East Clintonburgh,Apartment,1245242,Sold
P00668,"78508 Hughes Cliff Suite 125, Valerieburgh, HI 46812",Erneststad,Land,1496940,Rented
P00669,"15964 Montes Crossing Apt. 833, Randyfurt, HI 13296",Cherylview,Condo,1499133,Rented
P00670,"USNV Chen, FPO AP 36545",North Richard,Condo,75893,Available
P00671,"366 Smith Forks, East Richard, GU 68948",West David,Condo,1723560,Rented
P00672,"544 Zhang Lights Suite 438, South Sandra, MN 43953",Port Toniville,Land,609730,Rented
P00673,"Unit 9756 Box 0294, DPO AE 82570",Comptonview,House,840169,Rented
P00674,"2244 Jones Squares Apt. 668, Taylorside, NV 03512",Mcdonaldside,House,1962309,Sold
P00675,"77112 Watson Run Suite 504, Chavezfurt, CT 79755",South Nicole,Land,409985,Rented
P00676,"27058 Baker Roads, Shahville, AZ 10175",Smithstad,Apartment,611823,Available
P00677,"81209 Pham Cape Suite 304, East Shawnbury, AZ 53190",North Marvin,Land,589955,Sold
P00678,"93588 Dana Crossroad Suite 511, West Paulfurt, DC 03479",Loriview,Condo,504926,Available
P00679,"5622 Lori Bridge, East Christopher, ID 66656",Mcknighthaven,House,674283,Sold
P00680,"29517 Jensen Ridge, Pattersonmouth, SD 91127",Lake Shawn,Condo,579633,Rented
P00681,"79261 Brittany Wall, Port Rebeccaside, PW 29588",Jonesview,House,1278306,Rented
P00682,"0260 Cynthia Hills Suite 202, Sheltonville, IL 58051",West Jessica,Land,1767185,Rented
P00683,"6191 Stephanie Shores, West Johnport, GA 66400",Port Stephen,Apartment,1077694,Available
P00684,"45117 Dickson Fall, West Jacqueline, FL 36883",Port Leroy,Apartment,1067034,Rented
P00685,"6553 Walters Prairie, Jasonfort, SC 81765",North Tamaraburgh,Land,667155,Rented
P00686,"05251 Stephanie Highway Suite 967, Christopherview, FM 52785",North Jesse,Apartment,398909,Rented
P00687,"8123 Michael Drive, Port Lauriemouth, VI 10187",Chavezville,Condo,745784,Sold
P00688,"51213 Jessica Causeway, Sarahaven, OK 72686",Jonburgh,Land,1743768,Rented
P00689,"997 Powell Dam, Thomastown, GU 96348",Port Johnny,House,1220470,Sold
P00690,"7681 Rollins Brook Suite 167, Brownland, DE 96066",North Peter,House,1682272,Available
P00691,"92840 Henderson Cape Apt. 987, North Raymondmouth, FL 08737",Timothyhaven,Apartment,415860,Rented
P00692,"69098 Walker Lights Apt. 245, Hernandezville, RI 24581",Edwardshaven,Apartment,1767987,Rented
P00693,"USCGC Snyder, FPO AE 45886",Wongchester,Apartment,1537900,Available
P00694,"USNS Aguirre, FPO AA 31588",Ramirezbury,Land,1283777,Available
P00695,"4832 Jones Vista Apt. 011, Joshuamouth, FM 30244",Meredithhaven,Land,1152834,Available
P00696,"254 Bryant Motorway Apt. 510, East Erinside, NY 90161",South Meghan,House,1841053,Available
P00697,"PSC 0266, Box 3701, APO AP 70286",New Jeremy,House,1069808,Available
P00698,"6359 Kelley Manors Suite 643, New Robinside, HI 70119",Richardtown,Land,1171673,Sold
P00699,"7960 Christopher Shoals Apt. 037, Farrellmouth, MH 71636",New Brian,House,769466,Available
P00700,"518 Laura Curve Apt. 385, East Lisaton, IN 62437",Mariahton,Apartment,1065691,Available
P00701,"6571 Marsh Cape, East Lisa, MS 66743",Brandonside,House,1332839,Available
P00702,"04618 Cunningham Rapid, South Kellyport, IA 63087",Sheribury,Land,765145,Sold
P00703,"952 Carney Street Suite 321, Lake Robertfort, AS 18127",Wilsonfort,Land,1520382,Available
P00704,"93227 Joshua Cliff, Padillaside, NV 50462",Gregorybury,House,101991,Sold
P00705,"0815 Wells Lock, Penafort, AK 94055",Joshuaton,Land,314724,Rented
P00706,"23429 Donna Bridge, New Dennis, PA 42980",Ellismouth,House,131816,Rented
P00707,"2444 Ramirez Forges, Aaronside, WA 93804",Ryanstad,Land,261578,Rented
P00708,"218 Wilkinson Corner Suite 452, Lake Jessica, AK 71562",Jacobsberg,House,1388268,Sold
P00709,"USS Ward, FPO AE 34096",Garrettburgh,Land,181569,Sold
P00710,"64574 Smith Fall Suite 928, East Cody, NH 17819",South Jackieborough,House,597929,Sold
P00711,"400 Sandra Fork Suite 899, Jasonport, DC 40817",West Monica,Condo,286185,Available
P00712,"8369 Colon Flats Apt. 877, West Lynn, AL 55357",Port Joe,Apartment,506463,Rented
P00713,"513 Harris Mountains, Lake Victor, OR 70911",Sullivanborough,House,1574480,Rented
P00714,"03204 Brittany Views, South Andrewfurt, LA 62497",Millerview,Apartment,1794637,Rented
P00715,"0439 Gutierrez Street, Anthonyfort, PA 28426",North Ericchester,House,1634967,Rented
P00716,"992 Smith Meadow, Huffmanstad, IN 84267",South Deniseburgh,Apartment,1055305,Sold
P00717,"6573 Michelle Ferry, Williamsshire, TN 97039",South Dustinburgh,House,842848,Rented
P00718,"17609 Edwards Tunnel, Port Adriennemouth, MA 25080",New David,Apartment,1791081,Sold
P00719,"PSC 5172, Box 1061, APO AE 61968",Stephanieville,House,394107,Sold
P00720,"3847 Patricia Plain, West Elijahmouth, AS 55337",South John,Condo,1766216,Rented
P00721,"Unit 1378 Box 6353, DPO AA 53698",North Heather,Land,1974167,Rented
P00722,"7690 Jimenez Inlet, Shelleyville, FL 83953",West Codyborough,Condo,879346,Sold
P00723,"980 Laura Plaza, Adamsport, FL 94574",Danielchester,Condo,1601315,Rented
P00724,"59634 Donald Turnpike Suite 166, North Dustinfurt, MD 58455",North Kenneth,Condo,1044423,Sold
P00725,"2950 Diana Glen Apt. 249, Lake Kristen, OH 71981",Kendraberg,Condo,1497628,Available
P00726,"759 Sandra Islands, North Jamie, NC 76698",Andersonmouth,Apartment,1336325,Available
P00727,"671 Angela Row, Jamesstad, FM 17739",East Teresabury,Condo,364040,Rented
P00728,"7165 Ross Fall Suite 247, Orozcoview, NH 60428",New Jeffreymouth,Land,1948351,Available
P00729,"81290 Kramer Drives, Martinland, DC 79196",Port Michaelshire,Land,465053,Sold
P00730,"Unit 9211 Box 6903, DPO AE 22474",Port Emilybury,House,348750,Available
P00731,"8207 Hicks Valleys Apt. 128, Brittanyside, MH 34582",Rachelland,Condo,377174,Rented
P00732,"6863 Ronald Parkway, Wisehaven, FL 08574",New Andrea,House,1509446,Sold
P00733,"79323 Kevin Mission Apt. 496, North Alan, MT 60378",Harrisonburgh,Condo,227648,Rented
P00734,"3877 Smith Views Suite 609, Villegasport, ID 07228",East Ashley,Land,657473,Available
P00735,"9368 Suarez Divide Suite 680, Meganton, SC 85398",New Joestad,Condo,782159,Sold
P00736,"18748 Erika Lane, Port Jerryshire, FM 38483",South Timothyton,Land,1929242,Sold
P00737,"475 James Creek Apt. 841, Raymondstad, NJ 54608",Port Richard,House,552327,Rented
P00738,"6124 Wu Plaza, Lake Laurafurt, RI 32951",Ericksonmouth,Condo,840996,Sold
P00739,"USNS Johnson, FPO AP 31724",West Sharonhaven,Apartment,1314415,Rented
P00740,"71931 Lambert Lodge Suite 363, Lake Ashley, WV 68642",North Dustin,Condo,366322,Available
P00741,"17276 Douglas Throughway Apt. 465, Gloriaberg, OH 83389",Lake Markhaven,House,1068383,Sold
P00742,"7324 Scott Summit, Dawnchester, IN 97998",New Christiebury,House,756167,Rented
P00743,"83370 Buchanan Islands Suite 914, Port Julieshire, WA 18027",East Maryport,Apartment,427589,Rented
P00744,"79299 Edwards Lodge, Shelbyfort, GU 45684",North Jessica,House,1729772,Rented
P00745,"567 Porter Divide, East Thomas, NV 75062",Lake Michaelburgh,House,1926630,Sold
P00746,"164 Nathan Heights, South Daniel, WV 05236",Mcknightbury,Condo,1026071,Available
P00747,"6922 Frederick Ville Suite 450, Markchester, MO 50218",North Caseyfort,Land,1901781,Rented
P00748,"4457 Adam Route Apt. 415, Jessicashire, WA 25066",Carrmouth,Apartment,701200,Rented
P00749,"404 Amanda Shoals Suite 788, East Keithmouth, NY 37987",East William,Land,1746518,Available
P00750,"702 Fisher Dale, South Matthew, IN 07808",New Alanhaven,House,283791,Sold
P00751,"1930 Charles Expressway Suite 029, North Eugene, CA 87394",North Mary,Apartment,1785983,Sold
P00752,"012 Alexander Ranch Apt. 799, East Heatherville, MO 27625",New Kellytown,Apartment,1011314,Rented
P00753,"56937 Rachel Light Apt. 589, Port Kathy, NE 37290",Elizabethside,Land,566410,Sold
P00754,"PSC 9220, Box 2206, APO AA 91782",Port Nicole,Land,1106770,Sold
P00755,"USS Davies, FPO AP 37544",North Paulbury,House,393432,Rented
P00756,"42816 Bates Creek, West Markport, VT 59447",Staffordborough,House,1948041,Sold
P00757,"0706 Douglas Tunnel, North Kennethland, AL 63523",Fosterstad,Condo,801929,Sold
P00758,"25577 Hernandez Islands, South Audreyhaven, MT 06456",Herreraville,Condo,1891473,Rented
P00759,"239 Morgan Ferry Apt. 978, Lake Christian, WA 37549",Cassandraland,Condo,1826529,Available
P00760,"94105 Jamie River, North Sean, WI 79755",Tracyfurt,Land,1887923,Available
P00761,"49021 Vanessa Spur Suite 696, Woodsview, CT 94498",West Alanland,House,235810,Sold
P00762,"401 Buck Walk Apt. 329, West Grace, MP 57157",East Bradley,Condo,376535,Available
P00763,"370 Taylor Pine Apt. 884, Blanchardshire, MA 31447",Lake Jenniferton,Condo,1243098,Available
P00764,"04664 Travis Points Suite 434, North Christopher, MH 96116",North Scottstad,Condo,1440413,Sold
P00765,"USS Davenport, FPO AA 01155",Malonefurt,Land,526180,Rented
P00766,"85177 Gregory Gateway, South Katherine, VT 46867",Ryanton,Apartment,120061,Rented
P00767,"970 Klein Streets Suite 354, South Charles, FL 67345",East Louisview,Apartment,937803,Available
P00768,"52879 Mccarthy Land, Penaville, OH 23038",Anthonyberg,Apartment,1239854,Rented
P00769,"95319 Freeman Roads, Yuville, VI 12234",Amandahaven,Apartment,1492642,Available
P00770,"035 Kelly Passage, Graybury, WI 35163",Brianfort,Condo,1555924,Sold
P00771,"USCGC Hall, FPO AE 16680",West Mitchellburgh,Apartment,449885,Available
P00772,"USNS Hughes, FPO AE 22238",Danielberg,House,829886,Sold
P00773,"15295 David Center, South Sheilaton, AR 07853",West Matthew,House,1545251,Available
P00774,"86117 Webster Drives Apt. 053, North Rachel, DC 61675",New Jeremiahshire,Land,1677851,Sold
P00775,"11179 Jones Parks, Nicolestad, SD 60403",Thomastown,House,678648,Sold
P00776,"516 Lauren Track, Port Nicholas, PA 26253",South Carolynberg,Apartment,116380,Rented
P00777,"356 Kent Bypass, Teresatown, FL 52704",East Katieside,House,1404602,Sold
P00778,"Unit 5817 Box 3455, DPO AE 40218",Nelsonstad,Condo,540102,Rented
P00779,"848 Castillo Pass, Travisborough, KY 15791",Theresafurt,Apartment,793722,Rented
P00780,"339 White Expressway, Gonzalezborough, NH 85083",East Laurenport,Condo,1548863,Available
P00781,"39836 Jane Junction Suite 160, East Mariomouth, LA 69501",Jerryberg,Land,719222,Available
P00782,"79840 Nicole Camp Suite 932, Mejiaberg, ME 39753",Lake Sylviaton,Apartment,542684,Sold
P00783,"Unit 7695 Box 8966, DPO AP 97739",Bauerborough,Land,1175102,Rented
P00784,"03811 Douglas Road Apt. 398, East Kyleton, FM 04248",North Danielshire,Condo,970749,Rented
P00785,"95600 Jackson Coves, Geraldchester, PR 50926",Ibarraburgh,Land,108922,Rented
P00786,"599 Davis Loop, Jenniferville, IL 95556",Kaneport,Land,719390,Available
P00787,"6605 Davies Spur Apt. 021, North Robert, MP 62039",Jimmyhaven,House,1793269,Sold
P00788,"66735 Fuller Road, Mooreberg, SD 66193",Port David,House,1738237,Sold
P00789,"2830 Mcbride Run Apt. 234, South Charlestown, WY 22735",Eugenefort,Land,1100363,Available
P00790,"67228 Jeffrey Valley, New Brenda, SC 03274",North Nicole,House,1668783,Rented
P00791,"179 Lisa Vista Apt. 640, East Sandra, WI 19473",North Sonyaburgh,Land,1976604,Sold
P00792,"406 Kristin Roads Apt. 990, New Gregory, DE 59355",West Julie,Condo,340755,Rented
P00793,"4416 Glenn Inlet Apt. 479, North Patriciaside, CO 91804",West Michaelmouth,House,1582125,Available
P00794,"15844 Gill Hill Suite 438, New Thomas, TN 11080",Port Zachary,House,1385814,Sold
P00795,"3683 Jimmy Estate, North Amy, ND 11887",Robertsshire,House,1531233,Sold
P00796,"45756 Mills Brooks Suite 532, Mercermouth, MA 28287",Lake Jimmyview,Apartment,1327191,Rented
P00797,"6243 Megan Turnpike, Port Johnbury, PW 09539",North Brendaberg,Condo,924410,Sold
P00798,"USNS Brown, FPO AE 32799",Whiteberg,Apartment,454711,Sold
P00799,"2788 Boyer Forge Apt. 939, Stricklandborough, MP 73855",Nashburgh,House,860185,Sold
P00800,"80384 Kenneth Isle, Nataliechester, MD 70774",South Laura,House,1821780,Sold
P00801,"9460 Mitchell Walk, Davisburgh, FM 39749",Jenniferchester,Apartment,1035266,Available
P00802,"6112 Angela Junction Apt. 312, Melindaton, SC 06316",Ryanhaven,House,207599,Rented
P00803,"Unit 8277 Box 1048, DPO AP 31556",Phillipchester,House,1581014,Sold
P00804,"282 Katrina Cliffs, Lake Susanchester, NE 65745",Leefort,House,1912748,Sold
P00805,"88440 Thompson Camp Suite 077, Teresabury, NM 60311",Cantrellside,House,1866674,Available
P00806,"863 Hanson Grove Suite 825, Georgeville, VA 92889",Danielport,Condo,339312,Rented
P00807,"31519 Greer Glen Apt. 718, Hayneschester, AR 88495",Nicholasmouth,Apartment,873444,Rented
P00808,"15643 Julie Extension Suite 426, Lake Nicole, MI 90215",East Billy,House,582842,Sold
P00809,"9420 Michael Spur Apt. 712, Lake Dana, UT 91919",Kellyburgh,Condo,998932,Sold
P00810,"6591 Allison Extension, South Matthew, PW 30136",New Eugeneview,Condo,1027792,Available
P00811,"5917 Johnson Mission, Reedport, VI 69390",Angelafort,House,851495,Sold
P00812,"48448 Diane Drives Apt. 132, South Sandramouth, OH 21769",New Matthew,Land,1319218,Rented
P00813,"753 Whitney Court, Emilyfort, CA 61508",Luceroland,Apartment,965757,Available
P00814,"967 Hall Bypass Apt. 741, Port Johnburgh, NY 09522",Tiffanyport,Land,1601409,Rented
P00815,"78123 Matthew Vista, Gilbertmouth, MN 32665",South Yolandaside,Condo,1354319,Available
P00816,"032 Erin Parkways, Ashleymouth, PR 15719",Martinezmouth,House,356851,Sold
P00817,"014 Mccarty Summit Suite 498, New Williamfurt, DC 14923",Joshuaview,Condo,844662,Available
P00818,"8932 Raymond Shore, East Judychester, IN 22747",Anthonyview,House,1978025,Sold
P00819,"459 Graves Lock Suite 661, Lake Stevenborough, AS 00794",Torresshire,House,767097,Available
P00820,"639 Heather Ford, Nataliestad, NV 45635",Charlesshire,Land,419729,Rented
P00821,"0565 Ortiz Brooks Suite 752, Maciasshire, WA 05647",Christopherhaven,House,1364776,Available
P00822,"83758 Jones Course, Bartonland, WV 03511",Frankborough,Condo,1565532,Rented
P00823,"54053 Grace Roads, Jacobtown, PR 44933",West Jessicaview,Land,1117540,Sold
P00824,"79641 Patterson Green, North Bianca, RI 95423",Edwardburgh,Land,815883,Available
P00825,"9409 Butler Circle, Williamsstad, MI 61054",Port Patrickborough,Condo,1681213,Sold
P00826,"155 Blake Spur, Jacobsonmouth, KY 82455",Baxterberg,Apartment,1711872,Available
P00827,"7373 Dylan Knoll, Longtown, NM 86887",Port Dakota,Condo,1626463,Available
P00828,"35169 Simmons Spring, Lake Ambermouth, RI 76096",South Brandon,Apartment,209163,Available
P00829,"093 Jonathan Ranch, West Dominiqueburgh, HI 82034",Hannahburgh,Condo,354878,Rented
P00830,"073 Bryan Avenue, East Lisa, WA 31337",South Travis,Condo,159779,Rented
P00831,"68708 Burke Ridge Apt. 965, New Kathrynton, NV 16537",Lake Amyberg,Condo,243591,Rented
P00832,"2952 Robert Parks, Johnborough, VI 84004",East Elizabethhaven,Condo,555481,Rented
P00833,"28133 Gonzales Lodge, Austintown, NE 26597",Lake Melissa,Apartment,1718537,Available
P00834,"034 Yolanda Via, Dianemouth, WA 07874",West Angelafurt,Condo,1142874,Available
P00835,"57922 Browning Trail Suite 728, Shannonberg, VI 65225",North Randall,House,1146249,Sold
P00836,"5907 Kyle Gardens Apt. 068, South Tanner, ID 72390",North Patrick,Apartment,184987,Sold
P00837,"591 Mack Circle Suite 581, South Danielle, MN 15474",Angelamouth,House,757287,Available
P00838,"515 Amy Loop, Port Andrea, RI 85739",East Danaside,House,1703755,Rented
P00839,"252 Le Cape, Thomasburgh, WY 09057",East Sharonfort,Condo,395793,Sold
P00840,"18166 Melissa Station, Williamtown, PR 90612",North Pamelachester,Apartment,1291904,Rented
P00841,"22383 Devon Ways Suite 437, Bryanchester, PR 26975",South Melindahaven,Land,956240,Available
P00842,"37511 Aaron Branch, Hughesborough, NJ 80729",Seanburgh,Apartment,536126,Available
P00843,"0499 Mcintyre Cove Apt. 434, Norrisshire, MS 03334",Marybury,Condo,412591,Sold
P00844,"053 Pittman Bridge Apt. 624, Cooperfurt, RI 33145",Melissaview,Apartment,1023751,Rented
P00845,"58373 Tina Pass Suite 177, Nataliefurt, SC 64436",West Danielside,Land,1903948,Rented
P00846,"60531 Scott Pass, Chenview, HI 01589",Ryanside,Land,482719,Available
P00847,"27776 Drake Shores, Hebertbury, WY 40778",Port Jeffrey,Condo,637147,Rented
P00848,"83802 Parks Crest, Timothyland, WV 72046",Port Erikashire,Land,1255464,Sold
P00849,"Unit 6762 Box 3533, DPO AA 81830",West Victoriaburgh,Land,758446,Available
P00850,"8319 Watson Ports Apt. 662, Port Dennis, WY 72058",Mooreburgh,Apartment,1461642,Sold
P00851,"PSC 9651, Box 3809, APO AA 32181",Doyleburgh,Condo,1997291,Rented
P00852,"PSC 1746, Box 7169, APO AE 60785",Lawrenceland,House,1389723,Available
P00853,"87180 Higgins Crescent, North Daniellemouth, PR 22969",Russellside,Apartment,169418,Rented
P00854,"27636 Kirk Place, Lake Jordan, OH 78586",East Kathrynbury,Apartment,1707196,Available
P00855,"USCGC Russell, FPO AE 47432",West Michelle,Land,740776,Rented
P00856,"95246 Alyssa Skyway Apt. 377, Williamsborough, ID 02365",Rhodesfort,Condo,1296412,Available
P00857,"4804 Joseph Road Suite 135, South Josephberg, ND 89760",Williamburgh,Condo,1940971,Sold
P00858,"905 Phillips Underpass, East Patrickbury, AL 90003",Clarkemouth,Land,175226,Available
P00859,"85594 Albert Ports Suite 318, Emilymouth, KY 10327",Leonville,Apartment,1614312,Rented
P00860,"8576 Paula Camp Suite 639, Sarahchester, NV 76580",Jamesshire,House,1791554,Available
P00861,"28836 Jillian Coves, Cesarbury, WA 09187",North Meganchester,Land,1851567,Available
P00862,"71502 Wanda Estates, Petersmouth, VI 54893",Lake John,Apartment,480982,Rented
P00863,"62410 Crystal Green Suite 381, North Brenda, MS 42809",West Renee,Land,1860525,Rented
P00864,"58868 Christopher Crest Apt. 541, New Bradview, NC 16929",Jacksonstad,Land,1487103,Sold
P00865,"94400 Thornton Walks, Port Michael, OH 06916",North Josephside,Condo,1993555,Sold
P00866,"Unit 1807 Box 5204, DPO AE 01931",West Kathleenland,Apartment,241975,Rented
P00867,"PSC 0541, Box 7538, APO AE 52317",Rodneyview,Condo,1888322,Rented
P00868,"0970 William Street Apt. 137, Port Williamland, FL 30131",East Tiffany,Land,1210419,Sold
P00869,"7273 Katrina Lodge Suite 038, North Crystal, VA 20927",Lloydstad,Apartment,397657,Sold
P00870,"00243 Amy Lodge, Wisechester, CT 38852",Candacemouth,Condo,1238138,Sold
P00871,"21330 Lawrence Center, Raymondburgh, DC 13365",Shortfort,House,1947906,Sold
