bookingID,guestID,roomID,checkIn,checkOut,status
B12021,G01852,R0880,2024-01-11,2024-01-11,Checked In
B12022,G01612,R0470,2023-12-04,2023-12-04,Confirmed
B12023,G00705,R0539,2025-02-18,,Checked Out
B12024,G01197,R0132,2023-06-22,2023-06-22,Confirmed
B12025,G01307,R0265,2025-01-14,2025-01-14,Confirmed
B12026,G00080,R0941,2024-06-03,2024-06-03,Confirmed
B12027,G00613,R0565,2025-01-07,,Confirmed
B12028,G01602,R0181,2025-04-14,,Cancelled
B12029,G00759,R0683,2023-07-02,2023-07-02,Checked Out
B12030,G00446,R0394,2024-09-02,2024-09-02,Checked In
B12031,G00289,R0083,2023-08-07,2023-08-07,Checked Out
B12032,G00490,R0767,2025-03-13,2025-03-13,Cancelled
B12033,G00940,R0047,2025-06-18,,Checked Out
B12034,G00928,R0465,2024-10-25,2024-10-25,Checked In
B12035,G01690,R0616,2023-07-09,2023-07-09,Confirmed
B12036,G01911,R0160,2024-03-20,2024-03-20,Cancelled
B12037,G00373,R0018,2025-03-10,2025-03-10,Checked Out
B12038,G01755,R0004,2025-06-15,,Cancelled
B12039,G01657,R0988,2024-11-17,2024-11-17,Checked In
B12040,G01908,R0769,2025-02-13,2025-02-13,Confirmed
B12041,G00795,R0085,2024-05-30,2024-05-30,Cancelled
B12042,G00195,R0814,2024-11-01,2024-11-01,Cancelled
B12043,G01965,R0659,2023-08-10,2023-08-10,Checked Out
B12044,G01143,R0934,2024-10-04,2024-10-04,Checked In
B12045,G00262,R0462,2025-01-08,2025-01-08,Confirmed
B12046,G00510,R0713,2025-03-24,2025-03-24,Cancelled
B12047,G00989,R0421,2025-05-08,2025-05-08,Confirmed
B12048,G01181,R0530,2023-11-30,2023-11-30,Checked Out
B12049,G01296,R0147,2025-02-10,2025-02-10,Cancelled
B12050,G00751,R0246,2024-11-14,2024-11-14,Confirmed
B12051,G00928,R0605,2023-06-26,2023-06-26,Checked Out
B12052,G00071,R0163,2024-12-23,2024-12-23,Checked Out
B12053,G00686,R0066,2025-03-15,2025-03-15,Confirmed
B12054,G01386,R0088,2023-10-05,2023-10-05,Confirmed
B12055,G00227,R0353,2023-08-26,,Cancelled
B12056,G01696,R0253,2025-06-07,2025-06-07,Checked In
B12057,G01012,R0815,2025-03-11,,Checked In
B12058,G00453,R0189,2024-11-27,2024-11-27,Checked Out
B12059,G01670,R0016,2023-09-18,2023-09-18,Checked Out
B12060,G00126,R0764,2024-02-21,2024-02-21,Cancelled
B12061,G01557,R0115,2024-05-06,2024-05-06,Checked Out
B12062,G01834,R0688,2025-01-15,2025-01-15,Checked Out
B12063,G01480,R0265,2024-03-07,2024-03-07,Confirmed
B12064,G01846,R0254,2024-08-17,,Cancelled
B12065,G00900,R0302,2024-10-11,2024-10-11,Cancelled
B12066,G00486,R0240,2023-08-30,2023-08-30,Checked Out
B12067,G00024,R0946,2023-10-25,2023-10-25,Checked In
B12068,G01361,R0428,2023-09-07,2023-09-07,Checked Out
B12069,G00426,R0726,2025-02-22,2025-02-22,Cancelled
B12070,G00769,R0650,2025-03-30,2025-03-30,Cancelled
B12071,G00027,R0098,2025-03-12,2025-03-12,Confirmed
B12072,G01430,R0687,2024-11-20,2024-11-20,Cancelled
B12073,G00655,R0958,2024-11-20,2024-11-20,Cancelled
B12074,G00816,R0236,2025-06-06,2025-06-06,Confirmed
B12075,G01148,R0520,2024-11-19,,Cancelled
B12076,G00369,R0206,2023-09-13,2023-09-13,Cancelled
B12077,G00611,R0744,2025-03-23,2025-03-23,Checked Out
B12078,G00002,R0979,2025-02-18,2025-02-18,Checked Out
B12079,G01822,R0929,2025-03-23,2025-03-23,Checked Out
B12080,G01253,R0747,2024-11-14,2024-11-14,Checked In
B12081,G01368,R0940,2024-01-18,2024-01-18,Checked In
B12082,G00309,R0738,2024-02-22,2024-02-22,Checked Out
B12083,G00666,R0735,2024-02-27,,Confirmed
B12084,G00339,R0737,2025-06-16,2025-06-16,Checked In
B12085,G00535,R0956,2025-02-03,2025-02-03,Confirmed
B12086,G01331,R0677,2023-11-26,2023-11-26,Cancelled
B12087,G01092,R0282,2023-08-09,2023-08-09,Confirmed
B12088,G00190,R0450,2023-12-24,2023-12-24,Cancelled
B12089,G01349,R0984,2024-04-28,2024-04-28,Cancelled
B12090,G00231,R0137,2024-10-13,,Checked In
B12091,G01869,R0274,2023-07-09,2023-07-09,Cancelled
B12092,G00868,R0037,2024-12-15,2024-12-15,Cancelled
B12093,G01169,R0754,2025-02-26,2025-02-26,Checked Out
B12094,G01786,R0686,2024-12-04,2024-12-04,Confirmed
B12095,G01323,R0931,2025-05-28,,Confirmed
B12096,G00292,R0023,2024-05-17,2024-05-17,Confirmed
B12097,G00860,R0320,2024-09-01,2024-09-01,Checked In
B12098,G00465,R0699,2023-12-07,2023-12-07,Checked In
B12099,G01209,R0459,2024-04-05,,Cancelled
B12100,G00655,R0891,2024-10-13,2024-10-13,Checked In
B12101,G01219,R0290,2025-06-08,2025-06-08,Cancelled
B12102,G01832,R0141,2024-08-11,2024-08-11,Cancelled
B12103,G01580,R0135,2024-08-18,2024-08-18,Checked In
B12104,G00256,R0034,2023-09-22,2023-09-22,Checked Out
B12105,G01559,R0640,2025-04-30,2025-04-30,Confirmed
B12106,G01546,R0055,2025-01-08,2025-01-08,Cancelled
B12107,G00486,R0480,2024-06-26,2024-06-26,Checked In
B12108,G00655,R0220,2023-08-21,2023-08-21,Checked In
B12109,G01978,R0945,2023-06-25,2023-06-25,Confirmed
B12110,G00051,R0340,2023-08-02,2023-08-02,Checked Out
B12111,G01001,R0455,2024-08-23,,Checked Out
B12112,G01279,R0589,2023-11-16,2023-11-16,Checked In
B12113,G00333,R0093,2025-06-03,2025-06-03,Cancelled
B12114,G01357,R0921,2024-03-05,2024-03-05,Confirmed
B12115,G00088,R0395,2024-07-04,2024-07-04,Checked Out
B12116,G00966,R0734,2024-02-01,2024-02-01,Checked Out
B12117,G00264,R0244,2023-07-15,2023-07-15,Confirmed
B12118,G00053,R0144,2023-08-19,2023-08-19,Checked Out
B12119,G01795,R0455,2023-07-19,2023-07-19,Confirmed
B12120,G01458,R0944,2024-12-11,2024-12-11,Checked In
B12121,G01178,R0106,2024-08-26,,Confirmed
B12122,G00561,R0462,2024-09-02,2024-09-02,Cancelled
B12123,G01511,R0593,2024-11-11,,Checked In
B12124,G00068,R0953,2024-07-11,,Checked In
B12125,G00892,R0868,2025-05-17,,Confirmed
B12126,G00938,R0687,2024-10-22,2024-10-22,Checked Out
B12127,G01608,R0587,2023-07-23,2023-07-23,Checked Out
B12128,G00267,R0124,2025-03-22,2025-03-22,Checked In
B12129,G00495,R0732,2024-07-26,2024-07-26,Checked Out
B12130,G01582,R0626,2025-03-07,2025-03-07,Checked Out
B12131,G01172,R0174,2024-08-09,2024-08-09,Checked In
B12132,G00538,R0263,2024-10-02,2024-10-02,Cancelled
B12133,G00958,R0144,2024-12-15,2024-12-15,Checked In
B12134,G00077,R0320,2024-10-27,2024-10-27,Cancelled
B12135,G01305,R0949,2023-06-21,2023-06-21,Confirmed
B12136,G00858,R0720,2023-10-14,2023-10-14,Cancelled
B12137,G01301,R0032,2024-02-26,,Checked In
B12138,G00443,R0271,2024-07-02,2024-07-02,Confirmed
B12139,G00855,R0576,2023-12-16,2023-12-16,Confirmed
B12140,G01363,R0587,2024-01-22,,Checked Out
B12141,G00199,R0089,2024-07-21,2024-07-21,Confirmed
B12142,G00252,R0363,2024-02-12,2024-02-12,Checked Out
B12143,G00069,R0863,2023-08-04,2023-08-04,Checked Out
B12144,G01811,R0622,2024-03-09,,Confirmed
B12145,G00934,R0851,2023-11-03,2023-11-03,Confirmed
B12146,G00160,R0802,2025-05-08,2025-05-08,Confirmed
B12147,G00585,R0931,2024-12-10,2024-12-10,Checked Out
B12148,G01793,R0668,2023-06-27,2023-06-27,Checked In
B12149,G00432,R0856,2023-09-03,,Confirmed
B12150,G00821,R0063,2023-12-25,2023-12-25,Confirmed
B12151,G00981,R0284,2024-11-24,2024-11-24,Cancelled
B12152,G01732,R0141,2025-02-04,2025-02-04,Confirmed
B12153,G01339,R0719,2025-05-13,2025-05-13,Checked In
B12154,G01636,R0371,2024-06-03,2024-06-03,Confirmed
B12155,G00020,R0966,2024-01-12,2024-01-12,Cancelled
B12156,G01757,R0275,2024-10-12,2024-10-12,Cancelled
B12157,G00906,R0886,2023-08-06,2023-08-06,Checked In
B12158,G01097,R0479,2025-03-02,,Cancelled
B12159,G01786,R0847,2023-09-26,2023-09-26,Checked In
B12160,G01884,R0462,2023-08-20,2023-08-20,Checked In
B12161,G00826,R0999,2024-06-08,2024-06-08,Checked In
B12162,G00095,R0215,2023-12-06,,Checked Out
B12163,G00342,R0681,2025-02-22,2025-02-22,Checked Out
B12164,G00506,R0740,2023-09-25,2023-09-25,Confirmed
B12165,G01060,R0349,2023-11-24,2023-11-24,Checked In
B12166,G01670,R0779,2023-07-22,2023-07-22,Checked Out
B12167,G01698,R0023,2025-04-06,2025-04-06,Checked Out
B12168,G01394,R0657,2025-03-10,2025-03-10,Cancelled
B12169,G01872,R0709,2023-11-29,2023-11-29,Checked In
B12170,G01727,R0684,2023-12-02,2023-12-02,Cancelled
B12171,G01643,R0936,2024-07-03,,Confirmed
B12172,G01030,R0147,2023-07-07,2023-07-07,Confirmed
B12173,G01093,R0597,2024-10-05,2024-10-05,Checked In
B12174,G01279,R0191,2024-01-08,2024-01-08,Cancelled
B12175,G00008,R0060,2023-08-02,2023-08-02,Checked Out
B12176,G00385,R0951,2023-11-28,2023-11-28,Confirmed
B12177,G00527,R0137,2024-10-09,2024-10-09,Cancelled
B12178,G01234,R0466,2024-07-15,2024-07-15,Checked In
B12179,G00226,R0764,2024-07-08,2024-07-08,Cancelled
B12180,G00887,R0461,2023-06-29,,Checked Out
B12181,G00097,R0628,2024-12-17,2024-12-17,Cancelled
B12182,G00714,R0953,2024-12-26,2024-12-26,Cancelled
B12183,G00470,R0790,2023-12-31,2023-12-31,Checked In
B12184,G01401,R0106,2024-03-06,2024-03-06,Checked In
B12185,G00072,R0703,2024-12-12,2024-12-12,Checked Out
B12186,G00472,R0466,2023-07-12,2023-07-12,Cancelled
B12187,G00992,R0462,2025-05-06,2025-05-06,Checked Out
B12188,G00975,R0002,2025-01-19,2025-01-19,Checked In
B12189,G00645,R0738,2024-06-18,2024-06-18,Cancelled
B12190,G01670,R0325,2024-03-25,2024-03-25,Checked In
B12191,G01583,R0343,2024-01-02,2024-01-02,Checked Out
B12192,G00084,R0457,2024-10-20,2024-10-20,Cancelled
B12193,G00279,R0277,2023-06-19,2023-06-19,Checked Out
B12194,G00395,R0185,2023-09-12,,Cancelled
B12195,G01464,R0631,2025-01-10,2025-01-10,Checked In
B12196,G00775,R0158,2025-01-16,2025-01-16,Cancelled
B12197,G01821,R0358,2024-03-26,,Confirmed
B12198,G01620,R0628,2025-01-26,2025-01-26,Checked In
B12199,G00786,R0200,2024-11-26,2024-11-26,Checked In
B12200,G01277,R0967,2025-03-13,,Checked In
B12201,G00306,R0639,2025-06-15,,Checked Out
B12202,G00350,R0768,2025-03-11,2025-03-11,Cancelled
B12203,G00856,R0642,2024-10-17,2024-10-17,Cancelled
B12204,G00779,R0496,2024-10-05,,Checked Out
B12205,G01177,R0044,2024-08-13,,Cancelled
B12206,G01864,R0879,2023-08-19,2023-08-19,Checked Out
B12207,G00314,R0489,2024-09-24,2024-09-24,Checked Out
B12208,G00384,R0499,2023-12-06,2023-12-06,Cancelled
B12209,G01328,R0627,2025-04-26,2025-04-26,Checked Out
B12210,G01836,R0639,2024-01-30,2024-01-30,Confirmed
B12211,G00311,R0576,2025-05-14,2025-05-14,Cancelled
B12212,G00782,R0635,2024-08-04,2024-08-04,Checked In
B12213,G01078,R0070,2024-01-26,2024-01-26,Checked Out
B12214,G00022,R0618,2025-01-19,,Checked Out
B12215,G00674,R0737,2024-09-18,2024-09-18,Checked In
B12216,G00195,R0988,2024-05-07,2024-05-07,Checked In
B12217,G00141,R0456,2023-12-05,,Confirmed
B12218,G00691,R0809,2023-07-21,2023-07-21,Checked In
B12219,G00839,R0600,2023-11-20,,Checked Out
B12220,G00958,R0202,2024-10-12,2024-10-12,Cancelled
B12221,G01819,R0982,2023-12-14,2023-12-14,Checked Out
B12222,G01543,R0291,2025-02-16,,Checked Out
B12223,G01074,R0668,2024-08-07,,Checked Out
B12224,G00617,R0981,2024-08-16,,Checked Out
B12225,G01535,R0032,2023-06-20,2023-06-20,Confirmed
B12226,G01026,R0428,2024-06-11,2024-06-11,Checked In
B12227,G00374,R0315,2024-11-08,2024-11-08,Checked In
B12228,G00054,R0180,2024-08-08,2024-08-08,Cancelled
B12229,G00449,R0252,2024-01-27,2024-01-27,Cancelled
B12230,G00419,R0206,2024-05-29,2024-05-29,Checked In
B12231,G00684,R0279,2023-09-09,2023-09-09,Checked In
B12232,G01027,R0465,2024-11-10,2024-11-10,Confirmed
B12233,G01095,R0252,2024-06-03,2024-06-03,Checked Out
B12234,G00316,R0364,2024-05-14,,Confirmed
B12235,G00858,R0275,2023-09-27,,Confirmed
B12236,G01996,R0167,2023-06-29,2023-06-29,Checked In
B12237,G00553,R0684,2024-05-18,2024-05-18,Checked In
B12238,G00136,R0636,2023-11-03,2023-11-03,Checked Out
B12239,G00226,R0061,2025-04-10,2025-04-10,Confirmed
B12240,G00041,R0134,2025-05-16,2025-05-16,Confirmed
B12241,G00896,R0611,2025-06-17,2025-06-17,Cancelled
B12242,G00602,R0669,2024-06-07,2024-06-07,Cancelled
B12243,G01934,R0287,2024-03-12,2024-03-12,Checked In
B12244,G00136,R0588,2024-10-06,2024-10-06,Cancelled
B12245,G00409,R0219,2024-08-04,2024-08-04,Cancelled
B12246,G01883,R0269,2023-09-17,2023-09-17,Confirmed
B12247,G00844,R0292,2024-10-29,,Checked Out
B12248,G01931,R0140,2023-07-01,2023-07-01,Confirmed
B12249,G00686,R0853,2025-03-24,2025-03-24,Confirmed
B12250,G01638,R0932,2023-11-24,2023-11-24,Checked In
B12251,G00546,R0739,2023-12-05,2023-12-05,Confirmed
B12252,G00914,R0290,2024-04-29,2024-04-29,Confirmed
B12253,G00236,R0379,2024-03-15,2024-03-15,Checked Out
B12254,G00059,R0320,2025-01-18,2025-01-18,Confirmed
B12255,G01630,R0361,2023-08-12,,Checked Out
B12256,G00769,R0207,2024-04-05,,Checked Out
B12257,G00991,R0208,2023-11-30,2023-11-30,Checked In
B12258,G01193,R0130,2024-01-06,2024-01-06,Checked In
B12259,G00320,R0266,2023-08-17,2023-08-17,Checked In
B12260,G01512,R0930,2023-10-16,2023-10-16,Confirmed
B12261,G00265,R0581,2024-05-26,,Cancelled
B12262,G00553,R0530,2024-12-27,2024-12-27,Checked Out
B12263,G00784,R0938,2024-10-06,2024-10-06,Checked Out
B12264,G00515,R0588,2024-10-21,2024-10-21,Cancelled
B12265,G00471,R0059,2025-01-08,2025-01-08,Confirmed
B12266,G01065,R0219,2024-08-14,2024-08-14,Confirmed
B12267,G00012,R0037,2024-08-24,2024-08-24,Checked In
B12268,G01487,R0413,2025-03-14,2025-03-14,Checked In
B12269,G01459,R0257,2024-02-25,2024-02-25,Checked Out
B12270,G01277,R0395,2025-04-29,2025-04-29,Checked In
B12271,G01442,R0675,2023-10-19,2023-10-19,Checked Out
B12272,G01051,R0424,2024-01-30,2024-01-30,Checked In
B12273,G01754,R0790,2024-08-14,2024-08-14,Checked Out
B12274,G01822,R0786,2025-04-25,,Cancelled
B12275,G00662,R0280,2023-12-19,2023-12-19,Cancelled
B12276,G01661,R0820,2023-07-24,2023-07-24,Checked Out
B12277,G00748,R0236,2024-04-27,,Checked Out
B12278,G00245,R0749,2024-06-15,2024-06-15,Confirmed
B12279,G00229,R0256,2024-06-19,,Confirmed
B12280,G01038,R0391,2024-07-08,,Checked Out
B12281,G01760,R0576,2023-07-30,,Checked In
B12282,G01259,R0071,2025-02-20,2025-02-20,Checked Out
B12283,G01411,R0951,2024-07-22,2024-07-22,Confirmed
B12284,G00089,R0744,2025-05-31,2025-05-31,Confirmed
B12285,G01338,R0257,2024-05-24,2024-05-24,Confirmed
B12286,G01942,R0257,2024-01-01,2024-01-01,Checked In
B12287,G01125,R0723,2024-11-19,,Checked Out
B12288,G01473,R0067,2024-12-04,2024-12-04,Confirmed
B12289,G00240,R0836,2025-03-21,,Confirmed
B12290,G00576,R0113,2025-04-11,,Checked Out
B12291,G01815,R0068,2024-10-02,2024-10-02,Confirmed
B12292,G00129,R0353,2024-12-19,2024-12-19,Confirmed
B12293,G01911,R0144,2025-01-06,2025-01-06,Cancelled
B12294,G00997,R0522,2023-07-17,2023-07-17,Checked In
B12295,G01797,R0578,2024-10-16,2024-10-16,Confirmed
B12296,G00714,R0604,2025-05-09,2025-05-09,Checked Out
B12297,G01055,R0084,2023-07-28,2023-07-28,Checked Out
B12298,G00821,R0521,2024-02-11,2024-02-11,Checked Out
B12299,G01287,R0216,2024-06-18,2024-06-18,Checked In
B12300,G00759,R0951,2025-01-06,2025-01-06,Cancelled
B12301,G00691,R0969,2024-06-09,,Checked In
B12302,G00528,R0527,2024-11-26,2024-11-26,Checked Out
B12303,G01130,R0698,2024-03-12,2024-03-12,Checked Out
B12304,G01825,R0480,2023-11-19,2023-11-19,Checked In
B12305,G01787,R0760,2023-06-24,2023-06-24,Cancelled
B12306,G01300,R0176,2024-06-13,2024-06-13,Cancelled
B12307,G00111,R0223,2025-06-11,,Cancelled
B12308,G00907,R0445,2024-01-25,,Confirmed
B12309,G01585,R0036,2024-11-17,2024-11-17,Checked In
B12310,G01688,R0513,2023-10-08,,Checked Out
B12311,G01953,R0963,2025-03-15,,Confirmed
B12312,G00246,R0454,2024-11-06,,Cancelled
B12313,G01439,R0058,2025-04-03,2025-04-03,Checked In
B12314,G01134,R0924,2024-08-07,2024-08-07,Checked In
B12315,G00644,R0446,2023-10-04,2023-10-04,Cancelled
B12316,G00235,R0073,2025-02-21,2025-02-21,Cancelled
B12317,G01140,R0885,2024-04-10,2024-04-10,Checked Out
B12318,G01672,R0126,2025-02-20,2025-02-20,Checked In
B12319,G00038,R0126,2024-02-29,2024-02-29,Checked In
B12320,G01562,R0314,2025-05-16,2025-05-16,Confirmed
B12321,G01517,R0745,2025-01-09,2025-01-09,Checked Out
B12322,G01440,R0707,2023-10-13,2023-10-13,Checked In
B12323,G00442,R0938,2024-01-02,2024-01-02,Confirmed
B12324,G01432,R0633,2024-06-08,,Cancelled
B12325,G01364,R0230,2024-05-26,2024-05-26,Checked Out
B12326,G01490,R0228,2023-08-16,2023-08-16,Checked In
B12327,G00524,R0089,2024-03-12,2024-03-12,Cancelled
B12328,G01729,R0567,2023-10-02,,Confirmed
B12329,G01561,R0049,2023-08-29,2023-08-29,Cancelled
B12330,G01502,R0016,2024-03-06,2024-03-06,Confirmed
B12331,G01602,R0717,2023-12-01,,Confirmed
B12332,G00197,R0097,2024-11-20,2024-11-20,Checked Out
B12333,G01248,R0049,2023-10-05,,Confirmed
B12334,G00142,R0172,2024-10-11,2024-10-11,Checked In
B12335,G00513,R0068,2024-10-09,2024-10-09,Checked Out
B12336,G01986,R0986,2024-11-12,2024-11-12,Checked In
B12337,G01412,R0004,2024-04-05,2024-04-05,Cancelled
B12338,G00360,R0363,2024-01-24,2024-01-24,Checked In
B12339,G00643,R0516,2025-03-07,,Checked Out
B12340,G00694,R0309,2023-06-24,2023-06-24,Checked In
B12341,G00491,R0597,2024-07-07,2024-07-07,Cancelled
B12342,G00145,R0918,2024-01-17,,Cancelled
B12343,G01427,R0880,2025-04-17,,Checked In
B12344,G00825,R0587,2024-01-11,2024-01-11,Checked In
B12345,G00167,R0412,2024-02-23,2024-02-23,Checked In
B12346,G01644,R0477,2024-03-09,2024-03-09,Checked In
B12347,G01171,R0459,2025-04-12,2025-04-12,Checked In
B12348,G00189,R0611,2024-11-15,2024-11-15,Cancelled
B12349,G00148,R0280,2025-02-03,2025-02-03,Checked In
B12350,G01331,R0651,2024-07-21,2024-07-21,Confirmed
B12351,G01690,R0724,2024-11-05,,Cancelled
B12352,G01880,R0433,2024-07-20,2024-07-20,Cancelled
B12353,G01888,R0688,2024-08-24,2024-08-24,Cancelled
B12354,G00920,R0955,2024-09-06,2024-09-06,Checked In
B12355,G00814,R0186,2024-11-06,2024-11-06,Checked In
B12356,G00606,R0141,2025-03-05,2025-03-05,Checked Out
B12357,G00509,R0379,2025-05-26,2025-05-26,Checked Out
B12358,G01038,R0310,2023-12-24,2023-12-24,Cancelled
B12359,G00632,R0985,2023-08-06,2023-08-06,Checked In
B12360,G00273,R0401,2025-02-15,2025-02-15,Checked Out
B12361,G01083,R0386,2024-05-21,2024-05-21,Checked In
B12362,G01541,R0270,2025-02-28,2025-02-28,Checked Out
B12363,G00659,R0074,2024-07-26,2024-07-26,Checked Out
B12364,G00111,R0266,2024-08-16,2024-08-16,Confirmed
B12365,G01405,R0196,2024-10-10,2024-10-10,Checked Out
B12366,G00952,R0929,2025-01-07,2025-01-07,Checked Out
B12367,G01794,R0478,2024-08-24,2024-08-24,Confirmed
B12368,G00158,R0603,2023-11-27,2023-11-27,Cancelled
B12369,G01389,R0874,2025-04-16,,Confirmed
B12370,G00847,R0891,2024-05-11,2024-05-11,Confirmed
B12371,G01608,R0732,2023-11-15,2023-11-15,Confirmed
B12372,G00558,R0954,2025-01-30,2025-01-30,Checked In
B12373,G01407,R0648,2024-09-05,2024-09-05,Confirmed
B12374,G00214,R0862,2024-02-16,2024-02-16,Confirmed
B12375,G00469,R0813,2023-09-02,2023-09-02,Checked Out
B12376,G00935,R0995,2024-04-12,2024-04-12,Cancelled
B12377,G01959,R0029,2024-03-08,2024-03-08,Cancelled
B12378,G01108,R0285,2024-11-07,,Checked Out
B12379,G01132,R0624,2024-06-17,2024-06-17,Cancelled
B12380,G01817,R0922,2024-06-12,2024-06-12,Checked Out
B12381,G00125,R0326,2024-07-24,,Cancelled
B12382,G00112,R0293,2024-08-29,2024-08-29,Cancelled
B12383,G00352,R0801,2023-09-15,,Checked In
B12384,G01735,R0044,2024-08-09,2024-08-09,Cancelled
B12385,G00698,R0168,2025-04-06,2025-04-06,Checked In
B12386,G00693,R0885,2025-04-25,2025-04-25,Confirmed
B12387,G00823,R0200,2023-08-28,2023-08-28,Checked Out
B12388,G01062,R0947,2024-07-28,,Confirmed
B12389,G01053,R0568,2024-02-17,2024-02-17,Confirmed
B12390,G00711,R0962,2025-02-14,2025-02-14,Checked Out
B12391,G01209,R0465,2024-11-02,2024-11-02,Checked In
B12392,G01154,R0115,2023-06-23,2023-06-23,Cancelled
B12393,G01217,R0475,2023-08-19,2023-08-19,Checked Out
B12394,G01054,R0195,2024-02-17,2024-02-17,Checked In
B12395,G00124,R0516,2023-12-19,2023-12-19,Confirmed
B12396,G00175,R0700,2024-01-26,2024-01-26,Cancelled
B12397,G00389,R0266,2024-07-06,2024-07-06,Checked Out
B12398,G01278,R0843,2024-09-05,2024-09-05,Checked In
B12399,G01619,R0638,2025-04-16,,Cancelled
B12400,G00824,R0948,2025-01-06,2025-01-06,Checked In
B12401,G01164,R0011,2025-06-13,2025-06-13,Confirmed
B12402,G01737,R0600,2024-05-27,2024-05-27,Confirmed
B12403,G00982,R0473,2025-05-31,2025-05-31,Checked Out
B12404,G01153,R0362,2024-01-26,2024-01-26,Confirmed
B12405,G01749,R0761,2025-03-27,,Confirmed
B12406,G00186,R0483,2024-12-16,2024-12-16,Confirmed
B12407,G00409,R0825,2025-05-30,,Checked Out
B12408,G01513,R0841,2024-10-10,2024-10-10,Checked Out
B12409,G01174,R0232,2024-12-21,2024-12-21,Checked Out
B12410,G00395,R0207,2024-09-20,2024-09-20,Checked In
B12411,G00279,R0555,2024-07-23,,Confirmed
B12412,G01857,R0606,2025-05-22,2025-05-22,Cancelled
B12413,G01937,R0552,2024-02-22,2024-02-22,Checked In
B12414,G00183,R0922,2024-02-26,2024-02-26,Confirmed
B12415,G00320,R0875,2023-07-30,,Checked Out
B12416,G00557,R0247,2024-07-09,2024-07-09,Checked Out
B12417,G01966,R0729,2023-07-17,2023-07-17,Checked In
B12418,G00896,R0347,2023-11-24,2023-11-24,Confirmed
B12419,G00765,R0312,2024-10-25,2024-10-25,Cancelled
B12420,G01918,R0993,2025-06-12,2025-06-12,Checked In
B12421,G00438,R0225,2024-02-26,,Cancelled
B12422,G00693,R0867,2025-05-28,2025-05-28,Checked In
B12423,G01384,R0199,2023-11-09,2023-11-09,Checked Out
B12424,G00098,R0851,2024-12-16,2024-12-16,Checked Out
B12425,G00792,R0857,2024-09-29,2024-09-29,Confirmed
B12426,G00625,R0623,2025-05-04,2025-05-04,Cancelled
B12427,G01491,R0592,2024-03-20,2024-03-20,Checked Out
B12428,G01924,R0973,2023-12-05,2023-12-05,Confirmed
B12429,G00525,R0594,2024-03-20,,Cancelled
B12430,G00399,R0811,2024-01-15,2024-01-15,Checked Out
B12431,G00382,R0948,2024-02-17,2024-02-17,Checked Out
B12432,G00540,R0178,2024-07-10,2024-07-10,Confirmed
B12433,G01700,R0330,2024-06-18,,Cancelled
B12434,G00752,R0426,2023-11-03,2023-11-03,Checked Out
B12435,G00539,R0858,2023-11-19,2023-11-19,Checked In
B12436,G01964,R0470,2024-02-08,2024-02-08,Confirmed
B12437,G00688,R0765,2024-09-03,2024-09-03,Cancelled
B12438,G00473,R0669,2024-05-18,2024-05-18,Checked Out
B12439,G00286,R0383,2025-04-03,2025-04-03,Checked In
B12440,G00989,R0632,2024-08-22,2024-08-22,Cancelled
B12441,G01516,R0281,2023-07-24,,Cancelled
B12442,G01954,R0881,2024-01-30,2024-01-30,Checked Out
B12443,G00286,R0181,2023-08-30,,Checked In
B12444,G00947,R0899,2025-06-11,2025-06-11,Cancelled
B12445,G01381,R0205,2023-11-29,2023-11-29,Checked Out
B12446,G00211,R0925,2023-11-10,2023-11-10,Confirmed
B12447,G01257,R0142,2025-03-13,,Checked In
B12448,G01417,R0225,2024-09-02,2024-09-02,Confirmed
B12449,G00772,R0281,2024-06-07,2024-06-07,Confirmed
B12450,G01568,R0062,2025-04-25,2025-04-25,Confirmed
B12451,G01700,R0932,2024-10-07,2024-10-07,Checked In
B12452,G01858,R0327,2023-10-27,,Checked In
B12453,G00432,R0705,2024-03-05,2024-03-05,Checked Out
B12454,G00846,R0210,2023-09-18,2023-09-18,Cancelled
B12455,G00908,R0329,2024-05-28,2024-05-28,Checked Out
B12456,G01505,R0801,2024-06-27,,Cancelled
B12457,G01415,R0948,2024-02-15,,Checked In
B12458,G01289,R0096,2023-10-17,2023-10-17,Checked In
B12459,G01106,R0072,2024-11-07,2024-11-07,Cancelled
B12460,G00335,R0879,2024-05-07,,Checked In
B12461,G01587,R0677,2024-03-12,2024-03-12,Confirmed
B12462,G01289,R0604,2024-11-04,,Confirmed
B12463,G01391,R0079,2024-03-16,2024-03-16,Cancelled
B12464,G00165,R0596,2025-03-27,2025-03-27,Confirmed
B12465,G00483,R0320,2025-01-20,2025-01-20,Checked Out
B12466,G00121,R0649,2023-09-13,2023-09-13,Cancelled
B12467,G01521,R0535,2024-03-25,2024-03-25,Checked In
B12468,G01322,R0951,2025-03-06,2025-03-06,Checked In
B12469,G00425,R0842,2023-07-10,,Checked Out
B12470,G00055,R0301,2023-06-25,2023-06-25,Checked Out
B12471,G00601,R0041,2024-12-17,2024-12-17,Checked In
B12472,G01821,R0049,2024-11-01,2024-11-01,Checked In
B12473,G01370,R0381,2024-01-23,2024-01-23,Checked In
B12474,G00116,R0965,2023-10-04,,Confirmed
B12475,G00041,R0072,2024-07-13,2024-07-13,Confirmed
B12476,G00261,R0423,2025-04-11,2025-04-11,Confirmed
B12477,G00200,R0543,2025-06-07,,Cancelled
