serviceID,bookingID,serviceType,amount,date
S21282,B10930,Laundry,338,2025-01-24
S21283,B11754,Spa,192,2024-06-01
S21284,B10436,Laundry,380,2023-08-06
S21285,B10402,Spa,207,2025-05-07
S21286,B11495,Restaurant,237,2024-03-12
S21287,B12135,Spa,216,2024-10-25
S21288,B13631,Spa,128,2023-11-04
S21289,B11223,Spa,285,2024-09-29
S21290,B10737,Restaurant,234,2025-04-14
S21291,B10986,Laundry,422,2023-12-03
S21292,B10863,Restaurant,148,2025-02-28
S21293,B10452,Restaurant,387,2024-06-18
S21294,B13111,Room Service,266,2024-09-05
S21295,B10654,Room Service,70,2024-09-08
S21296,B11772,Restaurant,261,2024-05-06
S21297,B12747,Spa,465,2025-04-27
S21298,B11971,Laundry,14,2023-12-09
S21299,B13192,Restaurant,382,2024-03-16
S21300,B12226,Room Service,115,2023-12-28
S21301,B12007,Spa,485,2024-03-22
S21302,B11966,Room Service,204,2025-06-05
S21303,B11761,Spa,327,2023-12-22
S21304,B12434,Transport,142,2024-06-11
S21305,B10539,Laundry,472,2024-01-22
S21306,B12404,Restaurant,365,2024-08-27
S21307,B11818,Spa,51,2024-10-07
S21308,B13374,Restaurant,471,2023-10-01
S21309,B10006,Laundry,149,2024-10-14
S21310,B13569,Transport,177,2025-06-14
S21311,B12414,Room Service,485,2024-05-26
S21312,B13113,Room Service,294,2024-05-18
S21313,B12138,Spa,171,2024-08-23
S21314,B13947,Restaurant,332,2023-11-30
S21315,B10645,Room Service,480,2025-01-10
S21316,B10253,Spa,483,2024-05-15
S21317,B12753,Room Service,500,2024-11-21
S21318,B11569,Room Service,211,2024-05-29
S21319,B12435,Room Service,88,2024-05-07
S21320,B10010,Transport,156,2023-10-13
S21321,B12861,Restaurant,296,2023-09-25
S21322,B12454,Room Service,172,2024-09-22
S21323,B12847,Laundry,251,2025-02-15
S21324,B12741,Restaurant,403,2024-01-21
S21325,B12575,Restaurant,198,2025-02-08
S21326,B10482,Spa,404,2024-09-29
S21327,B12243,Spa,399,2024-03-29
S21328,B13464,Room Service,386,2024-09-29
S21329,B11402,Room Service,116,2023-07-01
S21330,B12886,Laundry,82,2023-07-12
S21331,B10826,Transport,228,2023-06-19
S21332,B10040,Transport,426,2024-03-12
S21333,B10705,Restaurant,446,2023-09-27
S21334,B11359,Laundry,361,2024-12-18
S21335,B13413,Restaurant,337,2023-09-04
S21336,B13341,Restaurant,11,2024-06-30
S21337,B13779,Room Service,321,2025-01-12
S21338,B10606,Transport,428,2024-09-04
S21339,B13493,Spa,108,2023-12-17
S21340,B10985,Room Service,394,2024-01-27
S21341,B13831,Restaurant,221,2024-01-15
S21342,B11856,Restaurant,249,2025-05-24
S21343,B10222,Laundry,61,2024-05-06
S21344,B12907,Restaurant,156,2025-02-14
S21345,B13031,Laundry,84,2024-06-25
S21346,B12821,Spa,87,2025-06-01
S21347,B13196,Laundry,494,2024-08-17
S21348,B10727,Restaurant,286,2024-11-03
S21349,B12413,Room Service,437,2024-10-16
S21350,B12376,Spa,359,2023-11-25
S21351,B10663,Spa,221,2024-12-26
S21352,B10820,Laundry,63,2024-04-28
S21353,B11401,Restaurant,279,2023-09-05
S21354,B13526,Room Service,416,2024-06-04
S21355,B13664,Restaurant,25,2024-05-27
S21356,B11588,Laundry,300,2024-05-07
S21357,B13458,Spa,397,2023-07-27
S21358,B13892,Spa,360,2024-12-03
S21359,B10922,Transport,23,2024-09-29
S21360,B10051,Laundry,221,2024-01-29
S21361,B12420,Room Service,391,2023-07-15
S21362,B12397,Spa,321,2024-01-26
S21363,B10431,Laundry,378,2023-10-04
S21364,B12027,Restaurant,148,2023-12-31
S21365,B12457,Spa,229,2023-08-31
S21366,B13220,Room Service,454,2024-04-21
S21367,B11337,Laundry,444,2025-05-05
S21368,B12784,Room Service,283,2025-01-14
S21369,B12404,Room Service,138,2025-02-01
S21370,B11970,Transport,101,2023-08-15
S21371,B12416,Spa,337,2024-01-05
S21372,B10333,Transport,421,2024-05-08
S21373,B10913,Room Service,343,2023-12-28
S21374,B10160,Room Service,438,2025-04-29
S21375,B12309,Spa,146,2024-06-03
S21376,B11547,Room Service,168,2024-10-13
S21377,B12073,Room Service,441,2024-03-07
S21378,B13630,Laundry,104,2024-06-21
S21379,B13672,Laundry,126,2024-06-24
S21380,B13909,Spa,242,2025-01-13
S21381,B13239,Restaurant,363,2023-11-20
S21382,B12272,Laundry,283,2024-01-26
S21383,B11655,Laundry,219,2024-03-06
S21384,B13191,Room Service,285,2024-10-27
S21385,B10949,Transport,366,2024-03-20
S21386,B12355,Room Service,358,2024-10-19
S21387,B13772,Laundry,371,2023-09-11
S21388,B10016,Transport,69,2023-08-22
S21389,B10605,Laundry,252,2023-06-21
S21390,B12425,Transport,305,2024-11-28
S21391,B11923,Laundry,12,2024-05-27
S21392,B13175,Laundry,172,2025-01-11
S21393,B11511,Laundry,385,2023-12-31
S21394,B12093,Spa,381,2025-05-09
S21395,B10489,Room Service,277,2024-08-19
S21396,B12795,Restaurant,473,2024-06-04
S21397,B11956,Laundry,311,2023-10-08
S21398,B11871,Transport,497,2023-11-25
S21399,B13160,Laundry,375,2023-08-16
S21400,B12382,Laundry,124,2024-12-25
S21401,B10568,Transport,65,2023-12-13
S21402,B10605,Laundry,196,2025-01-01
S21403,B10677,Transport,440,2025-01-30
S21404,B11207,Spa,119,2025-01-18
S21405,B12123,Restaurant,299,2025-03-19
S21406,B11777,Restaurant,281,2024-03-27
S21407,B10298,Room Service,300,2024-06-20
S21408,B11543,Restaurant,59,2025-01-12
S21409,B10283,Laundry,395,2025-02-17
S21410,B11805,Spa,364,2023-12-03
S21411,B13673,Transport,316,2024-06-29
S21412,B11401,Room Service,265,2025-03-17
S21413,B12994,Transport,71,2025-05-14
S21414,B10534,Spa,289,2023-12-15
S21415,B10787,Spa,282,2023-11-15
S21416,B11095,Laundry,451,2023-10-04
S21417,B10623,Transport,279,2023-08-01
S21418,B11581,Restaurant,66,2025-01-02
S21419,B13754,Transport,277,2024-08-02
S21420,B11769,Restaurant,399,2025-01-13
S21421,B10307,Spa,29,2024-08-10
S21422,B11109,Room Service,31,2024-09-23
S21423,B11081,Restaurant,364,2024-04-25
S21424,B13196,Laundry,113,2025-02-08
S21425,B11022,Laundry,73,2023-10-22
S21426,B11688,Room Service,381,2024-04-16
S21427,B13468,Laundry,282,2024-02-25
S21428,B10825,Restaurant,165,2024-02-17
S21429,B11294,Restaurant,119,2024-08-09
S21430,B10204,Laundry,188,2024-06-13
S21431,B11801,Spa,244,2024-09-21
S21432,B12242,Restaurant,367,2025-03-17
S21433,B10654,Spa,483,2023-08-06
S21434,B11042,Restaurant,183,2025-06-18
S21435,B10334,Transport,260,2023-10-25
S21436,B11200,Laundry,223,2025-01-14
S21437,B12871,Room Service,445,2025-04-05
S21438,B10284,Laundry,260,2025-04-22
S21439,B12353,Restaurant,55,2025-02-09
S21440,B12284,Spa,478,2025-06-08
S21441,B13236,Room Service,488,2024-08-04
S21442,B12207,Laundry,161,2023-10-09
S21443,B10839,Transport,207,2025-05-27
S21444,B12884,Restaurant,128,2024-10-14
S21445,B13732,Transport,91,2023-10-18
S21446,B11710,Spa,133,2023-09-27
S21447,B13035,Restaurant,199,2024-11-18
S21448,B12628,Spa,372,2024-08-10
S21449,B11761,Room Service,419,2025-05-13
S21450,B12659,Spa,348,2023-12-27
S21451,B13332,Transport,330,2023-09-25
S21452,B12182,Laundry,158,2025-02-02
S21453,B12891,Room Service,421,2025-01-22
S21454,B10703,Spa,256,2025-01-12
S21455,B11308,Transport,407,2023-07-21
S21456,B12211,Laundry,146,2024-05-26
S21457,B10569,Restaurant,415,2023-06-24
S21458,B12173,Restaurant,352,2024-04-20
S21459,B11552,Room Service,13,2024-07-03
S21460,B13412,Transport,271,2025-01-04
S21461,B10409,Laundry,96,2024-08-31
S21462,B11020,Restaurant,34,2025-05-27
S21463,B13897,Laundry,437,2024-01-27
S21464,B12275,Laundry,98,2024-06-16
S21465,B10491,Restaurant,96,2024-06-20
S21466,B13650,Room Service,125,2025-03-11
S21467,B11103,Laundry,375,2024-02-29
S21468,B10292,Transport,349,2023-08-14
S21469,B11929,Spa,36,2024-05-07
S21470,B12701,Laundry,359,2023-12-02
S21471,B13877,Laundry,379,2024-12-17
S21472,B13178,Spa,79,2024-05-20
S21473,B13996,Restaurant,494,2024-03-03
S21474,B10891,Room Service,106,2023-09-24
S21475,B10605,Restaurant,50,2023-09-12
S21476,B12612,Laundry,116,2024-08-29
S21477,B13368,Room Service,494,2023-11-12
S21478,B10495,Spa,176,2023-12-16
S21479,B11879,Restaurant,233,2024-08-05
S21480,B11176,Laundry,300,2024-02-28
S21481,B10116,Room Service,409,2024-10-27
S21482,B13261,Laundry,425,2024-04-19
S21483,B10377,Laundry,62,2024-02-26
S21484,B11229,Spa,405,2024-04-26
S21485,B13064,Spa,307,2024-07-31
S21486,B10146,Transport,364,2024-10-14
S21487,B10118,Room Service,25,2025-05-20
S21488,B10139,Laundry,204,2024-02-05
S21489,B11485,Restaurant,355,2024-11-08
S21490,B12323,Transport,317,2024-10-12
S21491,B10494,Restaurant,89,2025-02-19
S21492,B10151,Room Service,161,2024-09-25
S21493,B13891,Laundry,413,2024-03-23
S21494,B10054,Restaurant,55,2024-09-15
S21495,B13429,Laundry,269,2024-03-30
S21496,B11531,Laundry,497,2024-10-19
S21497,B12068,Spa,409,2025-05-02
S21498,B10530,Spa,100,2023-10-23
S21499,B10025,Laundry,115,2025-04-13
S21500,B10488,Transport,166,2025-04-13
S21501,B13908,Restaurant,20,2025-03-19
S21502,B13626,Spa,445,2023-10-14
S21503,B12326,Room Service,37,2023-11-21
S21504,B13595,Laundry,201,2025-01-20
S21505,B12367,Room Service,269,2025-02-24
S21506,B10339,Room Service,489,2023-10-25
S21507,B10525,Spa,499,2023-08-06
S21508,B13325,Room Service,388,2024-04-06
S21509,B11268,Laundry,48,2025-01-10
S21510,B13360,Restaurant,121,2024-03-28
S21511,B12744,Transport,380,2025-02-09
S21512,B13612,Laundry,91,2024-11-30
S21513,B10077,Spa,47,2025-05-17
S21514,B11027,Restaurant,194,2024-04-22
S21515,B12400,Spa,309,2023-11-03
S21516,B12746,Transport,307,2025-06-04
S21517,B13448,Spa,419,2024-03-20
S21518,B12037,Restaurant,280,2024-04-08
S21519,B12609,Laundry,40,2025-01-25
S21520,B11847,Room Service,34,2023-07-25
S21521,B11556,Transport,349,2023-11-15
S21522,B10180,Spa,163,2023-08-05
S21523,B13413,Restaurant,453,2024-08-30
S21524,B11225,Spa,266,2023-08-26
S21525,B11592,Laundry,484,2024-11-06
S21526,B12131,Room Service,217,2023-08-09
S21527,B10413,Room Service,332,2024-12-05
S21528,B10031,Laundry,415,2023-08-11
S21529,B10425,Spa,199,2023-11-21
S21530,B10767,Laundry,247,2024-10-08
S21531,B10408,Transport,290,2024-10-23
S21532,B10519,Room Service,189,2023-10-24
S21533,B11441,Restaurant,122,2024-10-03
S21534,B13703,Room Service,138,2025-02-16
S21535,B12060,Restaurant,451,2024-05-29
S21536,B13733,Transport,244,2024-05-26
S21537,B12480,Transport,363,2024-10-15
S21538,B11471,Restaurant,412,2023-07-07
S21539,B11595,Restaurant,42,2025-03-06
S21540,B12887,Spa,403,2025-06-02
S21541,B13889,Laundry,248,2024-08-02
S21542,B11059,Transport,314,2025-03-07
S21543,B11746,Spa,346,2024-10-22
S21544,B11062,Room Service,168,2024-08-15
S21545,B13834,Room Service,62,2024-06-02
S21546,B12505,Laundry,350,2023-10-29
S21547,B11556,Room Service,463,2023-07-18
S21548,B12558,Laundry,474,2023-12-26
S21549,B13452,Room Service,116,2025-04-25
S21550,B10481,Restaurant,207,2025-03-07
S21551,B11996,Transport,172,2025-01-04
S21552,B10871,Room Service,399,2024-10-03
S21553,B11354,Transport,433,2024-05-15
S21554,B12199,Transport,301,2024-04-26
S21555,B10289,Transport,354,2025-02-24
S21556,B13388,Spa,360,2025-03-25
S21557,B10923,Laundry,484,2023-10-05
S21558,B10770,Room Service,270,2024-09-29
S21559,B10781,Transport,293,2024-04-28
S21560,B10991,Spa,173,2025-02-24
S21561,B13926,Spa,125,2025-01-17
S21562,B13151,Spa,26,2024-03-16
S21563,B10110,Room Service,453,2024-10-04
S21564,B13016,Restaurant,251,2025-01-19
S21565,B10297,Spa,272,2024-09-03
S21566,B11820,Laundry,393,2024-03-07
S21567,B10627,Laundry,253,2024-01-08
S21568,B12225,Room Service,326,2023-09-03
S21569,B12079,Room Service,264,2023-12-10
S21570,B11311,Restaurant,32,2024-04-09
S21571,B13042,Restaurant,450,2024-01-03
S21572,B10200,Transport,61,2024-04-18
S21573,B11312,Restaurant,202,2023-07-09
S21574,B10342,Restaurant,419,2025-04-16
S21575,B10879,Transport,262,2024-03-24
S21576,B10893,Restaurant,230,2023-09-02
S21577,B12071,Room Service,462,2024-05-02
S21578,B12184,Spa,161,2024-04-01
S21579,B10569,Restaurant,497,2024-08-01
S21580,B10171,Room Service,317,2025-03-03
S21581,B13120,Spa,391,2025-01-11
S21582,B11913,Room Service,433,2024-08-02
S21583,B10458,Spa,275,2024-09-06
S21584,B11608,Spa,482,2023-11-26
S21585,B10281,Room Service,110,2024-05-12
S21586,B13837,Laundry,427,2023-07-01
S21587,B11764,Room Service,454,2025-02-08
S21588,B13558,Room Service,96,2024-02-03
S21589,B12559,Laundry,322,2024-05-07
S21590,B10961,Laundry,339,2023-12-17
S21591,B12407,Room Service,157,2025-05-31
S21592,B12729,Restaurant,472,2025-05-19
S21593,B11659,Spa,122,2024-07-01
S21594,B11345,Laundry,445,2024-03-28
S21595,B13795,Laundry,496,2023-12-24
S21596,B11148,Spa,376,2025-03-17
S21597,B10239,Transport,52,2024-05-29
S21598,B12988,Restaurant,119,2023-08-16
S21599,B13910,Room Service,161,2023-06-30
S21600,B13510,Laundry,373,2023-06-27
S21601,B10979,Spa,129,2025-05-17
S21602,B12360,Spa,176,2024-11-05
S21603,B10320,Laundry,278,2024-03-11
S21604,B12504,Transport,176,2025-03-10
S21605,B13479,Laundry,446,2025-06-05
S21606,B11640,Restaurant,173,2023-07-25
S21607,B11668,Restaurant,103,2025-04-15
S21608,B13439,Spa,219,2023-10-02
S21609,B13405,Spa,99,2025-04-24
S21610,B11326,Spa,86,2024-04-26
S21611,B10223,Laundry,198,2023-10-18
S21612,B13475,Transport,201,2024-11-15
S21613,B11936,Transport,200,2025-03-11
S21614,B12744,Laundry,262,2023-12-03
S21615,B11560,Transport,363,2023-10-12
S21616,B10975,Room Service,361,2024-03-30
S21617,B13460,Room Service,115,2023-06-20
S21618,B13464,Restaurant,230,2025-02-21
S21619,B10394,Room Service,176,2024-08-24
S21620,B11293,Spa,494,2024-12-27
S21621,B13124,Laundry,68,2025-02-20
S21622,B12323,Laundry,358,2024-03-05
S21623,B12955,Transport,90,2024-11-03
S21624,B13612,Transport,321,2023-11-28
S21625,B11425,Spa,92,2024-09-18
S21626,B11194,Laundry,362,2024-11-26
S21627,B10579,Restaurant,266,2024-07-20
S21628,B10815,Room Service,374,2024-05-13
S21629,B10507,Restaurant,329,2024-11-19
S21630,B13221,Laundry,410,2024-09-08
S21631,B10770,Laundry,462,2024-12-05
S21632,B10223,Laundry,316,2024-03-24
S21633,B10873,Room Service,207,2025-02-22
S21634,B13759,Laundry,164,2024-02-29
S21635,B12828,Spa,328,2025-02-06
S21636,B11356,Transport,302,2024-07-13
S21637,B13039,Laundry,305,2024-06-09
S21638,B10187,Room Service,465,2024-12-02
S21639,B10072,Spa,168,2025-03-13
S21640,B10766,Restaurant,42,2024-10-22
S21641,B11105,Transport,261,2023-10-29
S21642,B12260,Laundry,245,2025-03-04
S21643,B13816,Laundry,360,2023-12-10
S21644,B12489,Laundry,157,2023-07-29
S21645,B11305,Restaurant,221,2025-01-02
S21646,B12139,Spa,303,2023-10-28
S21647,B10149,Transport,454,2025-02-09
S21648,B11189,Transport,244,2025-03-31
S21649,B11243,Room Service,411,2024-04-10
S21650,B12070,Transport,192,2023-08-11
S21651,B10010,Restaurant,305,2024-12-12
S21652,B10407,Restaurant,448,2023-08-08
S21653,B13577,Transport,117,2025-02-12
S21654,B12806,Transport,466,2024-09-10
S21655,B11350,Laundry,405,2023-07-08
S21656,B12704,Laundry,115,2023-07-05
S21657,B13472,Spa,449,2024-08-21
S21658,B13282,Laundry,410,2024-11-09
S21659,B12790,Room Service,251,2024-02-19
S21660,B10302,Transport,13,2024-10-21
S21661,B10107,Transport,80,2025-03-15
S21662,B10894,Spa,19,2024-02-19
S21663,B10731,Room Service,472,2024-07-12
S21664,B13004,Spa,496,2025-05-10
S21665,B12328,Restaurant,275,2024-08-08
S21666,B10375,Spa,389,2024-06-13
S21667,B10271,Room Service,12,2024-07-05
S21668,B12231,Spa,122,2024-11-28
S21669,B11409,Room Service,87,2024-05-18
S21670,B13953,Spa,32,2025-05-22
S21671,B11607,Room Service,190,2025-02-13
S21672,B13613,Transport,466,2023-10-14
S21673,B10173,Spa,498,2024-12-21
S21674,B12766,Restaurant,167,2024-12-08
S21675,B13173,Spa,135,2024-03-12
S21676,B10386,Laundry,193,2024-03-18
S21677,B13277,Room Service,28,2024-10-22
S21678,B11259,Spa,28,2024-11-13
S21679,B12952,Spa,229,2024-07-05
S21680,B10965,Restaurant,12,2024-06-03
S21681,B13989,Restaurant,496,2023-11-22
S21682,B13379,Restaurant,123,2024-04-06
S21683,B12401,Transport,57,2024-08-07
S21684,B12771,Room Service,478,2024-05-28
S21685,B12941,Laundry,253,2024-12-24
S21686,B12952,Transport,273,2023-08-21
S21687,B12082,Laundry,285,2024-02-09
S21688,B10245,Spa,313,2024-02-28
S21689,B13987,Laundry,457,2024-05-13
S21690,B13756,Transport,444,2024-01-25
S21691,B13959,Restaurant,404,2023-11-01
S21692,B12760,Laundry,349,2024-05-05
S21693,B13288,Transport,319,2024-05-12
S21694,B11327,Laundry,140,2023-07-08
S21695,B10128,Laundry,328,2024-08-27
S21696,B10881,Spa,427,2023-12-21
S21697,B10320,Spa,381,2024-03-01
S21698,B11505,Transport,421,2024-03-07
S21699,B12574,Restaurant,483,2025-06-17
S21700,B12995,Restaurant,405,2023-09-29
S21701,B11517,Restaurant,404,2024-12-01
S21702,B11182,Room Service,21,2023-09-12
S21703,B13983,Spa,423,2024-11-23
S21704,B13295,Room Service,196,2024-10-31
S21705,B12566,Spa,419,2024-01-23
S21706,B13690,Room Service,26,2024-06-20
S21707,B11954,Spa,248,2025-06-17
S21708,B13697,Laundry,159,2025-05-01
S21709,B10651,Laundry,106,2024-10-05
S21710,B12587,Transport,233,2024-04-11
S21711,B12013,Room Service,160,2024-01-27
S21712,B11385,Room Service,249,2024-09-14
S21713,B10395,Room Service,337,2023-08-07
S21714,B12480,Transport,356,2025-01-25
S21715,B12397,Restaurant,100,2024-08-19
S21716,B13615,Restaurant,89,2024-02-16
S21717,B11655,Restaurant,10,2023-12-18
S21718,B13741,Laundry,433,2025-05-28
S21719,B12593,Spa,175,2023-07-23
S21720,B11379,Room Service,346,2024-10-11
S21721,B11124,Laundry,91,2024-03-15
S21722,B12215,Restaurant,355,2025-04-07
S21723,B12079,Transport,224,2025-05-06
S21724,B13246,Room Service,220,2025-05-09
S21725,B10374,Transport,310,2023-11-09
S21726,B12486,Room Service,296,2024-10-25
S21727,B10795,Restaurant,349,2024-01-17
S21728,B10149,Restaurant,342,2025-03-07
S21729,B13615,Restaurant,324,2025-06-13
S21730,B13026,Laundry,64,2023-08-28
S21731,B11388,Spa,281,2024-01-09
S21732,B12750,Spa,231,2023-09-21
S21733,B13343,Spa,127,2025-05-28
S21734,B13326,Restaurant,330,2024-06-24
S21735,B10309,Room Service,52,2024-05-15
S21736,B13408,Restaurant,374,2025-02-05
S21737,B10887,Laundry,359,2024-07-27
S21738,B12672,Transport,484,2024-09-16
S21739,B12761,Transport,305,2023-07-27
S21740,B11587,Restaurant,199,2024-04-08
S21741,B11750,Transport,28,2023-09-06
S21742,B10219,Spa,84,2023-07-30
S21743,B11035,Room Service,26,2024-04-17
S21744,B11135,Restaurant,489,2025-03-24
S21745,B12796,Spa,432,2025-01-08
S21746,B12335,Transport,440,2024-03-01
S21747,B12929,Spa,490,2025-04-20
S21748,B12930,Transport,47,2025-01-23
S21749,B12470,Transport,351,2024-12-17
S21750,B13690,Restaurant,267,2024-05-03
S21751,B12673,Spa,408,2024-06-29
S21752,B12597,Room Service,355,2024-11-18
S21753,B13306,Transport,332,2024-12-22
S21754,B13266,Laundry,202,2023-07-30
S21755,B13357,Laundry,243,2024-06-14
S21756,B13681,Transport,213,2025-01-20
S21757,B13539,Laundry,322,2024-11-16
S21758,B12204,Laundry,392,2023-08-24
S21759,B11688,Room Service,445,2023-08-08
S21760,B11596,Laundry,304,2023-09-02
S21761,B12457,Room Service,286,2023-09-10
S21762,B13145,Laundry,317,2024-03-19
S21763,B13873,Room Service,79,2023-08-16
S21764,B11615,Transport,28,2024-06-28
S21765,B12523,Transport,292,2024-06-28
S21766,B11932,Laundry,380,2024-04-09
S21767,B13358,Transport,53,2024-12-07
S21768,B10944,Room Service,77,2024-02-10
S21769,B11968,Spa,137,2023-07-02
S21770,B13068,Restaurant,500,2024-02-05
S21771,B10260,Spa,49,2025-01-01
S21772,B13164,Room Service,187,2024-05-02
S21773,B10890,Spa,479,2023-09-01
S21774,B13834,Room Service,29,2025-03-31
S21775,B11800,Spa,140,2024-11-28
S21776,B12280,Transport,404,2024-12-23
S21777,B13161,Spa,210,2024-09-19
S21778,B10487,Transport,484,2024-04-11
S21779,B11169,Laundry,440,2024-05-26
S21780,B13936,Room Service,265,2024-08-12
S21781,B10294,Restaurant,422,2024-07-06
S21782,B11416,Laundry,154,2023-08-04
S21783,B10106,Restaurant,269,2025-01-01
S21784,B12080,Spa,60,2023-11-29
S21785,B13254,Laundry,267,2025-06-17
S21786,B12502,Laundry,387,2023-09-08
S21787,B10027,Restaurant,272,2023-11-04
S21788,B11323,Spa,190,2023-09-12
S21789,B12804,Transport,471,2024-12-12
S21790,B10577,Laundry,313,2024-09-04
S21791,B13141,Laundry,240,2025-05-25
S21792,B12642,Laundry,435,2024-01-31
S21793,B13814,Transport,385,2024-11-27
S21794,B11946,Spa,485,2024-06-15
S21795,B12837,Laundry,237,2025-06-14
S21796,B10420,Laundry,358,2025-06-04
S21797,B13898,Transport,214,2024-07-13
S21798,B11789,Restaurant,468,2025-06-03
S21799,B12304,Spa,286,2023-09-28
S21800,B11678,Room Service,326,2023-12-18
S21801,B10180,Laundry,136,2023-12-11
S21802,B10918,Laundry,141,2024-07-16
S21803,B13450,Laundry,301,2024-01-24
S21804,B10530,Transport,392,2023-06-26
S21805,B12660,Room Service,380,2023-10-06
S21806,B10815,Spa,433,2024-12-28
S21807,B10133,Room Service,420,2024-02-03
S21808,B13812,Restaurant,283,2023-09-27
S21809,B10188,Laundry,178,2024-10-24
S21810,B12296,Spa,494,2024-07-22
S21811,B11375,Restaurant,360,2024-07-28
S21812,B11729,Restaurant,254,2023-09-25
S21813,B13932,Room Service,253,2024-01-19
S21814,B13045,Spa,43,2023-07-10
S21815,B13144,Room Service,453,2024-12-31
S21816,B10671,Spa,218,2024-01-27
S21817,B12163,Room Service,176,2024-10-10
S21818,B11820,Laundry,240,2024-03-13
S21819,B10044,Transport,34,2023-11-05
S21820,B12614,Laundry,493,2024-06-27
S21821,B12778,Restaurant,187,2024-06-05
S21822,B10039,Laundry,92,2024-08-31
S21823,B13076,Restaurant,210,2024-10-17
S21824,B13959,Spa,160,2024-03-01
S21825,B10931,Spa,50,2024-05-09
S21826,B12423,Room Service,293,2024-04-17
S21827,B13105,Spa,192,2023-10-01
S21828,B10391,Transport,327,2025-01-03
S21829,B12579,Laundry,79,2024-09-17
S21830,B10022,Spa,370,2025-02-18
S21831,B10875,Room Service,368,2025-05-08
S21832,B10085,Restaurant,441,2024-10-12
S21833,B10707,Restaurant,325,2023-09-16
S21834,B12966,Laundry,280,2024-12-31
S21835,B13265,Restaurant,106,2025-01-25
S21836,B12227,Restaurant,58,2025-01-09
S21837,B10042,Laundry,64,2023-09-18
S21838,B12559,Spa,436,2023-12-22
S21839,B13254,Laundry,416,2024-10-17
S21840,B11015,Transport,172,2023-12-02
S21841,B10637,Transport,420,2024-02-05
S21842,B12426,Spa,69,2024-06-12
S21843,B10091,Room Service,298,2023-07-08
S21844,B12000,Restaurant,195,2024-11-02
S21845,B13466,Room Service,181,2023-07-25
S21846,B11236,Transport,451,2024-04-13
S21847,B13959,Spa,463,2024-11-25
S21848,B12998,Transport,172,2023-10-29
S21849,B13391,Room Service,391,2024-04-04
S21850,B13419,Room Service,465,2024-09-16
S21851,B11482,Restaurant,378,2023-12-18
S21852,B11471,Restaurant,378,2023-10-25
S21853,B11689,Room Service,94,2024-01-23
S21854,B12246,Transport,257,2025-05-05
S21855,B11813,Spa,292,2023-07-28
S21856,B11788,Laundry,263,2025-02-13
S21857,B12056,Spa,411,2024-07-06
S21858,B13591,Spa,472,2025-05-18
S21859,B10129,Laundry,295,2023-12-05
S21860,B10804,Laundry,320,2023-10-02
S21861,B12967,Transport,465,2025-03-10
S21862,B11184,Restaurant,265,2024-10-01
S21863,B10802,Room Service,481,2024-11-17
S21864,B12092,Restaurant,62,2023-09-28
S21865,B11671,Spa,74,2025-04-24
S21866,B11712,Room Service,366,2024-10-26
S21867,B10982,Restaurant,487,2025-05-24
S21868,B10753,Restaurant,53,2025-02-19
S21869,B11303,Spa,150,2024-04-07
S21870,B12273,Laundry,303,2025-05-21
S21871,B12307,Transport,358,2024-11-13
S21872,B10039,Room Service,91,2023-10-06
S21873,B10779,Spa,385,2024-05-18
S21874,B11956,Spa,90,2025-06-01
S21875,B13640,Spa,407,2024-02-03
S21876,B13507,Room Service,84,2024-09-19
S21877,B13663,Transport,34,2024-10-25
S21878,B11604,Spa,36,2024-05-07
S21879,B10812,Laundry,391,2025-06-12
S21880,B10122,Room Service,95,2025-02-10
S21881,B13926,Restaurant,231,2024-11-25
S21882,B10127,Spa,73,2023-08-16
S21883,B13837,Restaurant,419,2024-07-05
S21884,B11375,Transport,491,2025-05-09
S21885,B10749,Laundry,31,2024-08-24
S21886,B12538,Laundry,397,2023-09-24
S21887,B13085,Spa,483,2023-08-30
S21888,B12737,Transport,443,2024-01-14
S21889,B13921,Transport,175,2025-02-17
S21890,B11166,Room Service,123,2023-07-23
S21891,B10269,Laundry,11,2025-04-08
S21892,B10592,Room Service,327,2023-11-28
S21893,B11396,Spa,310,2024-07-14
S21894,B13390,Spa,485,2023-08-16
S21895,B11671,Room Service,29,2023-12-23
S21896,B10660,Spa,397,2025-04-28
S21897,B11329,Restaurant,402,2024-07-27
S21898,B13176,Restaurant,167,2023-08-23
S21899,B10266,Laundry,483,2024-02-19
S21900,B11628,Restaurant,85,2023-12-31
S21901,B10313,Restaurant,490,2025-05-09
S21902,B12456,Room Service,367,2024-05-08
S21903,B10206,Transport,37,2023-09-25
S21904,B13135,Spa,414,2024-01-17
S21905,B11166,Laundry,391,2023-08-29
S21906,B13977,Spa,122,2024-05-10
S21907,B10665,Restaurant,449,2023-08-28
S21908,B12255,Room Service,54,2024-10-30
S21909,B10993,Spa,372,2024-06-26
S21910,B11703,Restaurant,200,2024-10-29
S21911,B10642,Room Service,479,2024-08-09
S21912,B13095,Restaurant,281,2023-11-02
S21913,B11950,Room Service,382,2023-08-13
S21914,B13627,Restaurant,273,2023-07-10
S21915,B10175,Spa,336,2024-03-05
S21916,B12039,Restaurant,368,2024-08-15
S21917,B13083,Room Service,46,2024-02-11
S21918,B10246,Laundry,390,2024-01-16
S21919,B12680,Transport,224,2023-09-11
S21920,B11252,Laundry,140,2025-06-10
S21921,B11046,Laundry,427,2024-04-22
