shipmentID,vehicleID,driverID,routeID,date,status
SH12007,V0180,DR0105,R131,2023-07-10,Delayed
SH12008,V0484,DR0065,R036,2023-07-29,Delivered
SH12009,V0073,DR0062,R077,2023-08-21,Cancelled
SH12010,V0336,DR0273,R112,2024-08-22,Delayed
SH12011,V0201,DR0280,R142,2024-04-16,Delivered
SH12012,V0180,DR0079,R057,2023-11-27,In Transit
SH12013,V0082,DR0297,R009,2023-07-15,Delayed
SH12014,V0367,DR0174,R070,2025-04-14,Delivered
SH12015,V0202,DR0073,R027,2024-11-26,Delayed
SH12016,V0226,DR0138,R097,2024-04-30,Cancelled
SH12017,V0141,DR0125,R066,2024-02-15,Delayed
SH12018,V0020,DR0040,R122,2023-08-27,Cancelled
SH12019,V0353,DR0001,R050,2025-01-16,Cancelled
SH12020,V0197,DR0069,R199,2024-06-28,Cancelled
SH12021,V0357,DR0108,R038,2023-10-12,Cancelled
SH12022,V0493,DR0119,R177,2023-07-01,Delayed
SH12023,V0077,DR0168,R161,2024-10-25,In Transit
SH12024,V0262,DR0155,R034,2025-01-20,Cancelled
SH12025,V0203,DR0285,R178,2024-04-19,Delayed
SH12026,V0312,DR0018,R035,2024-05-10,Delivered
SH12027,V0116,DR0263,R084,2024-03-04,Cancelled
SH12028,V0228,DR0269,R086,2025-02-02,Delayed
SH12029,V0272,DR0084,R179,2025-04-22,In Transit
SH12030,V0184,DR0277,R027,2025-01-31,Delayed
SH12031,V0408,DR0196,R024,2023-10-14,In Transit
SH12032,V0069,DR0006,R162,2024-06-01,Delivered
SH12033,V0098,DR0162,R015,2024-06-29,In Transit
SH12034,V0199,DR0006,R158,2025-05-25,Cancelled
SH12035,V0211,DR0292,R034,2023-12-28,Delivered
SH12036,V0296,DR0055,R054,2023-07-11,In Transit
SH12037,V0199,DR0188,R075,2024-01-03,Delayed
SH12038,V0398,DR0260,R097,2024-08-12,Delayed
SH12039,V0114,DR0085,R192,2025-01-16,Delivered
SH12040,V0106,DR0299,R007,2024-04-21,In Transit
SH12041,V0168,DR0181,R159,2024-02-16,Delayed
SH12042,V0316,DR0003,R018,2025-01-12,In Transit
SH12043,V0356,DR0059,R053,2024-04-05,In Transit
SH12044,V0449,DR0202,R110,2024-01-10,Delayed
SH12045,V0051,DR0081,R166,2024-06-12,Delivered
SH12046,V0297,DR0044,R179,2024-02-01,Delivered
SH12047,V0027,DR0210,R070,2023-09-12,Delivered
SH12048,V0389,DR0114,R077,2025-03-04,Cancelled
SH12049,V0146,DR0160,R060,2025-01-02,Delivered
SH12050,V0295,DR0074,R010,2023-12-14,Delayed
SH12051,V0060,DR0176,R086,2024-11-01,In Transit
SH12052,V0129,DR0052,R163,2024-03-16,In Transit
SH12053,V0128,DR0074,R116,2025-05-21,Cancelled
SH12054,V0226,DR0057,R145,2025-03-09,Cancelled
SH12055,V0019,DR0236,R002,2024-11-16,Cancelled
SH12056,V0044,DR0226,R008,2024-02-05,Delivered
SH12057,V0115,DR0251,R173,2024-10-27,Delayed
SH12058,V0138,DR0055,R168,2024-04-04,In Transit
SH12059,V0279,DR0159,R075,2024-09-12,Delayed
SH12060,V0350,DR0262,R163,2024-10-14,Delivered
SH12061,V0086,DR0196,R011,2025-04-26,In Transit
SH12062,V0385,DR0038,R070,2023-12-09,Cancelled
SH12063,V0332,DR0180,R066,2024-10-21,Cancelled
SH12064,V0066,DR0100,R170,2023-08-31,Delivered
SH12065,V0301,DR0274,R159,2024-09-23,Delivered
SH12066,V0296,DR0272,R066,2024-07-03,Delivered
SH12067,V0456,DR0023,R117,2024-10-24,Cancelled
SH12068,V0197,DR0138,R116,2025-04-13,Delayed
SH12069,V0452,DR0106,R199,2024-06-22,Cancelled
SH12070,V0259,DR0038,R059,2025-06-09,In Transit
SH12071,V0150,DR0275,R102,2023-11-30,Cancelled
SH12072,V0355,DR0135,R142,2025-03-17,Delivered
SH12073,V0258,DR0208,R193,2023-07-02,Delayed
SH12074,V0351,DR0242,R095,2023-08-15,Cancelled
SH12075,V0403,DR0289,R141,2024-05-16,Delayed
SH12076,V0222,DR0223,R085,2025-06-02,Delivered
SH12077,V0263,DR0175,R009,2024-02-28,Delivered
SH12078,V0253,DR0186,R061,2025-03-11,Delivered
SH12079,V0412,DR0245,R085,2024-10-27,Cancelled
SH12080,V0227,DR0072,R055,2024-06-22,Delayed
SH12081,V0077,DR0016,R100,2025-06-06,Delivered
SH12082,V0438,DR0269,R058,2024-03-08,Cancelled
SH12083,V0059,DR0025,R182,2023-07-25,Delayed
SH12084,V0063,DR0230,R016,2024-01-11,Delayed
SH12085,V0081,DR0135,R010,2023-11-01,Delivered
SH12086,V0204,DR0131,R055,2024-10-31,Cancelled
SH12087,V0024,DR0258,R050,2024-07-18,Delivered
SH12088,V0249,DR0151,R056,2025-05-26,Delivered
SH12089,V0220,DR0280,R098,2024-08-03,Cancelled
SH12090,V0228,DR0174,R086,2024-11-20,Delivered
SH12091,V0248,DR0127,R122,2024-12-07,Delayed
SH12092,V0293,DR0186,R185,2025-06-16,Cancelled
SH12093,V0252,DR0190,R006,2025-03-03,In Transit
SH12094,V0277,DR0094,R079,2023-07-26,Cancelled
SH12095,V0495,DR0138,R037,2025-04-15,Delivered
SH12096,V0302,DR0130,R147,2024-05-17,Cancelled
SH12097,V0037,DR0268,R088,2024-03-22,Delayed
SH12098,V0243,DR0003,R146,2024-10-10,Delivered
SH12099,V0258,DR0266,R093,2024-05-24,Cancelled
SH12100,V0285,DR0054,R117,2024-02-07,In Transit
SH12101,V0114,DR0105,R069,2024-07-18,Cancelled
SH12102,V0002,DR0171,R071,2024-10-31,In Transit
SH12103,V0316,DR0242,R098,2024-10-09,In Transit
SH12104,V0032,DR0147,R087,2024-05-08,Cancelled
SH12105,V0012,DR0008,R073,2023-12-20,Delivered
SH12106,V0091,DR0152,R018,2025-06-08,Cancelled
SH12107,V0478,DR0062,R171,2024-03-22,In Transit
SH12108,V0321,DR0209,R124,2024-06-12,Cancelled
SH12109,V0083,DR0040,R177,2024-08-06,Cancelled
SH12110,V0455,DR0195,R086,2025-02-13,Delayed
SH12111,V0099,DR0177,R058,2023-10-21,In Transit
SH12112,V0191,DR0244,R108,2025-05-27,Delivered
SH12113,V0306,DR0066,R143,2023-08-21,Delayed
SH12114,V0060,DR0145,R096,2025-06-17,Delayed
SH12115,V0499,DR0041,R015,2025-05-22,Delayed
SH12116,V0323,DR0032,R078,2025-02-03,Delivered
SH12117,V0404,DR0208,R095,2023-08-24,In Transit
SH12118,V0395,DR0246,R029,2025-05-08,Delayed
SH12119,V0427,DR0156,R038,2024-07-21,In Transit
SH12120,V0182,DR0117,R163,2023-07-14,Delivered
SH12121,V0222,DR0132,R114,2023-10-22,Cancelled
SH12122,V0487,DR0125,R043,2025-05-21,Delivered
SH12123,V0423,DR0114,R074,2024-09-07,In Transit
SH12124,V0156,DR0027,R128,2023-12-08,Cancelled
SH12125,V0267,DR0032,R068,2024-10-26,In Transit
SH12126,V0177,DR0213,R192,2023-10-22,In Transit
SH12127,V0096,DR0248,R169,2024-06-21,Delivered
SH12128,V0217,DR0077,R128,2024-12-23,Delayed
SH12129,V0297,DR0219,R011,2024-01-06,Cancelled
SH12130,V0132,DR0008,R049,2024-08-17,Delayed
SH12131,V0331,DR0271,R096,2024-11-06,Delivered
SH12132,V0046,DR0177,R089,2025-04-25,Delivered
SH12133,V0064,DR0065,R133,2024-05-10,In Transit
SH12134,V0282,DR0136,R014,2025-04-23,In Transit
SH12135,V0344,DR0084,R020,2024-05-29,In Transit
SH12136,V0352,DR0134,R018,2023-10-05,Delayed
SH12137,V0004,DR0270,R196,2024-10-22,In Transit
SH12138,V0417,DR0221,R013,2024-11-15,In Transit
SH12139,V0022,DR0103,R200,2024-04-09,Delayed
SH12140,V0268,DR0232,R096,2024-05-17,Delayed
SH12141,V0417,DR0283,R117,2023-08-06,In Transit
SH12142,V0188,DR0101,R019,2024-06-26,Delayed
SH12143,V0329,DR0103,R195,2024-03-06,Delayed
SH12144,V0467,DR0052,R158,2024-03-09,In Transit
SH12145,V0200,DR0164,R199,2024-03-22,Cancelled
SH12146,V0183,DR0189,R063,2023-11-29,Delivered
SH12147,V0487,DR0167,R103,2025-05-10,Delayed
SH12148,V0239,DR0020,R139,2023-12-22,Cancelled
SH12149,V0102,DR0180,R053,2025-04-13,In Transit
SH12150,V0431,DR0189,R093,2023-08-19,Cancelled
SH12151,V0146,DR0194,R068,2024-04-07,In Transit
SH12152,V0004,DR0135,R147,2025-04-22,Delayed
SH12153,V0298,DR0228,R080,2023-12-29,Delayed
SH12154,V0242,DR0137,R170,2024-07-31,Delayed
SH12155,V0322,DR0137,R072,2024-02-26,Delivered
SH12156,V0395,DR0225,R103,2023-07-21,Cancelled
SH12157,V0233,DR0035,R194,2024-12-13,Delayed
SH12158,V0083,DR0280,R062,2024-05-07,In Transit
SH12159,V0115,DR0126,R159,2023-09-10,Cancelled
SH12160,V0068,DR0294,R162,2024-07-23,Cancelled
SH12161,V0275,DR0139,R049,2024-01-14,In Transit
SH12162,V0370,DR0021,R156,2024-02-17,Cancelled
SH12163,V0429,DR0253,R158,2025-02-06,Cancelled
SH12164,V0349,DR0053,R171,2023-10-30,Cancelled
SH12165,V0288,DR0047,R113,2024-09-24,Delayed
SH12166,V0178,DR0216,R144,2025-03-12,Cancelled
SH12167,V0380,DR0262,R122,2025-03-05,In Transit
SH12168,V0473,DR0228,R023,2024-07-25,In Transit
SH12169,V0399,DR0078,R159,2025-01-30,In Transit
SH12170,V0325,DR0126,R013,2023-11-27,Delivered
SH12171,V0359,DR0195,R122,2024-11-25,Cancelled
SH12172,V0064,DR0239,R076,2023-09-20,Delayed
SH12173,V0243,DR0148,R010,2024-03-12,Delivered
SH12174,V0427,DR0181,R142,2024-01-07,Delivered
SH12175,V0150,DR0222,R026,2024-02-23,In Transit
SH12176,V0392,DR0105,R014,2025-04-12,Delayed
SH12177,V0173,DR0144,R176,2024-12-06,Delivered
SH12178,V0189,DR0129,R197,2023-09-26,Delayed
SH12179,V0229,DR0185,R003,2024-08-12,Delivered
SH12180,V0019,DR0272,R019,2025-01-24,In Transit
SH12181,V0055,DR0203,R156,2023-09-16,Cancelled
SH12182,V0107,DR0200,R135,2024-06-16,Delayed
SH12183,V0425,DR0071,R014,2023-12-23,Delivered
SH12184,V0222,DR0214,R127,2024-11-03,Cancelled
SH12185,V0098,DR0158,R198,2024-07-28,Cancelled
SH12186,V0421,DR0185,R182,2024-04-01,Delivered
SH12187,V0147,DR0241,R181,2024-01-15,Cancelled
SH12188,V0220,DR0074,R004,2023-10-24,Delayed
SH12189,V0179,DR0245,R094,2023-10-28,Delivered
SH12190,V0459,DR0078,R163,2024-04-27,In Transit
SH12191,V0112,DR0045,R011,2024-01-17,Delivered
SH12192,V0086,DR0206,R138,2024-06-04,Cancelled
SH12193,V0486,DR0081,R057,2024-11-26,Cancelled
SH12194,V0207,DR0026,R116,2025-03-08,Delayed
SH12195,V0313,DR0253,R129,2024-05-27,Cancelled
SH12196,V0133,DR0065,R143,2024-12-03,Delivered
SH12197,V0402,DR0146,R099,2024-02-25,Cancelled
SH12198,V0157,DR0149,R094,2024-12-03,Delivered
SH12199,V0495,DR0208,R190,2025-05-10,Delayed
SH12200,V0002,DR0231,R063,2025-04-22,In Transit
SH12201,V0046,DR0281,R060,2023-06-29,Cancelled
SH12202,V0166,DR0097,R030,2024-01-31,Delayed
SH12203,V0184,DR0278,R160,2024-11-03,Delivered
SH12204,V0211,DR0085,R016,2023-08-10,Delivered
SH12205,V0101,DR0230,R146,2024-12-17,Delivered
SH12206,V0435,DR0245,R005,2023-10-02,Delayed
SH12207,V0420,DR0045,R183,2024-09-25,Cancelled
SH12208,V0138,DR0067,R026,2025-05-26,In Transit
SH12209,V0401,DR0177,R022,2023-06-21,Cancelled
SH12210,V0403,DR0232,R053,2025-05-02,In Transit
SH12211,V0485,DR0201,R007,2025-04-22,In Transit
SH12212,V0042,DR0031,R152,2023-10-13,Cancelled
SH12213,V0485,DR0025,R101,2024-04-30,Delayed
SH12214,V0450,DR0044,R040,2025-06-08,Delivered
SH12215,V0103,DR0095,R162,2025-01-21,Delivered
SH12216,V0467,DR0002,R088,2025-04-24,Delivered
SH12217,V0446,DR0290,R056,2023-11-24,Cancelled
SH12218,V0003,DR0246,R156,2024-03-25,In Transit
SH12219,V0386,DR0076,R089,2024-09-08,Cancelled
SH12220,V0315,DR0187,R036,2024-06-12,Delayed
SH12221,V0160,DR0068,R089,2023-09-15,Cancelled
SH12222,V0469,DR0188,R146,2024-12-06,In Transit
SH12223,V0370,DR0269,R069,2023-07-07,Delayed
SH12224,V0316,DR0213,R030,2024-08-04,In Transit
SH12225,V0088,DR0197,R136,2024-03-03,Cancelled
SH12226,V0472,DR0148,R017,2024-05-08,Delivered
SH12227,V0286,DR0212,R028,2023-12-17,In Transit
SH12228,V0048,DR0101,R122,2024-09-10,Cancelled
SH12229,V0261,DR0024,R024,2023-10-28,Delayed
SH12230,V0197,DR0159,R048,2023-08-30,Delivered
SH12231,V0301,DR0051,R161,2025-06-15,Cancelled
SH12232,V0331,DR0170,R044,2024-11-27,Delayed
SH12233,V0234,DR0177,R104,2024-03-23,In Transit
SH12234,V0338,DR0077,R006,2024-10-15,Cancelled
SH12235,V0398,DR0037,R143,2023-12-21,Delivered
SH12236,V0375,DR0249,R184,2023-07-12,In Transit
SH12237,V0089,DR0055,R045,2024-04-08,In Transit
SH12238,V0140,DR0179,R062,2024-06-03,In Transit
SH12239,V0393,DR0011,R025,2024-12-28,In Transit
SH12240,V0123,DR0228,R053,2025-01-17,Delayed
SH12241,V0069,DR0103,R020,2024-04-17,Delayed
SH12242,V0087,DR0156,R143,2024-07-06,Cancelled
SH12243,V0148,DR0214,R140,2025-02-12,Delivered
SH12244,V0401,DR0008,R032,2025-02-26,Delayed
SH12245,V0424,DR0264,R110,2023-10-20,Cancelled
SH12246,V0013,DR0242,R027,2023-07-31,Delayed
SH12247,V0013,DR0276,R182,2024-10-24,Delivered
SH12248,V0410,DR0248,R035,2025-05-01,Delivered
SH12249,V0356,DR0115,R169,2025-05-23,Delayed
SH12250,V0096,DR0057,R007,2024-07-20,Delivered
SH12251,V0379,DR0059,R034,2024-09-21,Delayed
SH12252,V0490,DR0211,R094,2024-08-27,In Transit
SH12253,V0058,DR0189,R101,2025-01-22,Cancelled
SH12254,V0447,DR0161,R111,2024-02-23,In Transit
SH12255,V0156,DR0245,R179,2024-08-29,Cancelled
SH12256,V0136,DR0268,R076,2023-10-28,Cancelled
SH12257,V0045,DR0243,R084,2025-04-07,Cancelled
SH12258,V0388,DR0300,R200,2023-12-28,Delivered
SH12259,V0376,DR0018,R168,2024-04-08,Delivered
SH12260,V0052,DR0156,R192,2024-12-06,Cancelled
SH12261,V0411,DR0122,R090,2024-10-14,Delayed
SH12262,V0178,DR0184,R112,2023-07-19,Cancelled
SH12263,V0147,DR0229,R134,2023-09-30,Cancelled
SH12264,V0240,DR0288,R020,2023-09-16,Cancelled
SH12265,V0329,DR0080,R106,2024-09-21,In Transit
SH12266,V0288,DR0104,R096,2025-03-19,In Transit
SH12267,V0076,DR0075,R190,2024-01-19,Delivered
SH12268,V0066,DR0300,R085,2025-05-07,Delayed
SH12269,V0168,DR0294,R029,2024-03-31,Delivered
SH12270,V0039,DR0084,R011,2024-06-26,In Transit
SH12271,V0439,DR0064,R010,2023-07-13,Delivered
SH12272,V0189,DR0007,R080,2023-08-21,Cancelled
SH12273,V0437,DR0292,R090,2025-01-14,Delayed
SH12274,V0009,DR0069,R060,2024-08-04,Cancelled
SH12275,V0431,DR0216,R092,2024-08-23,Cancelled
SH12276,V0139,DR0068,R053,2024-08-02,Cancelled
SH12277,V0241,DR0047,R018,2025-01-19,Cancelled
SH12278,V0196,DR0089,R019,2025-06-12,Delayed
SH12279,V0420,DR0293,R117,2024-09-24,In Transit
SH12280,V0213,DR0233,R124,2023-12-07,Delayed
SH12281,V0236,DR0052,R064,2024-03-01,In Transit
SH12282,V0414,DR0086,R047,2024-01-12,Cancelled
SH12283,V0232,DR0183,R014,2023-07-09,In Transit
SH12284,V0346,DR0115,R105,2023-08-20,Delivered
SH12285,V0095,DR0103,R118,2024-03-25,Cancelled
SH12286,V0172,DR0012,R049,2023-06-26,Cancelled
SH12287,V0256,DR0231,R083,2024-09-22,Delayed
SH12288,V0191,DR0203,R103,2023-08-31,Delayed
SH12289,V0091,DR0095,R135,2024-03-13,Delayed
SH12290,V0372,DR0225,R043,2025-01-19,Delivered
SH12291,V0418,DR0208,R040,2024-10-01,Delivered
SH12292,V0027,DR0204,R008,2024-05-03,Delayed
SH12293,V0472,DR0068,R017,2023-12-24,Delivered
SH12294,V0315,DR0138,R108,2025-04-17,In Transit
SH12295,V0030,DR0176,R163,2024-10-27,Cancelled
SH12296,V0232,DR0232,R090,2025-01-28,Cancelled
SH12297,V0450,DR0249,R188,2023-12-11,Delivered
SH12298,V0178,DR0010,R171,2023-06-23,Delayed
SH12299,V0372,DR0260,R191,2023-12-16,Delivered
SH12300,V0160,DR0116,R082,2023-12-18,Delivered
SH12301,V0243,DR0270,R197,2024-08-26,Delivered
SH12302,V0154,DR0237,R156,2023-08-14,Delayed
SH12303,V0038,DR0060,R059,2024-05-22,Cancelled
SH12304,V0276,DR0271,R035,2024-03-23,Delivered
SH12305,V0319,DR0182,R080,2024-03-21,Delayed
SH12306,V0376,DR0078,R080,2023-07-30,Cancelled
SH12307,V0356,DR0026,R030,2023-07-09,Cancelled
SH12308,V0458,DR0173,R123,2024-05-20,Cancelled
SH12309,V0209,DR0053,R132,2024-10-18,Delivered
SH12310,V0379,DR0039,R029,2023-11-13,Cancelled
SH12311,V0461,DR0219,R131,2025-06-17,Delivered
SH12312,V0497,DR0058,R081,2024-09-23,Cancelled
SH12313,V0356,DR0290,R039,2024-12-17,Delayed
SH12314,V0378,DR0218,R070,2024-12-26,Delayed
SH12315,V0443,DR0058,R049,2024-03-25,Delivered
SH12316,V0476,DR0061,R165,2024-03-20,Cancelled
SH12317,V0263,DR0174,R185,2023-09-21,In Transit
SH12318,V0376,DR0101,R131,2025-06-03,Delayed
SH12319,V0362,DR0059,R059,2023-09-03,In Transit
SH12320,V0456,DR0220,R086,2024-10-26,Delivered
SH12321,V0230,DR0157,R156,2025-04-03,Cancelled
SH12322,V0106,DR0279,R074,2024-11-23,Cancelled
SH12323,V0438,DR0060,R016,2024-01-08,Cancelled
SH12324,V0277,DR0120,R191,2024-05-30,Delivered
SH12325,V0039,DR0140,R068,2024-01-09,Cancelled
SH12326,V0207,DR0044,R060,2025-04-06,Delivered
SH12327,V0293,DR0059,R182,2024-11-16,Delivered
SH12328,V0215,DR0201,R070,2025-03-01,Delivered
SH12329,V0365,DR0166,R144,2024-02-24,Delivered
SH12330,V0488,DR0090,R186,2024-03-31,Delayed
SH12331,V0307,DR0256,R069,2025-02-18,Delivered
SH12332,V0425,DR0051,R039,2025-02-22,Delayed
SH12333,V0036,DR0057,R028,2024-11-24,In Transit
SH12334,V0116,DR0197,R084,2024-10-20,Delivered
SH12335,V0314,DR0262,R071,2023-11-13,Delivered
SH12336,V0412,DR0023,R123,2025-04-18,Delivered
SH12337,V0220,DR0187,R038,2024-12-13,Delivered
SH12338,V0216,DR0244,R138,2024-05-14,Delivered
SH12339,V0465,DR0094,R006,2024-02-07,Cancelled
SH12340,V0278,DR0190,R055,2023-07-22,Delivered
SH12341,V0424,DR0114,R065,2024-01-30,Cancelled
SH12342,V0323,DR0144,R091,2025-04-14,Delivered
SH12343,V0165,DR0167,R047,2024-08-13,Cancelled
SH12344,V0404,DR0177,R170,2024-08-18,Delayed
SH12345,V0479,DR0207,R174,2023-10-05,Cancelled
SH12346,V0187,DR0284,R155,2023-07-12,Cancelled
SH12347,V0170,DR0006,R042,2023-10-04,In Transit
SH12348,V0413,DR0108,R090,2024-10-17,In Transit
SH12349,V0450,DR0022,R185,2023-08-19,Cancelled
SH12350,V0130,DR0202,R178,2024-03-12,In Transit
SH12351,V0321,DR0292,R200,2024-11-29,Cancelled
SH12352,V0387,DR0055,R153,2025-03-16,In Transit
SH12353,V0061,DR0126,R009,2024-01-31,In Transit
SH12354,V0448,DR0231,R072,2024-10-14,Delivered
SH12355,V0102,DR0261,R028,2023-12-06,In Transit
SH12356,V0138,DR0048,R061,2025-06-15,Cancelled
SH12357,V0383,DR0037,R104,2025-01-19,Cancelled
SH12358,V0322,DR0269,R177,2023-11-04,Delivered
SH12359,V0277,DR0007,R136,2023-12-09,Cancelled
SH12360,V0312,DR0265,R059,2023-09-23,Cancelled
SH12361,V0475,DR0043,R002,2025-05-11,In Transit
SH12362,V0037,DR0032,R065,2024-02-07,Delayed
SH12363,V0094,DR0129,R154,2024-10-06,Delivered
SH12364,V0116,DR0236,R181,2025-05-18,Delayed
SH12365,V0343,DR0298,R112,2024-10-19,Delivered
SH12366,V0163,DR0129,R011,2025-04-05,Delivered
SH12367,V0130,DR0010,R044,2024-04-15,Delayed
SH12368,V0011,DR0104,R191,2025-02-08,Delivered
SH12369,V0268,DR0009,R086,2025-02-25,Cancelled
SH12370,V0095,DR0086,R043,2023-11-05,In Transit
SH12371,V0359,DR0174,R076,2024-06-07,Delayed
SH12372,V0011,DR0086,R108,2024-12-05,Cancelled
SH12373,V0421,DR0137,R012,2024-04-02,In Transit
SH12374,V0310,DR0176,R013,2025-01-05,Delivered
SH12375,V0117,DR0076,R009,2023-08-22,Delivered
SH12376,V0319,DR0244,R086,2023-09-29,Delayed
SH12377,V0058,DR0294,R139,2024-11-23,Cancelled
SH12378,V0034,DR0131,R002,2024-01-28,In Transit
SH12379,V0102,DR0121,R160,2024-06-08,Cancelled
SH12380,V0042,DR0100,R026,2025-05-09,In Transit
SH12381,V0340,DR0092,R015,2024-05-28,Cancelled
SH12382,V0245,DR0279,R140,2024-12-16,Delivered
SH12383,V0038,DR0298,R003,2024-10-12,Delivered
SH12384,V0350,DR0154,R041,2024-02-09,In Transit
SH12385,V0017,DR0241,R098,2024-08-10,Cancelled
SH12386,V0343,DR0289,R065,2025-06-15,Cancelled
SH12387,V0388,DR0163,R107,2024-08-09,In Transit
SH12388,V0345,DR0081,R008,2024-09-06,In Transit
SH12389,V0348,DR0097,R076,2024-12-06,Delayed
SH12390,V0328,DR0193,R012,2025-02-26,Delivered
SH12391,V0119,DR0039,R004,2024-02-16,Delivered
SH12392,V0242,DR0132,R180,2024-10-12,Cancelled
SH12393,V0065,DR0272,R002,2025-01-16,Delivered
SH12394,V0350,DR0155,R084,2023-12-20,Delivered
SH12395,V0213,DR0064,R021,2025-03-15,Delivered
SH12396,V0081,DR0018,R058,2023-11-17,Delivered
SH12397,V0344,DR0181,R031,2023-10-29,In Transit
SH12398,V0457,DR0067,R197,2024-12-09,In Transit
SH12399,V0467,DR0059,R009,2024-11-27,Delivered
SH12400,V0394,DR0188,R001,2023-07-22,Delivered
SH12401,V0094,DR0136,R068,2024-04-17,Delivered
SH12402,V0422,DR0148,R193,2024-04-26,In Transit
SH12403,V0406,DR0233,R025,2024-01-27,In Transit
SH12404,V0307,DR0251,R080,2024-10-11,Delayed
SH12405,V0188,DR0139,R099,2024-06-13,In Transit
SH12406,V0478,DR0059,R095,2025-03-01,Delayed
SH12407,V0287,DR0040,R157,2024-01-29,Cancelled
SH12408,V0239,DR0025,R193,2024-03-31,Cancelled
SH12409,V0359,DR0180,R136,2025-05-06,In Transit
SH12410,V0161,DR0046,R069,2025-02-06,Cancelled
SH12411,V0088,DR0267,R161,2024-04-10,Cancelled
SH12412,V0213,DR0075,R101,2024-08-30,Delayed
SH12413,V0466,DR0199,R154,2025-03-26,Delivered
SH12414,V0397,DR0038,R119,2024-11-18,Delivered
SH12415,V0076,DR0267,R162,2025-03-27,In Transit
SH12416,V0337,DR0276,R160,2024-04-22,Cancelled
SH12417,V0409,DR0207,R130,2023-10-16,Cancelled
SH12418,V0395,DR0204,R171,2024-09-30,Delayed
SH12419,V0272,DR0184,R058,2024-09-16,Delivered
SH12420,V0052,DR0067,R183,2024-07-25,Delivered
SH12421,V0014,DR0234,R007,2024-08-05,In Transit
SH12422,V0340,DR0218,R103,2024-07-18,Cancelled
SH12423,V0338,DR0112,R036,2023-09-19,Delayed
SH12424,V0441,DR0287,R169,2023-10-11,Delivered
SH12425,V0225,DR0288,R051,2023-07-15,Cancelled
SH12426,V0044,DR0101,R175,2024-12-11,Delayed
SH12427,V0267,DR0013,R029,2024-07-29,Delayed
SH12428,V0127,DR0260,R070,2023-06-26,Delayed
SH12429,V0466,DR0028,R182,2025-01-15,Delivered
SH12430,V0415,DR0208,R067,2023-06-28,Cancelled
SH12431,V0204,DR0298,R123,2024-05-14,In Transit
SH12432,V0332,DR0272,R081,2024-07-15,Cancelled
SH12433,V0180,DR0224,R038,2024-09-04,Cancelled
SH12434,V0068,DR0053,R086,2024-02-10,Delayed
SH12435,V0316,DR0035,R170,2023-09-04,Cancelled
SH12436,V0056,DR0014,R069,2024-11-10,In Transit
SH12437,V0010,DR0143,R020,2024-03-18,Cancelled
SH12438,V0414,DR0295,R045,2024-08-23,Cancelled
SH12439,V0229,DR0050,R061,2024-01-31,Cancelled
SH12440,V0164,DR0196,R128,2024-07-20,In Transit
SH12441,V0260,DR0114,R037,2024-05-10,In Transit
SH12442,V0306,DR0262,R082,2024-04-21,Cancelled
SH12443,V0339,DR0127,R048,2024-08-20,Cancelled
SH12444,V0119,DR0259,R184,2025-04-14,Delivered
SH12445,V0234,DR0214,R101,2025-04-18,Cancelled
SH12446,V0430,DR0129,R148,2024-01-27,Cancelled
SH12447,V0152,DR0060,R130,2025-01-09,Delivered
SH12448,V0330,DR0047,R079,2023-09-08,In Transit
SH12449,V0245,DR0064,R085,2024-10-28,Delivered
SH12450,V0252,DR0267,R157,2023-11-13,In Transit
SH12451,V0346,DR0010,R110,2024-04-08,Delivered
SH12452,V0443,DR0169,R073,2024-08-06,Delayed
SH12453,V0339,DR0231,R068,2023-10-28,Cancelled
SH12454,V0144,DR0209,R012,2024-06-18,Cancelled
SH12455,V0471,DR0011,R033,2025-04-15,Delayed
SH12456,V0345,DR0244,R200,2024-05-01,Cancelled
SH12457,V0156,DR0152,R174,2024-11-11,Delivered
SH12458,V0017,DR0071,R090,2025-03-19,Delayed
SH12459,V0004,DR0149,R181,2024-12-12,Delivered
SH12460,V0138,DR0045,R142,2024-08-27,Delivered
SH12461,V0262,DR0292,R011,2025-04-14,Delayed
SH12462,V0326,DR0088,R005,2025-01-30,Delayed
SH12463,V0220,DR0294,R090,2024-06-27,Cancelled
SH12464,V0450,DR0124,R160,2024-12-10,Delivered
SH12465,V0378,DR0053,R056,2024-11-06,Delayed
SH12466,V0328,DR0187,R174,2023-11-19,Cancelled
SH12467,V0100,DR0187,R153,2025-01-26,In Transit
SH12468,V0070,DR0099,R139,2025-05-09,Delivered
SH12469,V0452,DR0122,R168,2024-02-09,Delivered
SH12470,V0103,DR0049,R180,2024-10-26,In Transit
SH12471,V0498,DR0063,R119,2023-11-10,Delayed
SH12472,V0247,DR0293,R130,2024-10-31,Delivered
SH12473,V0467,DR0060,R188,2023-12-24,In Transit
SH12474,V0121,DR0150,R077,2024-06-16,In Transit
SH12475,V0475,DR0243,R177,2024-08-30,Delayed
SH12476,V0464,DR0135,R098,2024-03-03,Delayed
SH12477,V0326,DR0272,R037,2025-05-16,Cancelled
SH12478,V0197,DR0241,R159,2024-05-05,In Transit
SH12479,V0197,DR0060,R074,2023-07-29,In Transit
SH12480,V0460,DR0073,R091,2025-02-12,In Transit
SH12481,V0125,DR0125,R138,2024-08-23,Delivered
SH12482,V0450,DR0120,R077,2024-09-10,Cancelled
SH12483,V0367,DR0256,R170,2024-06-08,Cancelled
