callID,customerID,planID,callDate,durationMin,callType
CA16842,C1575,PL0092,2024-11-01,7,STD
CA16843,C2177,PL0590,2023-08-08,6,Local
CA16844,C3494,PL0202,2025-05-22,2,Local
CA16845,C3406,PL0261,2024-09-15,45,STD
CA16846,C3356,PL0992,2025-03-25,7,STD
CA16847,C3461,PL0476,2024-04-06,27,STD
CA16848,C3337,PL0192,2024-07-08,5,Local
CA16849,C1587,PL0565,2025-01-22,34,ISD
CA16850,C1814,PL0701,2024-07-08,50,ISD
CA16851,C0414,PL0317,2023-11-20,34,Local
CA16852,C1215,PL0323,2024-08-19,17,ISD
CA16853,C1413,PL0129,2024-05-16,52,Local
CA16854,C3320,PL0746,2023-12-22,45,Local
CA16855,C3195,PL0838,2025-03-11,46,ISD
CA16856,C1566,PL0307,2024-07-17,18,ISD
CA16857,C2143,PL0904,2023-07-06,17,ISD
CA16858,C2899,PL0365,2024-11-11,4,Local
CA16859,C2947,PL0732,2024-01-17,24,Local
CA16860,C1460,PL0975,2023-11-04,16,ISD
CA16861,C2505,PL0614,2025-02-12,1,ISD
CA16862,C3222,PL0091,2024-10-27,60,Local
CA16863,C1405,PL0888,2024-08-19,59,Local
CA16864,C3474,PL0273,2024-11-22,35,ISD
CA16865,C0371,PL0104,2024-01-23,36,ISD
CA16866,C2401,PL0132,2025-04-03,13,ISD
CA16867,C1995,PL0513,2023-12-05,49,STD
CA16868,C0894,PL0962,2023-12-19,25,Local
CA16869,C1662,PL0113,2025-03-09,43,ISD
CA16870,C1722,PL0424,2024-05-23,21,Local
CA16871,C0652,PL0068,2025-02-01,59,STD
CA16872,C1740,PL0957,2024-05-20,7,STD
CA16873,C2007,PL0536,2024-08-23,20,STD
CA16874,C1159,PL0930,2023-08-03,54,Local
CA16875,C0937,PL0420,2023-10-09,23,STD
CA16876,C3424,PL0177,2024-12-28,54,Local
CA16877,C1452,PL0025,2024-10-02,17,Local
CA16878,C1424,PL0147,2024-06-22,37,Local
CA16879,C0386,PL0803,2024-12-02,54,Local
CA16880,C0059,PL0341,2024-01-23,33,Local
CA16881,C0348,PL0326,2025-03-07,32,ISD
CA16882,C1809,PL0461,2024-12-20,52,ISD
CA16883,C2397,PL0380,2023-10-16,40,Local
CA16884,C1672,PL0888,2025-04-13,35,STD
CA16885,C0128,PL0234,2024-01-13,25,Local
CA16886,C0584,PL0567,2025-03-18,35,Local
CA16887,C3233,PL0741,2025-01-30,33,ISD
CA16888,C1305,PL0458,2023-06-27,50,Local
CA16889,C2955,PL0199,2024-02-25,53,ISD
CA16890,C1213,PL0410,2024-12-14,3,ISD
CA16891,C0356,PL0336,2024-11-24,35,ISD
CA16892,C1668,PL0913,2025-05-20,26,ISD
CA16893,C1617,PL0105,2023-07-01,43,ISD
CA16894,C0121,PL0513,2024-04-23,52,Local
CA16895,C1676,PL0200,2023-07-12,54,ISD
CA16896,C1293,PL0189,2023-11-04,13,STD
CA16897,C0497,PL0057,2024-02-21,2,Local
CA16898,C2802,PL0468,2024-03-05,59,Local
CA16899,C3366,PL0097,2024-11-01,13,Local
CA16900,C1074,PL0502,2024-09-30,36,ISD
CA16901,C2502,PL0823,2024-02-29,8,STD
CA16902,C3439,PL0252,2024-03-19,25,Local
CA16903,C2073,PL0239,2025-03-20,56,ISD
CA16904,C1832,PL0461,2024-05-07,34,STD
CA16905,C1044,PL0864,2024-08-30,57,Local
CA16906,C1275,PL0725,2024-01-24,54,Local
CA16907,C1926,PL0820,2023-08-24,1,STD
CA16908,C0737,PL0424,2025-05-14,10,ISD
CA16909,C0626,PL0849,2024-02-10,27,Local
CA16910,C0934,PL0132,2024-08-26,30,Local
CA16911,C2134,PL0655,2025-02-28,8,ISD
CA16912,C1751,PL0337,2024-04-26,15,Local
CA16913,C1094,PL0201,2025-06-17,12,STD
CA16914,C3222,PL0325,2024-11-16,43,STD
CA16915,C2091,PL0065,2023-12-09,47,STD
CA16916,C0823,PL0931,2023-06-26,15,ISD
CA16917,C0523,PL0573,2024-06-06,25,STD
CA16918,C0839,PL0232,2023-08-17,25,Local
CA16919,C2520,PL0770,2025-06-13,20,Local
CA16920,C1708,PL0367,2024-07-08,16,Local
CA16921,C1415,PL0594,2024-06-28,9,Local
CA16922,C1310,PL0214,2023-09-05,42,STD
CA16923,C2005,PL0199,2024-10-06,46,Local
CA16924,C1193,PL0885,2023-12-07,35,Local
CA16925,C1272,PL0077,2025-05-03,7,Local
CA16926,C3024,PL0333,2025-02-25,3,STD
CA16927,C2863,PL0246,2024-06-19,31,STD
CA16928,C2848,PL0359,2023-10-12,11,Local
CA16929,C0107,PL0070,2023-10-23,40,Local
CA16930,C2823,PL0898,2023-10-20,52,Local
CA16931,C2844,PL0420,2023-12-19,18,ISD
CA16932,C2384,PL0075,2024-07-19,28,Local
CA16933,C2195,PL0462,2024-02-06,8,Local
CA16934,C0259,PL0956,2023-08-07,35,ISD
CA16935,C1644,PL0410,2023-09-05,55,ISD
CA16936,C3444,PL0444,2024-08-04,14,Local
CA16937,C0551,PL0608,2023-08-04,55,ISD
CA16938,C1630,PL0720,2024-07-26,48,Local
CA16939,C3208,PL0206,2024-03-27,50,ISD
CA16940,C3418,PL0405,2024-07-13,46,ISD
CA16941,C3417,PL0449,2024-04-18,57,Local
CA16942,C1026,PL0813,2024-04-10,18,STD
CA16943,C0411,PL0421,2024-10-08,21,STD
CA16944,C0804,PL0041,2024-11-02,31,Local
CA16945,C2685,PL0180,2023-06-24,37,STD
CA16946,C1669,PL0650,2023-09-04,19,Local
CA16947,C1850,PL0231,2025-05-29,55,STD
CA16948,C1646,PL0415,2024-01-09,59,Local
CA16949,C3235,PL0125,2024-11-15,43,STD
CA16950,C2800,PL0276,2025-06-17,35,STD
CA16951,C3057,PL0578,2023-06-20,44,ISD
CA16952,C2803,PL0936,2025-05-25,17,ISD
CA16953,C1411,PL0928,2024-04-04,5,ISD
CA16954,C2616,PL0428,2023-09-25,56,STD
CA16955,C1508,PL0352,2023-10-19,46,STD
CA16956,C3187,PL0564,2024-09-20,5,Local
CA16957,C0824,PL0866,2024-04-23,49,STD
CA16958,C1937,PL0310,2023-07-18,21,ISD
CA16959,C1089,PL0440,2024-12-07,54,Local
CA16960,C0409,PL0068,2024-10-18,60,STD
CA16961,C1920,PL0635,2025-01-23,47,ISD
CA16962,C0624,PL0275,2023-09-07,20,ISD
CA16963,C1367,PL0629,2024-04-24,29,Local
CA16964,C3222,PL0079,2025-06-05,17,STD
CA16965,C3224,PL0972,2024-07-01,42,ISD
CA16966,C1157,PL0462,2024-03-17,33,Local
CA16967,C0061,PL0194,2025-05-17,38,Local
CA16968,C0264,PL0056,2024-03-05,23,STD
CA16969,C1755,PL0532,2023-10-11,19,ISD
CA16970,C2321,PL0231,2023-10-14,16,Local
CA16971,C2047,PL0668,2025-02-18,13,Local
CA16972,C0517,PL0401,2025-06-06,42,STD
CA16973,C3176,PL0516,2024-11-24,11,Local
CA16974,C3292,PL0653,2025-02-14,44,STD
CA16975,C0816,PL0276,2024-04-02,60,STD
CA16976,C0816,PL0674,2023-12-10,34,STD
CA16977,C0942,PL0100,2024-10-24,1,ISD
CA16978,C0404,PL0960,2023-08-27,48,ISD
CA16979,C0275,PL0948,2025-03-17,9,ISD
CA16980,C0363,PL0551,2025-03-19,16,ISD
CA16981,C1312,PL0568,2023-06-21,37,Local
CA16982,C2782,PL0683,2025-03-18,21,ISD
CA16983,C3430,PL0302,2023-11-13,18,STD
CA16984,C2671,PL0015,2025-06-08,8,Local
CA16985,C1830,PL0522,2024-02-08,35,ISD
CA16986,C2293,PL0761,2024-03-08,36,ISD
CA16987,C1627,PL0646,2024-01-02,13,Local
CA16988,C0107,PL0610,2024-05-10,20,ISD
CA16989,C0040,PL0616,2024-05-26,18,Local
CA16990,C2801,PL0537,2024-08-17,60,STD
CA16991,C2160,PL0244,2025-04-17,23,ISD
CA16992,C1795,PL0369,2024-12-17,1,Local
CA16993,C2889,PL0301,2024-06-06,46,ISD
CA16994,C1271,PL0290,2024-02-17,10,Local
CA16995,C2995,PL0923,2024-01-14,59,ISD
CA16996,C2147,PL0266,2025-01-07,56,ISD
CA16997,C1858,PL0626,2023-06-23,22,Local
CA16998,C0786,PL0619,2023-07-02,53,STD
CA16999,C2080,PL0833,2023-09-23,37,Local
CA17000,C1626,PL0079,2025-01-14,18,STD
CA17001,C2089,PL0227,2025-03-18,13,ISD
CA17002,C0068,PL0625,2024-12-09,28,Local
CA17003,C3132,PL0493,2023-09-29,7,Local
CA17004,C1639,PL0109,2023-09-17,45,ISD
CA17005,C1488,PL0066,2023-07-06,48,Local
CA17006,C2835,PL0497,2024-08-14,27,ISD
CA17007,C1250,PL0829,2023-06-30,44,ISD
CA17008,C0604,PL0196,2024-08-23,25,Local
CA17009,C0424,PL0122,2025-04-09,21,Local
CA17010,C1190,PL0633,2024-12-10,54,STD
CA17011,C2543,PL0399,2024-11-03,6,Local
CA17012,C3371,PL0968,2024-01-16,9,ISD
CA17013,C2367,PL0792,2024-01-09,30,ISD
CA17014,C2197,PL0968,2024-04-30,49,ISD
CA17015,C2422,PL0582,2024-02-24,33,Local
CA17016,C0677,PL0764,2024-07-23,56,STD
CA17017,C2741,PL0442,2024-08-08,13,ISD
CA17018,C1361,PL0554,2025-05-03,26,STD
CA17019,C1177,PL0510,2023-12-24,31,STD
CA17020,C3152,PL0500,2025-02-06,34,ISD
CA17021,C1452,PL0214,2023-07-07,6,Local
CA17022,C2246,PL0943,2023-09-07,41,ISD
CA17023,C2918,PL0759,2024-03-09,13,STD
CA17024,C1641,PL0806,2024-04-27,35,Local
CA17025,C3347,PL0510,2025-01-18,7,STD
CA17026,C1229,PL0048,2023-09-22,27,STD
CA17027,C3169,PL0917,2024-01-04,36,ISD
CA17028,C1314,PL0116,2023-08-02,58,STD
CA17029,C0487,PL0712,2025-05-18,43,ISD
CA17030,C1574,PL0577,2023-10-22,3,STD
CA17031,C0386,PL0288,2023-10-30,22,STD
CA17032,C1193,PL0605,2024-11-25,50,STD
CA17033,C1475,PL0860,2024-12-08,29,Local
CA17034,C0983,PL0065,2024-06-22,55,ISD
CA17035,C0455,PL0945,2024-05-30,54,ISD
CA17036,C0811,PL0146,2025-01-26,58,Local
CA17037,C3348,PL0956,2023-09-13,53,Local
CA17038,C3066,PL0206,2024-09-13,12,ISD
CA17039,C0635,PL0307,2024-10-23,21,Local
CA17040,C0063,PL0841,2024-03-14,4,Local
CA17041,C0311,PL0824,2024-06-30,23,ISD
CA17042,C2989,PL0874,2024-01-23,5,ISD
CA17043,C1221,PL0072,2023-12-19,17,STD
CA17044,C0041,PL0429,2024-01-20,20,Local
CA17045,C1860,PL0247,2025-06-04,24,STD
CA17046,C1185,PL0524,2024-10-10,14,STD
CA17047,C1326,PL0502,2024-11-06,53,ISD
CA17048,C1513,PL0424,2025-01-22,53,ISD
CA17049,C0598,PL0746,2024-06-07,5,ISD
CA17050,C0999,PL0171,2025-02-12,59,Local
CA17051,C1731,PL0948,2024-05-31,42,ISD
CA17052,C0589,PL0955,2023-08-12,20,STD
CA17053,C1856,PL0111,2024-08-16,1,Local
CA17054,C2989,PL0362,2024-12-04,24,Local
CA17055,C1032,PL0158,2023-09-29,56,STD
CA17056,C1086,PL0809,2024-05-20,23,Local
CA17057,C3305,PL0439,2025-05-19,13,STD
CA17058,C2565,PL0074,2024-12-15,44,STD
CA17059,C0937,PL0314,2024-08-20,40,Local
CA17060,C3404,PL0216,2024-08-28,1,Local
CA17061,C0285,PL0298,2024-12-21,47,ISD
CA17062,C1157,PL0017,2025-03-12,17,Local
CA17063,C2629,PL0136,2023-11-28,1,Local
CA17064,C1409,PL0614,2024-02-16,22,STD
CA17065,C3111,PL0365,2024-01-16,10,STD
CA17066,C0486,PL0863,2024-08-14,59,Local
CA17067,C1423,PL0652,2025-02-24,35,Local
CA17068,C2267,PL0531,2024-04-09,1,STD
CA17069,C0012,PL0328,2024-09-08,18,Local
CA17070,C1098,PL0350,2024-03-21,29,Local
CA17071,C2503,PL0078,2024-02-13,52,STD
CA17072,C0533,PL0029,2023-06-19,7,STD
CA17073,C1163,PL0475,2025-03-05,55,ISD
CA17074,C0114,PL0021,2024-05-18,9,ISD
CA17075,C3045,PL0910,2025-05-14,38,STD
CA17076,C1177,PL0625,2023-11-27,21,Local
CA17077,C1658,PL0823,2024-10-03,18,Local
CA17078,C2581,PL0206,2025-01-22,15,ISD
CA17079,C2189,PL0624,2025-01-24,5,STD
CA17080,C0192,PL0521,2024-02-21,22,Local
CA17081,C0524,PL0260,2025-02-08,46,Local
CA17082,C3270,PL0748,2025-03-01,42,ISD
CA17083,C1600,PL0770,2024-05-16,37,STD
CA17084,C2616,PL0635,2024-07-27,8,STD
CA17085,C3176,PL0600,2023-11-22,56,ISD
CA17086,C2478,PL0477,2023-06-19,19,Local
CA17087,C1978,PL0241,2024-03-18,8,Local
CA17088,C0226,PL0769,2024-03-21,18,Local
CA17089,C2650,PL0398,2024-11-17,4,ISD
CA17090,C0144,PL0558,2024-07-21,45,ISD
CA17091,C2209,PL0884,2023-09-24,10,STD
CA17092,C2149,PL0971,2025-06-15,9,STD
CA17093,C1589,PL0676,2023-11-23,57,Local
CA17094,C0100,PL0947,2023-12-25,47,Local
CA17095,C1769,PL0920,2024-02-13,60,STD
CA17096,C0123,PL0640,2024-08-02,10,STD
CA17097,C1764,PL0333,2025-01-27,53,Local
CA17098,C0348,PL0269,2024-07-07,60,ISD
CA17099,C1009,PL0681,2025-04-30,34,ISD
CA17100,C0977,PL0819,2024-12-05,54,ISD
CA17101,C2073,PL0281,2024-02-24,57,ISD
CA17102,C0639,PL0706,2025-05-30,57,Local
CA17103,C2772,PL0318,2025-03-26,21,STD
CA17104,C1378,PL0951,2023-09-10,44,Local
CA17105,C0341,PL0763,2024-10-23,33,STD
CA17106,C2028,PL0960,2024-09-27,17,STD
CA17107,C1126,PL0716,2024-05-23,38,STD
CA17108,C2985,PL0991,2024-07-30,18,STD
CA17109,C3278,PL0141,2023-09-13,28,ISD
CA17110,C1471,PL0692,2025-05-04,40,ISD
CA17111,C0115,PL0777,2024-05-06,37,STD
CA17112,C2904,PL0631,2025-05-16,17,STD
CA17113,C1084,PL0823,2024-10-08,44,STD
CA17114,C0647,PL0465,2024-10-12,50,STD
CA17115,C1447,PL0772,2024-09-18,30,ISD
CA17116,C1813,PL0955,2024-06-14,57,STD
CA17117,C1671,PL0889,2023-09-13,50,ISD
CA17118,C0812,PL0429,2024-04-28,48,STD
CA17119,C2456,PL0198,2024-02-16,45,STD
CA17120,C1590,PL0587,2023-10-17,35,Local
CA17121,C0038,PL0037,2024-01-11,29,STD
CA17122,C1810,PL0787,2024-04-12,23,STD
CA17123,C0801,PL0408,2023-10-31,23,ISD
CA17124,C0654,PL0041,2025-01-29,12,ISD
CA17125,C2338,PL0870,2023-06-29,7,Local
CA17126,C1109,PL0151,2024-10-18,24,ISD
CA17127,C0319,PL0463,2025-01-25,2,STD
CA17128,C1452,PL0171,2024-12-25,30,STD
CA17129,C1076,PL0553,2025-04-10,33,STD
CA17130,C0892,PL0739,2024-10-15,3,Local
CA17131,C3310,PL0560,2023-07-19,23,Local
CA17132,C0813,PL0577,2023-09-27,27,ISD
CA17133,C2999,PL0789,2025-02-28,4,STD
CA17134,C1669,PL0158,2024-10-04,23,STD
CA17135,C1278,PL0382,2023-06-19,20,ISD
CA17136,C0493,PL0841,2024-12-19,59,STD
CA17137,C3354,PL0801,2024-12-01,59,Local
CA17138,C0373,PL0641,2024-12-12,14,STD
CA17139,C0994,PL0254,2023-11-20,60,Local
CA17140,C1120,PL0847,2023-11-19,32,STD
CA17141,C0230,PL0718,2024-12-17,50,ISD
CA17142,C3333,PL0440,2023-12-08,26,Local
CA17143,C1678,PL0160,2025-03-07,44,ISD
CA17144,C0038,PL0919,2023-07-28,33,Local
CA17145,C1286,PL0029,2024-05-21,22,STD
CA17146,C2676,PL0511,2024-03-20,24,STD
CA17147,C2851,PL0236,2023-10-24,34,STD
CA17148,C1632,PL0305,2023-09-25,23,ISD
CA17149,C1079,PL0754,2025-06-17,6,STD
CA17150,C0871,PL0484,2024-09-28,51,ISD
CA17151,C3218,PL0155,2025-04-26,9,ISD
CA17152,C0140,PL0466,2024-03-24,58,ISD
CA17153,C0848,PL0399,2023-08-04,32,ISD
CA17154,C2777,PL0870,2023-11-13,38,ISD
CA17155,C0692,PL0471,2025-03-14,49,Local
CA17156,C0328,PL0545,2024-10-19,59,Local
CA17157,C0551,PL0156,2024-01-17,22,Local
CA17158,C1601,PL0849,2023-11-08,42,STD
CA17159,C1468,PL0736,2024-08-06,36,Local
CA17160,C1479,PL0016,2024-06-18,7,STD
CA17161,C2426,PL0352,2023-10-30,44,ISD
CA17162,C2164,PL0973,2023-10-09,54,Local
CA17163,C1433,PL0581,2023-11-27,12,Local
CA17164,C2224,PL0121,2024-04-13,58,STD
CA17165,C3234,PL0027,2024-11-10,21,STD
CA17166,C2283,PL0815,2025-04-01,51,Local
CA17167,C1578,PL0653,2023-07-18,6,ISD
CA17168,C0843,PL0439,2023-09-20,25,Local
CA17169,C0666,PL0573,2023-08-09,17,ISD
CA17170,C1953,PL0660,2023-11-10,18,Local
CA17171,C2929,PL0651,2025-04-11,28,Local
CA17172,C1676,PL0713,2023-08-04,44,STD
CA17173,C0506,PL0609,2023-07-14,30,ISD
CA17174,C2438,PL0943,2023-08-02,46,ISD
CA17175,C1102,PL0702,2023-11-05,13,Local
CA17176,C1779,PL0895,2024-05-26,9,Local
CA17177,C3284,PL0998,2025-01-04,29,Local
CA17178,C1555,PL0900,2023-12-20,14,ISD
CA17179,C0495,PL0728,2025-02-10,58,STD
CA17180,C3037,PL0519,2024-02-25,38,ISD
CA17181,C3184,PL0973,2024-06-18,3,STD
CA17182,C0285,PL0574,2023-12-05,6,STD
CA17183,C2700,PL0759,2024-12-31,23,STD
CA17184,C1205,PL0486,2023-12-01,1,Local
CA17185,C1792,PL0012,2024-07-02,33,Local
CA17186,C1965,PL0494,2025-05-14,16,Local
CA17187,C0290,PL0159,2025-01-26,32,ISD
CA17188,C1247,PL0205,2023-06-21,35,ISD
CA17189,C1508,PL0165,2025-05-22,29,STD
CA17190,C0141,PL0784,2024-08-30,37,ISD
CA17191,C2754,PL0416,2024-03-16,30,ISD
CA17192,C1904,PL0236,2024-01-09,47,Local
CA17193,C1221,PL0089,2024-12-22,36,Local
CA17194,C2047,PL0700,2025-03-11,48,ISD
CA17195,C2420,PL0497,2024-11-05,21,ISD
CA17196,C3477,PL0458,2023-11-13,27,Local
CA17197,C2474,PL0603,2024-08-01,39,STD
CA17198,C1278,PL0618,2023-09-25,41,STD
CA17199,C0397,PL0708,2023-12-30,8,STD
CA17200,C1302,PL0035,2024-11-11,37,STD
CA17201,C0070,PL0618,2023-10-05,25,ISD
CA17202,C2194,PL0899,2024-02-21,3,Local
CA17203,C1290,PL0449,2023-10-08,53,ISD
CA17204,C3155,PL0670,2025-02-12,32,ISD
CA17205,C0790,PL0457,2023-08-18,30,ISD
CA17206,C1509,PL0229,2023-12-27,59,STD
CA17207,C3049,PL0478,2024-08-02,19,ISD
CA17208,C2181,PL0756,2025-03-11,7,Local
CA17209,C0546,PL0572,2023-07-18,2,ISD
CA17210,C0516,PL0445,2023-09-20,3,Local
CA17211,C2637,PL0670,2025-02-09,22,STD
CA17212,C1463,PL0025,2024-03-10,49,ISD
CA17213,C1490,PL0669,2025-02-07,48,ISD
CA17214,C1813,PL0165,2024-08-22,40,ISD
CA17215,C1658,PL0780,2023-11-04,3,STD
CA17216,C2790,PL0048,2023-10-09,26,Local
CA17217,C2671,PL0818,2024-04-12,21,ISD
CA17218,C0874,PL0724,2024-08-24,35,ISD
CA17219,C0141,PL0490,2024-05-19,27,STD
CA17220,C1132,PL0324,2023-08-20,38,ISD
CA17221,C2333,PL0790,2023-11-20,16,ISD
CA17222,C3332,PL0280,2024-08-15,40,ISD
CA17223,C1955,PL0567,2025-06-16,10,STD
CA17224,C1025,PL0236,2023-08-04,37,STD
CA17225,C1522,PL0364,2023-09-29,6,STD
CA17226,C1400,PL0738,2024-12-19,30,ISD
CA17227,C1504,PL0605,2025-02-01,45,ISD
CA17228,C0429,PL0652,2025-03-23,45,Local
CA17229,C2309,PL0035,2025-02-07,47,Local
CA17230,C2264,PL0864,2024-12-20,35,Local
CA17231,C0984,PL0114,2024-04-07,17,Local
CA17232,C1847,PL0166,2024-01-06,33,STD
CA17233,C3279,PL0678,2023-10-04,28,ISD
CA17234,C1964,PL0600,2023-07-06,28,Local
CA17235,C1110,PL0844,2024-06-13,60,Local
CA17236,C1357,PL0891,2025-03-07,45,ISD
CA17237,C2041,PL0322,2023-07-02,58,Local
CA17238,C1657,PL0171,2024-09-24,4,Local
CA17239,C2194,PL0111,2024-09-14,22,ISD
CA17240,C0785,PL0172,2025-05-25,25,ISD
CA17241,C0825,PL0713,2024-08-13,17,ISD
CA17242,C1900,PL0259,2025-06-06,57,ISD
CA17243,C0878,PL0392,2025-01-28,32,Local
CA17244,C0456,PL0443,2024-12-23,43,ISD
CA17245,C2788,PL0721,2024-02-23,17,STD
CA17246,C3211,PL0391,2023-07-30,5,Local
CA17247,C1335,PL0239,2023-10-05,27,Local
CA17248,C3255,PL0388,2024-11-09,52,ISD
CA17249,C2123,PL0720,2023-11-08,27,ISD
CA17250,C0263,PL0500,2023-07-05,28,ISD
CA17251,C1585,PL0573,2023-08-31,55,ISD
CA17252,C3471,PL0766,2024-07-29,20,STD
CA17253,C0437,PL0914,2024-12-17,56,ISD
CA17254,C2671,PL0327,2025-02-08,13,Local
CA17255,C1185,PL0592,2025-01-14,7,STD
CA17256,C2797,PL0291,2024-11-19,57,STD
CA17257,C2448,PL0208,2023-09-06,34,Local
CA17258,C1129,PL0071,2023-10-01,50,ISD
CA17259,C0446,PL0858,2023-12-24,21,STD
CA17260,C1425,PL0388,2025-04-06,23,Local
CA17261,C2386,PL0516,2025-03-02,28,STD
CA17262,C1579,PL0309,2025-04-28,59,Local
CA17263,C0085,PL0280,2024-01-17,51,ISD
CA17264,C1319,PL0405,2025-04-22,59,STD
CA17265,C0235,PL0640,2024-01-07,23,STD
CA17266,C0624,PL0671,2025-05-19,12,ISD
CA17267,C2069,PL0970,2024-10-12,54,Local
CA17268,C3220,PL0092,2024-04-11,37,ISD
CA17269,C1444,PL0839,2024-08-24,25,STD
CA17270,C2706,PL0781,2024-04-20,59,ISD
CA17271,C0590,PL0537,2024-08-27,13,STD
CA17272,C1846,PL0217,2023-08-06,6,STD
CA17273,C1161,PL0973,2023-08-26,53,STD
CA17274,C2539,PL0970,2025-01-26,25,ISD
CA17275,C0277,PL0030,2025-05-08,17,ISD
CA17276,C1760,PL0241,2024-09-02,45,ISD
CA17277,C1687,PL0417,2024-11-01,22,STD
CA17278,C2387,PL0561,2023-12-09,5,STD
CA17279,C0940,PL0464,2023-08-16,52,STD
CA17280,C0886,PL0906,2024-10-29,30,ISD
CA17281,C0046,PL0598,2024-09-07,38,STD
CA17282,C1059,PL0150,2024-04-15,39,Local
CA17283,C2402,PL0568,2023-10-07,49,Local
CA17284,C1250,PL0381,2024-10-23,57,ISD
CA17285,C2078,PL0799,2024-12-14,39,ISD
CA17286,C0125,PL0554,2024-05-04,6,ISD
CA17287,C1481,PL0854,2025-01-15,30,STD
CA17288,C0560,PL0941,2025-05-06,48,STD
CA17289,C2295,PL0080,2024-07-24,41,Local
CA17290,C1940,PL0600,2024-01-04,40,STD
CA17291,C2262,PL0179,2024-12-05,45,STD
CA17292,C0676,PL0083,2025-02-26,18,ISD
CA17293,C2332,PL0524,2023-07-19,6,ISD
CA17294,C0022,PL0292,2023-08-12,55,Local
CA17295,C0289,PL0602,2025-05-17,26,Local
CA17296,C0262,PL0671,2025-01-01,41,STD
CA17297,C1379,PL0809,2023-07-20,57,STD
CA17298,C1369,PL0460,2025-06-05,23,ISD
CA17299,C0334,PL0307,2023-11-01,53,ISD
CA17300,C1868,PL0100,2023-10-20,42,ISD
CA17301,C1659,PL0370,2024-09-09,2,ISD
CA17302,C3404,PL0010,2024-04-30,13,Local
CA17303,C3239,PL0156,2023-11-01,5,STD
CA17304,C2350,PL0389,2024-02-13,17,ISD
CA17305,C0974,PL0212,2024-02-13,2,Local
CA17306,C1098,PL0055,2025-01-17,59,STD
CA17307,C3382,PL0917,2024-01-10,31,ISD
CA17308,C3343,PL0097,2024-03-15,25,Local
CA17309,C3343,PL0039,2024-07-30,36,STD
CA17310,C2816,PL0920,2024-02-06,54,ISD
CA17311,C0252,PL0487,2024-10-06,16,ISD
CA17312,C1513,PL0062,2024-07-24,32,Local
CA17313,C1663,PL0952,2024-01-28,45,STD
CA17314,C1999,PL0483,2024-05-21,27,ISD
CA17315,C3015,PL0849,2025-02-02,40,ISD
CA17316,C2258,PL0412,2023-09-03,24,Local
CA17317,C2316,PL0484,2024-04-21,5,STD
CA17318,C2697,PL0335,2023-06-23,35,Local
CA17319,C1001,PL0546,2024-08-25,50,Local
CA17320,C1268,PL0975,2023-12-26,7,Local
CA17321,C0451,PL0246,2024-12-02,59,Local
CA17322,C2087,PL0227,2025-05-20,28,Local
CA17323,C2400,PL0057,2023-12-21,25,Local
CA17324,C1704,PL0077,2025-03-26,46,ISD
CA17325,C2451,PL0580,2024-05-11,3,STD
CA17326,C0174,PL0396,2023-11-05,53,Local
CA17327,C2690,PL0771,2024-09-05,35,ISD
CA17328,C3430,PL0925,2024-09-03,25,Local
CA17329,C2593,PL0389,2023-11-09,23,ISD
CA17330,C2165,PL0616,2024-08-25,29,Local
CA17331,C1700,PL0051,2024-09-13,31,ISD
CA17332,C2892,PL0718,2024-06-27,43,Local
CA17333,C0040,PL0392,2024-06-29,55,STD
CA17334,C2811,PL0359,2023-08-08,52,ISD
CA17335,C2331,PL0331,2024-09-05,3,STD
CA17336,C1234,PL0241,2025-04-17,38,ISD
CA17337,C3209,PL0712,2024-08-30,39,ISD
CA17338,C1341,PL0528,2025-03-20,42,STD
CA17339,C1562,PL0402,2024-12-15,17,ISD
CA17340,C2407,PL0528,2025-04-22,38,STD
CA17341,C2441,PL0550,2024-02-04,49,Local
CA17342,C1912,PL0956,2023-10-28,35,STD
CA17343,C0271,PL0001,2024-06-06,23,Local
CA17344,C2391,PL0126,2024-09-08,18,ISD
CA17345,C0822,PL0872,2024-07-06,59,STD
CA17346,C2759,PL0921,2024-01-12,6,STD
CA17347,C0783,PL0908,2025-05-26,17,STD
CA17348,C1635,PL0088,2024-09-23,19,Local
CA17349,C0742,PL0298,2025-05-07,34,ISD
CA17350,C2324,PL0180,2024-08-01,3,Local
CA17351,C2252,PL0385,2023-09-14,59,STD
CA17352,C0351,PL0373,2024-11-16,8,Local
CA17353,C1218,PL0730,2025-05-24,1,Local
CA17354,C1893,PL0402,2023-09-18,14,ISD
CA17355,C0814,PL0124,2024-06-21,27,ISD
CA17356,C2278,PL0936,2025-04-01,58,ISD
CA17357,C0551,PL0368,2024-10-23,17,STD
CA17358,C1503,PL0110,2024-09-14,41,Local
CA17359,C3408,PL0147,2024-07-13,13,STD
CA17360,C3485,PL0667,2024-12-10,57,Local
CA17361,C2897,PL0547,2023-08-24,40,Local
CA17362,C2193,PL0723,2023-10-17,40,Local
CA17363,C1833,PL0598,2023-11-01,24,ISD
CA17364,C3025,PL0132,2024-07-16,6,Local
CA17365,C1356,PL0926,2024-02-04,23,ISD
CA17366,C1456,PL0553,2025-02-16,36,STD
CA17367,C1342,PL0109,2025-05-26,31,ISD
CA17368,C1146,PL0183,2024-08-10,38,Local
CA17369,C1094,PL0151,2024-07-22,51,ISD
CA17370,C0735,PL0963,2024-05-23,47,ISD
CA17371,C3457,PL0130,2024-09-19,3,Local
